sent,tags,parse
""" It 's pretty ridiculous to turn the Department of Education into some big lending institution , and the government has not exactly proved itself adept at this , "" says an aide to House Education and Opportunities Committee Chair William Goodling , clearly playing the anti-government card . ""","''/'' It/PRP 's/VBZ pretty/RB ridiculous/JJ to/TO turn/VB the/DT Department/NNP of/IN Education/NNP into/IN some/DT big/JJ lending/NN institution/NN ,/, and/CC the/DT government/NN has/VBZ not/RB exactly/RB proved/VBN itself/PRP adept/JJ at/IN this/DT ,/, ''/'' says/VBZ an/DT aide/NN to/TO House/NNP Education/NNP and/CC Opportunities/NNPS Committee/NNP Chair/NNP William/NNP Goodling/NNP ,/, clearly/RB playing/VBG the/DT anti-government/JJ card/NN ./. ''/''"," nsubj(ridiculous-5, It-2) nsubj(turn-7, It-2) cop(ridiculous-5, 's-3) advmod(ridiculous-5, pretty-4) ccomp(says-31, ridiculous-5) mark(turn-7, to-6) xcomp(ridiculous-5, turn-7) det(Department-9, the-8) dobj(turn-7, Department-9) case(Education-11, of-10) nmod:of(Department-9, Education-11) case(institution-16, into-12) det(institution-16, some-13) amod(institution-16, big-14) compound(institution-16, lending-15) nmod:into(turn-7, institution-16) cc(ridiculous-5, and-18) det(government-20, the-19) nsubj(proved-24, government-20) aux(proved-24, has-21) neg(proved-24, not-22) advmod(proved-24, exactly-23) conj:and(ridiculous-5, proved-24) ccomp(says-31, proved-24) nsubj(adept-26, itself-25) xcomp(proved-24, adept-26) case(this-28, at-27) nmod:at(adept-26, this-28) root(ROOT-0, says-31) det(aide-33, an-32) dobj(says-31, aide-33) case(Education-36, to-34) compound(Education-36, House-35) nmod:to(says-31, Education-36) cc(Education-36, and-37) compound(Goodling-42, Opportunities-38) compound(Goodling-42, Committee-39) compound(Goodling-42, Chair-40) compound(Goodling-42, William-41) nmod:to(says-31, Goodling-42) conj:and(Education-36, Goodling-42) advmod(playing-45, clearly-44) advcl(says-31, playing-45) det(card-48, the-46) amod(card-48, anti-government-47) dobj(playing-45, card-48)  "
"The Republicans changed the scoring rules for student loans , instructing the Congressional Budget Office ( CBO ) to count the administrative costs of the direct lending program -- but not the guaranteed loan program .","The/DT Republicans/NNPS changed/VBD the/DT scoring/VBG rules/NNS for/IN student/NN loans/NNS ,/, instructing/VBG the/DT Congressional/NNP Budget/NNP Office/NNP -LRB-/-LRB- CBO/NNP -RRB-/-RRB- to/TO count/VB the/DT administrative/JJ costs/NNS of/IN the/DT direct/JJ lending/NN program/NN --/: but/CC not/RB the/DT guaranteed/JJ loan/NN program/NN ./."," det(Republicans-2, The-1) nsubj(changed-3, Republicans-2) root(ROOT-0, changed-3) det(rules-6, the-4) amod(rules-6, scoring-5) dobj(changed-3, rules-6) case(loans-9, for-7) compound(loans-9, student-8) nmod:for(rules-6, loans-9) advcl(changed-3, instructing-11) det(Office-15, the-12) compound(Office-15, Congressional-13) compound(Office-15, Budget-14) dobj(instructing-11, Office-15) appos(Office-15, CBO-17) mark(count-20, to-19) acl(Office-15, count-20) det(costs-23, the-21) amod(costs-23, administrative-22) dobj(count-20, costs-23) case(program-28, of-24) det(program-28, the-25) amod(program-28, direct-26) compound(program-28, lending-27) nmod:of(costs-23, program-28) cc(not-31, but-30) cc(Office-15, not-31) det(program-35, the-32) amod(program-35, guaranteed-33) compound(program-35, loan-34) dobj(instructing-11, program-35) conj:negcc(Office-15, program-35)  "
"In other words , the CBO had to take into account all the costs associated with overseeing direct lending , while excluding , for example , $160 , million in annual subsidies to guaranty agencies that existed in the old program .","In/IN other/JJ words/NNS ,/, the/DT CBO/NNP had/VBD to/TO take/VB into/IN account/NN all/PDT the/DT costs/NNS associated/VBN with/IN overseeing/VBG direct/JJ lending/NN ,/, while/NN excluding/VBG ,/, for/IN example/NN ,/, $/$ 160/CD ,/, million/CD in/IN annual/JJ subsidies/NNS to/TO guaranty/VB agencies/NNS that/WDT existed/VBD in/IN the/DT old/JJ program/NN ./."," case(words-3, In-1) amod(words-3, other-2) nmod:in(had-7, words-3) det(CBO-6, the-5) nsubj(had-7, CBO-6) nsubj(take-9, CBO-6) nsubj(guaranty-35, CBO-6) root(ROOT-0, had-7) mark(take-9, to-8) xcomp(had-7, take-9) case(account-11, into-10) nmod:into(take-9, account-11) det:predet(costs-14, all-12) det(costs-14, the-13) dobj(take-9, costs-14) acl(costs-14, associated-15) mark(overseeing-17, with-16) advcl(associated-15, overseeing-17) amod(lending-19, direct-18) dobj(overseeing-17, lending-19) appos(lending-19, while-21) case(160-28, excluding-22) case(example-25, for-24) dep(160-28, example-25) dep(160-28, $-27) nmod:excluding(while-21, 160-28) appos(160-28, million-30) case(subsidies-33, in-31) amod(subsidies-33, annual-32) nmod:in(million-30, subsidies-33) mark(guaranty-35, to-34) xcomp(had-7, guaranty-35) dobj(guaranty-35, agencies-36) nsubj(existed-38, agencies-36) ref(agencies-36, that-37) acl:relcl(agencies-36, existed-38) case(program-42, in-39) det(program-42, the-40) amod(program-42, old-41) nmod:in(existed-38, program-42)  "
"But this way , the direct lending program is portrayed as much more expensive than the old guaranteed loan program .","But/CC this/DT way/NN ,/, the/DT direct/JJ lending/NN program/NN is/VBZ portrayed/VBN as/RB much/RB more/RBR expensive/JJ than/IN the/DT old/JJ guaranteed/JJ loan/NN program/NN ./."," cc(portrayed-10, But-1) det(way-3, this-2) nsubjpass(portrayed-10, way-3) det(program-8, the-5) amod(program-8, direct-6) compound(program-8, lending-7) appos(way-3, program-8) auxpass(portrayed-10, is-9) root(ROOT-0, portrayed-10) advmod(much-12, as-11) advmod(expensive-14, much-12) advmod(expensive-14, more-13) xcomp(portrayed-10, expensive-14) case(program-20, than-15) det(program-20, the-16) amod(program-20, old-17) amod(program-20, guaranteed-18) compound(program-20, loan-19) nmod:than(portrayed-10, program-20)  "
"In fact , the original CBO estimate showed direct lending could save $12 billion over five years .","In/IN fact/NN ,/, the/DT original/JJ CBO/NNP estimate/NN showed/VBD direct/JJ lending/NN could/MD save/VB $/$ 12/CD billion/CD over/IN five/CD years/NNS ./."," case(fact-2, In-1) nmod:in(showed-8, fact-2) det(estimate-7, the-4) amod(estimate-7, original-5) compound(estimate-7, CBO-6) nsubj(showed-8, estimate-7) root(ROOT-0, showed-8) amod(lending-10, direct-9) nsubj(save-12, lending-10) aux(save-12, could-11) ccomp(showed-8, save-12) dobj(save-12, $-13) compound(billion-15, 12-14) nummod($-13, billion-15) case(years-18, over-16) nummod(years-18, five-17) nmod:over($-13, years-18)  "
"As long as it is necessary to provide a profit to induce lenders to guarantee student loans , "" Federal Reserve Board member Lawrence Lindsey wrote recently in a letter to GOP Senator Spencer Abraham , "" direct lending will be cheaper . ""","As/IN long/RB as/IN it/PRP is/VBZ necessary/JJ to/TO provide/VB a/DT profit/NN to/TO induce/VB lenders/NNS to/TO guarantee/VB student/NN loans/NNS ,/, ''/'' Federal/NNP Reserve/NNP Board/NNP member/NN Lawrence/NNP Lindsey/NNP wrote/VBD recently/RB in/IN a/DT letter/NN to/TO GOP/NNP Senator/NNP Spencer/NNP Abraham/NNP ,/, ''/'' direct/JJ lending/NN will/MD be/VB cheaper/JJR ./. ''/''"," mark(wrote-26, As-1) advmod(necessary-6, long-2) mark(necessary-6, as-3) nsubj(necessary-6, it-4) nsubj(provide-8, it-4) cop(necessary-6, is-5) advcl(wrote-26, necessary-6) mark(provide-8, to-7) xcomp(necessary-6, provide-8) det(profit-10, a-9) dobj(provide-8, profit-10) mark(induce-12, to-11) acl(profit-10, induce-12) dobj(induce-12, lenders-13) nsubj(guarantee-15, lenders-13) mark(guarantee-15, to-14) xcomp(induce-12, guarantee-15) compound(loans-17, student-16) dobj(guarantee-15, loans-17) compound(Lindsey-25, Federal-20) compound(Lindsey-25, Reserve-21) compound(Lindsey-25, Board-22) compound(Lindsey-25, member-23) compound(Lindsey-25, Lawrence-24) nsubj(wrote-26, Lindsey-25) advcl(cheaper-42, wrote-26) advmod(wrote-26, recently-27) case(letter-30, in-28) det(letter-30, a-29) nmod:in(wrote-26, letter-30) case(Abraham-35, to-31) compound(Abraham-35, GOP-32) compound(Abraham-35, Senator-33) compound(Abraham-35, Spencer-34) nmod:to(wrote-26, Abraham-35) amod(lending-39, direct-38) nsubj(cheaper-42, lending-39) aux(cheaper-42, will-40) cop(cheaper-42, be-41) root(ROOT-0, cheaper-42)  "
"<p> The best system would have direct lending and private banks compete , so that each could keep the other in line .","<p>/RB The/DT best/JJS system/NN would/MD have/VB direct/JJ lending/NN and/CC private/JJ banks/NNS compete/VB ,/, so/RB that/IN each/DT could/MD keep/VB the/DT other/JJ in/IN line/NN ./."," advmod(have-6, <p>-1) det(system-4, The-2) amod(system-4, best-3) nsubj(have-6, system-4) aux(have-6, would-5) root(ROOT-0, have-6) amod(lending-8, direct-7) nsubj(compete-12, lending-8) cc(lending-8, and-9) amod(banks-11, private-10) conj:and(lending-8, banks-11) nsubj(compete-12, banks-11) ccomp(have-6, compete-12) mark(keep-18, so-14) mwe(so-14, that-15) nsubj(keep-18, each-16) aux(keep-18, could-17) advcl(have-6, keep-18) det(other-20, the-19) dobj(keep-18, other-20) case(line-22, in-21) nmod:in(keep-18, line-22)  "
"The Republican solution , on the other hand , is to give the private-lending industry back its monopoly and then make it very difficult for the government to prevent abuse .","The/DT Republican/JJ solution/NN ,/, on/IN the/DT other/JJ hand/NN ,/, is/VBZ to/TO give/VB the/DT private-lending/JJ industry/NN back/RB its/PRP$ monopoly/NN and/CC then/RB make/VB it/PRP very/RB difficult/JJ for/IN the/DT government/NN to/TO prevent/VB abuse/NN ./."," det(solution-3, The-1) amod(solution-3, Republican-2) nsubj(is-10, solution-3) nsubj(give-12, solution-3) nsubj(make-21, solution-3) case(hand-8, on-5) det(hand-8, the-6) amod(hand-8, other-7) nmod:on(solution-3, hand-8) root(ROOT-0, is-10) mark(give-12, to-11) xcomp(is-10, give-12) det(industry-15, the-13) amod(industry-15, private-lending-14) dobj(give-12, industry-15) advmod(give-12, back-16) nmod:poss(monopoly-18, its-17) dobj(give-12, monopoly-18) cc(give-12, and-19) advmod(make-21, then-20) xcomp(is-10, make-21) conj:and(give-12, make-21) nsubj(difficult-24, it-22) advmod(difficult-24, very-23) xcomp(make-21, difficult-24) case(government-27, for-25) det(government-27, the-26) nmod:for(difficult-24, government-27) mark(prevent-29, to-28) acl(government-27, prevent-29) dobj(prevent-29, abuse-30)  "
Some of these cuts account for staff reduction in the direct lending program .,Some/DT of/IN these/DT cuts/NNS account/VBP for/IN staff/NN reduction/NN in/IN the/DT direct/JJ lending/NN program/NN ./.," nsubj(account-5, Some-1) case(cuts-4, of-2) det(cuts-4, these-3) nmod:of(Some-1, cuts-4) root(ROOT-0, account-5) case(reduction-8, for-6) compound(reduction-8, staff-7) nmod:for(account-5, reduction-8) case(program-13, in-9) det(program-13, the-10) amod(program-13, direct-11) compound(program-13, lending-12) nmod:in(reduction-8, program-13)  "
The bottom line is that pay-as-you-can loans simply are n't feasible without direct lending .,The/DT bottom/JJ line/NN is/VBZ that/IN pay-as-you-can/JJ loans/NNS simply/RB are/VBP n't/RB feasible/JJ without/IN direct/JJ lending/NN ./.," det(line-3, The-1) amod(line-3, bottom-2) nsubj(is-4, line-3) root(ROOT-0, is-4) mark(feasible-11, that-5) amod(loans-7, pay-as-you-can-6) nsubj(feasible-11, loans-7) advmod(feasible-11, simply-8) cop(feasible-11, are-9) neg(feasible-11, n't-10) ccomp(is-4, feasible-11) case(lending-14, without-12) amod(lending-14, direct-13) nmod:without(feasible-11, lending-14)  "
"Commercial lending rates have already almost doubled since the devaluation , to hover around 40% .","Commercial/JJ lending/NN rates/NNS have/VBP already/RB almost/RB doubled/VBN since/IN the/DT devaluation/NN ,/, to/TO hover/VB around/RP 40/CD %/NN ./."," amod(rates-3, Commercial-1) compound(rates-3, lending-2) nsubj(doubled-7, rates-3) nsubj(hover-13, rates-3) aux(doubled-7, have-4) advmod(doubled-7, already-5) advmod(doubled-7, almost-6) root(ROOT-0, doubled-7) case(devaluation-10, since-8) det(devaluation-10, the-9) nmod:since(doubled-7, devaluation-10) mark(hover-13, to-12) xcomp(doubled-7, hover-13) compound:prt(hover-13, around-14) nummod(%-16, 40-15) dobj(hover-13, %-16)  "
"Blending silks and spotlights , dragons and conveyor belts , Zimmerman serves up the Court of the Jade Emperor , a courier from Buddha , a ghost-king .","Blending/VBG silks/NNS and/CC spotlights/NNS ,/, dragons/NNS and/CC conveyor/NN belts/NNS ,/, Zimmerman/NNP serves/VBZ up/RP the/DT Court/NNP of/IN the/DT Jade/NNP Emperor/NNP ,/, a/DT courier/NN from/IN Buddha/NNP ,/, a/DT ghost-king/NN ./."," advcl(serves-12, Blending-1) dobj(Blending-1, silks-2) cc(silks-2, and-3) dobj(Blending-1, spotlights-4) conj:and(silks-2, spotlights-4) dobj(Blending-1, dragons-6) conj:and(silks-2, dragons-6) cc(silks-2, and-7) compound(belts-9, conveyor-8) dobj(Blending-1, belts-9) conj:and(silks-2, belts-9) nsubj(serves-12, Zimmerman-11) root(ROOT-0, serves-12) compound:prt(serves-12, up-13) det(Court-15, the-14) dobj(serves-12, Court-15) case(Emperor-19, of-16) det(Emperor-19, the-17) compound(Emperor-19, Jade-18) nmod:of(Court-15, Emperor-19) det(courier-22, a-21) appos(Emperor-19, courier-22) case(Buddha-24, from-23) nmod:from(courier-22, Buddha-24) det(ghost-king-27, a-26) appos(Buddha-24, ghost-king-27)  "
"Not being a chartered lending institution , they are not licensed or regulated by federal or state banking agencies .","Not/RB being/VBG a/DT chartered/JJ lending/NN institution/NN ,/, they/PRP are/VBP not/RB licensed/VBN or/CC regulated/VBN by/IN federal/JJ or/CC state/NN banking/NN agencies/NNS ./."," neg(institution-6, Not-1) cop(institution-6, being-2) det(institution-6, a-3) amod(institution-6, chartered-4) compound(institution-6, lending-5) advcl(licensed-11, institution-6) nsubjpass(licensed-11, they-8) nsubjpass(regulated-13, they-8) auxpass(licensed-11, are-9) neg(licensed-11, not-10) root(ROOT-0, licensed-11) cc(licensed-11, or-12) conj:or(licensed-11, regulated-13) case(agencies-19, by-14) dep(banking-18, federal-15) cc(banking-18, or-16) conj:or(banking-18, state-17) amod(agencies-19, state-17) amod(agencies-19, banking-18) nmod:by(licensed-11, agencies-19)  "
"In addition to annuities and life insurance , American General has a $8.4 billion credit-card and consumer-lending business . ""","In/IN addition/NN to/TO annuities/NNS and/CC life/NN insurance/NN ,/, American/NNP General/NNP has/VBZ a/DT $/$ 8.4/CD billion/CD credit-card/NN and/CC consumer-lending/JJ business/NN ./. ''/''"," case(annuities-4, In-1) mwe(In-1, addition-2) mwe(In-1, to-3) nmod:in_addition_to(has-11, annuities-4) cc(annuities-4, and-5) compound(insurance-7, life-6) conj:and(annuities-4, insurance-7) nmod:in_addition_to(has-11, insurance-7) compound(General-10, American-9) nsubj(has-11, General-10) root(ROOT-0, has-11) det(credit-card-16, a-12) amod(credit-card-16, $-13) compound(billion-15, 8.4-14) nummod($-13, billion-15) dobj(has-11, credit-card-16) cc(credit-card-16, and-17) amod(business-19, consumer-lending-18) dobj(has-11, business-19) conj:and(credit-card-16, business-19)  "
"* Finally , capital looks plentiful , despite congressional efforts to curtail the lending power of the Small Business Administration .","*/VBG Finally/RB ,/, capital/NN looks/VBZ plentiful/JJ ,/, despite/IN congressional/JJ efforts/NNS to/TO curtail/VB the/DT lending/VBG power/NN of/IN the/DT Small/NNP Business/NNP Administration/NNP ./."," advcl(looks-5, *-1) advmod(*-1, Finally-2) nsubj(looks-5, capital-4) root(ROOT-0, looks-5) xcomp(looks-5, plentiful-6) case(efforts-10, despite-8) amod(efforts-10, congressional-9) nmod:despite(looks-5, efforts-10) mark(curtail-12, to-11) acl(efforts-10, curtail-12) det(power-15, the-13) amod(power-15, lending-14) dobj(curtail-12, power-15) case(Administration-20, of-16) det(Administration-20, the-17) compound(Administration-20, Small-18) compound(Administration-20, Business-19) nmod:of(power-15, Administration-20)  "
"Twig anoles are skinny and shy , hardly ever moving while blending with their background .","Twig/VBG anoles/NNS are/VBP skinny/JJ and/CC shy/JJ ,/, hardly/RB ever/RB moving/VBG while/IN blending/VBG with/IN their/PRP$ background/NN ./."," amod(anoles-2, Twig-1) nsubj(skinny-4, anoles-2) nsubj(shy-6, anoles-2) cop(skinny-4, are-3) root(ROOT-0, skinny-4) cc(skinny-4, and-5) conj:and(skinny-4, shy-6) advmod(moving-10, hardly-8) advmod(moving-10, ever-9) ccomp(skinny-4, moving-10) mark(blending-12, while-11) advcl(moving-10, blending-12) case(background-15, with-13) nmod:poss(background-15, their-14) nmod:with(blending-12, background-15)  "
"Seed companies are responding by blending seeds for specific uses-to attract birds and butterflies , for cut flowers , for shade , and for fragranceand providing for a succession of blooms by combining annuals and perennials .","Seed/NN companies/NNS are/VBP responding/VBG by/IN blending/NN seeds/NNS for/IN specific/JJ uses-to/JJ attract/NN birds/NNS and/CC butterflies/NNS ,/, for/IN cut/NN flowers/NNS ,/, for/IN shade/NN ,/, and/CC for/IN fragranceand/NN providing/VBG for/IN a/DT succession/NN of/IN blooms/NNS by/IN combining/VBG annuals/NNS and/CC perennials/NNS ./."," compound(companies-2, Seed-1) nsubj(responding-4, companies-2) nsubj(responding-4', companies-2) nsubj(responding-4'', companies-2) nsubj(responding-4''', companies-2) aux(responding-4, are-3) root(ROOT-0, responding-4) conj:and(responding-4, responding-4') conj:and(responding-4, responding-4'') conj:and(responding-4, responding-4''') case(seeds-7, by-5) compound(seeds-7, blending-6) nmod:by(responding-4, seeds-7) case(birds-12, for-8) amod(birds-12, specific-9) amod(birds-12, uses-to-10) compound(birds-12, attract-11) nmod:for(seeds-7, birds-12) cc(birds-12, and-13) nmod:for(seeds-7, butterflies-14) conj:and(birds-12, butterflies-14) case(flowers-18, for-16) compound(flowers-18, cut-17) nmod:for(responding-4', flowers-18) case(shade-21, for-20) nmod:for(responding-4'', shade-21) cc(responding-4, and-23) case(fragranceand-25, for-24) nmod:for(responding-4''', fragranceand-25) acl(fragranceand-25, providing-26) case(succession-29, for-27) det(succession-29, a-28) nmod:for(providing-26, succession-29) case(blooms-31, of-30) nmod:of(succession-29, blooms-31) mark(combining-33, by-32) advcl(providing-26, combining-33) dobj(combining-33, annuals-34) cc(annuals-34, and-35) dobj(combining-33, perennials-36) conj:and(annuals-34, perennials-36)  "
"A good example of blending the past and present , the tiny house is a key element of the architecture .","A/DT good/JJ example/NN of/IN blending/VBG the/DT past/NN and/CC present/NN ,/, the/DT tiny/JJ house/NN is/VBZ a/DT key/JJ element/NN of/IN the/DT architecture/NN ./."," det(example-3, A-1) amod(example-3, good-2) nsubj(element-17, example-3) mark(blending-5, of-4) acl(example-3, blending-5) det(past-7, the-6) dobj(blending-5, past-7) cc(past-7, and-8) dobj(blending-5, present-9) conj:and(past-7, present-9) det(house-13, the-11) amod(house-13, tiny-12) appos(past-7, house-13) cop(element-17, is-14) det(element-17, a-15) amod(element-17, key-16) root(ROOT-0, element-17) case(architecture-20, of-18) det(architecture-20, the-19) nmod:of(element-17, architecture-20)  "
"The repertoire also pushes the boundaries of country to include an a cappella blending of a spiritual called "" Baby King "" and a Celtic melody inspired by Kathy 's pilgrimages to Ireland . """,The/DT repertoire/NN also/RB pushes/VBZ the/DT boundaries/NNS of/IN country/NN to/TO include/VB an/DT a/DT cappella/NN blending/NN of/IN a/DT spiritual/NN called/VBD ''/'' Baby/NNP King/NNP ''/'' and/CC a/DT Celtic/JJ melody/NN inspired/VBN by/IN Kathy/NNP 's/POS pilgrimages/NNS to/TO Ireland/NNP ./. ''/''," det(repertoire-2, The-1) nsubj(pushes-4, repertoire-2) advmod(pushes-4, also-3) root(ROOT-0, pushes-4) det(boundaries-6, the-5) dobj(pushes-4, boundaries-6) nsubj(include-10, boundaries-6) case(country-8, of-7) nmod:of(boundaries-6, country-8) mark(include-10, to-9) xcomp(pushes-4, include-10) dep(blending-14, an-11) det(blending-14, a-12) compound(blending-14, cappella-13) dobj(include-10, blending-14) case(spiritual-17, of-15) det(spiritual-17, a-16) nmod:of(blending-14, spiritual-17) acl:relcl(spiritual-17, called-18) compound(King-21, Baby-20) dobj(called-18, King-21) cc(blending-14, and-23) det(melody-26, a-24) amod(melody-26, Celtic-25) dobj(include-10, melody-26) conj:and(blending-14, melody-26) acl(melody-26, inspired-27) case(pilgrimages-31, by-28) nmod:poss(pilgrimages-31, Kathy-29) case(Kathy-29, 's-30) nmod:by(inspired-27, pilgrimages-31) case(Ireland-33, to-32) nmod:to(inspired-27, Ireland-33)  "
"The fabrics used in the snug cut pants we tried are warm , lending these to cool-weather hiking .","The/DT fabrics/NNS used/VBN in/IN the/DT snug/VBG cut/NN pants/NNS we/PRP tried/VBD are/VBP warm/JJ ,/, lending/VBG these/DT to/TO cool-weather/JJ hiking/NN ./."," det(fabrics-2, The-1) nsubj(warm-12, fabrics-2) acl(fabrics-2, used-3) case(pants-8, in-4) det(pants-8, the-5) amod(pants-8, snug-6) compound(pants-8, cut-7) nmod:in(used-3, pants-8) nsubj(tried-10, we-9) acl:relcl(pants-8, tried-10) cop(warm-12, are-11) root(ROOT-0, warm-12) xcomp(warm-12, lending-14) dobj(lending-14, these-15) case(hiking-18, to-16) amod(hiking-18, cool-weather-17) nmod:to(lending-14, hiking-18)  "
"<p> 
##2014142 Occupying the uplifted bed of an ancient inland sea , the Great Plains stretch from Mexico to Canada , sloping eastward four hundred miles from the Rocky Mountains at a rate of about eight feet a mile and ultimately blending imperceptibly into rolling hills .","<p>/NN ##/VBD 2014142/CD Occupying/VBG the/DT uplifted/JJ bed/NN of/IN an/DT ancient/JJ inland/JJ sea/NN ,/, the/DT Great/NNP Plains/NNPS stretch/NN from/IN Mexico/NNP to/TO Canada/NNP ,/, sloping/VBG eastward/RB four/CD hundred/CD miles/NNS from/IN the/DT Rocky/NNP Mountains/NNPS at/IN a/DT rate/NN of/IN about/RB eight/CD feet/NNS a/DT mile/NN and/CC ultimately/RB blending/VBG imperceptibly/RB into/IN rolling/JJ hills/NNS ./."," nsubj(##-2, <p>-1) root(ROOT-0, ##-2) dobj(##-2, 2014142-3) dep(##-2, Occupying-4) det(bed-7, the-5) amod(bed-7, uplifted-6) dobj(Occupying-4, bed-7) case(sea-12, of-8) det(sea-12, an-9) amod(sea-12, ancient-10) amod(sea-12, inland-11) nmod:of(bed-7, sea-12) det(stretch-17, the-14) compound(stretch-17, Great-15) compound(stretch-17, Plains-16) appos(sea-12, stretch-17) case(Mexico-19, from-18) nmod:from(stretch-17, Mexico-19) case(Canada-21, to-20) nmod:to(Occupying-4, Canada-21) dep(##-2, sloping-23) conj:and(Occupying-4, sloping-23) advmod(sloping-23, eastward-24) compound(hundred-26, four-25) nummod(miles-27, hundred-26) nmod:from(sloping-23, miles-27) case(miles-27, from-28) det(Mountains-31, the-29) compound(Mountains-31, Rocky-30) dep(miles-27, Mountains-31) case(rate-34, at-32) det(rate-34, a-33) nmod:at(sloping-23, rate-34) case(feet-38, of-35) advmod(eight-37, about-36) nummod(feet-38, eight-37) nmod:of(sloping-23, feet-38) det(mile-40, a-39) dep(feet-38, mile-40) cc(Occupying-4, and-41) advmod(blending-43, ultimately-42) dep(##-2, blending-43) conj:and(Occupying-4, blending-43) advmod(blending-43, imperceptibly-44) case(hills-47, into-45) amod(hills-47, rolling-46) nmod:into(blending-43, hills-47)  "
"Strange , too , that post-modernism , which is multiculturalism 's counterpart among the tenured creative-writing avant-garde , should celebrate as "" subversive "" the same blending of Hi and Lo culture that The New York Times Magazine performs every Sunday between ads for Tiffany 's and Lancome.","Strange/NNP ,/, too/RB ,/, that/DT post-modernism/NN ,/, which/WDT is/VBZ multiculturalism/NNP 's/POS counterpart/NN among/IN the/DT tenured/JJ creative-writing/JJ avant-garde/NN ,/, should/MD celebrate/VB as/IN ''/'' subversive/RB ''/'' the/DT same/JJ blending/NN of/IN Hi/NNP and/CC Lo/VB culture/NN that/IN The/DT New/NNP York/NNP Times/NNP Magazine/NNP performs/VBZ every/DT Sunday/NNP between/IN ads/NNS for/IN Tiffany/NNP 's/POS and/CC Lancome/NNP ./."," nsubj(celebrate-20, Strange-1) nsubj(Lo-31, Strange-1) advmod(celebrate-20, too-3) det(post-modernism-6, that-5) nsubj(counterpart-12, post-modernism-6) nsubj(celebrate-20, post-modernism-6) ref(post-modernism-6, which-8) cop(counterpart-12, is-9) nmod:poss(counterpart-12, multiculturalism-10) case(multiculturalism-10, 's-11) acl:relcl(post-modernism-6, counterpart-12) case(avant-garde-17, among-13) det(avant-garde-17, the-14) amod(avant-garde-17, tenured-15) amod(avant-garde-17, creative-writing-16) nmod:among(counterpart-12, avant-garde-17) aux(celebrate-20, should-19) root(ROOT-0, celebrate-20) advmod(celebrate-20, as-21) advmod(celebrate-20, subversive-23) det(blending-27, the-25) amod(blending-27, same-26) dobj(celebrate-20, blending-27) case(Hi-29, of-28) nmod:of(blending-27, Hi-29) cc(celebrate-20, and-30) conj:and(celebrate-20, Lo-31) dobj(Lo-31, culture-32) mark(performs-39, that-33) det(Magazine-38, The-34) compound(Magazine-38, New-35) compound(Magazine-38, York-36) compound(Magazine-38, Times-37) nsubj(performs-39, Magazine-38) ccomp(Lo-31, performs-39) det(Sunday-41, every-40) dobj(performs-39, Sunday-41) case(ads-43, between-42) nmod:between(Sunday-41, ads-43) case('s-46, for-44) nmod:poss('s-46, Tiffany-45) nmod:for(ads-43, 's-46) cc('s-46, and-47) nmod:for(ads-43, Lancome-48) conj:and('s-46, Lancome-48)  "
"Besides lending his image and his time to the clubs , the Academy Award-winning actor and Pauletta , his singer-actress wife , share their wealth with others .","Besides/IN lending/VBG his/PRP$ image/NN and/CC his/PRP$ time/NN to/TO the/DT clubs/NNS ,/, the/DT Academy/NNP Award-winning/NNP actor/NN and/CC Pauletta/NNP ,/, his/PRP$ singer-actress/JJ wife/NN ,/, share/VBP their/PRP$ wealth/NN with/IN others/NNS ./."," mark(lending-2, Besides-1) advcl(share-23, lending-2) nmod:poss(image-4, his-3) dobj(lending-2, image-4) cc(image-4, and-5) nmod:poss(time-7, his-6) dobj(lending-2, time-7) conj:and(image-4, time-7) case(clubs-10, to-8) det(clubs-10, the-9) nmod:to(lending-2, clubs-10) det(actor-15, the-12) compound(actor-15, Academy-13) compound(actor-15, Award-winning-14) nsubj(share-23, actor-15) cc(actor-15, and-16) conj:and(actor-15, Pauletta-17) nsubj(share-23, Pauletta-17) nmod:poss(wife-21, his-19) amod(wife-21, singer-actress-20) appos(actor-15, wife-21) root(ROOT-0, share-23) nmod:poss(wealth-25, their-24) dobj(share-23, wealth-25) case(others-27, with-26) nmod:with(share-23, others-27)  "
