sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Upon hearing daily news reports of convenience-store holdups or bank robberies , about murders of shopkeepers or sales clerks , or the description of permanent injuries received by victims , it should trouble one , as it does this author , to realize that each of the incidents could have been prevented .","Upon/IN hearing/VBG daily/JJ news/NN reports/NNS of/IN convenience-store/NN holdups/NNS or/CC bank/NN robberies/NNS ,/, about/RB murders/NNS of/IN shopkeepers/NNS or/CC sales/NNS clerks/NNS ,/, or/CC the/DT description/NN of/IN permanent/JJ injuries/NNS received/VBN by/IN victims/NNS ,/, it/PRP should/MD trouble/VB one/CD ,/, as/IN it/PRP does/VBZ this/DT author/NN ,/, to/TO realize/VB that/IN each/DT of/IN the/DT incidents/NNS could/MD have/VB been/VBN prevented/VBN ./."," mark(hearing-2, Upon-1) advcl(trouble-33, hearing-2) amod(reports-5, daily-3) compound(reports-5, news-4) dobj(hearing-2, reports-5) case(holdups-8, of-6) compound(holdups-8, convenience-store-7) nmod:of(reports-5, holdups-8) cc(holdups-8, or-9) compound(robberies-11, bank-10) nmod:of(reports-5, robberies-11) conj:or(holdups-8, robberies-11) advmod(murders-14, about-13) dobj(hearing-2, murders-14) conj:or(reports-5, murders-14) case(shopkeepers-16, of-15) nmod:of(murders-14, shopkeepers-16) cc(shopkeepers-16, or-17) compound(clerks-19, sales-18) nmod:of(murders-14, clerks-19) conj:or(shopkeepers-16, clerks-19) cc(reports-5, or-21) det(description-23, the-22) dobj(hearing-2, description-23) conj:or(reports-5, description-23) case(injuries-26, of-24) amod(injuries-26, permanent-25) nmod:of(description-23, injuries-26) acl(injuries-26, received-27) case(victims-29, by-28) nmod:by(received-27, victims-29) nsubj(trouble-33, it-31) aux(trouble-33, should-32) root(ROOT-0, trouble-33) dobj(trouble-33, one-34) mark(does-38, as-36) nsubj(does-38, it-37) advcl(trouble-33, does-38) det(author-40, this-39) dobj(does-38, author-40) mark(realize-43, to-42) advcl(does-38, realize-43) mark(prevented-52, that-44) nsubjpass(prevented-52, each-45) case(incidents-48, of-46) det(incidents-48, the-47) nmod:of(each-45, incidents-48) aux(prevented-52, could-49) aux(prevented-52, have-50) auxpass(prevented-52, been-51) ccomp(realize-43, prevented-52)  ",robberies,11,"compound(robberies-11, bank-10) nmod:of(reports-5, robberies-11) conj:or(holdups-8, robberies-11) ","of convenience-store holdups or bank robberies , about murders of shopkeepers",NNS,[],,,,,,,,,"[('of', 'reports')]",['of'],['reports'],[],[],"[('or', 'holdups')]",['or'],['holdups'],['bank'],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"Silva was sentenced to 40 years in Federal prison for crimes committed as a member of the terrorist gang , The Order , which was responsible for the murder of Denver radio personality Alan Berg , several bombings , and a string of armed robberies .","Silva/NNP was/VBD sentenced/VBN to/TO 40/CD years/NNS in/IN Federal/NNP prison/NN for/IN crimes/NNS committed/VBN as/IN a/DT member/NN of/IN the/DT terrorist/JJ gang/NN ,/, The/DT Order/NN ,/, which/WDT was/VBD responsible/JJ for/IN the/DT murder/NN of/IN Denver/NNP radio/NN personality/NN Alan/NNP Berg/NNP ,/, several/JJ bombings/NNS ,/, and/CC a/DT string/NN of/IN armed/JJ robberies/NNS ./."," nsubjpass(sentenced-3, Silva-1) auxpass(sentenced-3, was-2) root(ROOT-0, sentenced-3) case(years-6, to-4) nummod(years-6, 40-5) nmod:to(sentenced-3, years-6) case(prison-9, in-7) compound(prison-9, Federal-8) nmod:in(years-6, prison-9) case(crimes-11, for-10) nmod:for(sentenced-3, crimes-11) acl(crimes-11, committed-12) case(member-15, as-13) det(member-15, a-14) nmod:as(committed-12, member-15) case(gang-19, of-16) det(gang-19, the-17) amod(gang-19, terrorist-18) nmod:of(member-15, gang-19) nsubj(responsible-26, gang-19) det(Order-22, The-21) appos(gang-19, Order-22) ref(gang-19, which-24) cop(responsible-26, was-25) acl:relcl(gang-19, responsible-26) case(murder-29, for-27) det(murder-29, the-28) nmod:for(responsible-26, murder-29) case(Berg-35, of-30) compound(Berg-35, Denver-31) compound(Berg-35, radio-32) compound(Berg-35, personality-33) compound(Berg-35, Alan-34) nmod:of(murder-29, Berg-35) amod(bombings-38, several-37) nmod:of(murder-29, bombings-38) conj:and(Berg-35, bombings-38) cc(Berg-35, and-40) det(string-42, a-41) nmod:of(murder-29, string-42) conj:and(Berg-35, string-42) case(robberies-45, of-43) amod(robberies-45, armed-44) nmod:of(string-42, robberies-45)  ",robberies,45,"case(robberies-45, of-43) amod(robberies-45, armed-44) nmod:of(string-42, robberies-45) ",and a string of armed robberies .,NNS,[],,,,,,,,,"[('of', 'string')]",['of'],['string'],[],[],[],[],[],[],['armed'],[],[],[],['of'],[],[],[],[],[],[],,,plural,,[],unknown,unknown
Glessner 's previous house on Washington Street in downtown Chicago had already been subject to numerous thefts and robberies ; on one occasion he had drawn a revolver on a surprised intruder .,Glessner/NNP 's/POS previous/JJ house/NN on/IN Washington/NNP Street/NNP in/IN downtown/JJ Chicago/NNP had/VBD already/RB been/VBN subject/JJ to/TO numerous/JJ thefts/NNS and/CC robberies/NNS ;/: on/IN one/CD occasion/NN he/PRP had/VBD drawn/VBN a/DT revolver/NN on/IN a/DT surprised/JJ intruder/NN ./.," nmod:poss(house-4, Glessner-1) case(Glessner-1, 's-2) amod(house-4, previous-3) nsubj(subject-14, house-4) case(Street-7, on-5) compound(Street-7, Washington-6) nmod:on(house-4, Street-7) case(Chicago-10, in-8) amod(Chicago-10, downtown-9) nmod:in(Street-7, Chicago-10) aux(subject-14, had-11) advmod(subject-14, already-12) cop(subject-14, been-13) root(ROOT-0, subject-14) case(thefts-17, to-15) amod(thefts-17, numerous-16) nmod:to(subject-14, thefts-17) cc(thefts-17, and-18) nmod:to(subject-14, robberies-19) conj:and(thefts-17, robberies-19) case(occasion-23, on-21) nummod(occasion-23, one-22) nmod:on(drawn-26, occasion-23) nsubj(drawn-26, he-24) aux(drawn-26, had-25) parataxis(subject-14, drawn-26) det(revolver-28, a-27) dobj(drawn-26, revolver-28) case(intruder-32, on-29) det(intruder-32, a-30) amod(intruder-32, surprised-31) nmod:on(revolver-28, intruder-32)  ",robberies,19,"nmod:to(subject-14, robberies-19) conj:and(thefts-17, robberies-19) ",subject to numerous thefts and robberies ; on one occasion he,NNS,[],,,,,,,,,"[('to', 'subject')]",['to'],['subject'],[],[],"[('and', 'thefts')]",['and'],['thefts'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"Judged by the number of homicides , rapes , robberies and assaults tabulated so far for 1991 , it is also within the third most dangerous police district in the city .","Judged/VBN by/IN the/DT number/NN of/IN homicides/NNS ,/, rapes/NNS ,/, robberies/NNS and/CC assaults/NNS tabulated/VBN so/RB far/RB for/IN 1991/CD ,/, it/PRP is/VBZ also/RB within/IN the/DT third/JJ most/RBS dangerous/JJ police/NN district/NN in/IN the/DT city/NN ./."," advcl(district-28, Judged-1) case(number-4, by-2) det(number-4, the-3) nmod:by(Judged-1, number-4) case(homicides-6, of-5) nmod:of(number-4, homicides-6) nmod:of(number-4, rapes-8) conj:and(homicides-6, rapes-8) nmod:of(number-4, robberies-10) conj:and(homicides-6, robberies-10) cc(homicides-6, and-11) nmod:of(number-4, assaults-12) conj:and(homicides-6, assaults-12) acl(number-4, tabulated-13) advmod(far-15, so-14) advmod(tabulated-13, far-15) case(1991-17, for-16) nmod:for(tabulated-13, 1991-17) nsubj(district-28, it-19) cop(district-28, is-20) advmod(district-28, also-21) case(district-28, within-22) det(district-28, the-23) amod(district-28, third-24) advmod(dangerous-26, most-25) amod(district-28, dangerous-26) compound(district-28, police-27) root(ROOT-0, district-28) case(city-31, in-29) det(city-31, the-30) nmod:in(district-28, city-31)  ",robberies,10,"nmod:of(number-4, robberies-10) conj:and(homicides-6, robberies-10) ","of homicides , rapes , robberies and assaults tabulated so far",NNS,[],,,,,,,,,"[('of', 'number')]",['of'],['number'],[],[],"[('and', 'homicides')]",['and'],['homicides'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],unknown,unknown
Within a year she had cut the number of robberies and assaults at the school in half by insisting that everyone leave their gold chains and Walkmans at home .,Within/IN a/DT year/NN she/PRP had/VBD cut/VBN the/DT number/NN of/IN robberies/NNS and/CC assaults/NNS at/IN the/DT school/NN in/IN half/NN by/IN insisting/VBG that/IN everyone/NN leave/VBP their/PRP$ gold/JJ chains/NNS and/CC Walkmans/NNS at/IN home/NN ./.," case(year-3, Within-1) det(year-3, a-2) nmod:within(cut-6, year-3) nsubj(cut-6, she-4) aux(cut-6, had-5) root(ROOT-0, cut-6) det(number-8, the-7) dobj(cut-6, number-8) case(robberies-10, of-9) nmod:of(number-8, robberies-10) cc(robberies-10, and-11) nmod:of(number-8, assaults-12) conj:and(robberies-10, assaults-12) case(school-15, at-13) det(school-15, the-14) nmod:at(cut-6, school-15) case(half-17, in-16) nmod:in(school-15, half-17) mark(insisting-19, by-18) advcl(cut-6, insisting-19) mark(leave-22, that-20) nsubj(leave-22, everyone-21) ccomp(insisting-19, leave-22) nmod:poss(chains-25, their-23) amod(chains-25, gold-24) dobj(leave-22, chains-25) cc(chains-25, and-26) dobj(leave-22, Walkmans-27) conj:and(chains-25, Walkmans-27) case(home-29, at-28) nmod:at(leave-22, home-29)  ",robberies,10,"case(robberies-10, of-9) cc(robberies-10, and-11) conj:and(robberies-10, assaults-12) nmod:of(number-8, robberies-10) ",had cut the number of robberies and assaults at the school,NNS,[],,,,,,,,,"[('of', 'number')]",['of'],['number'],[],[],"[('and', 'assaults')]",['and'],['assaults'],[],[],[],[],[],['of'],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"In 1990 , the latest year for which data are available , the U.S. led all industrial nations with 730 murders , rapes , robberies and other violent crimes per 200,000 inhabitants , a rate that was anywhere from four to 11 times higher than that in Western Europe .","In/IN 1990/CD ,/, the/DT latest/JJS year/NN for/IN which/WDT data/NNS are/VBP available/JJ ,/, the/DT U.S./NNP led/VBD all/DT industrial/JJ nations/NNS with/IN 730/CD murders/NNS ,/, rapes/NNS ,/, robberies/NNS and/CC other/JJ violent/JJ crimes/NNS per/IN 200,000/CD inhabitants/NNS ,/, a/DT rate/NN that/WDT was/VBD anywhere/RB from/IN four/CD to/TO 11/CD times/NNS higher/JJR than/IN that/DT in/IN Western/NNP Europe/NNP ./."," case(1990-2, In-1) nmod:in(led-15, 1990-2) det(year-6, the-4) amod(year-6, latest-5) appos(1990-2, year-6) nmod:for(available-11, year-6) case(which-8, for-7) ref(year-6, which-8) nsubj(available-11, data-9) cop(available-11, are-10) acl:relcl(year-6, available-11) det(U.S.-14, the-13) nsubj(led-15, U.S.-14) root(ROOT-0, led-15) det(nations-18, all-16) amod(nations-18, industrial-17) dobj(led-15, nations-18) case(murders-21, with-19) nummod(murders-21, 730-20) nmod:with(led-15, murders-21) nmod:with(led-15, rapes-23) conj:and(murders-21, rapes-23) nmod:with(led-15, robberies-25) conj:and(murders-21, robberies-25) cc(murders-21, and-26) amod(crimes-29, other-27) amod(crimes-29, violent-28) nmod:with(led-15, crimes-29) conj:and(murders-21, crimes-29) case(inhabitants-32, per-30) nummod(inhabitants-32, 200,000-31) nmod:per(led-15, inhabitants-32) det(rate-35, a-34) appos(inhabitants-32, rate-35) nsubj(that-46, rate-35) ref(rate-35, that-36) cop(that-46, was-37) advmod(that-46, anywhere-38) case(times-43, from-39) compound(times-43, four-40) dep(times-43, to-41) compound(times-43, 11-42) nmod:from(anywhere-38, times-43) advmod(times-43, higher-44) case(that-46, than-45) acl:relcl(rate-35, that-46) case(Europe-49, in-47) compound(Europe-49, Western-48) nmod:in(that-46, Europe-49)  ",robberies,25,"nmod:with(led-15, robberies-25) conj:and(murders-21, robberies-25) ","730 murders , rapes , robberies and other violent crimes per",NNS,[],,,,,,,,,"[('with', 'led')]",['with'],['led'],[],[],"[('and', 'murders')]",['and'],['murders'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"He confesses to drug dealing , countless robberies and brutal assaults , an automobile hit-and-run attack , and the humiliation of a prison mate by forcing him to drink a cup of urine .","He/PRP confesses/VBZ to/TO drug/NN dealing/NN ,/, countless/JJ robberies/NNS and/CC brutal/JJ assaults/NNS ,/, an/DT automobile/NN hit-and-run/JJ attack/NN ,/, and/CC the/DT humiliation/NN of/IN a/DT prison/NN mate/NN by/IN forcing/VBG him/PRP to/TO drink/VB a/DT cup/NN of/IN urine/NN ./."," nsubj(confesses-2, He-1) root(ROOT-0, confesses-2) case(dealing-5, to-3) compound(dealing-5, drug-4) nmod:to(confesses-2, dealing-5) amod(robberies-8, countless-7) nmod:to(confesses-2, robberies-8) conj:and(dealing-5, robberies-8) cc(dealing-5, and-9) amod(assaults-11, brutal-10) nmod:to(confesses-2, assaults-11) conj:and(dealing-5, assaults-11) det(automobile-14, an-13) nmod:to(confesses-2, automobile-14) conj:and(dealing-5, automobile-14) amod(attack-16, hit-and-run-15) dep(automobile-14, attack-16) cc(dealing-5, and-18) det(humiliation-20, the-19) nmod:to(confesses-2, humiliation-20) conj:and(dealing-5, humiliation-20) case(mate-24, of-21) det(mate-24, a-22) compound(mate-24, prison-23) nmod:of(humiliation-20, mate-24) mark(forcing-26, by-25) advcl(confesses-2, forcing-26) dobj(forcing-26, him-27) nsubj(drink-29, him-27) mark(drink-29, to-28) xcomp(forcing-26, drink-29) det(cup-31, a-30) dobj(drink-29, cup-31) case(urine-33, of-32) nmod:of(cup-31, urine-33)  ",robberies,8,"amod(robberies-8, countless-7) nmod:to(confesses-2, robberies-8) conj:and(dealing-5, robberies-8) ","to drug dealing , countless robberies and brutal assaults , an",NNS,[],,,,,,,,,"[('to', 'confesses')]",['to'],['confesses'],[],[],"[('and', 'dealing')]",['and'],['dealing'],[],['countless'],[],[],[],[],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"They supplemented their drug-dealing income with occasional street robberies , purse snatchings , and muggings of one kind or another .","They/PRP supplemented/VBD their/PRP$ drug-dealing/NN income/NN with/IN occasional/JJ street/NN robberies/NNS ,/, purse/NN snatchings/NNS ,/, and/CC muggings/NNS of/IN one/CD kind/NN or/CC another/DT ./."," nsubj(supplemented-2, They-1) root(ROOT-0, supplemented-2) nmod:poss(income-5, their-3) compound(income-5, drug-dealing-4) dobj(supplemented-2, income-5) case(robberies-9, with-6) amod(robberies-9, occasional-7) compound(robberies-9, street-8) nmod:with(supplemented-2, robberies-9) compound(snatchings-12, purse-11) nmod:with(supplemented-2, snatchings-12) conj:and(robberies-9, snatchings-12) cc(robberies-9, and-14) nmod:with(supplemented-2, muggings-15) conj:and(robberies-9, muggings-15) case(kind-18, of-16) nummod(kind-18, one-17) nmod:of(muggings-15, kind-18) cc(kind-18, or-19) nmod:of(muggings-15, another-20) conj:or(kind-18, another-20)  ",robberies,9,"case(robberies-9, with-6) amod(robberies-9, occasional-7) compound(robberies-9, street-8) conj:and(robberies-9, snatchings-12) cc(robberies-9, and-14) conj:and(robberies-9, muggings-15) nmod:with(supplemented-2, robberies-9) ","drug-dealing income with occasional street robberies , purse snatchings , and",NNS,[],,,,,,,,,"[('with', 'supplemented')]",['with'],['supplemented'],[],[],"[('and', 'snatchings'), ('and', 'muggings')]","['and', 'and']","['snatchings', 'muggings']",['street'],['occasional'],[],[],[],['with'],[],[],[],[],[],[],,,plural,,[],unknown,unknown
Repeated holdups and street robberies of employees drove out small tradesmen and larger businesses alike .,Repeated/JJ holdups/NNS and/CC street/NN robberies/NNS of/IN employees/NNS drove/VBD out/RP small/JJ tradesmen/NN and/CC larger/JJR businesses/NNS alike/RB ./.," amod(holdups-2, Repeated-1) nsubj(drove-8, holdups-2) cc(holdups-2, and-3) compound(robberies-5, street-4) conj:and(holdups-2, robberies-5) nsubj(drove-8, robberies-5) case(employees-7, of-6) nmod:of(holdups-2, employees-7) root(ROOT-0, drove-8) compound:prt(drove-8, out-9) amod(tradesmen-11, small-10) dobj(drove-8, tradesmen-11) cc(tradesmen-11, and-12) amod(businesses-14, larger-13) dobj(drove-8, businesses-14) conj:and(tradesmen-11, businesses-14) advmod(drove-8, alike-15)  ",robberies,5,"compound(robberies-5, street-4) conj:and(holdups-2, robberies-5) nsubj(drove-8, robberies-5) ",Repeated holdups and street robberies of employees drove out small,NNS,[],drove,VBD,subject,drove,drive,,,[],[],[],[],[],[],"[('and', 'holdups')]",['and'],['holdups'],['street'],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],unknown,unknown
"<p> Ask LAPD lieutenant Mike Melton about Angel Regino of Los Angeles , who was picked up after a series of robberies and a murder in which he wore a blue bandanna and fedora identical to those worn by Freddy , the sadistic anti-hero of Nightmare on Elm Street .","<p>/NN Ask/NNS LAPD/VBD lieutenant/NNP Mike/NNP Melton/NNP about/IN Angel/NNP Regino/NNP of/IN Los/NNP Angeles/NNP ,/, who/WP was/VBD picked/VBN up/RP after/IN a/DT series/NN of/IN robberies/NNS and/CC a/DT murder/NN in/IN which/WDT he/PRP wore/VBD a/DT blue/JJ bandanna/NN and/CC fedora/NN identical/JJ to/TO those/DT worn/VBN by/IN Freddy/NNP ,/, the/DT sadistic/JJ anti-hero/NN of/IN Nightmare/NN on/IN Elm/NNP Street/NNP ./."," compound(Ask-2, <p>-1) nsubj(LAPD-3, Ask-2) root(ROOT-0, LAPD-3) compound(Melton-6, lieutenant-4) compound(Melton-6, Mike-5) dobj(LAPD-3, Melton-6) case(Regino-9, about-7) compound(Regino-9, Angel-8) nmod:about(Melton-6, Regino-9) case(Angeles-12, of-10) compound(Angeles-12, Los-11) nmod:of(Regino-9, Angeles-12) nsubjpass(picked-16, Angeles-12) ref(Angeles-12, who-14) auxpass(picked-16, was-15) acl:relcl(Angeles-12, picked-16) compound:prt(picked-16, up-17) case(series-20, after-18) det(series-20, a-19) nmod:after(picked-16, series-20) case(robberies-22, of-21) nmod:of(series-20, robberies-22) cc(series-20, and-23) det(murder-25, a-24) nmod:after(picked-16, murder-25) conj:and(series-20, murder-25) nmod:in(wore-29, murder-25) case(which-27, in-26) ref(murder-25, which-27) nsubj(wore-29, he-28) acl:relcl(murder-25, wore-29) det(bandanna-32, a-30) amod(bandanna-32, blue-31) dobj(wore-29, bandanna-32) cc(bandanna-32, and-33) dobj(wore-29, fedora-34) conj:and(bandanna-32, fedora-34) amod(bandanna-32, identical-35) case(those-37, to-36) nmod:to(identical-35, those-37) acl(those-37, worn-38) case(Freddy-40, by-39) nmod:by(worn-38, Freddy-40) det(anti-hero-44, the-42) amod(anti-hero-44, sadistic-43) appos(Freddy-40, anti-hero-44) case(Nightmare-46, of-45) nmod:of(anti-hero-44, Nightmare-46) case(Street-49, on-47) compound(Street-49, Elm-48) nmod:on(worn-38, Street-49)  ",robberies,22,"case(robberies-22, of-21) nmod:of(series-20, robberies-22) ",up after a series of robberies and a murder in which,NNS,[],,,,,,,,,"[('of', 'series')]",['of'],['series'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"There was casual prostitution , and frequent robberies .","There/EX was/VBD casual/JJ prostitution/NN ,/, and/CC frequent/JJ robberies/NNS ./."," expl(was-2, There-1) root(ROOT-0, was-2) amod(prostitution-4, casual-3) nsubj(was-2, prostitution-4) cc(prostitution-4, and-6) amod(robberies-8, frequent-7) nsubj(was-2, robberies-8) conj:and(prostitution-4, robberies-8)  ",robberies,8,"amod(robberies-8, frequent-7) nsubj(was-2, robberies-8) conj:and(prostitution-4, robberies-8) ","casual prostitution , and frequent robberies .",NNS,[],was,VBD,subject,was,be,,,[],[],[],[],[],[],"[('and', 'prostitution')]",['and'],['prostitution'],[],['frequent'],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],unknown,unknown
"<p> Despite a moderate decline in the rate of nonviolent crime over the past decade , about four million homes are likely to be burglarized this year , and roughly another 250,000 unlawful entries will result in robberies , assaults , rapes , and murders .","<p>/RB Despite/IN a/DT moderate/JJ decline/NN in/IN the/DT rate/NN of/IN nonviolent/JJ crime/NN over/IN the/DT past/JJ decade/NN ,/, about/RB four/CD million/CD homes/NNS are/VBP likely/JJ to/TO be/VB burglarized/VBN this/DT year/NN ,/, and/CC roughly/RB another/DT 250,000/CD unlawful/JJ entries/NNS will/MD result/VB in/IN robberies/NNS ,/, assaults/NNS ,/, rapes/NNS ,/, and/CC murders/NNS ./."," advmod(decline-5, <p>-1) case(decline-5, Despite-2) det(decline-5, a-3) amod(decline-5, moderate-4) nmod:despite(likely-22, decline-5) case(rate-8, in-6) det(rate-8, the-7) nmod:in(decline-5, rate-8) case(crime-11, of-9) amod(crime-11, nonviolent-10) nmod:of(rate-8, crime-11) case(decade-15, over-12) det(decade-15, the-13) amod(decade-15, past-14) nmod:over(crime-11, decade-15) advmod(million-19, about-17) compound(million-19, four-18) nummod(homes-20, million-19) nsubj(likely-22, homes-20) nsubjpass(burglarized-25, homes-20) cop(likely-22, are-21) root(ROOT-0, likely-22) mark(burglarized-25, to-23) auxpass(burglarized-25, be-24) xcomp(likely-22, burglarized-25) det(year-27, this-26) nmod:tmod(burglarized-25, year-27) cc(likely-22, and-29) advmod(250,000-32, roughly-30) advmod(250,000-32, another-31) nummod(entries-34, 250,000-32) amod(entries-34, unlawful-33) nsubj(result-36, entries-34) aux(result-36, will-35) conj:and(likely-22, result-36) case(robberies-38, in-37) nmod:in(result-36, robberies-38) nmod:in(result-36, assaults-40) conj:and(robberies-38, assaults-40) nmod:in(result-36, rapes-42) conj:and(robberies-38, rapes-42) cc(robberies-38, and-44) nmod:in(result-36, murders-45) conj:and(robberies-38, murders-45)  ",robberies,38,"case(robberies-38, in-37) conj:and(robberies-38, assaults-40) conj:and(robberies-38, rapes-42) cc(robberies-38, and-44) conj:and(robberies-38, murders-45) nmod:in(result-36, robberies-38) ","unlawful entries will result in robberies , assaults , rapes ,",NNS,[],,,,,,,,,"[('in', 'result')]",['in'],['result'],[],[],"[('and', 'assaults'), ('and', 'rapes'), ('and', 'murders')]","['and', 'and', 'and']","['assaults', 'rapes', 'murders']",[],[],[],[],[],['in'],[],[],[],[],[],[],,,plural,,[],unknown,unknown
Whites killed whites in burglaries or robberies about as often as in family disputes .,Whites/NNS killed/VBD whites/NNS in/IN burglaries/NNS or/CC robberies/NNS about/IN as/RB often/RB as/RB in/IN family/NN disputes/NNS ./.," nsubj(killed-2, Whites-1) root(ROOT-0, killed-2) dobj(killed-2, whites-3) case(burglaries-5, in-4) nmod:in(killed-2, burglaries-5) cc(burglaries-5, or-6) nmod:in(killed-2, robberies-7) conj:or(burglaries-5, robberies-7) case(disputes-14, about-8) advmod(as-11, as-9) advmod(as-11, often-10) amod(disputes-14, as-11) case(family-13, in-12) nmod:in(as-11, family-13) nmod:about(killed-2, disputes-14)  ",robberies,7,"nmod:in(killed-2, robberies-7) conj:or(burglaries-5, robberies-7) ",killed whites in burglaries or robberies about as often as in,NNS,[],,,,,,,,,"[('in', 'killed')]",['in'],['killed'],[],[],"[('or', 'burglaries')]",['or'],['burglaries'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,,[],unknown,unknown
"We were basically doing street robberies , ' he says .","We/PRP were/VBD basically/RB doing/VBG street/NN robberies/NNS ,/, '/'' he/PRP says/VBZ ./."," nsubj(doing-4, We-1) aux(doing-4, were-2) advmod(doing-4, basically-3) ccomp(says-10, doing-4) compound(robberies-6, street-5) dobj(doing-4, robberies-6) nsubj(says-10, he-9) root(ROOT-0, says-10)  ",robberies,6,"compound(robberies-6, street-5) dobj(doing-4, robberies-6) ","We were basically doing street robberies , ' he says .",NNS,[],doing,VBG,object,,,doing,do,[],[],[],[],[],[],[],[],[],['street'],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],unknown,unknown
He has already served three years for two robberies .,He/PRP has/VBZ already/RB served/VBN three/CD years/NNS for/IN two/CD robberies/NNS ./.," nsubj(served-4, He-1) aux(served-4, has-2) advmod(served-4, already-3) root(ROOT-0, served-4) nummod(years-6, three-5) dobj(served-4, years-6) case(robberies-9, for-7) nummod(robberies-9, two-8) nmod:for(years-6, robberies-9)  ",robberies,9,"case(robberies-9, for-7) nummod(robberies-9, two-8) nmod:for(years-6, robberies-9) ",served three years for two robberies .,NNS,[],,,,,,,,,"[('for', 'years')]",['for'],['years'],[],[],[],[],[],[],[],[],[],['two'],['for'],[],[],[],[],[],[],two,other,plural,,['O-DEN'],countable,unknown
"The only exception is the number of robberies and homicides , which have held steady since 1993 .","The/DT only/JJ exception/NN is/VBZ the/DT number/NN of/IN robberies/NNS and/CC homicides/NNS ,/, which/WDT have/VBP held/VBN steady/RB since/IN 1993/CD ./."," det(exception-3, The-1) amod(exception-3, only-2) nsubj(number-6, exception-3) cop(number-6, is-4) det(number-6, the-5) root(ROOT-0, number-6) case(robberies-8, of-7) nmod:of(number-6, robberies-8) nsubj(held-14, robberies-8) cc(robberies-8, and-9) nmod:of(number-6, homicides-10) conj:and(robberies-8, homicides-10) nsubj(held-14, homicides-10) ref(robberies-8, which-12) aux(held-14, have-13) acl:relcl(robberies-8, held-14) xcomp(held-14, steady-15) case(1993-17, since-16) nmod:since(held-14, 1993-17)  ",robberies,8,"case(robberies-8, of-7) cc(robberies-8, and-9) conj:and(robberies-8, homicides-10) ref(robberies-8, which-12) acl:relcl(robberies-8, held-14) nmod:of(number-6, robberies-8) nsubj(held-14, robberies-8) ","exception is the number of robberies and homicides , which have",NNS,[],held,VBN,subject,held,hold,,,[],"[('of', 'number')]",['of'],['number'],[],[],"[('and', 'homicides')]",['and'],['homicides'],[],[],[],[],[],['of'],[],[],[],[],[],[],,,plural,ambiguous,[],unknown,unknown
"In general , armed robberies are extremely rare on hiking trails because backpackers are n't considered to be lucrative targets .","In/IN general/NN ,/, armed/JJ robberies/NNS are/VBP extremely/RB rare/JJ on/IN hiking/NN trails/NNS because/IN backpackers/NNS are/VBP n't/RB considered/VBN to/TO be/VB lucrative/JJ targets/NNS ./."," case(general-2, In-1) nmod:in(rare-8, general-2) amod(robberies-5, armed-4) nsubj(rare-8, robberies-5) cop(rare-8, are-6) advmod(rare-8, extremely-7) root(ROOT-0, rare-8) case(trails-11, on-9) compound(trails-11, hiking-10) nmod:on(rare-8, trails-11) mark(considered-16, because-12) nsubjpass(considered-16, backpackers-13) nsubj(targets-20, backpackers-13) auxpass(considered-16, are-14) neg(considered-16, n't-15) advcl(rare-8, considered-16) mark(targets-20, to-17) cop(targets-20, be-18) amod(targets-20, lucrative-19) xcomp(considered-16, targets-20)  ",robberies,5,"amod(robberies-5, armed-4) nsubj(rare-8, robberies-5) ","In general , armed robberies are extremely rare on hiking",NNS,[],are,VBP,subject,are,be,,,[],[],[],[],[],[],[],[],[],[],['armed'],[],[],[],[],[],[],[],[],[],[],,,plural,plural,[],unknown,unknown
