sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"<p> Robertson assumes that in the universe invoked by the novel there really is a moral law , that it is not just an imaginative extrapolation , and that ignorance of that law constitutes K. 's crime .","<p>/NNP Robertson/NNP assumes/VBZ that/IN in/IN the/DT universe/NN invoked/VBN by/IN the/DT novel/NN there/EX really/RB is/VBZ a/DT moral/JJ law/NN ,/, that/IN it/PRP is/VBZ not/RB just/RB an/DT imaginative/JJ extrapolation/NN ,/, and/CC that/DT ignorance/NN of/IN that/DT law/NN constitutes/VBZ K./NNP 's/POS crime/NN ./."," compound(Robertson-2, <p>-1) nsubj(assumes-3, Robertson-2) root(ROOT-0, assumes-3) mark(is-14, that-4) case(universe-7, in-5) det(universe-7, the-6) nmod:in(is-14, universe-7) acl(universe-7, invoked-8) case(novel-11, by-9) det(novel-11, the-10) nmod:by(invoked-8, novel-11) expl(is-14, there-12) advmod(is-14, really-13) ccomp(assumes-3, is-14) det(law-17, a-15) amod(law-17, moral-16) nsubj(is-14, law-17) mark(extrapolation-26, that-19) nsubj(extrapolation-26, it-20) cop(extrapolation-26, is-21) neg(extrapolation-26, not-22) advmod(extrapolation-26, just-23) det(extrapolation-26, an-24) amod(extrapolation-26, imaginative-25) ccomp(is-14, extrapolation-26) cc(is-14, and-28) det(ignorance-30, that-29) nsubj(constitutes-34, ignorance-30) case(law-33, of-31) det(law-33, that-32) nmod:of(ignorance-30, law-33) ccomp(assumes-3, constitutes-34) conj:and(is-14, constitutes-34) nmod:poss(crime-37, K.-35) case(K.-35, 's-36) dobj(constitutes-34, crime-37)  ",crime,37,"nmod:poss(crime-37, K.-35) dobj(constitutes-34, crime-37) ",that law constitutes K. 's crime .,NN,[],constitutes,VBZ,object,,,constitutes,constitute,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,singular,[],countable,unknown
"Indeed , in the United States as well , the tendency to consider the victim as guilty of the crime was not uncommon.","Indeed/RB ,/, in/IN the/DT United/NNP States/NNPS as/RB well/RB ,/, the/DT tendency/NN to/TO consider/VB the/DT victim/NN as/RB guilty/JJ of/IN the/DT crime/NN was/VBD not/RB uncommon/JJ ./."," advmod(uncommon-23, Indeed-1) case(States-6, in-3) det(States-6, the-4) compound(States-6, United-5) nmod:in(uncommon-23, States-6) advmod(uncommon-23, as-7) mwe(as-7, well-8) det(tendency-11, the-10) nsubj(uncommon-23, tendency-11) mark(consider-13, to-12) acl(tendency-11, consider-13) det(victim-15, the-14) dobj(consider-13, victim-15) advmod(guilty-17, as-16) amod(victim-15, guilty-17) case(crime-20, of-18) det(crime-20, the-19) nmod:of(victim-15, crime-20) cop(uncommon-23, was-21) neg(uncommon-23, not-22) root(ROOT-0, uncommon-23)  ",crime,20,"case(crime-20, of-18) det(crime-20, the-19) nmod:of(victim-15, crime-20) ",victim as guilty of the crime was not uncommon.,NN,[],,,,,,,,,"[('of', 'victim')]",['of'],['victim'],[],['the'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"( n9 ) Only recently courts in both countries have come to view rape as a violent crime , not an act of seduction in which women are responsible for arousing men 's sexual desires .","-LRB-/-LRB- n9/NNP -RRB-/-RRB- Only/RB recently/RB courts/NNS in/IN both/DT countries/NNS have/VBP come/VBN to/TO view/VB rape/NN as/IN a/DT violent/JJ crime/NN ,/, not/RB an/DT act/NN of/IN seduction/NN in/IN which/WDT women/NNS are/VBP responsible/JJ for/IN arousing/VBG men/NNS 's/POS sexual/JJ desires/NNS ./."," nsubj(come-11, n9-2) nsubj(view-13, n9-2) advmod(come-11, Only-4) advmod(come-11, recently-5) nsubj(come-11, courts-6) nsubj(view-13, courts-6) case(countries-9, in-7) det(countries-9, both-8) nmod:in(courts-6, countries-9) aux(come-11, have-10) root(ROOT-0, come-11) mark(view-13, to-12) xcomp(come-11, view-13) dobj(view-13, rape-14) case(crime-18, as-15) det(crime-18, a-16) amod(crime-18, violent-17) nmod:as(view-13, crime-18) neg(act-22, not-20) det(act-22, an-21) appos(crime-18, act-22) nmod:in(responsible-29, act-22) case(seduction-24, of-23) nmod:of(act-22, seduction-24) case(which-26, in-25) ref(act-22, which-26) nsubj(responsible-29, women-27) cop(responsible-29, are-28) acl:relcl(act-22, responsible-29) mark(arousing-31, for-30) advcl(responsible-29, arousing-31) nmod:poss(desires-35, men-32) case(men-32, 's-33) amod(desires-35, sexual-34) dobj(arousing-31, desires-35)  ",crime,18,"case(crime-18, as-15) det(crime-18, a-16) amod(crime-18, violent-17) appos(crime-18, act-22) nmod:as(view-13, crime-18) ","view rape as a violent crime , not an act of",NN,[],,,,,,,,,"[('as', 'view')]",['as'],['view'],[],['a'],[],[],[],[],['violent'],[],[],[],['as'],[],"['modified', 'act']",[],['act'],[],[],a,unit,singular,,['A+N'],countable,unknown
"de plusieurs vilaines actions que je n'ai jamais commises , et avoir lachement nie quelques autres mefaits que j'ai accomplis avec joie , delis de fanfaronnade , crime de respect humain ; avoir refuse a un ami un service facile , et donne une recommendation ecrite a un parfait drole ; ouf !","de/NNP plusieurs/VBZ vilaines/NNS actions/NNS que/NN je/NN n'ai/NN jamais/NN commises/NNS ,/, et/CC avoir/NN lachement/NN nie/NN quelques/NNS autres/NNS mefaits/VBZ que/NN j'/NN ai/VBP accomplis/RB avec/VBG joie/JJ ,/, delis/NNS de/IN fanfaronnade/NN ,/, crime/NN de/IN respect/NN humain/NN ;/: avoir/NN refuse/VBP a/DT un/NN ami/NN un/NN service/NN facile/NN ,/, et/CC donne/JJ une/NN recommendation/NN ecrite/NN a/DT un/NN parfait/NN drole/NN ;/: ouf/NN !/."," nsubj(plusieurs-2, de-1) root(ROOT-0, plusieurs-2) compound(commises-9, vilaines-3) compound(commises-9, actions-4) compound(commises-9, que-5) compound(commises-9, je-6) compound(commises-9, n'ai-7) compound(commises-9, jamais-8) dobj(plusieurs-2, commises-9) cc(commises-9, et-11) compound(quelques-15, avoir-12) compound(quelques-15, lachement-13) compound(quelques-15, nie-14) dobj(plusieurs-2, quelques-15) conj:et(commises-9, quelques-15) nsubj(mefaits-17, autres-16) acl:relcl(quelques-15, mefaits-17) compound(j'-19, que-18) nsubj(avec-22, j'-19) aux(avec-22, ai-20) advmod(avec-22, accomplis-21) ccomp(mefaits-17, avec-22) amod(crime-29, joie-23) compound(fanfaronnade-27, delis-25) amod(fanfaronnade-27, de-26) dep(crime-29, fanfaronnade-27) dobj(avec-22, crime-29) case(humain-32, de-30) compound(humain-32, respect-31) nmod:de(crime-29, humain-32) nsubj(refuse-35, avoir-34) parataxis(plusieurs-2, refuse-35) dep(facile-41, a-36) compound(facile-41, un-37) compound(facile-41, ami-38) compound(facile-41, un-39) compound(facile-41, service-40) dobj(refuse-35, facile-41) cc(facile-41, et-43) amod(ecrite-47, donne-44) compound(ecrite-47, une-45) compound(ecrite-47, recommendation-46) dobj(refuse-35, ecrite-47) conj:et(facile-41, ecrite-47) det(drole-51, a-48) compound(drole-51, un-49) compound(drole-51, parfait-50) dep(ecrite-47, drole-51) dobj(refuse-35, ouf-53) conj:et(facile-41, ouf-53)  ",crime,29,"amod(crime-29, joie-23) dep(crime-29, fanfaronnade-27) nmod:de(crime-29, humain-32) dobj(avec-22, crime-29) ","delis de fanfaronnade , crime de respect humain ; avoir refuse",NN,[],avec,VBG,object,,,avec,avec,[],"[('de', 'humain')]",['de'],[],['humain'],[],[],[],[],[],['joie'],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
It is startling to open a little book like Timoshenko 's 1926 The Art of the Cinema : The Montage of Films and find detailed shot-by-shot analyses of passages from American crime movies .,It/PRP is/VBZ startling/JJ to/TO open/VB a/DT little/JJ book/NN like/IN Timoshenko/NNP 's/POS 1926/VBG The/DT Art/NN of/IN the/DT Cinema/NNP :/: The/DT Montage/NN of/IN Films/NNP and/CC find/VB detailed/JJ shot-by-shot/JJ analyses/NNS of/IN passages/NNS from/IN American/JJ crime/NN movies/NNS ./.," nsubj(startling-3, It-1) nsubj(open-5, It-1) nsubj(find-24, It-1) cop(startling-3, is-2) root(ROOT-0, startling-3) mark(open-5, to-4) xcomp(startling-3, open-5) det(book-8, a-6) amod(book-8, little-7) dobj(open-5, book-8) mark(1926-12, like-9) nsubj(1926-12, Timoshenko-10) case(Timoshenko-10, 's-11) advcl(open-5, 1926-12) det(Art-14, The-13) dobj(1926-12, Art-14) case(Cinema-17, of-15) det(Cinema-17, the-16) nmod:of(Art-14, Cinema-17) det(Montage-20, The-19) dep(Art-14, Montage-20) case(Films-22, of-21) nmod:of(Montage-20, Films-22) cc(open-5, and-23) xcomp(startling-3, find-24) conj:and(open-5, find-24) amod(analyses-27, detailed-25) amod(analyses-27, shot-by-shot-26) dobj(find-24, analyses-27) case(passages-29, of-28) nmod:of(analyses-27, passages-29) case(movies-33, from-30) amod(movies-33, American-31) compound(movies-33, crime-32) nmod:from(find-24, movies-33)  ",crime,32,"compound(movies-33, crime-32) ",analyses of passages from American crime movies .,NN,[],,,,,,,,,[],[],[],[],[],[],[],[],['movies'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
Intriguing here is the case of crime films such as Le corbeau that during the occupation were recognized as simultaneously new and familiar .,Intriguing/NNP here/RB is/VBZ the/DT case/NN of/IN crime/NN films/NNS such/JJ as/IN Le/NNP corbeau/NNP that/WDT during/IN the/DT occupation/NN were/VBD recognized/VBN as/IN simultaneously/RB new/JJ and/CC familiar/JJ ./.," nsubj(case-5, Intriguing-1) advmod(case-5, here-2) cop(case-5, is-3) det(case-5, the-4) root(ROOT-0, case-5) case(films-8, of-6) compound(films-8, crime-7) nmod:of(case-5, films-8) case(corbeau-12, such-9) mwe(such-9, as-10) compound(corbeau-12, Le-11) nmod:such_as(films-8, corbeau-12) nsubjpass(recognized-18, corbeau-12) ref(corbeau-12, that-13) case(occupation-16, during-14) det(occupation-16, the-15) nmod:during(recognized-18, occupation-16) auxpass(recognized-18, were-17) acl:relcl(corbeau-12, recognized-18) case(simultaneously-20, as-19) advcl:as(recognized-18, simultaneously-20) amod(corbeau-12, new-21) cc(new-21, and-22) amod(corbeau-12, familiar-23) conj:and(new-21, familiar-23)  ",crime,7,"compound(films-8, crime-7) ",here is the case of crime films such as Le corbeau,NN,[],,,,,,,,,[],[],[],[],[],[],[],[],['films'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Just as the crime films were taken to exemplify a "" new tendency "" in French filmmaking , they also displayed obvious beginnings in the French cinema of the 1930s .","Just/RB as/IN the/DT crime/NN films/NNS were/VBD taken/VBN to/TO exemplify/VB a/DT ''/'' new/JJ tendency/NN ''/'' in/IN French/JJ filmmaking/NN ,/, they/PRP also/RB displayed/VBD obvious/JJ beginnings/NNS in/IN the/DT French/JJ cinema/NN of/IN the/DT 1930s/NNS ./."," advmod(taken-7, Just-1) mark(taken-7, as-2) det(films-5, the-3) compound(films-5, crime-4) nsubjpass(taken-7, films-5) nsubj(exemplify-9, films-5) auxpass(taken-7, were-6) advcl(displayed-21, taken-7) mark(exemplify-9, to-8) xcomp(taken-7, exemplify-9) advmod(exemplify-9, a-10) amod(tendency-13, new-12) dobj(exemplify-9, tendency-13) case(filmmaking-17, in-15) amod(filmmaking-17, French-16) nmod:in(exemplify-9, filmmaking-17) nsubj(displayed-21, they-19) advmod(displayed-21, also-20) root(ROOT-0, displayed-21) amod(beginnings-23, obvious-22) dobj(displayed-21, beginnings-23) case(cinema-27, in-24) det(cinema-27, the-25) amod(cinema-27, French-26) nmod:in(displayed-21, cinema-27) case(1930s-30, of-28) det(1930s-30, the-29) nmod:of(cinema-27, 1930s-30)  ",crime,4,"compound(films-5, crime-4) ",Just as the crime films were taken to exemplify,NN,[],exemplify,VB,subject,exemplify,exemplify,,,[],[],[],[],[],[],[],[],[],['films'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"Unlike allegorical fantasies such as Les visiteurs du soir ( Marcel Carne , 1942 ) or L'eternal retour ( Jean Delannoy , 1943 ) , which seemed to constitute a new film genre , unique to the cinema of occupied France , the period 's crime films invited comparison to earlier French movies .","Unlike/IN allegorical/JJ fantasies/NNS such/JJ as/IN Les/NNP visiteurs/NNP du/NNP soir/NNP -LRB-/-LRB- Marcel/NNP Carne/NNP ,/, 1942/CD -RRB-/-RRB- or/CC L'eternal/JJ retour/NN -LRB-/-LRB- Jean/NNP Delannoy/NNP ,/, 1943/CD -RRB-/-RRB- ,/, which/WDT seemed/VBD to/TO constitute/VB a/DT new/JJ film/NN genre/NN ,/, unique/JJ to/TO the/DT cinema/NN of/IN occupied/JJ France/NNP ,/, the/DT period/NN 's/POS crime/NN films/NNS invited/VBD comparison/NN to/TO earlier/JJR French/JJ movies/NNS ./."," case(fantasies-3, Unlike-1) amod(fantasies-3, allegorical-2) nsubj(seemed-27, fantasies-3) nsubj(constitute-29, fantasies-3) nmod:unlike(invited-48, fantasies-3) case(soir-9, such-4) mwe(such-4, as-5) compound(soir-9, Les-6) compound(soir-9, visiteurs-7) compound(soir-9, du-8) nmod:such_as(fantasies-3, soir-9) compound(Carne-12, Marcel-11) appos(soir-9, Carne-12) dep(Carne-12, 1942-14) cc(soir-9, or-16) amod(retour-18, L'eternal-17) nmod:such_as(fantasies-3, retour-18) conj:or(soir-9, retour-18) compound(Delannoy-21, Jean-20) appos(soir-9, Delannoy-21) dep(Delannoy-21, 1943-23) ref(fantasies-3, which-26) acl:relcl(fantasies-3, seemed-27) mark(constitute-29, to-28) xcomp(seemed-27, constitute-29) det(genre-33, a-30) amod(genre-33, new-31) compound(genre-33, film-32) dobj(constitute-29, genre-33) amod(genre-33, unique-35) case(cinema-38, to-36) det(cinema-38, the-37) nmod:to(unique-35, cinema-38) case(France-41, of-39) amod(France-41, occupied-40) nmod:of(cinema-38, France-41) det(period-44, the-43) nmod:poss(films-47, period-44) case(period-44, 's-45) compound(films-47, crime-46) nsubj(invited-48, films-47) root(ROOT-0, invited-48) dobj(invited-48, comparison-49) case(movies-53, to-50) amod(movies-53, earlier-51) amod(movies-53, French-52) nmod:to(invited-48, movies-53)  ",crime,46,"compound(films-47, crime-46) ","France , the period 's crime films invited comparison to earlier",NN,[],invited,VBD,subject,invited,invite,,,[],[],[],[],[],[],[],[],[],['films'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"While many readers might struggle with the idea that history shifts depending on context , few would deny that a murder investigation involves finding clues within the stories of witnesses and suspects , that the objective act of the crime is lost to the past and may only be discovered through the myriad tales of those who live on .","While/IN many/JJ readers/NNS might/MD struggle/VB with/IN the/DT idea/NN that/IN history/NN shifts/VBZ depending/VBG on/IN context/NN ,/, few/JJ would/MD deny/VB that/IN a/DT murder/NN investigation/NN involves/VBZ finding/VBG clues/NNS within/IN the/DT stories/NNS of/IN witnesses/NNS and/CC suspects/NNS ,/, that/IN the/DT objective/JJ act/NN of/IN the/DT crime/NN is/VBZ lost/VBN to/TO the/DT past/NN and/CC may/MD only/RB be/VB discovered/VBN through/IN the/DT myriad/JJ tales/NNS of/IN those/DT who/WP live/VBP on/RP ./."," mark(struggle-5, While-1) amod(readers-3, many-2) nsubj(struggle-5, readers-3) aux(struggle-5, might-4) advcl(deny-18, struggle-5) case(idea-8, with-6) det(idea-8, the-7) nmod:with(struggle-5, idea-8) mark(shifts-11, that-9) nsubj(shifts-11, history-10) ccomp(struggle-5, shifts-11) case(context-14, depending-12) case(context-14, on-13) advcl:on(shifts-11, context-14) nsubj(deny-18, few-16) aux(deny-18, would-17) root(ROOT-0, deny-18) mark(involves-23, that-19) det(investigation-22, a-20) compound(investigation-22, murder-21) nsubj(involves-23, investigation-22) ccomp(deny-18, involves-23) xcomp(involves-23, finding-24) dobj(finding-24, clues-25) case(stories-28, within-26) det(stories-28, the-27) nmod:within(finding-24, stories-28) case(witnesses-30, of-29) nmod:of(stories-28, witnesses-30) cc(witnesses-30, and-31) nmod:of(stories-28, suspects-32) conj:and(witnesses-30, suspects-32) mark(lost-42, that-34) det(act-37, the-35) amod(act-37, objective-36) nsubjpass(lost-42, act-37) nsubjpass(discovered-50, act-37) case(crime-40, of-38) det(crime-40, the-39) nmod:of(act-37, crime-40) auxpass(lost-42, is-41) ccomp(involves-23, lost-42) case(past-45, to-43) det(past-45, the-44) nmod:to(lost-42, past-45) cc(lost-42, and-46) aux(discovered-50, may-47) advmod(discovered-50, only-48) auxpass(discovered-50, be-49) ccomp(involves-23, discovered-50) conj:and(lost-42, discovered-50) case(tales-54, through-51) det(tales-54, the-52) amod(tales-54, myriad-53) nmod:through(discovered-50, tales-54) case(those-56, of-55) nmod:of(tales-54, those-56) nsubj(live-58, those-56) ref(those-56, who-57) acl:relcl(those-56, live-58) compound:prt(live-58, on-59)  ",crime,40,"case(crime-40, of-38) det(crime-40, the-39) nmod:of(act-37, crime-40) ",the objective act of the crime is lost to the past,NN,[],,,,,,,,,"[('of', 'act')]",['of'],['act'],[],['the'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Through the compelling form of the murder mystery , Sayles draws the audience into a relationship of desire for the knowledge of what actually transpired at the scene of the crime , but , as a result of that knowledge , he presents us with a story that transcends generic boundaries and moves us into closer relationship with the concerns of the other cultures he introduces in the film .","Through/IN the/DT compelling/JJ form/NN of/IN the/DT murder/NN mystery/NN ,/, Sayles/NNP draws/VBZ the/DT audience/NN into/IN a/DT relationship/NN of/IN desire/NN for/IN the/DT knowledge/NN of/IN what/WP actually/RB transpired/VBN at/IN the/DT scene/NN of/IN the/DT crime/NN ,/, but/CC ,/, as/IN a/DT result/NN of/IN that/DT knowledge/NN ,/, he/PRP presents/VBZ us/PRP with/IN a/DT story/NN that/WDT transcends/VBZ generic/JJ boundaries/NNS and/CC moves/VBZ us/PRP into/IN closer/JJR relationship/NN with/IN the/DT concerns/NNS of/IN the/DT other/JJ cultures/NNS he/PRP introduces/VBZ in/IN the/DT film/NN ./."," case(form-4, Through-1) det(form-4, the-2) amod(form-4, compelling-3) nmod:through(draws-11, form-4) case(mystery-8, of-5) det(mystery-8, the-6) compound(mystery-8, murder-7) nmod:of(form-4, mystery-8) nsubj(draws-11, Sayles-10) root(ROOT-0, draws-11) det(audience-13, the-12) dobj(draws-11, audience-13) case(relationship-16, into-14) det(relationship-16, a-15) nmod:into(draws-11, relationship-16) case(desire-18, of-17) nmod:of(relationship-16, desire-18) case(knowledge-21, for-19) det(knowledge-21, the-20) nmod:for(desire-18, knowledge-21) mark(transpired-25, of-22) nsubj(transpired-25, what-23) advmod(transpired-25, actually-24) acl(knowledge-21, transpired-25) case(scene-28, at-26) det(scene-28, the-27) nmod:at(transpired-25, scene-28) case(crime-31, of-29) det(crime-31, the-30) nmod:of(scene-28, crime-31) cc(draws-11, but-33) case(result-37, as-35) det(result-37, a-36) nmod:as(presents-43, result-37) case(knowledge-40, of-38) det(knowledge-40, that-39) nmod:of(result-37, knowledge-40) nsubj(presents-43, he-42) conj:but(draws-11, presents-43) dobj(presents-43, us-44) case(story-47, with-45) det(story-47, a-46) nmod:with(presents-43, story-47) nsubj(transcends-49, story-47) nsubj(moves-53, story-47) ref(story-47, that-48) acl:relcl(story-47, transcends-49) amod(boundaries-51, generic-50) dobj(transcends-49, boundaries-51) cc(transcends-49, and-52) acl:relcl(story-47, moves-53) conj:and(transcends-49, moves-53) dobj(moves-53, us-54) case(relationship-57, into-55) amod(relationship-57, closer-56) nmod:into(moves-53, relationship-57) case(concerns-60, with-58) det(concerns-60, the-59) nmod:with(relationship-57, concerns-60) case(cultures-64, of-61) det(cultures-64, the-62) amod(cultures-64, other-63) nmod:of(concerns-60, cultures-64) nsubj(introduces-66, he-65) acl:relcl(cultures-64, introduces-66) case(film-69, in-67) det(film-69, the-68) nmod:in(introduces-66, film-69)  ",crime,31,"case(crime-31, of-29) det(crime-31, the-30) nmod:of(scene-28, crime-31) ","at the scene of the crime , but , as a",NN,[],,,,,,,,,"[('of', 'scene')]",['of'],['scene'],[],['the'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
To say that the Holocaust was a crime because it destroyed only Jews implies that a holocaust that destroyed some other ethnic or racial group might be less objectionable or even laudatory .,To/TO say/VB that/IN the/DT Holocaust/NNP was/VBD a/DT crime/NN because/IN it/PRP destroyed/VBD only/JJ Jews/NNPS implies/VBZ that/IN a/DT holocaust/NN that/WDT destroyed/VBD some/DT other/JJ ethnic/JJ or/CC racial/JJ group/NN might/MD be/VB less/RBR objectionable/JJ or/CC even/RB laudatory/JJ ./.," mark(say-2, To-1) csubj(implies-14, say-2) mark(crime-8, that-3) det(Holocaust-5, the-4) nsubj(crime-8, Holocaust-5) cop(crime-8, was-6) det(crime-8, a-7) ccomp(say-2, crime-8) mark(destroyed-11, because-9) nsubj(destroyed-11, it-10) advcl(crime-8, destroyed-11) amod(Jews-13, only-12) dobj(destroyed-11, Jews-13) root(ROOT-0, implies-14) mark(objectionable-29, that-15) det(holocaust-17, a-16) nsubj(destroyed-19, holocaust-17) nsubj(objectionable-29, holocaust-17) nsubj(laudatory-32, holocaust-17) ref(holocaust-17, that-18) acl:relcl(holocaust-17, destroyed-19) det(ethnic-22, some-20) amod(ethnic-22, other-21) dobj(destroyed-19, ethnic-22) cc(ethnic-22, or-23) amod(group-25, racial-24) dobj(destroyed-19, group-25) conj:or(ethnic-22, group-25) aux(objectionable-29, might-26) cop(objectionable-29, be-27) advmod(objectionable-29, less-28) ccomp(implies-14, objectionable-29) cc(objectionable-29, or-30) advmod(laudatory-32, even-31) ccomp(implies-14, laudatory-32) conj:or(objectionable-29, laudatory-32)  ",crime,8,"mark(crime-8, that-3) nsubj(crime-8, Holocaust-5) cop(crime-8, was-6) det(crime-8, a-7) advcl(crime-8, destroyed-11) ccomp(say-2, crime-8) ",that the Holocaust was a crime because it destroyed only Jews,NN,[],was,VBD,object,,,was,be,[],[],[],[],[],['a'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['that'],a,unit,singular,ambiguous,['A+N'],countable,nonverdical
"Our deep impulse to define what the Nazis did to the Jews in Germany or what the Bosnian Serbs recently did to the Muslims in former Yugoslavia as a crime against human beings as such clearly implies that we view some moral standards as genuinely substantive and authoritative , not just as rhetorical ploys or cultural contingencies .","Our/PRP$ deep/JJ impulse/NN to/TO define/VB what/WP the/DT Nazis/NNPS did/VBD to/TO the/DT Jews/NNPS in/IN Germany/NNP or/CC what/WP the/DT Bosnian/NNP Serbs/NNP recently/RB did/VBD to/TO the/DT Muslims/NNPS in/IN former/JJ Yugoslavia/NNP as/IN a/DT crime/NN against/IN human/JJ beings/NNS as/IN such/JJ clearly/RB implies/VBZ that/IN we/PRP view/VBP some/DT moral/JJ standards/NNS as/IN genuinely/RB substantive/JJ and/CC authoritative/JJ ,/, not/RB just/RB as/IN rhetorical/JJ ploys/NNS or/CC cultural/JJ contingencies/NNS ./."," nmod:poss(impulse-3, Our-1) amod(impulse-3, deep-2) nsubj(implies-37, impulse-3) mark(define-5, to-4) acl(impulse-3, define-5) dobj(did-9, what-6) det(Nazis-8, the-7) nsubj(did-9, Nazis-8) dep(define-5, did-9) case(Jews-12, to-10) det(Jews-12, the-11) nmod:to(did-9, Jews-12) case(Germany-14, in-13) nmod:in(did-9, Germany-14) cc(did-9, or-15) dobj(did-21, what-16) det(Serbs-19, the-17) compound(Serbs-19, Bosnian-18) nsubj(did-21, Serbs-19) advmod(did-21, recently-20) dep(define-5, did-21) conj:or(did-9, did-21) case(Muslims-24, to-22) det(Muslims-24, the-23) nmod:to(did-21, Muslims-24) case(Yugoslavia-27, in-25) amod(Yugoslavia-27, former-26) nmod:in(Muslims-24, Yugoslavia-27) case(crime-30, as-28) det(crime-30, a-29) nmod:as(did-21, crime-30) case(beings-33, against-31) amod(beings-33, human-32) nmod:against(crime-30, beings-33) case(such-35, as-34) nmod:as(did-21, such-35) advmod(implies-37, clearly-36) root(ROOT-0, implies-37) mark(view-40, that-38) nsubj(view-40, we-39) ccomp(implies-37, view-40) det(standards-43, some-41) amod(standards-43, moral-42) dobj(view-40, standards-43) case(substantive-46, as-44) advmod(substantive-46, genuinely-45) acl:as(standards-43, substantive-46) cc(substantive-46, and-47) acl:as(standards-43, authoritative-48) conj:and(substantive-46, authoritative-48) neg(just-51, not-50) dep(standards-43, just-51) dep(just-51, as-52) amod(ploys-54, rhetorical-53) conj(standards-43, ploys-54) cc(ploys-54, or-55) amod(contingencies-57, cultural-56) conj(standards-43, contingencies-57) conj:or(ploys-54, contingencies-57)  ",crime,30,"case(crime-30, as-28) det(crime-30, a-29) nmod:against(crime-30, beings-33) nmod:as(did-21, crime-30) ",in former Yugoslavia as a crime against human beings as such,NN,[],,,,,,,,,"[('against', 'beings'), ('as', 'did')]","['against', 'as']",['did'],['beings'],['a'],[],[],[],[],[],[],[],[],['as'],[],[],[],[],[],[],a,unit,singular,,['A+N'],countable,unknown
"<p> As portrayed in television news or crime novels , forensic science supports law enforcement agencies in their criminal investigations .","<p>/RB As/IN portrayed/VBD in/IN television/NN news/NN or/CC crime/NN novels/NNS ,/, forensic/JJ science/NN supports/VBZ law/NN enforcement/NN agencies/NNS in/IN their/PRP$ criminal/JJ investigations/NNS ./."," advmod(supports-13, <p>-1) mark(portrayed-3, As-2) advcl(supports-13, portrayed-3) case(news-6, in-4) compound(news-6, television-5) nmod:in(portrayed-3, news-6) cc(news-6, or-7) compound(novels-9, crime-8) nmod:in(portrayed-3, novels-9) conj:or(news-6, novels-9) amod(science-12, forensic-11) nsubj(supports-13, science-12) root(ROOT-0, supports-13) compound(agencies-16, law-14) compound(agencies-16, enforcement-15) dobj(supports-13, agencies-16) case(investigations-20, in-17) nmod:poss(investigations-20, their-18) amod(investigations-20, criminal-19) nmod:in(agencies-16, investigations-20)  ",crime,8,"compound(novels-9, crime-8) ","portrayed in television news or crime novels , forensic science supports",NN,[],,,,,,,,,[],[],[],[],[],[],[],[],['novels'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
