sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"This is quite different from a shared vision and a social contract between the state and private industry , with the latter providing information to the state and the state providing the appropriate carrots and sticks .","This/DT is/VBZ quite/RB different/JJ from/IN a/DT shared/VBN vision/NN and/CC a/DT social/JJ contract/NN between/IN the/DT state/NN and/CC private/JJ industry/NN ,/, with/IN the/DT latter/NN providing/VBG information/NN to/TO the/DT state/NN and/CC the/DT state/NN providing/VBG the/DT appropriate/JJ carrots/NNS and/CC sticks/VBZ ./."," nsubj(different-4, This-1) nsubj(sticks-36, This-1) cop(different-4, is-2) advmod(different-4, quite-3) root(ROOT-0, different-4) case(vision-8, from-5) det(vision-8, a-6) amod(vision-8, shared-7) nmod:from(different-4, vision-8) cc(vision-8, and-9) det(contract-12, a-10) amod(contract-12, social-11) nmod:from(different-4, contract-12) conj:and(vision-8, contract-12) case(industry-18, between-13) det(industry-18, the-14) compound(industry-18, state-15) cc(state-15, and-16) conj:and(state-15, private-17) compound(industry-18, private-17) nmod:between(contract-12, industry-18) case(latter-22, with-20) det(latter-22, the-21) nmod:with(contract-12, latter-22) acl(latter-22, providing-23) dobj(providing-23, information-24) case(state-27, to-25) det(state-27, the-26) nmod:to(providing-23, state-27) cc(state-27, and-28) det(state-30, the-29) nmod:to(providing-23, state-30) conj:and(state-27, state-30) advcl(providing-23, providing-31) det(carrots-34, the-32) amod(carrots-34, appropriate-33) dobj(providing-31, carrots-34) cc(different-4, and-35) conj:and(different-4, sticks-36)  ",carrots,34,"det(carrots-34, the-32) amod(carrots-34, appropriate-33) dobj(providing-31, carrots-34) ",the state providing the appropriate carrots and sticks .,NNS,[],providing,VBG,object,,,providing,provide,[],[],[],[],[],['the'],definite article,[],[],[],[],['appropriate'],[0.03],[0.03625],[0.0],[0.03725],[0.0275],[0.017],[0.6655],[0.01125],[0.05441666666666666],[0.02916666666666667],[0.01],[0.056666666666666664],[0.025],[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
"Although the RTM has high initial capital costs , we felt that there was a big ' cost carrot ' downstream that we might take advantage of , "" he said . ""","Although/IN the/DT RTM/NNP has/VBZ high/JJ initial/JJ capital/NN costs/NNS ,/, we/PRP felt/VBD that/IN there/EX was/VBD a/DT big/JJ '/'' cost/NN carrot/NN '/'' downstream/NNS that/IN we/PRP might/MD take/VB advantage/NN of/IN ,/, ''/'' he/PRP said/VBD ./. ''/''"," mark(has-4, Although-1) det(RTM-3, the-2) nsubj(has-4, RTM-3) advcl(felt-11, has-4) amod(costs-8, high-5) amod(costs-8, initial-6) compound(costs-8, capital-7) dobj(has-4, costs-8) nsubj(felt-11, we-10) ccomp(said-31, felt-11) mark(was-14, that-12) expl(was-14, there-13) ccomp(felt-11, was-14) det(downstream-21, a-15) amod(downstream-21, big-16) compound(downstream-21, cost-18) compound(downstream-21, carrot-19) nsubj(was-14, downstream-21) mark(take-25, that-22) nsubj(take-25, we-23) aux(take-25, might-24) dep(downstream-21, take-25) dobj(take-25, advantage-26) nmod(take-25, of-27) nsubj(said-31, he-30) root(ROOT-0, said-31)  ",carrot,19,"compound(downstream-21, carrot-19) ",was a big ' cost carrot ' downstream that we might,NN,[],was,VBD,subject,was,be,,,[],[],[],[],[],[],,[],[],[],['downstream'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"( n1 ) The carrot sticks and celery are certainly safer , but not above suspicion , because they contain cholinesterase inhibitors that modify neurochemical transmitters .","-LRB-/-LRB- n1/CD -RRB-/-RRB- The/DT carrot/NN sticks/VBZ and/CC celery/VBP are/VBP certainly/RB safer/JJR ,/, but/CC not/RB above/IN suspicion/NN ,/, because/IN they/PRP contain/VBP cholinesterase/JJ inhibitors/NNS that/WDT modify/VB neurochemical/JJ transmitters/NNS ./."," dep(sticks-6, n1-2) det(carrot-5, The-4) nsubj(sticks-6, carrot-5) nsubj(celery-8, carrot-5) csubj(are-9, sticks-6) cc(sticks-6, and-7) conj:and(sticks-6, celery-8) csubj(are-9, celery-8) root(ROOT-0, are-9) advmod(but-13, certainly-10) dep(but-13, safer-11) advmod(are-9, but-13) neg(suspicion-16, not-14) case(suspicion-16, above-15) conj(but-13, suspicion-16) mark(contain-20, because-18) nsubj(contain-20, they-19) dep(suspicion-16, contain-20) amod(inhibitors-22, cholinesterase-21) dobj(contain-20, inhibitors-22) nsubj(modify-24, inhibitors-22) ref(inhibitors-22, that-23) acl:relcl(inhibitors-22, modify-24) amod(transmitters-26, neurochemical-25) dobj(modify-24, transmitters-26)  ",carrot,5,"det(carrot-5, The-4) nsubj(sticks-6, carrot-5) nsubj(celery-8, carrot-5) ",( n1 ) The carrot sticks and celery are certainly,NN,[],sticks,VBZ,subject,sticks,stick,,,[],[],[],[],[],['The'],other,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,linked,singular,[],unknown,unknown
"A clinical report by Cerny and Cerny ( 1992 ) cited three cases of addiction to raw carrots , with psychophysical dependence allegedly similar in strength to that of cigarettes .","A/DT clinical/JJ report/NN by/IN Cerny/NNP and/CC Cerny/NNP -LRB-/-LRB- 1992/CD -RRB-/-RRB- cited/VBD three/CD cases/NNS of/IN addiction/NN to/TO raw/JJ carrots/NNS ,/, with/IN psychophysical/JJ dependence/NN allegedly/RB similar/JJ in/IN strength/NN to/TO that/DT of/IN cigarettes/NNS ./."," det(report-3, A-1) amod(report-3, clinical-2) nsubj(cited-11, report-3) case(Cerny-5, by-4) nmod:by(report-3, Cerny-5) cc(Cerny-5, and-6) nmod:by(report-3, Cerny-7) conj:and(Cerny-5, Cerny-7) appos(report-3, 1992-9) root(ROOT-0, cited-11) nummod(cases-13, three-12) dobj(cited-11, cases-13) case(addiction-15, of-14) nmod:of(cases-13, addiction-15) case(carrots-18, to-16) amod(carrots-18, raw-17) nmod:to(cited-11, carrots-18) case(dependence-22, with-20) amod(dependence-22, psychophysical-21) nmod:with(cited-11, dependence-22) advmod(similar-24, allegedly-23) amod(dependence-22, similar-24) case(strength-26, in-25) nmod:in(similar-24, strength-26) case(that-28, to-27) nmod:to(similar-24, that-28) case(cigarettes-30, of-29) nmod:of(that-28, cigarettes-30)  ",carrots,18,"case(carrots-18, to-16) amod(carrots-18, raw-17) nmod:to(cited-11, carrots-18) ","cases of addiction to raw carrots , with psychophysical dependence allegedly",NNS,[],,,,,,,,,"[('to', 'cited')]",['to'],['cited'],[],[],,[],[],[],[],['raw'],[0.0375],[0.05252380952380952],[0.006666666666666666],[0.0355],[0.027035714285714288],[0.005857142857142858],[0.025],[0.0175],[0.7554166666666666],[0.006999999999999999],[0.0075],[0.0025],[0.02],[],[],[],['to'],[],[],[],[],[],[],,,plural,linked,,[],unknown,unknown
"( In recent legal proceedings , cigarette executives referred to the Cerny and Cerny study to support their claim that cigarettes and carrots have similar addiction potential Associated Press 1997 . )","-LRB-/-LRB- In/IN recent/JJ legal/JJ proceedings/NNS ,/, cigarette/NN executives/NNS referred/VBD to/TO the/DT Cerny/NNP and/CC Cerny/NNP study/VBP to/TO support/VB their/PRP$ claim/NN that/IN cigarettes/NNS and/CC carrots/NNS have/VBP similar/JJ addiction/VBG potential/JJ Associated/NNP Press/NNP 1997/NNP ./. -RRB-/-RRB-"," case(proceedings-5, In-2) amod(proceedings-5, recent-3) amod(proceedings-5, legal-4) nmod:in(referred-9, proceedings-5) compound(executives-8, cigarette-7) nsubj(referred-9, executives-8) root(ROOT-0, referred-9) case(Cerny-12, to-10) det(Cerny-12, the-11) nmod:to(referred-9, Cerny-12) cc(referred-9, and-13) nsubj(study-15, Cerny-14) nsubj(support-17, Cerny-14) conj:and(referred-9, study-15) mark(support-17, to-16) xcomp(study-15, support-17) nmod:poss(claim-19, their-18) dobj(support-17, claim-19) mark(have-24, that-20) nsubj(have-24, cigarettes-21) cc(cigarettes-21, and-22) conj:and(cigarettes-21, carrots-23) nsubj(have-24, carrots-23) ccomp(support-17, have-24) amod(1997-30, similar-25) amod(1997-30, addiction-26) amod(1997-30, potential-27) compound(1997-30, Associated-28) compound(1997-30, Press-29) dobj(have-24, 1997-30)  ",carrots,23,"conj:and(cigarettes-21, carrots-23) nsubj(have-24, carrots-23) ",their claim that cigarettes and carrots have similar addiction potential Associated,NNS,[],have,VBP,subject,have,have,,,[],[],[],[],[],[],,"[('and', 'cigarettes')]",['and'],['cigarettes'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,plural,[],unknown,unknown
"s study concludes with a call for policy makers to eschew the stick in favor of the carrot . """,s/JJ study/NN concludes/VBZ with/IN a/DT call/NN for/IN policy/NN makers/NNS to/TO eschew/VB the/DT stick/NN in/IN favor/NN of/IN the/DT carrot/NN ./. ''/''," amod(study-2, s-1) nsubj(concludes-3, study-2) nsubj(eschew-11, study-2) root(ROOT-0, concludes-3) case(call-6, with-4) det(call-6, a-5) nmod:with(concludes-3, call-6) case(makers-9, for-7) compound(makers-9, policy-8) nmod:for(call-6, makers-9) mark(eschew-11, to-10) xcomp(concludes-3, eschew-11) det(stick-13, the-12) dobj(eschew-11, stick-13) case(favor-15, in-14) nmod:in(eschew-11, favor-15) case(carrot-18, of-16) det(carrot-18, the-17) nmod:of(favor-15, carrot-18)  ",carrot,18,"case(carrot-18, of-16) det(carrot-18, the-17) nmod:of(favor-15, carrot-18) ","stick in favor of the carrot . """,NN,[],,,,,,,,,"[('of', 'favor')]",['of'],['favor'],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"In response , Vacaroiu 's government used a combination of carrots and sticks , and on some occasions President Iliescu personally mediated the disputes .","In/IN response/NN ,/, Vacaroiu/NNP 's/POS government/NN used/VBD a/DT combination/NN of/IN carrots/NNS and/CC sticks/VBZ ,/, and/CC on/IN some/DT occasions/NNS President/NNP Iliescu/NNP personally/RB mediated/VBD the/DT disputes/NNS ./."," case(response-2, In-1) nmod:in(used-7, response-2) nmod:poss(government-6, Vacaroiu-4) case(Vacaroiu-4, 's-5) nsubj(used-7, government-6) nsubj(sticks-13, government-6) root(ROOT-0, used-7) det(combination-9, a-8) dobj(used-7, combination-9) case(carrots-11, of-10) nmod:of(combination-9, carrots-11) cc(used-7, and-12) conj:and(used-7, sticks-13) cc(used-7, and-15) case(occasions-18, on-16) det(occasions-18, some-17) nmod:on(mediated-22, occasions-18) compound(Iliescu-20, President-19) nsubj(mediated-22, Iliescu-20) advmod(mediated-22, personally-21) conj:and(used-7, mediated-22) det(disputes-24, the-23) dobj(mediated-22, disputes-24)  ",carrots,11,"case(carrots-11, of-10) nmod:of(combination-9, carrots-11) ","government used a combination of carrots and sticks , and on",NNS,[],,,,,,,,,"[('of', 'combination')]",['of'],['combination'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"The vegetables produced include carrots , leeks , cucumbers , peppers , and kale .","The/DT vegetables/NNS produced/VBD include/VB carrots/NNS ,/, leeks/NNS ,/, cucumbers/NNS ,/, peppers/NNS ,/, and/CC kale/NN ./."," det(vegetables-2, The-1) nsubj(produced-3, vegetables-2) root(ROOT-0, produced-3) xcomp(produced-3, include-4) dobj(include-4, carrots-5) dobj(include-4, leeks-7) conj:and(carrots-5, leeks-7) dobj(include-4, cucumbers-9) conj:and(carrots-5, cucumbers-9) dobj(include-4, peppers-11) conj:and(carrots-5, peppers-11) cc(carrots-5, and-13) dobj(include-4, kale-14) conj:and(carrots-5, kale-14)  ",carrots,5,"conj:and(carrots-5, leeks-7) conj:and(carrots-5, cucumbers-9) conj:and(carrots-5, peppers-11) cc(carrots-5, and-13) conj:and(carrots-5, kale-14) dobj(include-4, carrots-5) ","The vegetables produced include carrots , leeks , cucumbers ,",NNS,[],include,VB,object,,,include,include,[],[],[],[],[],[],,"[('and', 'leeks'), ('and', 'cucumbers'), ('and', 'peppers'), ('and', 'kale')]","['and', 'and', 'and', 'and']","['leeks', 'cucumbers', 'peppers', 'kale']",[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"2 <p> As the Soil Bank and CRP suggest , policies to reduce the environmental impacts of agriculture have generally taken the form of "" carrots "" rather than "" sticks . ""","2/CD <p>/NN As/IN the/DT Soil/NNP Bank/NNP and/CC CRP/NNP suggest/VBP ,/, policies/NNS to/TO reduce/VB the/DT environmental/JJ impacts/NNS of/IN agriculture/NN have/VBP generally/RB taken/VBN the/DT form/NN of/IN ''/'' carrots/NNS ''/'' rather/RB than/IN ''/'' sticks/VBZ ./. ''/''"," nummod(<p>-2, 2-1) nsubj(sticks-31, <p>-2) mark(suggest-9, As-3) det(Bank-6, the-4) compound(Bank-6, Soil-5) nsubj(suggest-9, Bank-6) cc(Bank-6, and-7) conj:and(Bank-6, CRP-8) nsubj(suggest-9, CRP-8) advcl(taken-21, suggest-9) nsubj(taken-21, policies-11) mark(reduce-13, to-12) acl(policies-11, reduce-13) det(impacts-16, the-14) amod(impacts-16, environmental-15) dobj(reduce-13, impacts-16) case(agriculture-18, of-17) nmod:of(impacts-16, agriculture-18) aux(taken-21, have-19) advmod(taken-21, generally-20) acl:relcl(<p>-2, taken-21) det(form-23, the-22) dobj(taken-21, form-23) case(carrots-26, of-24) nmod:of(form-23, carrots-26) advmod(than-29, rather-28) advcl(taken-21, than-29) root(ROOT-0, sticks-31)  ",carrots,26,"case(carrots-26, of-24) nmod:of(form-23, carrots-26) ","taken the form of "" carrots "" rather than "" sticks",NNS,[],,,,,,,,,"[('of', 'form')]",['of'],['form'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"In another approach , cells from natural foods such as carrots or meat are cloned , and the outputs of the food factories are edible duplications of the parent cells .","In/IN another/DT approach/NN ,/, cells/NNS from/IN natural/JJ foods/NNS such/JJ as/IN carrots/NNS or/CC meat/NN are/VBP cloned/VBN ,/, and/CC the/DT outputs/NNS of/IN the/DT food/NN factories/NNS are/VBP edible/JJ duplications/NNS of/IN the/DT parent/NN cells/NNS ./."," case(approach-3, In-1) det(approach-3, another-2) nmod:in(cloned-15, approach-3) nsubjpass(cloned-15, cells-5) case(foods-8, from-6) amod(foods-8, natural-7) nmod:from(cells-5, foods-8) case(carrots-11, such-9) mwe(such-9, as-10) nmod:such_as(foods-8, carrots-11) cc(carrots-11, or-12) nmod:such_as(foods-8, meat-13) conj:or(carrots-11, meat-13) auxpass(cloned-15, are-14) root(ROOT-0, cloned-15) cc(cloned-15, and-17) det(outputs-19, the-18) nsubj(duplications-26, outputs-19) case(factories-23, of-20) det(factories-23, the-21) compound(factories-23, food-22) nmod:of(outputs-19, factories-23) cop(duplications-26, are-24) amod(duplications-26, edible-25) conj:and(cloned-15, duplications-26) case(cells-30, of-27) det(cells-30, the-28) compound(cells-30, parent-29) nmod:of(duplications-26, cells-30)  ",carrots,11,"case(carrots-11, such-9) cc(carrots-11, or-12) conj:or(carrots-11, meat-13) nmod:such_as(foods-8, carrots-11) ","from natural foods such as carrots or meat are cloned ,",NNS,[],,,,,,,,,"[('such_as', 'foods')]",['such_as'],['foods'],[],[],,"[('or', 'meat')]",['or'],['meat'],[],[],,,,,,,,,,,,,,[],[],[],['such'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"As part of his commandment , God says , "" For I , the Lord thy God , am a jealous God , visiting the iniquity of the fathers upon the children unto the third and fourth generation of them that hate me "" -- this is the stick , followed by the carrot -- "" and shewing mercy unto thousands of them that love me , and keep my commandments . ""","As/IN part/NN of/IN his/PRP$ commandment/NN ,/, God/NNP says/VBZ ,/, ''/'' For/IN I/PRP ,/, the/DT Lord/NNP thy/NNP God/NNP ,/, am/VBP a/DT jealous/JJ God/NN ,/, visiting/VBG the/DT iniquity/NN of/IN the/DT fathers/NNS upon/IN the/DT children/NNS unto/NN the/DT third/JJ and/CC fourth/JJ generation/NN of/IN them/PRP that/WDT hate/VBP me/PRP ''/'' --/: this/DT is/VBZ the/DT stick/NN ,/, followed/VBN by/IN the/DT carrot/NN --/: ''/'' and/CC shewing/VBG mercy/NN unto/NN thousands/NNS of/IN them/PRP that/WDT love/VBP me/PRP ,/, and/CC keep/VB my/PRP$ commandments/NNS ./. ''/''"," case(part-2, As-1) nmod:as(says-8, part-2) case(commandment-5, of-3) nmod:poss(commandment-5, his-4) nmod:of(part-2, commandment-5) nsubj(says-8, God-7) nsubj(keep-69, God-7) root(ROOT-0, says-8) dep(says-8, For-11) nsubj(God-22, I-12) det(God-17, the-14) compound(God-17, Lord-15) compound(God-17, thy-16) appos(I-12, God-17) cop(God-22, am-19) det(God-22, a-20) amod(God-22, jealous-21) parataxis(says-8, God-22) dep(God-22, visiting-24) det(iniquity-26, the-25) dobj(visiting-24, iniquity-26) case(fathers-29, of-27) det(fathers-29, the-28) nmod:of(iniquity-26, fathers-29) case(unto-33, upon-30) det(unto-33, the-31) compound(unto-33, children-32) nmod:upon(fathers-29, unto-33) det(generation-38, the-34) amod(generation-38, third-35) cc(third-35, and-36) conj:and(third-35, fourth-37) amod(generation-38, fourth-37) dep(unto-33, generation-38) nsubj(hate-42, generation-38) case(them-40, of-39) nmod:of(generation-38, them-40) ref(generation-38, that-41) acl:relcl(generation-38, hate-42) dobj(hate-42, me-43) nsubj(stick-49, this-46) cop(stick-49, is-47) det(stick-49, the-48) parataxis(hate-42, stick-49) acl(stick-49, followed-51) case(carrot-54, by-52) det(carrot-54, the-53) nmod:by(followed-51, carrot-54) cc(visiting-24, and-57) dep(God-22, shewing-58) conj:and(visiting-24, shewing-58) compound(thousands-61, mercy-59) compound(thousands-61, unto-60) dobj(shewing-58, thousands-61) nsubj(love-65, thousands-61) case(them-63, of-62) nmod:of(thousands-61, them-63) ref(thousands-61, that-64) acl:relcl(thousands-61, love-65) dobj(love-65, me-66) cc(says-8, and-68) conj:and(says-8, keep-69) nmod:poss(commandments-71, my-70) dobj(keep-69, commandments-71)  ",carrot,54,"case(carrot-54, by-52) det(carrot-54, the-53) nmod:by(followed-51, carrot-54) ","stick , followed by the carrot -- "" and shewing mercy",NN,[],,,,,,,,,"[('by', 'followed')]",['by'],['followed'],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['by'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"If the motive for the visual pleasure elicited through the attractive display of carrots or , say , medicine tablets is financial , the process nonetheless reflects the same interactive pattern that characterizes the aesthetic quality of other works , such as houses , which are classified as Hausa art ( Moughtin 1985 ) .","If/IN the/DT motive/NN for/IN the/DT visual/JJ pleasure/NN elicited/VBD through/IN the/DT attractive/JJ display/NN of/IN carrots/NNS or/CC ,/, say/VBP ,/, medicine/NN tablets/NNS is/VBZ financial/JJ ,/, the/DT process/NN nonetheless/RB reflects/VBZ the/DT same/JJ interactive/JJ pattern/NN that/WDT characterizes/VBZ the/DT aesthetic/JJ quality/NN of/IN other/JJ works/NNS ,/, such/JJ as/IN houses/NNS ,/, which/WDT are/VBP classified/VBN as/IN Hausa/NNP art/NN -LRB-/-LRB- Moughtin/NNP 1985/CD -RRB-/-RRB- ./."," mark(elicited-8, If-1) det(motive-3, the-2) nsubj(elicited-8, motive-3) case(pleasure-7, for-4) det(pleasure-7, the-5) amod(pleasure-7, visual-6) nmod:for(motive-3, pleasure-7) advcl(reflects-27, elicited-8) case(display-12, through-9) det(display-12, the-10) amod(display-12, attractive-11) nmod:through(elicited-8, display-12) case(carrots-14, of-13) nmod:of(display-12, carrots-14) cc(elicited-8, or-15) dep(elicited-8, say-17) compound(tablets-20, medicine-19) nsubj(financial-22, tablets-20) cop(financial-22, is-21) parataxis(reflects-27, financial-22) det(process-25, the-24) nsubj(reflects-27, process-25) advmod(reflects-27, nonetheless-26) root(ROOT-0, reflects-27) det(pattern-31, the-28) amod(pattern-31, same-29) amod(pattern-31, interactive-30) dobj(reflects-27, pattern-31) nsubj(characterizes-33, pattern-31) ref(pattern-31, that-32) acl:relcl(pattern-31, characterizes-33) det(quality-36, the-34) amod(quality-36, aesthetic-35) dobj(characterizes-33, quality-36) case(works-39, of-37) amod(works-39, other-38) nmod:of(quality-36, works-39) case(houses-43, such-41) mwe(such-41, as-42) nmod:such_as(quality-36, houses-43) nsubjpass(classified-47, houses-43) ref(houses-43, which-45) auxpass(classified-47, are-46) acl:relcl(houses-43, classified-47) case(art-50, as-48) compound(art-50, Hausa-49) nmod:as(classified-47, art-50) appos(art-50, Moughtin-52) nummod(Moughtin-52, 1985-53)  ",carrots,14,"case(carrots-14, of-13) nmod:of(display-12, carrots-14) ","through the attractive display of carrots or , say , medicine",NNS,[],,,,,,,,,"[('of', 'display')]",['of'],['display'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"The juxtaposition of strong primary colors in displays of medicine-tablet packets , for example , conveys a similar attractiveness , as do configurations of bright-orange carrots on beds of dark-green carrot tops .","The/DT juxtaposition/NN of/IN strong/JJ primary/JJ colors/NNS in/IN displays/NNS of/IN medicine-tablet/JJ packets/NNS ,/, for/IN example/NN ,/, conveys/VBZ a/DT similar/JJ attractiveness/NN ,/, as/IN do/VBP configurations/NNS of/IN bright-orange/JJ carrots/NNS on/IN beds/NNS of/IN dark-green/JJ carrot/NN tops/NNS ./."," det(juxtaposition-2, The-1) nsubj(conveys-16, juxtaposition-2) case(colors-6, of-3) amod(colors-6, strong-4) amod(colors-6, primary-5) nmod:of(juxtaposition-2, colors-6) case(displays-8, in-7) nmod:in(colors-6, displays-8) case(packets-11, of-9) amod(packets-11, medicine-tablet-10) nmod:of(displays-8, packets-11) case(example-14, for-13) nmod:for(juxtaposition-2, example-14) root(ROOT-0, conveys-16) det(attractiveness-19, a-17) amod(attractiveness-19, similar-18) dobj(conveys-16, attractiveness-19) mark(do-22, as-21) dep(attractiveness-19, do-22) dobj(do-22, configurations-23) case(carrots-26, of-24) amod(carrots-26, bright-orange-25) nmod:of(configurations-23, carrots-26) case(beds-28, on-27) nmod:on(do-22, beds-28) case(tops-32, of-29) amod(tops-32, dark-green-30) compound(tops-32, carrot-31) nmod:of(beds-28, tops-32)  ",carrots,26,"case(carrots-26, of-24) amod(carrots-26, bright-orange-25) nmod:of(configurations-23, carrots-26) ",as do configurations of bright-orange carrots on beds of dark-green carrot,NNS,[],,,,,,,,,"[('of', 'configurations')]",['of'],['configurations'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"The juxtaposition of strong primary colors in displays of medicine-tablet packets , for example , conveys a similar attractiveness , as do configurations of bright-orange carrots on beds of dark-green carrot tops .","The/DT juxtaposition/NN of/IN strong/JJ primary/JJ colors/NNS in/IN displays/NNS of/IN medicine-tablet/JJ packets/NNS ,/, for/IN example/NN ,/, conveys/VBZ a/DT similar/JJ attractiveness/NN ,/, as/IN do/VBP configurations/NNS of/IN bright-orange/JJ carrots/NNS on/IN beds/NNS of/IN dark-green/JJ carrot/NN tops/NNS ./."," det(juxtaposition-2, The-1) nsubj(conveys-16, juxtaposition-2) case(colors-6, of-3) amod(colors-6, strong-4) amod(colors-6, primary-5) nmod:of(juxtaposition-2, colors-6) case(displays-8, in-7) nmod:in(colors-6, displays-8) case(packets-11, of-9) amod(packets-11, medicine-tablet-10) nmod:of(displays-8, packets-11) case(example-14, for-13) nmod:for(juxtaposition-2, example-14) root(ROOT-0, conveys-16) det(attractiveness-19, a-17) amod(attractiveness-19, similar-18) dobj(conveys-16, attractiveness-19) mark(do-22, as-21) dep(attractiveness-19, do-22) dobj(do-22, configurations-23) case(carrots-26, of-24) amod(carrots-26, bright-orange-25) nmod:of(configurations-23, carrots-26) case(beds-28, on-27) nmod:on(do-22, beds-28) case(tops-32, of-29) amod(tops-32, dark-green-30) compound(tops-32, carrot-31) nmod:of(beds-28, tops-32)  ",carrot,31,"compound(tops-32, carrot-31) ",carrots on beds of dark-green carrot tops .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['tops'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> The Aesthetics of Carrots and Other Displays During the months of January through March in Northern Nigeria , carrots are harvested and arranged at market in a variety of attractive patterns .","<p>/VB The/DT Aesthetics/NNPS of/IN Carrots/NNP and/CC Other/JJ Displays/NNS During/IN the/DT months/NNS of/IN January/NNP through/IN March/NNP in/IN Northern/NNP Nigeria/NNP ,/, carrots/NNS are/VBP harvested/VBN and/CC arranged/VBN at/IN market/NN in/IN a/DT variety/NN of/IN attractive/JJ patterns/NNS ./."," ccomp(harvested-22, <p>-1) det(Aesthetics-3, The-2) xcomp(<p>-1, Aesthetics-3) case(Carrots-5, of-4) dep(Aesthetics-3, Carrots-5) cc(Aesthetics-3, and-6) amod(Displays-8, Other-7) xcomp(<p>-1, Displays-8) conj:and(Aesthetics-3, Displays-8) case(months-11, During-9) det(months-11, the-10) dep(Displays-8, months-11) case(March-15, of-12) compound(March-15, January-13) amod(March-15, through-14) nmod:of(months-11, March-15) case(Nigeria-18, in-16) compound(Nigeria-18, Northern-17) nmod:in(March-15, Nigeria-18) nsubjpass(harvested-22, carrots-20) nsubjpass(arranged-24, carrots-20) auxpass(harvested-22, are-21) root(ROOT-0, harvested-22) cc(harvested-22, and-23) conj:and(harvested-22, arranged-24) case(market-26, at-25) nmod:at(harvested-22, market-26) case(variety-29, in-27) det(variety-29, a-28) nmod:in(market-26, variety-29) case(patterns-32, of-30) amod(patterns-32, attractive-31) nmod:of(variety-29, patterns-32)  ",carrots,20,"nsubjpass(harvested-22, carrots-20) nsubjpass(arranged-24, carrots-20) ","March in Northern Nigeria , carrots are harvested and arranged at",NNS,[],harvested,VBN,subject,harvested,harvest,,,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
