sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"( Later on when I had recording equipment I was able to record all the brothers playing together , and one of them , Fabre , the pianist , alone . )","-LRB-/-LRB- Later/RB on/IN when/WRB I/PRP had/VBD recording/VBG equipment/NN I/PRP was/VBD able/JJ to/TO record/VB all/PDT the/DT brothers/NNS playing/VBG together/RB ,/, and/CC one/CD of/IN them/PRP ,/, Fabre/VBP ,/, the/DT pianist/NN ,/, alone/RB ./. -RRB-/-RRB-","advmod(able-11, Later-2) mark(had-6, on-3) advmod(had-6, when-4) nsubj(had-6, I-5) advcl(Later-2, had-6) amod(equipment-8, recording-7) dobj(had-6, equipment-8) nsubj(able-11, I-9) nsubj(record-13, I-9) cop(able-11, was-10) root(ROOT-0, able-11) mark(record-13, to-12) xcomp(able-11, record-13) det:predet(brothers-16, all-14) det(brothers-16, the-15) dobj(record-13, brothers-16) acl(brothers-16, playing-17) advmod(playing-17, together-18) cc(able-11, and-20) nsubj(Fabre-25, one-21) case(them-23, of-22) nmod:of(one-21, them-23) conj:and(able-11, Fabre-25) det(pianist-28, the-27) dobj(Fabre-25, pianist-28) advmod(Fabre-25, alone-30)  ",brothers,16,"det:predet(brothers-16, all-14) det(brothers-16, the-15) acl(brothers-16, playing-17) dobj(record-13, brothers-16) ","able to record all the brothers playing together , and one",NNS,[],record,VB,object,[],[],[],[],[],"['all', 'the']",[],[],[],[],[],[],[],[],[],,,plural,ambiguous,,unknown
"78 After Frans 's death in 1529 , his brother , the printer Arnout Birckman I , took over "" The Fat Hen "" and the tapestry pand ; the latter continues to be mentioned in the books through the 1550s.","78/CD After/IN Frans/NNP 's/POS death/NN in/IN 1529/CD ,/, his/PRP$ brother/NN ,/, the/DT printer/NN Arnout/NNP Birckman/NNP I/NNP ,/, took/VBD over/IN ''/'' The/DT Fat/NNP Hen/NNP ''/'' and/CC the/DT tapestry/NN pand/VBD ;/: the/DT latter/NN continues/VBZ to/TO be/VB mentioned/VBN in/IN the/DT books/NNS through/IN the/DT 1550s/NNS ./.","nmod:after(took-18, 78-1) case(78-1, After-2) nmod:poss(death-5, Frans-3) case(Frans-3, 's-4) dep(78-1, death-5) case(1529-7, in-6) nmod:in(death-5, 1529-7) nmod:poss(brother-10, his-9) nsubj(took-18, brother-10) det(printer-13, the-12) appos(brother-10, printer-13) compound(I-16, Arnout-14) compound(I-16, Birckman-15) dep(printer-13, I-16) root(ROOT-0, took-18) case(Hen-23, over-19) det(Hen-23, The-21) compound(Hen-23, Fat-22) nmod:over(took-18, Hen-23) cc(took-18, and-25) det(tapestry-27, the-26) nsubj(pand-28, tapestry-27) conj:and(took-18, pand-28) det(latter-31, the-30) nsubj(continues-32, latter-31) nsubjpass(mentioned-35, latter-31) parataxis(took-18, continues-32) mark(mentioned-35, to-33) auxpass(mentioned-35, be-34) xcomp(continues-32, mentioned-35) case(books-38, in-36) det(books-38, the-37) nmod:in(mentioned-35, books-38) case(1550s-41, through-39) det(1550s-41, the-40) nmod:through(mentioned-35, 1550s-41)  ",brother,10,"nmod:poss(brother-10, his-9) appos(brother-10, printer-13) nsubj(took-18, brother-10) ","death in 1529 , his brother , the printer Arnout Birckman",NN,[],took,VBD,subject,[],[],[],[],[],[],[],[],[],[],['his'],[],[],[],"['modified', 'printer']",,,singular,ambiguous,,unknown
"a sort of public confession , and to ask my brothers of another skin and another color to please forgive us for the crimes that we have committed against them . ""","a/DT sort/NN of/IN public/JJ confession/NN ,/, and/CC to/TO ask/VB my/PRP$ brothers/NNS of/IN another/DT skin/NN and/CC another/DT color/NN to/TO please/VB forgive/VB us/PRP for/IN the/DT crimes/NNS that/IN we/PRP have/VBP committed/VBN against/IN them/PRP ./. ''/''","det(sort-2, a-1) root(ROOT-0, sort-2) case(confession-5, of-3) amod(confession-5, public-4) nmod:of(sort-2, confession-5) cc(confession-5, and-7) mark(ask-9, to-8) acl(confession-5, ask-9) nmod:poss(brothers-11, my-10) dobj(ask-9, brothers-11) nsubj(please-19, brothers-11) case(skin-14, of-12) det(skin-14, another-13) nmod:of(brothers-11, skin-14) cc(skin-14, and-15) det(color-17, another-16) nmod:of(brothers-11, color-17) conj:and(skin-14, color-17) mark(please-19, to-18) xcomp(ask-9, please-19) xcomp(please-19, forgive-20) dobj(forgive-20, us-21) case(crimes-24, for-22) det(crimes-24, the-23) nmod:for(forgive-20, crimes-24) mark(committed-28, that-25) nsubj(committed-28, we-26) aux(committed-28, have-27) ccomp(forgive-20, committed-28) case(them-30, against-29) nmod:against(committed-28, them-30)  ",brothers,11,"nmod:poss(brothers-11, my-10) nmod:of(brothers-11, skin-14) nmod:of(brothers-11, color-17) dobj(ask-9, brothers-11) nsubj(please-19, brothers-11) ",", and to ask my brothers of another skin and another",NNS,[],please,VB,subject,[],"[('of', 'skin'), ('of', 'color')]","['of', 'of']",[],"['skin', 'color']",[],[],[],[],[],['my'],[],[],[],[],,,plural,ambiguous,,unknown
In this scene of preparations for a trip to that most artistic of places -- the very island dear to Venus herself -- the Goncourt brothers paint their utopian picture by evoking visions of a heaven on earth .,In/IN this/DT scene/NN of/IN preparations/NNS for/IN a/DT trip/NN to/TO that/DT most/RBS artistic/JJ of/IN places/NNS --/: the/DT very/JJ island/NN dear/VBZ to/TO Venus/VB herself/PRP --/: the/DT Goncourt/NNP brothers/NNS paint/VBP their/PRP$ utopian/NN picture/NN by/IN evoking/VBG visions/NNS of/IN a/DT heaven/NN on/IN earth/NN ./.,"case(scene-3, In-1) det(scene-3, this-2) nmod:in(paint-27, scene-3) case(preparations-5, of-4) nmod:of(scene-3, preparations-5) case(trip-8, for-6) det(trip-8, a-7) nmod:for(preparations-5, trip-8) case(artistic-12, to-9) det(artistic-12, that-10) advmod(artistic-12, most-11) nmod:to(trip-8, artistic-12) case(places-14, of-13) nmod:of(artistic-12, places-14) det(island-18, the-16) amod(island-18, very-17) nsubj(dear-19, island-18) nsubj(Venus-21, island-18) parataxis(paint-27, dear-19) mark(Venus-21, to-20) xcomp(dear-19, Venus-21) dobj(Venus-21, herself-22) det(brothers-26, the-24) compound(brothers-26, Goncourt-25) nsubj(paint-27, brothers-26) root(ROOT-0, paint-27) nmod:poss(picture-30, their-28) compound(picture-30, utopian-29) dobj(paint-27, picture-30) mark(evoking-32, by-31) advcl(paint-27, evoking-32) dobj(evoking-32, visions-33) case(heaven-36, of-34) det(heaven-36, a-35) nmod:of(visions-33, heaven-36) case(earth-38, on-37) nmod:on(heaven-36, earth-38)  ",brothers,26,"det(brothers-26, the-24) compound(brothers-26, Goncourt-25) nsubj(paint-27, brothers-26) ",Venus herself -- the Goncourt brothers paint their utopian picture by,NNS,[],paint,VBP,subject,[],[],[],[],[],['the'],[],['Goncourt'],[],[],[],[],[],[],[],,,plural,plural,,unknown
"Presumably in part because his memoir is being written for presentation to the King 's Bench to indict his brother , who is his guardian , for trying to put him in a madhouse .","Presumably/RB in/IN part/NN because/IN his/PRP$ memoir/NN is/VBZ being/VBG written/VBN for/IN presentation/NN to/TO the/DT King/NNP 's/POS Bench/NNP to/TO indict/VB his/PRP$ brother/NN ,/, who/WP is/VBZ his/PRP$ guardian/NN ,/, for/IN trying/VBG to/TO put/VB him/PRP in/IN a/DT madhouse/NN ./.","advmod(written-9, Presumably-1) case(part-3, in-2) nmod:in(written-9, part-3) case(memoir-6, because-4) nmod:poss(memoir-6, his-5) nmod:because(written-9, memoir-6) aux(written-9, is-7) auxpass(written-9, being-8) root(ROOT-0, written-9) case(presentation-11, for-10) nmod:for(written-9, presentation-11) case(Bench-16, to-12) det(King-14, the-13) nmod:poss(Bench-16, King-14) case(King-14, 's-15) nmod:to(written-9, Bench-16) mark(indict-18, to-17) xcomp(written-9, indict-18) nmod:poss(brother-20, his-19) dobj(indict-18, brother-20) nsubj(guardian-25, brother-20) ref(brother-20, who-22) cop(guardian-25, is-23) nmod:poss(guardian-25, his-24) acl:relcl(brother-20, guardian-25) mark(trying-28, for-27) advcl(written-9, trying-28) mark(put-30, to-29) xcomp(trying-28, put-30) dobj(put-30, him-31) case(madhouse-34, in-32) det(madhouse-34, a-33) nmod:in(put-30, madhouse-34)  ",brother,20,"nmod:poss(brother-20, his-19) ref(brother-20, who-22) acl:relcl(brother-20, guardian-25) dobj(indict-18, brother-20) nsubj(guardian-25, brother-20) ","'s Bench to indict his brother , who is his guardian",NN,[],is,PRP,subject,[],[],[],[],[],[],[],[],[],[],['his'],[],[],[],[],,,singular,ambiguous,,unknown
"Given the tension of inculpating his apotropaic brother , it is not far-fetched to suppose that the decapitated head of the deposed king represents both what Dick would like to do to his brother and his fear of what will happen to him if he does it .","Given/VBN the/DT tension/NN of/IN inculpating/VBG his/PRP$ apotropaic/JJ brother/NN ,/, it/PRP is/VBZ not/RB far-fetched/JJ to/TO suppose/VB that/IN the/DT decapitated/JJ head/NN of/IN the/DT deposed/VBN king/NN represents/VBZ both/DT what/WP Dick/NNP would/MD like/VB to/TO do/VB to/TO his/PRP$ brother/NN and/CC his/PRP$ fear/NN of/IN what/WP will/MD happen/VB to/TO him/PRP if/IN he/PRP does/VBZ it/PRP ./.","case(tension-3, Given-1) det(tension-3, the-2) nmod:given(far-fetched-13, tension-3) mark(inculpating-5, of-4) acl(tension-3, inculpating-5) nmod:poss(brother-8, his-6) amod(brother-8, apotropaic-7) dobj(inculpating-5, brother-8) nsubj(far-fetched-13, it-10) nsubj(suppose-15, it-10) cop(far-fetched-13, is-11) neg(far-fetched-13, not-12) root(ROOT-0, far-fetched-13) mark(suppose-15, to-14) xcomp(far-fetched-13, suppose-15) mark(represents-24, that-16) det(head-19, the-17) amod(head-19, decapitated-18) nsubj(represents-24, head-19) case(king-23, of-20) det(king-23, the-21) amod(king-23, deposed-22) nmod:of(head-19, king-23) ccomp(suppose-15, represents-24) dobj(represents-24, both-25) dobj(do-31, both-25) ref(both-25, what-26) nsubj(like-29, Dick-27) nsubj(do-31, Dick-27) aux(like-29, would-28) acl:relcl(both-25, like-29) mark(do-31, to-30) xcomp(like-29, do-31) case(brother-34, to-32) nmod:poss(brother-34, his-33) nmod:to(do-31, brother-34) cc(both-25, and-35) nmod:poss(fear-37, his-36) dobj(represents-24, fear-37) conj:and(both-25, fear-37) dobj(do-31, fear-37) mark(happen-41, of-38) nsubj(happen-41, what-39) aux(happen-41, will-40) acl(fear-37, happen-41) case(him-43, to-42) nmod:to(happen-41, him-43) mark(does-46, if-44) nsubj(does-46, he-45) advcl(happen-41, does-46) dobj(does-46, it-47)  ",brother,8,"nmod:poss(brother-8, his-6) amod(brother-8, apotropaic-7) dobj(inculpating-5, brother-8) ","tension of inculpating his apotropaic brother , it is not far-fetched",NN,[],inculpating,VBG,object,[],[],[],[],[],[],[],[],['apotropaic'],[],['his'],[],[],[],[],,,singular,ambiguous,,unknown
"Given the tension of inculpating his apotropaic brother , it is not far-fetched to suppose that the decapitated head of the deposed king represents both what Dick would like to do to his brother and his fear of what will happen to him if he does it .","Given/VBN the/DT tension/NN of/IN inculpating/VBG his/PRP$ apotropaic/JJ brother/NN ,/, it/PRP is/VBZ not/RB far-fetched/JJ to/TO suppose/VB that/IN the/DT decapitated/JJ head/NN of/IN the/DT deposed/VBN king/NN represents/VBZ both/DT what/WP Dick/NNP would/MD like/VB to/TO do/VB to/TO his/PRP$ brother/NN and/CC his/PRP$ fear/NN of/IN what/WP will/MD happen/VB to/TO him/PRP if/IN he/PRP does/VBZ it/PRP ./.","case(tension-3, Given-1) det(tension-3, the-2) nmod:given(far-fetched-13, tension-3) mark(inculpating-5, of-4) acl(tension-3, inculpating-5) nmod:poss(brother-8, his-6) amod(brother-8, apotropaic-7) dobj(inculpating-5, brother-8) nsubj(far-fetched-13, it-10) nsubj(suppose-15, it-10) cop(far-fetched-13, is-11) neg(far-fetched-13, not-12) root(ROOT-0, far-fetched-13) mark(suppose-15, to-14) xcomp(far-fetched-13, suppose-15) mark(represents-24, that-16) det(head-19, the-17) amod(head-19, decapitated-18) nsubj(represents-24, head-19) case(king-23, of-20) det(king-23, the-21) amod(king-23, deposed-22) nmod:of(head-19, king-23) ccomp(suppose-15, represents-24) dobj(represents-24, both-25) dobj(do-31, both-25) ref(both-25, what-26) nsubj(like-29, Dick-27) nsubj(do-31, Dick-27) aux(like-29, would-28) acl:relcl(both-25, like-29) mark(do-31, to-30) xcomp(like-29, do-31) case(brother-34, to-32) nmod:poss(brother-34, his-33) nmod:to(do-31, brother-34) cc(both-25, and-35) nmod:poss(fear-37, his-36) dobj(represents-24, fear-37) conj:and(both-25, fear-37) dobj(do-31, fear-37) mark(happen-41, of-38) nsubj(happen-41, what-39) aux(happen-41, will-40) acl(fear-37, happen-41) case(him-43, to-42) nmod:to(happen-41, him-43) mark(does-46, if-44) nsubj(does-46, he-45) advcl(happen-41, does-46) dobj(does-46, it-47)  ",brother,34,"case(brother-34, to-32) nmod:poss(brother-34, his-33) nmod:to(do-31, brother-34) ",like to do to his brother and his fear of what,NN,[],,,,,"[('to', 'do')]",['to'],['do'],[],[],[],[],[],[],['his'],[],['to'],[],[],,,singular,,,unknown
"The most striking example of this mechanism is seen when he learns that Bobby , his elder son , is dead : <p> "" ' T is an inevitable chance -- the first statute in Magna Charta -- it is an everlasting act of Parliament , my dear brother , -- All must die .","The/DT most/RBS striking/JJ example/NN of/IN this/DT mechanism/NN is/VBZ seen/VBN when/WRB he/PRP learns/VBZ that/IN Bobby/NNP ,/, his/PRP$ elder/JJR son/NN ,/, is/VBZ dead/JJ :/: <p>/NN ''/'' '/'' T/NNP is/VBZ an/DT inevitable/JJ chance/NN --/: the/DT first/JJ statute/NN in/IN Magna/JJ Charta/NNP --/: it/PRP is/VBZ an/DT everlasting/JJ act/NN of/IN Parliament/NNP ,/, my/PRP$ dear/RB brother/NN ,/, --/: All/DT must/MD die/VB ./.","det(example-4, The-1) advmod(striking-3, most-2) amod(example-4, striking-3) nsubjpass(seen-9, example-4) case(mechanism-7, of-5) det(mechanism-7, this-6) nmod:of(example-4, mechanism-7) auxpass(seen-9, is-8) root(ROOT-0, seen-9) advmod(learns-12, when-10) nsubj(learns-12, he-11) advcl(seen-9, learns-12) mark(dead-21, that-13) nsubj(dead-21, Bobby-14) nmod:poss(son-18, his-16) amod(son-18, elder-17) appos(Bobby-14, son-18) cop(dead-21, is-20) ccomp(learns-12, dead-21) dobj(seen-9, <p>-23) nsubj(chance-30, T-26) cop(chance-30, is-27) det(chance-30, an-28) amod(chance-30, inevitable-29) acl:relcl(<p>-23, chance-30) det(statute-34, the-32) amod(statute-34, first-33) dep(chance-30, statute-34) case(Charta-37, in-35) amod(Charta-37, Magna-36) nmod:in(statute-34, Charta-37) nsubj(act-43, it-39) cop(act-43, is-40) det(act-43, an-41) amod(act-43, everlasting-42) acl:relcl(chance-30, act-43) case(Parliament-45, of-44) nmod:of(act-43, Parliament-45) nmod:poss(brother-49, my-47) amod(brother-49, dear-48) appos(Parliament-45, brother-49) nsubj(die-54, All-52) aux(die-54, must-53) parataxis(seen-9, die-54)  ",brother,49,"nmod:poss(brother-49, my-47) amod(brother-49, dear-48) appos(Parliament-45, brother-49) ","of Parliament , my dear brother , -- All must die",NN,[],,,,,[],[],[],[],[],[],[],['dear'],[],['my'],[],[],[],"['modifier', 'Parliament']",,,singular,,,unknown
"14 <p> Furthermore , a major factor that contributes to our perception of the Shandy brothers as individuals is the peculiar nature of their obsessions .","14/CD <p>/NN Furthermore/NNS ,/, a/DT major/JJ factor/NN that/WDT contributes/VBZ to/TO our/PRP$ perception/NN of/IN the/DT Shandy/NNP brothers/NNS as/IN individuals/NNS is/VBZ the/DT peculiar/JJ nature/NN of/IN their/PRP$ obsessions/NNS ./.","nummod(Furthermore-3, 14-1) compound(Furthermore-3, <p>-2) root(ROOT-0, Furthermore-3) det(factor-7, a-5) amod(factor-7, major-6) appos(Furthermore-3, factor-7) nsubj(contributes-9, factor-7) ref(factor-7, that-8) acl:relcl(factor-7, contributes-9) case(perception-12, to-10) nmod:poss(perception-12, our-11) nmod:to(contributes-9, perception-12) case(brothers-16, of-13) det(brothers-16, the-14) compound(brothers-16, Shandy-15) nmod:of(perception-12, brothers-16) mark(nature-22, as-17) nsubj(nature-22, individuals-18) cop(nature-22, is-19) det(nature-22, the-20) amod(nature-22, peculiar-21) advcl(contributes-9, nature-22) case(obsessions-25, of-23) nmod:poss(obsessions-25, their-24) nmod:of(nature-22, obsessions-25)  ",brothers,16,"case(brothers-16, of-13) det(brothers-16, the-14) compound(brothers-16, Shandy-15) nmod:of(perception-12, brothers-16) ",our perception of the Shandy brothers as individuals is the peculiar,NNS,[],,,,,"[('of', 'perception')]",['of'],['perception'],[],['the'],[],['Shandy'],[],[],[],[],['of'],[],[],,,plural,,,unknown
"14 ) ; Concordance 's response to Random 's plea for justice is equally unintelligible ideologically : <p> I am very sorry I should have the misfortune of being concerned in the affair , but however shall be more cautious for the future -- I will trust no man from henceforward -- no , not my father who begat me -- nor the brother who lay with me in my mother 's womb -- should the genius of truth appear l would question its veracity .... my reputation is at stake -- O my good God !","14/CD -RRB-/CD ;/: Concordance/NNP 's/POS response/NN to/TO Random/NNP 's/POS plea/NN for/IN justice/NN is/VBZ equally/RB unintelligible/JJ ideologically/RB :/: <p>/UH I/PRP am/VBP very/RB sorry/JJ I/PRP should/MD have/VB the/DT misfortune/NN of/IN being/VBG concerned/VBN in/IN the/DT affair/NN ,/, but/CC however/RB shall/MD be/VB more/RBR cautious/JJ for/IN the/DT future/NN --/: I/PRP will/MD trust/VB no/DT man/NN from/IN henceforward/NN --/: no/UH ,/, not/RB my/PRP$ father/NN who/WP begat/VBP me/PRP --/: nor/CC the/DT brother/NN who/WP lay/VBP with/IN me/PRP in/IN my/PRP$ mother/NN 's/POS womb/NN --/: should/MD the/DT genius/NN of/IN truth/NN appear/VBP l/NN would/MD question/VB its/PRP$ veracity/NN .../: ./.my/PRP$ reputation/NN is/VBZ at/IN stake/NN --/: O/NNP my/PRP$ good/JJ God/NN !/.","compound(-RRB--2, 14-1) nsubj(unintelligible-15, -RRB--2) nmod:poss(response-6, Concordance-4) case(Concordance-4, 's-5) dep(-RRB--2, response-6) dep(response-6, to-7) nmod:poss(plea-10, Random-8) case(Random-8, 's-9) dep(response-6, plea-10) case(justice-12, for-11) nmod:for(-RRB--2, justice-12) cop(unintelligible-15, is-13) advmod(unintelligible-15, equally-14) root(ROOT-0, unintelligible-15) advmod(unintelligible-15, ideologically-16) discourse(sorry-22, <p>-18) nsubj(sorry-22, I-19) nsubj(cautious-40, I-19) cop(sorry-22, am-20) advmod(sorry-22, very-21) parataxis(unintelligible-15, sorry-22) nsubj(have-25, I-23) aux(have-25, should-24) ccomp(sorry-22, have-25) det(misfortune-27, the-26) dobj(have-25, misfortune-27) mark(concerned-30, of-28) auxpass(concerned-30, being-29) acl(misfortune-27, concerned-30) case(affair-33, in-31) det(affair-33, the-32) nmod:in(concerned-30, affair-33) cc(sorry-22, but-35) advmod(cautious-40, however-36) aux(cautious-40, shall-37) cop(cautious-40, be-38) advmod(cautious-40, more-39) parataxis(unintelligible-15, cautious-40) conj:but(sorry-22, cautious-40) case(future-43, for-41) det(future-43, the-42) nmod:for(cautious-40, future-43) nsubj(trust-47, I-45) aux(trust-47, will-46) parataxis(unintelligible-15, trust-47) neg(man-49, no-48) dobj(trust-47, man-49) case(henceforward-51, from-50) nmod:from(trust-47, henceforward-51) discourse(question-83, no-53) neg(father-57, not-55) nmod:poss(father-57, my-56) nsubj(begat-59, father-57) nsubj(question-83, father-57) ref(father-57, who-58) acl:relcl(father-57, begat-59) dobj(begat-59, me-60) cc(begat-59, nor-62) det(brother-64, the-63) acl:relcl(father-57, brother-64) conj:nor(begat-59, brother-64) nsubj(lay-66, brother-64) ref(brother-64, who-65) acl:relcl(brother-64, lay-66) case(me-68, with-67) nmod:with(lay-66, me-68) case(womb-73, in-69) nmod:poss(mother-71, my-70) nmod:poss(womb-73, mother-71) case(mother-71, 's-72) nmod:in(lay-66, womb-73) dep(appear-80, should-75) det(genius-77, the-76) nsubj(appear-80, genius-77) case(truth-79, of-78) nmod:of(genius-77, truth-79) ccomp(lay-66, appear-80) nmod:tmod(question-83, l-81) aux(question-83, would-82) parataxis(unintelligible-15, question-83) nmod:poss(veracity-85, its-84) dobj(question-83, veracity-85)  nmod:poss(reputation-2, my-1) nsubj(stake-5, reputation-2) cop(stake-5, is-3) case(stake-5, at-4) root(ROOT-0, stake-5) dep(stake-5, O-7) nmod:poss(God-10, my-8) amod(God-10, good-9) dep(O-7, God-10)  ",brother,64,"det(brother-64, the-63) ref(brother-64, who-65) acl:relcl(brother-64, lay-66) acl:relcl(father-57, brother-64) conj:nor(begat-59, brother-64) nsubj(lay-66, brother-64) ",begat me -- nor the brother who lay with me in,NN,[],lay,VBP,subject,[],[],[],[],[],['the'],"[('nor', 'begat')]",[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable
"<p> 
##4012903 THROUGHOUT the history of Spanish literature , adaptations of the biblical story of the rape of Thamar by her brother Amnon have appeared in songs , poems , drama , and at least one novel .","<p>/NN ##/NNP 4012903/CD THROUGHOUT/IN the/DT history/NN of/IN Spanish/JJ literature/NN ,/, adaptations/NNS of/IN the/DT biblical/JJ story/NN of/IN the/DT rape/NN of/IN Thamar/NNP by/IN her/PRP$ brother/NN Amnon/NN have/VBP appeared/VBN in/IN songs/NNS ,/, poems/NNS ,/, drama/NN ,/, and/CC at/IN least/JJS one/CD novel/NN ./.","compound(##-2, <p>-1) nmod:throughout(appeared-26, ##-2) nummod(##-2, 4012903-3) case(##-2, THROUGHOUT-4) det(history-6, the-5) dep(##-2, history-6) case(literature-9, of-7) amod(literature-9, Spanish-8) nmod:of(history-6, literature-9) nsubj(appeared-26, adaptations-11) case(story-15, of-12) det(story-15, the-13) amod(story-15, biblical-14) nmod:of(adaptations-11, story-15) case(rape-18, of-16) det(rape-18, the-17) nmod:of(story-15, rape-18) case(Thamar-20, of-19) nmod:of(rape-18, Thamar-20) case(Amnon-24, by-21) nmod:poss(Amnon-24, her-22) compound(Amnon-24, brother-23) nmod:by(Thamar-20, Amnon-24) aux(appeared-26, have-25) root(ROOT-0, appeared-26) case(songs-28, in-27) nmod:in(appeared-26, songs-28) nmod:in(appeared-26, poems-30) conj:and(songs-28, poems-30) nmod:in(appeared-26, drama-32) conj:and(songs-28, drama-32) cc(songs-28, and-34) case(least-36, at-35) advmod(songs-28, least-36) nummod(novel-38, one-37) nmod:in(appeared-26, novel-38) conj:and(songs-28, novel-38)  ",brother,23,"compound(Amnon-24, brother-23) ","of Thamar by her brother Amnon have appeared in songs ,",NN,[],,,,,[],[],[],[],[],[],['Amnon'],[],[],[],[],[],[],[],,,singular,,,unknown
"Meanwhile , Absalon , an ambitious younger son of David who hopes to be king , takes advantage of Amnon 's crime and conspires to kill his brother .","Meanwhile/RB ,/, Absalon/NNP ,/, an/DT ambitious/JJ younger/JJR son/NN of/IN David/NNP who/WP hopes/VBZ to/TO be/VB king/NN ,/, takes/VBZ advantage/NN of/IN Amnon/NNP 's/POS crime/NN and/CC conspires/VBZ to/TO kill/VB his/PRP$ brother/NN ./.","advmod(takes-17, Meanwhile-1) nsubj(takes-17, Absalon-3) nsubj(conspires-24, Absalon-3) nsubj(kill-26, Absalon-3) det(son-8, an-5) amod(son-8, ambitious-6) amod(son-8, younger-7) appos(Absalon-3, son-8) nsubj(hopes-12, son-8) nsubj(king-15, son-8) case(David-10, of-9) nmod:of(son-8, David-10) ref(son-8, who-11) acl:relcl(son-8, hopes-12) mark(king-15, to-13) cop(king-15, be-14) xcomp(hopes-12, king-15) root(ROOT-0, takes-17) dobj(takes-17, advantage-18) case(crime-22, of-19) nmod:poss(crime-22, Amnon-20) case(Amnon-20, 's-21) nmod:of(advantage-18, crime-22) cc(takes-17, and-23) conj:and(takes-17, conspires-24) mark(kill-26, to-25) xcomp(conspires-24, kill-26) nmod:poss(brother-28, his-27) dobj(kill-26, brother-28)  ",brother,28,"nmod:poss(brother-28, his-27) dobj(kill-26, brother-28) ",and conspires to kill his brother .,NN,[],kill,VB,object,[],[],[],[],[],[],[],[],[],[],['his'],[],[],[],[],,,singular,ambiguous,,unknown
His death at the hands of Absalon in the rustic banquet of the final act is the result of adhering to the malevolent advice of his brother : that Amnon should rest in the countryside away from Jerusalem .,His/PRP$ death/NN at/IN the/DT hands/NNS of/IN Absalon/NNP in/IN the/DT rustic/JJ banquet/NN of/IN the/DT final/JJ act/NN is/VBZ the/DT result/NN of/IN adhering/VBG to/TO the/DT malevolent/JJ advice/NN of/IN his/PRP$ brother/NN :/: that/IN Amnon/NNP should/MD rest/VB in/IN the/DT countryside/NN away/RB from/IN Jerusalem/NNP ./.,"nmod:poss(death-2, His-1) nsubj(result-18, death-2) case(hands-5, at-3) det(hands-5, the-4) nmod:at(death-2, hands-5) case(Absalon-7, of-6) nmod:of(hands-5, Absalon-7) case(banquet-11, in-8) det(banquet-11, the-9) amod(banquet-11, rustic-10) nmod:in(Absalon-7, banquet-11) case(act-15, of-12) det(act-15, the-13) amod(act-15, final-14) nmod:of(banquet-11, act-15) cop(result-18, is-16) det(result-18, the-17) root(ROOT-0, result-18) mark(adhering-20, of-19) acl(result-18, adhering-20) case(advice-24, to-21) det(advice-24, the-22) amod(advice-24, malevolent-23) nmod:to(adhering-20, advice-24) case(brother-27, of-25) nmod:poss(brother-27, his-26) nmod:of(advice-24, brother-27) mark(rest-32, that-29) nsubj(rest-32, Amnon-30) aux(rest-32, should-31) ccomp(result-18, rest-32) case(countryside-35, in-33) det(countryside-35, the-34) nmod:in(rest-32, countryside-35) case(Jerusalem-38, away-36) mwe(away-36, from-37) nmod:away_from(rest-32, Jerusalem-38)  ",brother,27,"case(brother-27, of-25) nmod:poss(brother-27, his-26) nmod:of(advice-24, brother-27) ",the malevolent advice of his brother : that Amnon should rest,NN,[],,,,,"[('of', 'advice')]",['of'],['advice'],[],[],[],[],[],[],['his'],[],['of'],[],[],,,singular,,,unknown
Thamar is the innocent victim of her troubled brother .,Thamar/NNP is/VBZ the/DT innocent/JJ victim/NN of/IN her/PRP$ troubled/JJ brother/NN ./.,"nsubj(victim-5, Thamar-1) cop(victim-5, is-2) det(victim-5, the-3) amod(victim-5, innocent-4) root(ROOT-0, victim-5) case(brother-9, of-6) nmod:poss(brother-9, her-7) amod(brother-9, troubled-8) nmod:of(victim-5, brother-9)  ",brother,9,"case(brother-9, of-6) nmod:poss(brother-9, her-7) amod(brother-9, troubled-8) nmod:of(victim-5, brother-9) ",innocent victim of her troubled brother .,NN,[],,,,,"[('of', 'victim')]",['of'],['victim'],[],[],[],[],['troubled'],[],['her'],[],['of'],[],[],,,singular,,,unknown
