sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Adjective Types,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Any owner 's or father 's relationship to his cattle or his children is thus a more temporary expression of a transcending relationship between human group , its herd , and its divinity , which persists through the generations ...","Any/DT owner/NN 's/POS or/CC father/NN 's/POS relationship/NN to/TO his/PRP$ cattle/NNS or/CC his/PRP$ children/NNS is/VBZ thus/RB a/DT more/RBR temporary/JJ expression/NN of/IN a/DT transcending/VBG relationship/NN between/IN human/JJ group/NN ,/, its/PRP$ herd/NN ,/, and/CC its/PRP$ divinity/NN ,/, which/WDT persists/VBZ through/IN the/DT generations/NNS .../:"," det(owner-2, Any-1) nmod:poss(relationship-7, owner-2) case(owner-2, 's-3) cc(owner-2, or-4) conj:or(owner-2, father-5) nmod:poss(relationship-7, father-5) case(father-5, 's-6) nsubj(expression-19, relationship-7) case(cattle-10, to-8) nmod:poss(cattle-10, his-9) nmod:to(relationship-7, cattle-10) cc(cattle-10, or-11) nmod:poss(children-13, his-12) nmod:to(relationship-7, children-13) conj:or(cattle-10, children-13) cop(expression-19, is-14) advmod(expression-19, thus-15) det(expression-19, a-16) advmod(temporary-18, more-17) amod(expression-19, temporary-18) root(ROOT-0, expression-19) nsubj(persists-36, expression-19) case(relationship-23, of-20) det(relationship-23, a-21) amod(relationship-23, transcending-22) nmod:of(expression-19, relationship-23) case(group-26, between-24) amod(group-26, human-25) nmod:between(relationship-23, group-26) nmod:poss(herd-29, its-28) nmod:between(relationship-23, herd-29) conj:and(group-26, herd-29) cc(group-26, and-31) nmod:poss(divinity-33, its-32) nmod:between(relationship-23, divinity-33) conj:and(group-26, divinity-33) ref(expression-19, which-35) acl:relcl(expression-19, persists-36) case(generations-39, through-37) det(generations-39, the-38) nmod:through(persists-36, generations-39)  ",cattle,10,"case(cattle-10, to-8) nmod:poss(cattle-10, his-9) cc(cattle-10, or-11) conj:or(cattle-10, children-13) nmod:to(relationship-7, cattle-10) ",father 's relationship to his cattle or his children is thus,NNS,[],,,,,,,,,"[('to', 'relationship')]",['to'],['relationship'],[],[],,"[('or', 'children')]",['or'],['children'],[],[],[],[],['his'],[],['to'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"This aspect of the Dinkas ' attitude towards cattle is of ... importance for an understanding of the dedication of cattle to Divinity or other powers . """,This/DT aspect/NN of/IN the/DT Dinkas/NNPS '/POS attitude/NN towards/IN cattle/NNS is/VBZ of/IN .../: importance/NN for/IN an/DT understanding/NN of/IN the/DT dedication/NN of/IN cattle/NNS to/TO Divinity/NNP or/CC other/JJ powers/NNS ./. ''/''," det(aspect-2, This-1) nsubj(importance-13, aspect-2) case(attitude-7, of-3) det(Dinkas-5, the-4) nmod:poss(attitude-7, Dinkas-5) case(Dinkas-5, '-6) nmod:of(aspect-2, attitude-7) case(cattle-9, towards-8) nmod:towards(attitude-7, cattle-9) cop(importance-13, is-10) case(importance-13, of-11) root(ROOT-0, importance-13) case(understanding-16, for-14) det(understanding-16, an-15) nmod:for(importance-13, understanding-16) case(dedication-19, of-17) det(dedication-19, the-18) nmod:of(importance-13, dedication-19) case(cattle-21, of-20) nmod:of(dedication-19, cattle-21) case(Divinity-23, to-22) nmod:to(cattle-21, Divinity-23) cc(importance-13, or-24) amod(powers-26, other-25) conj:or(importance-13, powers-26)  ",cattle,9,"case(cattle-9, towards-8) nmod:towards(attitude-7, cattle-9) ",the Dinkas ' attitude towards cattle is of ... importance for,NNS,[],,,,,,,,,"[('towards', 'attitude')]",['towards'],['attitude'],[],[],,[],[],[],[],[],[],[],[],[],['towards'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"This aspect of the Dinkas ' attitude towards cattle is of ... importance for an understanding of the dedication of cattle to Divinity or other powers . """,This/DT aspect/NN of/IN the/DT Dinkas/NNPS '/POS attitude/NN towards/IN cattle/NNS is/VBZ of/IN .../: importance/NN for/IN an/DT understanding/NN of/IN the/DT dedication/NN of/IN cattle/NNS to/TO Divinity/NNP or/CC other/JJ powers/NNS ./. ''/''," det(aspect-2, This-1) nsubj(importance-13, aspect-2) case(attitude-7, of-3) det(Dinkas-5, the-4) nmod:poss(attitude-7, Dinkas-5) case(Dinkas-5, '-6) nmod:of(aspect-2, attitude-7) case(cattle-9, towards-8) nmod:towards(attitude-7, cattle-9) cop(importance-13, is-10) case(importance-13, of-11) root(ROOT-0, importance-13) case(understanding-16, for-14) det(understanding-16, an-15) nmod:for(importance-13, understanding-16) case(dedication-19, of-17) det(dedication-19, the-18) nmod:of(importance-13, dedication-19) case(cattle-21, of-20) nmod:of(dedication-19, cattle-21) case(Divinity-23, to-22) nmod:to(cattle-21, Divinity-23) cc(importance-13, or-24) amod(powers-26, other-25) conj:or(importance-13, powers-26)  ",cattle,21,"case(cattle-21, of-20) nmod:to(cattle-21, Divinity-23) nmod:of(dedication-19, cattle-21) ",understanding of the dedication of cattle to Divinity or other powers,NNS,[],,,,,,,,,"[('to', 'Divinity'), ('of', 'dedication')]","['to', 'of']",['dedication'],['Divinity'],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"<p> It is at the time of marriage , when a young man needs cattle for bridewealth , that the contest with the father over control of family wealth becomes strikingly manifest .","<p>/RB It/PRP is/VBZ at/IN the/DT time/NN of/IN marriage/NN ,/, when/WRB a/DT young/JJ man/NN needs/VBZ cattle/NNS for/IN bridewealth/NN ,/, that/IN the/DT contest/NN with/IN the/DT father/NN over/IN control/NN of/IN family/NN wealth/NN becomes/VBZ strikingly/RB manifest/JJ ./."," advmod(time-6, <p>-1) nsubj(time-6, It-2) cop(time-6, is-3) case(time-6, at-4) det(time-6, the-5) root(ROOT-0, time-6) case(marriage-8, of-7) nmod:of(time-6, marriage-8) advmod(needs-14, when-10) det(man-13, a-11) amod(man-13, young-12) nsubj(needs-14, man-13) advcl(time-6, needs-14) dobj(needs-14, cattle-15) case(bridewealth-17, for-16) nmod:for(cattle-15, bridewealth-17) mark(becomes-30, that-19) det(contest-21, the-20) nsubj(becomes-30, contest-21) case(father-24, with-22) det(father-24, the-23) nmod:with(contest-21, father-24) case(control-26, over-25) nmod:over(father-24, control-26) case(wealth-29, of-27) compound(wealth-29, family-28) nmod:of(control-26, wealth-29) ccomp(needs-14, becomes-30) advmod(manifest-32, strikingly-31) xcomp(becomes-30, manifest-32)  ",cattle,15,"nmod:for(cattle-15, bridewealth-17) dobj(needs-14, cattle-15) ","when a young man needs cattle for bridewealth , that the",NNS,[],needs,VBZ,object,,,needs,need,[],"[('for', 'bridewealth')]",['for'],[],['bridewealth'],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,singular,[],unknown,unknown
"Most songs composed during the cathartic period are pleas to fathers and family elders to provide cattle for marriage , or lamentation over their failure to do so : PREFORMATTED TABLE <p> The payment of cattle as bridewealth itself accounts for the stability of marriage and the rarity of divorce .","Most/JJS songs/NNS composed/VBN during/IN the/DT cathartic/JJ period/NN are/VBP pleas/NNS to/TO fathers/NNS and/CC family/NN elders/NNS to/TO provide/VB cattle/NNS for/IN marriage/NN ,/, or/CC lamentation/NN over/IN their/PRP$ failure/NN to/TO do/VB so/RB :/: PREFORMATTED/NNP TABLE/NNP <p>/VBP The/DT payment/NN of/IN cattle/NNS as/IN bridewealth/NN itself/PRP accounts/VBZ for/IN the/DT stability/NN of/IN marriage/NN and/CC the/DT rarity/NN of/IN divorce/NN ./."," amod(songs-2, Most-1) nsubj(pleas-9, songs-2) acl(songs-2, composed-3) case(period-7, during-4) det(period-7, the-5) amod(period-7, cathartic-6) nmod:during(composed-3, period-7) cop(pleas-9, are-8) root(ROOT-0, pleas-9) case(fathers-11, to-10) nmod:to(pleas-9, fathers-11) cc(fathers-11, and-12) compound(elders-14, family-13) nmod:to(pleas-9, elders-14) conj:and(fathers-11, elders-14) mark(provide-16, to-15) acl(pleas-9, provide-16) dobj(provide-16, cattle-17) case(marriage-19, for-18) nmod:for(cattle-17, marriage-19) cc(pleas-9, or-21) conj:or(pleas-9, lamentation-22) case(failure-25, over-23) nmod:poss(failure-25, their-24) nmod:over(lamentation-22, failure-25) mark(do-27, to-26) acl(failure-25, do-27) advmod(do-27, so-28) compound(TABLE-31, PREFORMATTED-30) nsubj(<p>-32, TABLE-31) parataxis(pleas-9, <p>-32) det(payment-34, The-33) dobj(<p>-32, payment-34) case(cattle-36, of-35) nmod:of(payment-34, cattle-36) case(bridewealth-38, as-37) nmod:as(cattle-36, bridewealth-38) nsubj(accounts-40, itself-39) acl:relcl(payment-34, accounts-40) case(stability-43, for-41) det(stability-43, the-42) nmod:for(accounts-40, stability-43) case(marriage-45, of-44) nmod:of(stability-43, marriage-45) cc(stability-43, and-46) det(rarity-48, the-47) nmod:for(accounts-40, rarity-48) conj:and(stability-43, rarity-48) case(divorce-50, of-49) nmod:of(rarity-48, divorce-50)  ",cattle,17,"nmod:for(cattle-17, marriage-19) dobj(provide-16, cattle-17) ","and family elders to provide cattle for marriage , or lamentation",NNS,[],provide,VB,object,,,provide,provide,[],"[('for', 'marriage')]",['for'],[],['marriage'],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"Most songs composed during the cathartic period are pleas to fathers and family elders to provide cattle for marriage , or lamentation over their failure to do so : PREFORMATTED TABLE <p> The payment of cattle as bridewealth itself accounts for the stability of marriage and the rarity of divorce .","Most/JJS songs/NNS composed/VBN during/IN the/DT cathartic/JJ period/NN are/VBP pleas/NNS to/TO fathers/NNS and/CC family/NN elders/NNS to/TO provide/VB cattle/NNS for/IN marriage/NN ,/, or/CC lamentation/NN over/IN their/PRP$ failure/NN to/TO do/VB so/RB :/: PREFORMATTED/NNP TABLE/NNP <p>/VBP The/DT payment/NN of/IN cattle/NNS as/IN bridewealth/NN itself/PRP accounts/VBZ for/IN the/DT stability/NN of/IN marriage/NN and/CC the/DT rarity/NN of/IN divorce/NN ./."," amod(songs-2, Most-1) nsubj(pleas-9, songs-2) acl(songs-2, composed-3) case(period-7, during-4) det(period-7, the-5) amod(period-7, cathartic-6) nmod:during(composed-3, period-7) cop(pleas-9, are-8) root(ROOT-0, pleas-9) case(fathers-11, to-10) nmod:to(pleas-9, fathers-11) cc(fathers-11, and-12) compound(elders-14, family-13) nmod:to(pleas-9, elders-14) conj:and(fathers-11, elders-14) mark(provide-16, to-15) acl(pleas-9, provide-16) dobj(provide-16, cattle-17) case(marriage-19, for-18) nmod:for(cattle-17, marriage-19) cc(pleas-9, or-21) conj:or(pleas-9, lamentation-22) case(failure-25, over-23) nmod:poss(failure-25, their-24) nmod:over(lamentation-22, failure-25) mark(do-27, to-26) acl(failure-25, do-27) advmod(do-27, so-28) compound(TABLE-31, PREFORMATTED-30) nsubj(<p>-32, TABLE-31) parataxis(pleas-9, <p>-32) det(payment-34, The-33) dobj(<p>-32, payment-34) case(cattle-36, of-35) nmod:of(payment-34, cattle-36) case(bridewealth-38, as-37) nmod:as(cattle-36, bridewealth-38) nsubj(accounts-40, itself-39) acl:relcl(payment-34, accounts-40) case(stability-43, for-41) det(stability-43, the-42) nmod:for(accounts-40, stability-43) case(marriage-45, of-44) nmod:of(stability-43, marriage-45) cc(stability-43, and-46) det(rarity-48, the-47) nmod:for(accounts-40, rarity-48) conj:and(stability-43, rarity-48) case(divorce-50, of-49) nmod:of(rarity-48, divorce-50)  ",cattle,36,"case(cattle-36, of-35) nmod:as(cattle-36, bridewealth-38) nmod:of(payment-34, cattle-36) ",TABLE <p> The payment of cattle as bridewealth itself accounts for,NNS,[],,,,,,,,,"[('as', 'bridewealth'), ('of', 'payment')]","['as', 'of']",['payment'],['bridewealth'],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"If a divorce should occur , unless the marriage has been stabilized through children ( in which case divorce is even less conceivable ) , bridewealth cattle and their offspring must be returned .","If/IN a/DT divorce/NN should/MD occur/VB ,/, unless/IN the/DT marriage/NN has/VBZ been/VBN stabilized/VBN through/IN children/NNS -LRB-/-LRB- in/IN which/WDT case/NN divorce/NN is/VBZ even/RB less/RBR conceivable/JJ -RRB-/-RRB- ,/, bridewealth/JJ cattle/NNS and/CC their/PRP$ offspring/NN must/MD be/VB returned/VBN ./."," mark(occur-5, If-1) det(divorce-3, a-2) nsubj(occur-5, divorce-3) aux(occur-5, should-4) advcl(returned-33, occur-5) mark(stabilized-12, unless-7) det(marriage-9, the-8) nsubjpass(stabilized-12, marriage-9) aux(stabilized-12, has-10) auxpass(stabilized-12, been-11) advcl(occur-5, stabilized-12) case(children-14, through-13) nmod:through(stabilized-12, children-14) case(which-17, in-16) nmod:in(conceivable-23, which-17) compound(divorce-19, case-18) nsubj(conceivable-23, divorce-19) cop(conceivable-23, is-20) advmod(conceivable-23, even-21) advmod(conceivable-23, less-22) dep(children-14, conceivable-23) amod(cattle-27, bridewealth-26) nsubjpass(returned-33, cattle-27) cc(cattle-27, and-28) nmod:poss(offspring-30, their-29) conj:and(cattle-27, offspring-30) nsubjpass(returned-33, offspring-30) aux(returned-33, must-31) auxpass(returned-33, be-32) root(ROOT-0, returned-33)  ",cattle,27,"amod(cattle-27, bridewealth-26) cc(cattle-27, and-28) conj:and(cattle-27, offspring-30) nsubjpass(returned-33, cattle-27) ","less conceivable ) , bridewealth cattle and their offspring must be",NNS,[],returned,VBN,subject,returned,return,,,[],[],[],[],[],[],,"[('and', 'offspring')]",['and'],['offspring'],[],['bridewealth'],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
"( n22 ) <p> The distribution system inherent in the institution of bridewealth gives the Dinka a sense of collective ownership of cattle so that despite differences of wealth , distinctions are minimized .","-LRB-/-LRB- n22/NNP -RRB-/-RRB- <p>/VBP The/DT distribution/NN system/NN inherent/JJ in/IN the/DT institution/NN of/IN bridewealth/NN gives/VBZ the/DT Dinka/NNP a/DT sense/NN of/IN collective/JJ ownership/NN of/IN cattle/NNS so/RB that/IN despite/IN differences/NNS of/IN wealth/NN ,/, distinctions/NNS are/VBP minimized/VBN ./."," nsubj(<p>-4, n22-2) root(ROOT-0, <p>-4) det(system-7, The-5) compound(system-7, distribution-6) nsubj(inherent-8, system-7) xcomp(<p>-4, inherent-8) case(institution-11, in-9) det(institution-11, the-10) nmod:in(inherent-8, institution-11) case(bridewealth-13, of-12) nmod:of(institution-11, bridewealth-13) dep(bridewealth-13, gives-14) det(Dinka-16, the-15) iobj(gives-14, Dinka-16) det(sense-18, a-17) dobj(gives-14, sense-18) case(ownership-21, of-19) amod(ownership-21, collective-20) nmod:of(sense-18, ownership-21) case(cattle-23, of-22) nmod:of(ownership-21, cattle-23) mark(minimized-33, so-24) mwe(so-24, that-25) case(differences-27, despite-26) nmod:despite(minimized-33, differences-27) case(wealth-29, of-28) nmod:of(differences-27, wealth-29) nsubjpass(minimized-33, distinctions-31) auxpass(minimized-33, are-32) advcl(<p>-4, minimized-33)  ",cattle,23,"case(cattle-23, of-22) nmod:of(ownership-21, cattle-23) ",sense of collective ownership of cattle so that despite differences of,NNS,[],,,,,,,,,"[('of', 'ownership')]",['of'],['ownership'],[],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"As one Dinka elder proudly expressed it , "" You are the Dinka inhabiting this vast territory of rich grassland and the keeper of cattle . ""","As/IN one/CD Dinka/NNP elder/NN proudly/RB expressed/VBD it/PRP ,/, ''/'' You/PRP are/VBP the/DT Dinka/NNP inhabiting/VBG this/DT vast/JJ territory/NN of/IN rich/JJ grassland/NN and/CC the/DT keeper/NN of/IN cattle/NNS ./. ''/''"," mark(expressed-6, As-1) nummod(elder-4, one-2) compound(elder-4, Dinka-3) nsubj(expressed-6, elder-4) advmod(expressed-6, proudly-5) advcl(Dinka-13, expressed-6) dobj(expressed-6, it-7) nsubj(Dinka-13, You-10) cop(Dinka-13, are-11) det(Dinka-13, the-12) root(ROOT-0, Dinka-13) acl(Dinka-13, inhabiting-14) det(territory-17, this-15) amod(territory-17, vast-16) dobj(inhabiting-14, territory-17) case(grassland-20, of-18) amod(grassland-20, rich-19) nmod:of(territory-17, grassland-20) cc(territory-17, and-21) det(keeper-23, the-22) dobj(inhabiting-14, keeper-23) conj:and(territory-17, keeper-23) case(cattle-25, of-24) nmod:of(keeper-23, cattle-25)  ",cattle,25,"case(cattle-25, of-24) nmod:of(keeper-23, cattle-25) ","grassland and the keeper of cattle . """,NNS,[],,,,,,,,,"[('of', 'keeper')]",['of'],['keeper'],[],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"( n25 ) Another elder went further : "" It is for cattle that we are admired , we , the Dinka ... All over the world , people look to us because of cattle .","-LRB-/-LRB- n25/NNP -RRB-/-RRB- Another/DT elder/JJR went/VBD further/RBR :/: ''/'' It/PRP is/VBZ for/IN cattle/NNS that/IN we/PRP are/VBP admired/JJ ,/, we/PRP ,/, the/DT Dinka/NNP .../: All/DT over/IN the/DT world/NN ,/, people/NNS look/VBP to/TO us/PRP because/RB of/IN cattle/NNS ./."," nsubj(went-6, n25-2) det(elder-5, Another-4) dep(n25-2, elder-5) root(ROOT-0, went-6) advmod(went-6, further-7) nsubj(cattle-13, It-10) cop(cattle-13, is-11) case(cattle-13, for-12) dep(went-6, cattle-13) mark(admired-17, that-14) nsubj(admired-17, we-15) cop(admired-17, are-16) ccomp(cattle-13, admired-17) dep(Dinka-22, we-19) det(Dinka-22, the-21) parataxis(went-6, Dinka-22) nsubj(look-30, All-24) case(world-27, over-25) det(world-27, the-26) nmod:over(All-24, world-27) appos(world-27, people-29) parataxis(went-6, look-30) case(us-32, to-31) nmod:to(look-30, us-32) case(cattle-35, because-33) mwe(because-33, of-34) nmod:because_of(us-32, cattle-35)  ",cattle,13,"nsubj(cattle-13, It-10) cop(cattle-13, is-11) case(cattle-13, for-12) ccomp(cattle-13, admired-17) dep(went-6, cattle-13) ",": "" It is for cattle that we are admired ,",NNS,[],is,VBZ,object,,,is,be,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],['for'],[],[],[],[],[],[],,,ambiguous,linked,singular,[],unknown,unknown
"( n25 ) Another elder went further : "" It is for cattle that we are admired , we , the Dinka ... All over the world , people look to us because of cattle .","-LRB-/-LRB- n25/NNP -RRB-/-RRB- Another/DT elder/JJR went/VBD further/RBR :/: ''/'' It/PRP is/VBZ for/IN cattle/NNS that/IN we/PRP are/VBP admired/JJ ,/, we/PRP ,/, the/DT Dinka/NNP .../: All/DT over/IN the/DT world/NN ,/, people/NNS look/VBP to/TO us/PRP because/RB of/IN cattle/NNS ./."," nsubj(went-6, n25-2) det(elder-5, Another-4) dep(n25-2, elder-5) root(ROOT-0, went-6) advmod(went-6, further-7) nsubj(cattle-13, It-10) cop(cattle-13, is-11) case(cattle-13, for-12) dep(went-6, cattle-13) mark(admired-17, that-14) nsubj(admired-17, we-15) cop(admired-17, are-16) ccomp(cattle-13, admired-17) dep(Dinka-22, we-19) det(Dinka-22, the-21) parataxis(went-6, Dinka-22) nsubj(look-30, All-24) case(world-27, over-25) det(world-27, the-26) nmod:over(All-24, world-27) appos(world-27, people-29) parataxis(went-6, look-30) case(us-32, to-31) nmod:to(look-30, us-32) case(cattle-35, because-33) mwe(because-33, of-34) nmod:because_of(us-32, cattle-35)  ",cattle,35,"case(cattle-35, because-33) nmod:because_of(us-32, cattle-35) ",look to us because of cattle .,NNS,[],,,,,,,,,"[('because_of', 'us')]",['because_of'],['us'],[],[],,[],[],[],[],[],[],[],[],[],['because'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"And when they say , Sudan , it is not just because of our color , it is also because of our great wealth ; and our wealth is cattle ...","And/CC when/WRB they/PRP say/VBP ,/, Sudan/RB ,/, it/PRP is/VBZ not/RB just/RB because/IN of/IN our/PRP$ color/NN ,/, it/PRP is/VBZ also/RB because/RB of/IN our/PRP$ great/JJ wealth/NN ;/: and/CC our/PRP$ wealth/NN is/VBZ cattle/NNS .../:"," cc(is-9, And-1) advmod(say-4, when-2) nsubj(say-4, they-3) advcl(is-9, say-4) advmod(is-9, Sudan-6) nsubj(is-9, it-8) root(ROOT-0, is-9) neg(is-9, not-10) advmod(wealth-24, just-11) mark(wealth-24, because-12) case(color-15, of-13) nmod:poss(color-15, our-14) nmod:of(wealth-24, color-15) nsubj(wealth-24, it-17) cop(wealth-24, is-18) advmod(wealth-24, also-19) case(wealth-24, because-20) mwe(because-20, of-21) nmod:poss(wealth-24, our-22) amod(wealth-24, great-23) advcl:because_of(is-9, wealth-24) cc(wealth-24, and-26) nmod:poss(wealth-28, our-27) nsubj(cattle-30, wealth-28) cop(cattle-30, is-29) advcl:because_of(is-9, cattle-30) conj:and(wealth-24, cattle-30)  ",cattle,30,"nsubj(cattle-30, wealth-28) cop(cattle-30, is-29) advcl:because_of(is-9, cattle-30) conj:and(wealth-24, cattle-30) ",; and our wealth is cattle ...,NNS,[],is,VBZ,object,,,is,be,['not'],[],[],[],[],[],,"[('and', 'wealth')]",['and'],['wealth'],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,singular,[],unknown,verdical
"It is because of cattle that people of other tribes look to us with envy . """,It/PRP is/VBZ because/RB of/IN cattle/NNS that/IN people/NNS of/IN other/JJ tribes/NNS look/VBP to/TO us/PRP with/IN envy/NN ./. ''/''," nsubj(cattle-5, It-1) cop(cattle-5, is-2) case(cattle-5, because-3) mwe(because-3, of-4) root(ROOT-0, cattle-5) mark(look-11, that-6) nsubj(look-11, people-7) case(tribes-10, of-8) amod(tribes-10, other-9) nmod:of(people-7, tribes-10) ccomp(cattle-5, look-11) case(us-13, to-12) nmod:to(look-11, us-13) case(envy-15, with-14) nmod:with(look-11, envy-15)  ",cattle,5,"nsubj(cattle-5, It-1) cop(cattle-5, is-2) case(cattle-5, because-3) ccomp(cattle-5, look-11) root(ROOT-0, cattle-5) ",It is because of cattle that people of other tribes,NNS,[],is,VBZ,object,,,is,be,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],['because'],[],[],[],[],[],[],,,ambiguous,linked,singular,[],unknown,unknown
"Even the myth of their original acquisition of cattle as the most noble symbol of wealth is being seen more as an explanation of their scientific and technological backwardness , attributed to their original choice of the cow in preference to the thing called "" What , "" which is now perceived to have been given later to the Europeans and Arabs and to have become the source of their material superiority and power .","Even/RB the/DT myth/NN of/IN their/PRP$ original/JJ acquisition/NN of/IN cattle/NNS as/IN the/DT most/RBS noble/JJ symbol/NN of/IN wealth/NN is/VBZ being/VBG seen/VBN more/JJR as/IN an/DT explanation/NN of/IN their/PRP$ scientific/JJ and/CC technological/JJ backwardness/NNS ,/, attributed/VBN to/TO their/PRP$ original/JJ choice/NN of/IN the/DT cow/NN in/IN preference/NN to/TO the/DT thing/NN called/VBN ''/'' What/WP ,/, ''/'' which/WDT is/VBZ now/RB perceived/VBN to/TO have/VB been/VBN given/VBN later/RB to/TO the/DT Europeans/NNPS and/CC Arabs/NNPS and/CC to/TO have/VB become/VBN the/DT source/NN of/IN their/PRP$ material/JJ superiority/NN and/CC power/NN ./."," advmod(myth-3, Even-1) det(myth-3, the-2) nsubjpass(seen-19, myth-3) case(acquisition-7, of-4) nmod:poss(acquisition-7, their-5) amod(acquisition-7, original-6) nmod:of(myth-3, acquisition-7) case(cattle-9, of-8) nmod:of(acquisition-7, cattle-9) case(symbol-14, as-10) det(symbol-14, the-11) advmod(noble-13, most-12) amod(symbol-14, noble-13) nmod:as(cattle-9, symbol-14) case(wealth-16, of-15) nmod:of(symbol-14, wealth-16) aux(seen-19, is-17) auxpass(seen-19, being-18) root(ROOT-0, seen-19) dep(explanation-23, more-20) case(explanation-23, as-21) det(explanation-23, an-22) nmod:as(seen-19, explanation-23) case(scientific-26, of-24) nmod:poss(scientific-26, their-25) nmod:of(explanation-23, scientific-26) nsubjpass(perceived-52, scientific-26) cc(scientific-26, and-27) amod(backwardness-29, technological-28) nmod:of(explanation-23, backwardness-29) conj:and(scientific-26, backwardness-29) nsubjpass(perceived-52, backwardness-29) acl(scientific-26, attributed-31) case(choice-35, to-32) nmod:poss(choice-35, their-33) amod(choice-35, original-34) nmod:to(attributed-31, choice-35) case(cow-38, of-36) det(cow-38, the-37) nmod:of(choice-35, cow-38) case(preference-40, in-39) nmod:in(cow-38, preference-40) case(thing-43, to-41) det(thing-43, the-42) nmod:to(attributed-31, thing-43) acl(thing-43, called-44) dobj(called-44, What-46) ref(scientific-26, which-49) auxpass(perceived-52, is-50) advmod(perceived-52, now-51) acl:relcl(scientific-26, perceived-52) mark(given-56, to-53) aux(given-56, have-54) auxpass(given-56, been-55) ccomp(perceived-52, given-56) advmod(given-56, later-57) case(Europeans-60, to-58) det(Europeans-60, the-59) nmod:to(given-56, Europeans-60) cc(Europeans-60, and-61) nmod:to(given-56, Arabs-62) conj:and(Europeans-60, Arabs-62) cc(given-56, and-63) mark(become-66, to-64) aux(become-66, have-65) ccomp(perceived-52, become-66) conj:and(given-56, become-66) det(source-68, the-67) xcomp(become-66, source-68) case(superiority-72, of-69) nmod:poss(superiority-72, their-70) amod(superiority-72, material-71) nmod:of(source-68, superiority-72) cc(superiority-72, and-73) nmod:of(source-68, power-74) conj:and(superiority-72, power-74)  ",cattle,9,"case(cattle-9, of-8) nmod:as(cattle-9, symbol-14) nmod:of(acquisition-7, cattle-9) ",of their original acquisition of cattle as the most noble symbol,NNS,[],,,,,,,,,"[('as', 'symbol'), ('of', 'acquisition')]","['as', 'of']",['acquisition'],['symbol'],[],,[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,ambiguous,linked,,[],unknown,unknown
"When I come back from Juba , I want the cattle to be made use of .","When/WRB I/PRP come/VBP back/RB from/IN Juba/NNP ,/, I/PRP want/VBP the/DT cattle/NNS to/TO be/VB made/VBN use/NN of/IN ./."," advmod(come-3, When-1) nsubj(come-3, I-2) advcl(want-9, come-3) advmod(come-3, back-4) case(Juba-6, from-5) nmod:from(come-3, Juba-6) nsubj(want-9, I-8) root(ROOT-0, want-9) det(cattle-11, the-10) dobj(want-9, cattle-11) nsubjpass(made-14, cattle-11) mark(made-14, to-12) auxpass(made-14, be-13) xcomp(want-9, made-14) dobj(made-14, use-15) acl(use-15, of-16)  ",cattle,11,"det(cattle-11, the-10) dobj(want-9, cattle-11) nsubjpass(made-14, cattle-11) ","Juba , I want the cattle to be made use of",NNS,[],made,VBN,subject,made,make,,,[],[],[],[],[],['the'],definite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,ambiguous,linked,ambiguous,[],unknown,unknown
