sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"142 <p> If whole communities suffer the same type of harm , the injury is a public wrong and individual plaintiffs can not recover.","142/CD <p>/NN If/IN whole/JJ communities/NNS suffer/VBP the/DT same/JJ type/NN of/IN harm/NN ,/, the/DT injury/NN is/VBZ a/DT public/NN wrong/JJ and/CC individual/JJ plaintiffs/NNS can/MD not/RB recover/VB ./.","nummod(<p>-2, 142-1) dep(suffer-6, <p>-2) mark(suffer-6, If-3) amod(communities-5, whole-4) nsubj(suffer-6, communities-5) advcl(public-17, suffer-6) det(type-9, the-7) amod(type-9, same-8) dobj(suffer-6, type-9) case(harm-11, of-10) nmod:of(type-9, harm-11) det(injury-14, the-13) nsubj(public-17, injury-14) cop(public-17, is-15) det(public-17, a-16) root(ROOT-0, public-17) amod(plaintiffs-21, wrong-18) cc(wrong-18, and-19) conj:and(wrong-18, individual-20) amod(plaintiffs-21, individual-20) nsubj(recover-24, plaintiffs-21) aux(recover-24, can-22) neg(recover-24, not-23) acl:relcl(public-17, recover-24)  ",harm,11,"case(harm-11, of-10) nmod:of(type-9, harm-11) ","suffer the same type of harm , the injury is a",NN,[],,,,,"[('of', 'type')]",['of'],['type'],[],[],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
"153 The court opined , however , that the defendant 's action might give rise to a public nuisance if the plaintiff could show special pecuniary harm.","153/CD The/DT court/NN opined/VBD ,/, however/RB ,/, that/IN the/DT defendant/NN 's/POS action/NN might/MD give/VB rise/NN to/TO a/DT public/JJ nuisance/NN if/IN the/DT plaintiff/NN could/MD show/VB special/JJ pecuniary/NN harm/NN ./.","nsubj(opined-4, 153-1) det(court-3, The-2) dep(153-1, court-3) root(ROOT-0, opined-4) advmod(opined-4, however-6) mark(give-14, that-8) det(defendant-10, the-9) nmod:poss(action-12, defendant-10) case(defendant-10, 's-11) nsubj(give-14, action-12) aux(give-14, might-13) ccomp(opined-4, give-14) dobj(give-14, rise-15) case(nuisance-19, to-16) det(nuisance-19, a-17) amod(nuisance-19, public-18) nmod:to(give-14, nuisance-19) mark(show-24, if-20) det(plaintiff-22, the-21) nsubj(show-24, plaintiff-22) aux(show-24, could-23) advcl(give-14, show-24) amod(harm-27, special-25) compound(harm-27, pecuniary-26) dobj(show-24, harm-27)  ",harm,27,"amod(harm-27, special-25) compound(harm-27, pecuniary-26) dobj(show-24, harm-27) ",plaintiff could show special pecuniary harm.,NN,[],show,VB,object,[],[],[],[],[],[],[],['pecuniary'],['special'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"155 <p> The Massachusetts court found that special damages must be evaluated on a case-by-case basis , looking at both the severity of the financial harm to a plaintiff and the losses suffered by the rest of the community.","155/CD <p>/CD The/DT Massachusetts/NNP court/NN found/VBD that/IN special/JJ damages/NNS must/MD be/VB evaluated/VBN on/IN a/DT case-by-case/JJ basis/NN ,/, looking/VBG at/IN both/PDT the/DT severity/NN of/IN the/DT financial/JJ harm/NN to/TO a/DT plaintiff/NN and/CC the/DT losses/NNS suffered/VBN by/IN the/DT rest/NN of/IN the/DT community/NN ./.","compound(<p>-2, 155-1) nummod(court-5, <p>-2) det(court-5, The-3) compound(court-5, Massachusetts-4) nsubj(found-6, court-5) root(ROOT-0, found-6) mark(evaluated-12, that-7) amod(damages-9, special-8) nsubjpass(evaluated-12, damages-9) aux(evaluated-12, must-10) auxpass(evaluated-12, be-11) ccomp(found-6, evaluated-12) case(basis-16, on-13) det(basis-16, a-14) amod(basis-16, case-by-case-15) nmod:on(evaluated-12, basis-16) xcomp(found-6, looking-18) case(severity-22, at-19) det:predet(severity-22, both-20) det(severity-22, the-21) nmod:at(looking-18, severity-22) case(harm-26, of-23) det(harm-26, the-24) amod(harm-26, financial-25) nmod:of(severity-22, harm-26) case(plaintiff-29, to-27) det(plaintiff-29, a-28) nmod:to(looking-18, plaintiff-29) cc(plaintiff-29, and-30) det(losses-32, the-31) nmod:to(looking-18, losses-32) conj:and(plaintiff-29, losses-32) acl(losses-32, suffered-33) case(rest-36, by-34) det(rest-36, the-35) nmod:by(suffered-33, rest-36) case(community-39, of-37) det(community-39, the-38) nmod:of(rest-36, community-39)  ",harm,26,"case(harm-26, of-23) det(harm-26, the-24) amod(harm-26, financial-25) nmod:of(severity-22, harm-26) ",the severity of the financial harm to a plaintiff and the,NN,[],,,,,"[('of', 'severity')]",['of'],['severity'],[],['the'],[],[],['financial'],[],[],[],['of'],[],[],,,singular,,,unknown
"157 As a limit to the defendant 's liability , the court held that , absent physical injury , relief in public nuisance would be warranted if the plaintiff had suffered "" special pecuniary harm "" and impairment of access.","157/CD As/IN a/DT limit/NN to/TO the/DT defendant/NN 's/POS liability/NN ,/, the/DT court/NN held/VBD that/IN ,/, absent/JJ physical/JJ injury/NN ,/, relief/NN in/IN public/JJ nuisance/NN would/MD be/VB warranted/VBN if/IN the/DT plaintiff/NN had/VBD suffered/VBN ''/'' special/JJ pecuniary/NN harm/NN ''/'' and/CC impairment/VBN of/IN access/NN ./.","nmod:as(held-13, 157-1) case(157-1, As-2) det(limit-4, a-3) dep(157-1, limit-4) case(liability-9, to-5) det(defendant-7, the-6) nmod:poss(liability-9, defendant-7) case(defendant-7, 's-8) nmod:to(limit-4, liability-9) det(court-12, the-11) nsubj(held-13, court-12) root(ROOT-0, held-13) mark(warranted-26, that-14) amod(injury-18, absent-16) amod(injury-18, physical-17) nsubjpass(warranted-26, injury-18) appos(injury-18, relief-20) case(nuisance-23, in-21) amod(nuisance-23, public-22) nmod:in(relief-20, nuisance-23) aux(warranted-26, would-24) auxpass(warranted-26, be-25) ccomp(held-13, warranted-26) mark(suffered-31, if-27) det(plaintiff-29, the-28) nsubj(suffered-31, plaintiff-29) nsubj(impairment-38, plaintiff-29) aux(suffered-31, had-30) advcl(warranted-26, suffered-31) amod(harm-35, special-33) compound(harm-35, pecuniary-34) dobj(suffered-31, harm-35) cc(suffered-31, and-37) advcl(warranted-26, impairment-38) conj:and(suffered-31, impairment-38) case(access-40, of-39) nmod:of(impairment-38, access-40)  ",harm,35,"amod(harm-35, special-33) compound(harm-35, pecuniary-34) dobj(suffered-31, harm-35) ","had suffered "" special pecuniary harm "" and impairment of access.",NN,[],suffered,VBN,object,[],[],[],[],[],[],[],['pecuniary'],['special'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"A threshold standard of review for pure economic losses in marine pollution must be broad enough to cover a wide range of harms , yet be restrictive enough to prohibit speculative , fraudulent , or unlimited claims .","A/DT threshold/NN standard/NN of/IN review/NN for/IN pure/JJ economic/JJ losses/NNS in/IN marine/JJ pollution/NN must/MD be/VB broad/JJ enough/RB to/TO cover/VB a/DT wide/JJ range/NN of/IN harms/NNS ,/, yet/RB be/VB restrictive/JJ enough/RB to/TO prohibit/VB speculative/JJ ,/, fraudulent/JJ ,/, or/CC unlimited/JJ claims/NNS ./.","det(standard-3, A-1) compound(standard-3, threshold-2) nsubj(broad-15, standard-3) nsubj(cover-18, standard-3) case(review-5, of-4) nmod:of(standard-3, review-5) case(losses-9, for-6) amod(losses-9, pure-7) amod(losses-9, economic-8) nmod:for(review-5, losses-9) case(pollution-12, in-10) amod(pollution-12, marine-11) nmod:in(losses-9, pollution-12) aux(broad-15, must-13) cop(broad-15, be-14) root(ROOT-0, broad-15) advmod(broad-15, enough-16) mark(cover-18, to-17) xcomp(broad-15, cover-18) det(range-21, a-19) amod(range-21, wide-20) dobj(cover-18, range-21) case(harms-23, of-22) nmod:of(range-21, harms-23) advmod(restrictive-27, yet-25) cop(restrictive-27, be-26) dep(cover-18, restrictive-27) advmod(restrictive-27, enough-28) mark(prohibit-30, to-29) xcomp(restrictive-27, prohibit-30) xcomp(prohibit-30, speculative-31) xcomp(prohibit-30, fraudulent-33) conj:or(speculative-31, fraudulent-33) cc(speculative-31, or-35) amod(claims-37, unlimited-36) xcomp(prohibit-30, claims-37) conj:or(speculative-31, claims-37)  ",harms,23,"case(harms-23, of-22) nmod:of(range-21, harms-23) ","cover a wide range of harms , yet be restrictive enough",NNS,[],,,,,"[('of', 'range')]",['of'],['range'],[],[],[],[],[],[],[],[],['of'],[],[],,,plural,,,unknown
The imposition of liability that truly reflects the degree of a defendant 's fault should help prevent future harms by creating incentives to cut down risks.,The/DT imposition/NN of/IN liability/NN that/WDT truly/RB reflects/VBZ the/DT degree/NN of/IN a/DT defendant/NN 's/POS fault/NN should/MD help/VB prevent/VB future/JJ harms/NNS by/IN creating/VBG incentives/NNS to/TO cut/VB down/RP risks/NNS ./.,"det(imposition-2, The-1) nsubj(help-16, imposition-2) case(liability-4, of-3) nmod:of(imposition-2, liability-4) nsubj(reflects-7, liability-4) ref(liability-4, that-5) advmod(reflects-7, truly-6) acl:relcl(liability-4, reflects-7) det(degree-9, the-8) dobj(reflects-7, degree-9) case(fault-14, of-10) det(defendant-12, a-11) nmod:poss(fault-14, defendant-12) case(defendant-12, 's-13) nmod:of(degree-9, fault-14) aux(help-16, should-15) root(ROOT-0, help-16) xcomp(help-16, prevent-17) amod(harms-19, future-18) dobj(prevent-17, harms-19) mark(creating-21, by-20) advcl(prevent-17, creating-21) dobj(creating-21, incentives-22) mark(cut-24, to-23) advcl(creating-21, cut-24) compound:prt(cut-24, down-25) dobj(cut-24, risks-26)  ",harms,19,"amod(harms-19, future-18) dobj(prevent-17, harms-19) ",fault should help prevent future harms by creating incentives to cut,NNS,[],prevent,VB,object,[],[],[],[],[],[],[],[],['future'],[],[],[],[],[],[],,,plural,ambiguous,,unknown
This part of the test serves as a method to define the foreseeable harms .,This/DT part/NN of/IN the/DT test/NN serves/VBZ as/IN a/DT method/NN to/TO define/VB the/DT foreseeable/JJ harms/NNS ./.,"det(part-2, This-1) nsubj(serves-6, part-2) case(test-5, of-3) det(test-5, the-4) nmod:of(part-2, test-5) root(ROOT-0, serves-6) case(method-9, as-7) det(method-9, a-8) nmod:as(serves-6, method-9) mark(define-11, to-10) acl(method-9, define-11) det(harms-14, the-12) amod(harms-14, foreseeable-13) dobj(define-11, harms-14)  ",harms,14,"det(harms-14, the-12) amod(harms-14, foreseeable-13) dobj(define-11, harms-14) ",method to define the foreseeable harms .,NNS,[],define,VB,object,[],[],[],[],[],['the'],[],[],['foreseeable'],[],[],[],[],[],[],,,plural,ambiguous,,unknown
235 The Restatement ( Second ) of Torts dictates that an injured party can not recover damages for negligent harms that could have been avoided by taking some action.,235/CD The/DT Restatement/NN -LRB-/-LRB- Second/NNP -RRB-/-RRB- of/IN Torts/NNP dictates/VBZ that/IN an/DT injured/JJ party/NN can/MD not/RB recover/VB damages/NNS for/IN negligent/JJ harms/NNS that/WDT could/MD have/VB been/VBN avoided/VBN by/IN taking/VBG some/DT action/NN ./.,"nsubj(dictates-9, 235-1) det(Restatement-3, The-2) dep(235-1, Restatement-3) appos(235-1, Second-5) case(Torts-8, of-7) nmod:of(235-1, Torts-8) root(ROOT-0, dictates-9) mark(recover-16, that-10) det(party-13, an-11) amod(party-13, injured-12) nsubj(recover-16, party-13) aux(recover-16, can-14) neg(recover-16, not-15) ccomp(dictates-9, recover-16) dobj(recover-16, damages-17) case(harms-20, for-18) amod(harms-20, negligent-19) nmod:for(recover-16, harms-20) nsubjpass(avoided-25, harms-20) ref(harms-20, that-21) aux(avoided-25, could-22) aux(avoided-25, have-23) auxpass(avoided-25, been-24) acl:relcl(harms-20, avoided-25) mark(taking-27, by-26) advcl(avoided-25, taking-27) det(action-29, some-28) dobj(taking-27, action-29)  ",harms,20,"case(harms-20, for-18) amod(harms-20, negligent-19) ref(harms-20, that-21) acl:relcl(harms-20, avoided-25) nmod:for(recover-16, harms-20) nsubjpass(avoided-25, harms-20) ",not recover damages for negligent harms that could have been avoided,NNS,[],avoided,VBN,subject,[],"[('for', 'recover')]",['for'],['recover'],[],[],[],[],['negligent'],[],[],[],['for'],[],[],,,plural,ambiguous,,unknown
In a class action the liability potentially will be much greater than the cost of preventing the harm .,In/IN a/DT class/NN action/NN the/DT liability/NN potentially/RB will/MD be/VB much/RB greater/JJR than/IN the/DT cost/NN of/IN preventing/VBG the/DT harm/NN ./.,"case(action-4, In-1) det(action-4, a-2) compound(action-4, class-3) nmod:in(greater-11, action-4) det(liability-6, the-5) nsubj(greater-11, liability-6) advmod(greater-11, potentially-7) aux(greater-11, will-8) cop(greater-11, be-9) advmod(greater-11, much-10) root(ROOT-0, greater-11) case(cost-14, than-12) det(cost-14, the-13) nmod:than(greater-11, cost-14) mark(preventing-16, of-15) acl(cost-14, preventing-16) det(harm-18, the-17) dobj(preventing-16, harm-18)  ",harm,18,"det(harm-18, the-17) dobj(preventing-16, harm-18) ",the cost of preventing the harm .,NN,[],preventing,VBG,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
A defendant 's greater burden of liability in an area heavily dependent on the waters is in keeping with the existence of a greater risk of harm in conducting business there .,A/DT defendant/NN 's/POS greater/JJR burden/NN of/IN liability/NN in/IN an/DT area/NN heavily/RB dependent/JJ on/IN the/DT waters/NNS is/VBZ in/IN keeping/VBG with/IN the/DT existence/NN of/IN a/DT greater/JJR risk/NN of/IN harm/NN in/IN conducting/VBG business/NN there/RB ./.,"det(defendant-2, A-1) nmod:poss(burden-5, defendant-2) case(defendant-2, 's-3) amod(burden-5, greater-4) nsubj(keeping-18, burden-5) case(liability-7, of-6) nmod:of(burden-5, liability-7) case(area-10, in-8) det(area-10, an-9) nmod:in(liability-7, area-10) advmod(dependent-12, heavily-11) amod(area-10, dependent-12) case(waters-15, on-13) det(waters-15, the-14) nmod:on(area-10, waters-15) cop(keeping-18, is-16) mark(keeping-18, in-17) root(ROOT-0, keeping-18) case(existence-21, with-19) det(existence-21, the-20) nmod:with(keeping-18, existence-21) case(risk-25, of-22) det(risk-25, a-23) amod(risk-25, greater-24) nmod:of(existence-21, risk-25) case(harm-27, of-26) nmod:of(risk-25, harm-27) mark(conducting-29, in-28) advcl(keeping-18, conducting-29) dobj(conducting-29, business-30) advmod(conducting-29, there-31)  ",harm,27,"case(harm-27, of-26) nmod:of(risk-25, harm-27) ",of a greater risk of harm in conducting business there .,NN,[],,,,,"[('of', 'risk')]",['of'],['risk'],[],[],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
"The traditional elements of mitigation for damage claims , which include a showing both that the efforts were reasonable and that no action was taken to aggravate the economic harm , 247 would be applied as a threshold test in marine pollution cases .","The/DT traditional/JJ elements/NNS of/IN mitigation/NN for/IN damage/NN claims/NNS ,/, which/WDT include/VBP a/DT showing/NN both/DT that/IN the/DT efforts/NNS were/VBD reasonable/JJ and/CC that/IN no/DT action/NN was/VBD taken/VBN to/TO aggravate/VB the/DT economic/JJ harm/NN ,/, 247/RB would/MD be/VB applied/VBN as/IN a/DT threshold/NN test/NN in/IN marine/JJ pollution/NN cases/NNS ./.","det(elements-3, The-1) amod(elements-3, traditional-2) nsubj(include-11, elements-3) nsubjpass(applied-35, elements-3) case(mitigation-5, of-4) nmod:of(elements-3, mitigation-5) case(claims-8, for-6) compound(claims-8, damage-7) nmod:for(mitigation-5, claims-8) ref(elements-3, which-10) acl:relcl(elements-3, include-11) det(showing-13, a-12) dobj(include-11, showing-13) advmod(include-11, both-14) mark(reasonable-19, that-15) det(efforts-17, the-16) nsubj(reasonable-19, efforts-17) cop(reasonable-19, were-18) ccomp(include-11, reasonable-19) cc(reasonable-19, and-20) mark(taken-25, that-21) neg(action-23, no-22) nsubjpass(taken-25, action-23) nsubj(aggravate-27, action-23) auxpass(taken-25, was-24) ccomp(include-11, taken-25) conj:and(reasonable-19, taken-25) mark(aggravate-27, to-26) xcomp(taken-25, aggravate-27) det(harm-30, the-28) amod(harm-30, economic-29) dobj(aggravate-27, harm-30) advmod(applied-35, 247-32) aux(applied-35, would-33) auxpass(applied-35, be-34) root(ROOT-0, applied-35) case(test-39, as-36) det(test-39, a-37) compound(test-39, threshold-38) nmod:as(applied-35, test-39) case(cases-43, in-40) amod(cases-43, marine-41) compound(cases-43, pollution-42) nmod:in(test-39, cases-43)  ",harm,30,"det(harm-30, the-28) amod(harm-30, economic-29) dobj(aggravate-27, harm-30) ","taken to aggravate the economic harm , 247 would be applied",NN,[],aggravate,VB,object,[],[],[],[],[],['the'],[],[],['economic'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
250 Moral blame and public sentiment against harm to the environment heavily favor greater recovery for losses in all pollution actions.,250/CD Moral/NNP blame/NN and/CC public/JJ sentiment/NN against/IN harm/NN to/TO the/DT environment/NN heavily/RB favor/VBP greater/JJR recovery/NN for/IN losses/NNS in/IN all/DT pollution/NN actions/NNS ./.,"nummod(blame-3, 250-1) compound(blame-3, Moral-2) nsubj(favor-13, blame-3) cc(blame-3, and-4) amod(sentiment-6, public-5) conj:and(blame-3, sentiment-6) nsubj(favor-13, sentiment-6) case(harm-8, against-7) nmod:against(sentiment-6, harm-8) case(environment-11, to-9) det(environment-11, the-10) nmod:to(harm-8, environment-11) advmod(favor-13, heavily-12) root(ROOT-0, favor-13) amod(recovery-15, greater-14) dobj(favor-13, recovery-15) case(losses-17, for-16) nmod:for(favor-13, losses-17) case(actions-21, in-18) det(actions-21, all-19) compound(actions-21, pollution-20) nmod:in(losses-17, actions-21)  ",harm,8,"case(harm-8, against-7) nmod:to(harm-8, environment-11) nmod:against(sentiment-6, harm-8) ",blame and public sentiment against harm to the environment heavily favor,NN,[],,,,,"[('to', 'environment'), ('against', 'sentiment')]","['to', 'against']",['sentiment'],['environment'],[],[],[],[],[],[],[],['against'],[],[],,,singular,,,unknown
"The shared use also increases the foreseeability of the potential harms , and accurately defines the group of particularly foreseeable plaintiffs .","The/DT shared/VBN use/NN also/RB increases/VBZ the/DT foreseeability/NN of/IN the/DT potential/JJ harms/NNS ,/, and/CC accurately/RB defines/VBZ the/DT group/NN of/IN particularly/RB foreseeable/JJ plaintiffs/NNS ./.","det(use-3, The-1) amod(use-3, shared-2) nsubj(increases-5, use-3) nsubj(defines-15, use-3) advmod(increases-5, also-4) root(ROOT-0, increases-5) det(foreseeability-7, the-6) dobj(increases-5, foreseeability-7) case(harms-11, of-8) det(harms-11, the-9) amod(harms-11, potential-10) nmod:of(foreseeability-7, harms-11) cc(increases-5, and-13) advmod(defines-15, accurately-14) conj:and(increases-5, defines-15) det(group-17, the-16) dobj(defines-15, group-17) case(plaintiffs-21, of-18) advmod(plaintiffs-21, particularly-19) amod(plaintiffs-21, foreseeable-20) nmod:of(group-17, plaintiffs-21)  ",harms,11,"case(harms-11, of-8) det(harms-11, the-9) amod(harms-11, potential-10) nmod:of(foreseeability-7, harms-11) ","the foreseeability of the potential harms , and accurately defines the",NNS,[],,,,,"[('of', 'foreseeability')]",['of'],['foreseeability'],[],['the'],[],[],['potential'],[],[],[],['of'],[],[],,,plural,,,unknown
"Even when the physical harm is quite small and the economic losses enormous , the claims will be legally cognizable .","Even/RB when/WRB the/DT physical/JJ harm/NN is/VBZ quite/RB small/JJ and/CC the/DT economic/JJ losses/NNS enormous/JJ ,/, the/DT claims/NNS will/MD be/VB legally/RB cognizable/JJ ./.","advmod(small-8, Even-1) advmod(small-8, when-2) det(harm-5, the-3) amod(harm-5, physical-4) nsubj(small-8, harm-5) nsubj(enormous-13, harm-5) cop(small-8, is-6) advmod(small-8, quite-7) advcl(cognizable-20, small-8) cc(small-8, and-9) det(losses-12, the-10) amod(losses-12, economic-11) dep(enormous-13, losses-12) conj:and(small-8, enormous-13) advcl(cognizable-20, enormous-13) det(claims-16, the-15) nsubj(cognizable-20, claims-16) aux(cognizable-20, will-17) cop(cognizable-20, be-18) advmod(cognizable-20, legally-19) root(ROOT-0, cognizable-20)  ",harm,5,"det(harm-5, the-3) amod(harm-5, physical-4) nsubj(small-8, harm-5) nsubj(enormous-13, harm-5) ",Even when the physical harm is quite small and the,NN,[],is,VBZ,subject,[],[],[],[],[],['the'],[],[],['physical'],[],[],[],[],[],[],,,singular,singular,,unknown
"But if there is no showing of physical harm , recovery is much less certain .","But/CC if/IN there/EX is/VBZ no/DT showing/NN of/IN physical/JJ harm/NN ,/, recovery/NN is/VBZ much/RB less/RBR certain/JJ ./.","cc(is-12, But-1) mark(is-4, if-2) expl(is-4, there-3) advcl(is-12, is-4) neg(showing-6, no-5) nsubj(is-4, showing-6) case(harm-9, of-7) amod(harm-9, physical-8) nmod:of(showing-6, harm-9) nsubj(is-12, recovery-11) root(ROOT-0, is-12) advmod(certain-15, much-13) advmod(certain-15, less-14) xcomp(is-12, certain-15)  ",harm,9,"case(harm-9, of-7) amod(harm-9, physical-8) nmod:of(showing-6, harm-9) ","is no showing of physical harm , recovery is much less",NN,[],,,,,"[('of', 'showing')]",['of'],['showing'],[],[],[],[],['physical'],[],[],[],['of'],[],[],,,singular,,,unknown
"For example , courts have struggled with the issue of how many pure economic harms should be included in assessing the sum of damages from a pollution incident .","For/IN example/NN ,/, courts/NNS have/VBP struggled/VBN with/IN the/DT issue/NN of/IN how/WRB many/JJ pure/JJ economic/JJ harms/NNS should/MD be/VB included/VBN in/IN assessing/VBG the/DT sum/NN of/IN damages/NNS from/IN a/DT pollution/NN incident/NN ./.","case(example-2, For-1) nmod:for(struggled-6, example-2) nsubj(struggled-6, courts-4) aux(struggled-6, have-5) root(ROOT-0, struggled-6) case(issue-9, with-7) det(issue-9, the-8) nmod:with(struggled-6, issue-9) mark(included-18, of-10) advmod(many-12, how-11) dep(included-18, many-12) amod(harms-15, pure-13) amod(harms-15, economic-14) nsubjpass(included-18, harms-15) aux(included-18, should-16) auxpass(included-18, be-17) acl(issue-9, included-18) mark(assessing-20, in-19) advcl(included-18, assessing-20) det(sum-22, the-21) dobj(assessing-20, sum-22) case(damages-24, of-23) nmod:of(sum-22, damages-24) case(incident-28, from-25) det(incident-28, a-26) compound(incident-28, pollution-27) nmod:from(assessing-20, incident-28)  ",harms,15,"amod(harms-15, pure-13) amod(harms-15, economic-14) nsubjpass(included-18, harms-15) ",of how many pure economic harms should be included in assessing,NNS,[],included,VBN,subject,[],[],[],[],[],[],[],[],"['pure', 'economic']",[],[],[],[],[],[],,,plural,ambiguous,,unknown
"We proceed from the premise that principles of duty and proximate cause are instrumental in limiting the amount of litigation and the extent of liability in cases in which no physical harm occurs just as they are in cases involving physical injury . """,We/PRP proceed/VBP from/IN the/DT premise/NN that/IN principles/NNS of/IN duty/NN and/CC proximate/NN cause/NN are/VBP instrumental/JJ in/IN limiting/VBG the/DT amount/NN of/IN litigation/NN and/CC the/DT extent/NN of/IN liability/NN in/IN cases/NNS in/IN which/WDT no/DT physical/JJ harm/NN occurs/VBZ just/RB as/IN they/PRP are/VBP in/IN cases/NNS involving/VBG physical/JJ injury/NN ./. ''/'',"nsubj(proceed-2, We-1) root(ROOT-0, proceed-2) case(premise-5, from-3) det(premise-5, the-4) nmod:from(proceed-2, premise-5) mark(instrumental-14, that-6) nsubj(instrumental-14, principles-7) case(cause-12, of-8) compound(cause-12, duty-9) cc(duty-9, and-10) conj:and(duty-9, proximate-11) compound(cause-12, proximate-11) nmod:of(principles-7, cause-12) cop(instrumental-14, are-13) ccomp(proceed-2, instrumental-14) mark(limiting-16, in-15) advcl(instrumental-14, limiting-16) det(amount-18, the-17) dobj(limiting-16, amount-18) case(litigation-20, of-19) nmod:of(amount-18, litigation-20) cc(amount-18, and-21) det(extent-23, the-22) dobj(limiting-16, extent-23) conj:and(amount-18, extent-23) case(liability-25, of-24) nmod:of(extent-23, liability-25) case(cases-27, in-26) nmod:in(limiting-16, cases-27) nmod:in(occurs-33, cases-27) case(which-29, in-28) ref(cases-27, which-29) neg(harm-32, no-30) amod(harm-32, physical-31) nsubj(occurs-33, harm-32) acl:relcl(cases-27, occurs-33) advmod(cases-39, just-34) mark(cases-39, as-35) nsubj(cases-39, they-36) cop(cases-39, are-37) case(cases-39, in-38) advcl:in(occurs-33, cases-39) acl(cases-39, involving-40) amod(injury-42, physical-41) dobj(involving-40, injury-42)  ",harm,32,"neg(harm-32, no-30) amod(harm-32, physical-31) nsubj(occurs-33, harm-32) ",cases in which no physical harm occurs just as they are,NN,['no'],occurs,VBZ,subject,[],[],[],[],[],[],[],[],['physical'],[],[],[],[],[],[],,,singular,singular,,unknown
107 The government can prevent a proprietor from using property in a way that causes affirmative harm without incurring an obligation to compensate .,107/CD The/DT government/NN can/MD prevent/VB a/DT proprietor/NN from/IN using/VBG property/NN in/IN a/DT way/NN that/WDT causes/VBZ affirmative/JJ harm/NN without/IN incurring/VBG an/DT obligation/NN to/TO compensate/VB ./.,"nsubj(prevent-5, 107-1) det(government-3, The-2) dep(107-1, government-3) aux(prevent-5, can-4) root(ROOT-0, prevent-5) det(proprietor-7, a-6) dobj(prevent-5, proprietor-7) mark(using-9, from-8) advcl(prevent-5, using-9) dobj(using-9, property-10) case(way-13, in-11) det(way-13, a-12) nmod:in(using-9, way-13) nsubj(causes-15, way-13) ref(way-13, that-14) acl:relcl(way-13, causes-15) amod(harm-17, affirmative-16) dobj(causes-15, harm-17) mark(incurring-19, without-18) advcl(causes-15, incurring-19) det(obligation-21, an-20) dobj(incurring-19, obligation-21) mark(compensate-23, to-22) acl(obligation-21, compensate-23)  ",harm,17,"amod(harm-17, affirmative-16) dobj(causes-15, harm-17) ",a way that causes affirmative harm without incurring an obligation to,NN,[],causes,VBZ,object,[],[],[],[],[],[],[],[],['affirmative'],[],[],[],[],[],[],,,singular,singular,,unknown
