sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"<p> Before sheep tromped through the Sierra , low-intensity fires swept across much of the middle-elevation forest every decade or two , cleaning out dead wood These frequent burns , usually sparked by lightning or Native Americans , kept the forest open and airy But the sheep grazed away forest grasses and packed down pine needles on the ground .","<p>/RB Before/IN sheep/NN tromped/VBD through/IN the/DT Sierra/NNP ,/, low-intensity/JJ fires/NNS swept/VBD across/IN much/RB of/IN the/DT middle-elevation/JJ forest/NN every/DT decade/NN or/CC two/CD ,/, cleaning/VBG out/RP dead/JJ wood/NN These/DT frequent/JJ burns/NNS ,/, usually/RB sparked/VBN by/IN lightning/NN or/CC Native/JJ Americans/NNS ,/, kept/VBD the/DT forest/NN open/JJ and/CC airy/JJ But/CC the/DT sheep/NN grazed/VBD away/RP forest/NN grasses/NNS and/CC packed/VBD down/RP pine/JJ needles/NNS on/IN the/DT ground/NN ./."," advmod(tromped-4, <p>-1) mark(tromped-4, Before-2) nsubj(tromped-4, sheep-3) advcl(swept-11, tromped-4) case(Sierra-7, through-5) det(Sierra-7, the-6) nmod:through(tromped-4, Sierra-7) amod(fires-10, low-intensity-9) nsubj(swept-11, fires-10) root(ROOT-0, swept-11) case(much-13, across-12) nmod:across(swept-11, much-13) case(forest-17, of-14) det(forest-17, the-15) amod(forest-17, middle-elevation-16) nmod:of(much-13, forest-17) det(decade-19, every-18) nmod:tmod(swept-11, decade-19) cc(decade-19, or-20) nmod:tmod(swept-11, two-21) conj:or(decade-19, two-21) advcl(swept-11, cleaning-23) compound:prt(cleaning-23, out-24) amod(wood-26, dead-25) dobj(cleaning-23, wood-26) det(burns-29, These-27) amod(burns-29, frequent-28) nsubj(kept-39, burns-29) advmod(sparked-32, usually-31) acl(burns-29, sparked-32) case(Americans-37, by-33) compound(Americans-37, lightning-34) cc(lightning-34, or-35) conj:or(lightning-34, Native-36) compound(Americans-37, Native-36) nmod:by(sparked-32, Americans-37) acl:relcl(wood-26, kept-39) det(forest-41, the-40) dobj(kept-39, forest-41) amod(forest-41, open-42) cc(open-42, and-43) amod(forest-41, airy-44) conj:and(open-42, airy-44) cc(swept-11, But-45) det(sheep-47, the-46) nsubj(grazed-48, sheep-47) nsubj(packed-53, sheep-47) conj:but(swept-11, grazed-48) compound:prt(grazed-48, away-49) compound(grasses-51, forest-50) dobj(grazed-48, grasses-51) cc(grazed-48, and-52) conj:but(swept-11, packed-53) conj:and(grazed-48, packed-53) compound:prt(packed-53, down-54) amod(needles-56, pine-55) dobj(packed-53, needles-56) case(ground-59, on-57) det(ground-59, the-58) nmod:on(needles-56, ground-59)  ",lightning,34,"cc(lightning-34, or-35) conj:or(lightning-34, Native-36) compound(Americans-37, lightning-34) ","burns , usually sparked by lightning or Native Americans , kept",NN,[],,,,,,,,,[],[],[],[],[],,"[('or', 'Native')]",['or'],['Native'],['Americans'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
Managers can thus allow lightning fires to burn under careful supervision there if the fires meet a long list of criteria designed to protect people and property .,Managers/NNS can/MD thus/RB allow/VB lightning/NN fires/NNS to/TO burn/VB under/IN careful/JJ supervision/NN there/RB if/IN the/DT fires/NNS meet/VBP a/DT long/JJ list/NN of/IN criteria/NNS designed/VBN to/TO protect/VB people/NNS and/CC property/NN ./.," nsubj(allow-4, Managers-1) aux(allow-4, can-2) advmod(allow-4, thus-3) root(ROOT-0, allow-4) compound(fires-6, lightning-5) dobj(allow-4, fires-6) nsubj(burn-8, fires-6) mark(burn-8, to-7) xcomp(allow-4, burn-8) case(supervision-11, under-9) amod(supervision-11, careful-10) nmod:under(burn-8, supervision-11) advmod(meet-16, there-12) mark(meet-16, if-13) det(fires-15, the-14) nsubj(meet-16, fires-15) advcl(burn-8, meet-16) det(list-19, a-17) amod(list-19, long-18) dobj(meet-16, list-19) case(criteria-21, of-20) nmod:of(list-19, criteria-21) acl(criteria-21, designed-22) mark(protect-24, to-23) xcomp(designed-22, protect-24) dobj(protect-24, people-25) cc(people-25, and-26) dobj(protect-24, property-27) conj:and(people-25, property-27)  ",lightning,5,"compound(fires-6, lightning-5) ",Managers can thus allow lightning fires to burn under careful,NN,[],burn,VB,subject,burn,burn,,,[],[],[],[],[],[],,[],[],[],['fires'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"<p> Concentrating on small patches at a time , workers light fires to burn the dead wood and needles , and to kill understory trees -- young and middle-aged trees that do n't reach the canopy Over the years , by igniting one or perhaps two prescribed fires in each targeted area , they hope to reduce the forest fuels to a safe level so that future lightning fires can be allowed to take their natural course in these middle-elevation regions , which make up about 10 percent of the Sierra parks .","<p>/NNP Concentrating/NNP on/IN small/JJ patches/NNS at/IN a/DT time/NN ,/, workers/NNS light/NN fires/VBZ to/TO burn/VB the/DT dead/JJ wood/NN and/CC needles/NNS ,/, and/CC to/TO kill/VB understory/JJ trees/NNS --/: young/JJ and/CC middle-aged/JJ trees/NNS that/WDT do/VBP n't/RB reach/VB the/DT canopy/NN Over/IN the/DT years/NNS ,/, by/IN igniting/VBG one/CD or/CC perhaps/RB two/CD prescribed/JJ fires/NNS in/IN each/DT targeted/JJ area/NN ,/, they/PRP hope/VBP to/TO reduce/VB the/DT forest/NN fuels/NNS to/TO a/DT safe/JJ level/NN so/RB that/IN future/JJ lightning/NN fires/NNS can/MD be/VB allowed/VBN to/TO take/VB their/PRP$ natural/JJ course/NN in/IN these/DT middle-elevation/JJ regions/NNS ,/, which/WDT make/VBP up/RP about/RB 10/CD percent/NN of/IN the/DT Sierra/NNP parks/NNS ./."," compound(Concentrating-2, <p>-1) nsubj(fires-12, Concentrating-2) case(patches-5, on-3) amod(patches-5, small-4) nmod:on(Concentrating-2, patches-5) case(time-8, at-6) det(time-8, a-7) nmod:at(patches-5, time-8) compound(light-11, workers-10) appos(time-8, light-11) ccomp(hope-55, fires-12) mark(burn-14, to-13) ccomp(fires-12, burn-14) det(wood-17, the-15) amod(wood-17, dead-16) dobj(burn-14, wood-17) cc(wood-17, and-18) dobj(burn-14, needles-19) conj:and(wood-17, needles-19) cc(burn-14, and-21) mark(kill-23, to-22) ccomp(fires-12, kill-23) conj:and(burn-14, kill-23) amod(trees-25, understory-24) dobj(kill-23, trees-25) amod(trees-30, young-27) cc(young-27, and-28) conj:and(young-27, middle-aged-29) amod(trees-30, middle-aged-29) dep(trees-25, trees-30) nsubj(reach-34, trees-30) ref(trees-30, that-31) aux(reach-34, do-32) neg(reach-34, n't-33) acl:relcl(trees-30, reach-34) det(canopy-36, the-35) xcomp(reach-34, canopy-36) case(years-39, Over-37) det(years-39, the-38) dep(canopy-36, years-39) mark(igniting-42, by-41) advcl(kill-23, igniting-42) dobj(igniting-42, one-43) cc(one-43, or-44) advmod(one-43, perhaps-45) nummod(fires-48, two-46) amod(fires-48, prescribed-47) dep(one-43, fires-48) case(area-52, in-49) det(area-52, each-50) amod(area-52, targeted-51) nmod:in(fires-48, area-52) nsubj(hope-55, they-54) nsubj(reduce-57, they-54) root(ROOT-0, hope-55) mark(reduce-57, to-56) xcomp(hope-55, reduce-57) det(fuels-60, the-58) compound(fuels-60, forest-59) dobj(reduce-57, fuels-60) case(level-64, to-61) det(level-64, a-62) amod(level-64, safe-63) nmod:to(reduce-57, level-64) mark(allowed-72, so-65) mwe(so-65, that-66) amod(fires-69, future-67) compound(fires-69, lightning-68) nsubjpass(allowed-72, fires-69) nsubj(take-74, fires-69) aux(allowed-72, can-70) auxpass(allowed-72, be-71) advcl(reduce-57, allowed-72) mark(take-74, to-73) xcomp(allowed-72, take-74) nmod:poss(course-77, their-75) amod(course-77, natural-76) dobj(take-74, course-77) case(regions-81, in-78) det(regions-81, these-79) amod(regions-81, middle-elevation-80) nmod:in(take-74, regions-81) nsubj(make-84, regions-81) ref(regions-81, which-83) acl:relcl(regions-81, make-84) compound:prt(make-84, up-85) advmod(10-87, about-86) nummod(percent-88, 10-87) dobj(make-84, percent-88) case(parks-92, of-89) det(parks-92, the-90) compound(parks-92, Sierra-91) nmod:of(percent-88, parks-92)  ",lightning,68,"compound(fires-69, lightning-68) ",safe level so that future lightning fires can be allowed to,NN,[],take,VB,subject,take,take,,,[],[],[],[],[],[],,[],[],[],['fires'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
several factors would still force fire crews to suppress lightning fires in much of the middle-elevation forest .,several/JJ factors/NNS would/MD still/RB force/VB fire/NN crews/NNS to/TO suppress/VB lightning/NN fires/NNS in/IN much/RB of/IN the/DT middle-elevation/JJ forest/NN ./.," amod(factors-2, several-1) nsubj(force-5, factors-2) aux(force-5, would-3) advmod(force-5, still-4) root(ROOT-0, force-5) compound(crews-7, fire-6) dobj(force-5, crews-7) nsubj(suppress-9, crews-7) mark(suppress-9, to-8) xcomp(force-5, suppress-9) compound(fires-11, lightning-10) dobj(suppress-9, fires-11) case(much-13, in-12) nmod:in(suppress-9, much-13) case(forest-17, of-14) det(forest-17, the-15) amod(forest-17, middle-elevation-16) nmod:of(much-13, forest-17)  ",lightning,10,"compound(fires-11, lightning-10) ",force fire crews to suppress lightning fires in much of the,NN,[],suppress,VB,object,,,suppress,suppress,[],[],[],[],[],[],,[],[],[],['fires'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"In prehistoric times , lightning fires started in lower-elevation scrubland far outside the parks and then spread up into the forests .","In/IN prehistoric/JJ times/NNS ,/, lightning/NN fires/NNS started/VBD in/IN lower-elevation/JJ scrubland/NN far/RB outside/IN the/DT parks/NNS and/CC then/RB spread/VBD up/RP into/IN the/DT forests/NNS ./."," case(times-3, In-1) amod(times-3, prehistoric-2) nmod:in(started-7, times-3) compound(fires-6, lightning-5) nsubj(started-7, fires-6) nsubj(spread-17, fires-6) root(ROOT-0, started-7) case(scrubland-10, in-8) amod(scrubland-10, lower-elevation-9) nmod:in(started-7, scrubland-10) advmod(started-7, far-11) case(parks-14, outside-12) det(parks-14, the-13) nmod:outside(far-11, parks-14) cc(started-7, and-15) advmod(spread-17, then-16) conj:and(started-7, spread-17) compound:prt(spread-17, up-18) case(forests-21, into-19) det(forests-21, the-20) nmod:into(spread-17, forests-21)  ",lightning,5,"compound(fires-6, lightning-5) ","In prehistoric times , lightning fires started in lower-elevation scrubland",NN,[],started,VBD,subject,started,start,,,[],[],[],[],[],[],,[],[],[],['fires'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"Tile Sierra parks spend about $30,000 annually on prescribed burning , whereas the federal government poured more than $13 rail lion into fighting this summer 's lightning fires at Yosemite .","Tile/NNP Sierra/NNP parks/NNS spend/VBP about/RB $/$ 30,000/CD annually/RB on/IN prescribed/JJ burning/NN ,/, whereas/IN the/DT federal/JJ government/NN poured/VBD more/JJR than/IN $/$ 13/CD rail/NN lion/NN into/IN fighting/VBG this/DT summer/NN 's/POS lightning/NN fires/NNS at/IN Yosemite/NNP ./."," compound(parks-3, Tile-1) compound(parks-3, Sierra-2) nsubj(spend-4, parks-3) root(ROOT-0, spend-4) advmod($-6, about-5) dobj(spend-4, $-6) nummod($-6, 30,000-7) advmod(burning-11, annually-8) case(burning-11, on-9) amod(burning-11, prescribed-10) nmod:on(spend-4, burning-11) mark(poured-17, whereas-13) det(government-16, the-14) amod(government-16, federal-15) nsubj(poured-17, government-16) advcl(spend-4, poured-17) advmod($-20, more-18) mwe(more-18, than-19) nummod(lion-23, $-20) nummod($-20, 13-21) compound(lion-23, rail-22) dobj(poured-17, lion-23) mark(fighting-25, into-24) advcl(poured-17, fighting-25) det(summer-27, this-26) nmod:poss(fires-30, summer-27) case(summer-27, 's-28) compound(fires-30, lightning-29) dobj(fighting-25, fires-30) case(Yosemite-32, at-31) nmod:at(fighting-25, Yosemite-32)  ",lightning,29,"compound(fires-30, lightning-29) ",this summer 's lightning fires at Yosemite .,NN,[],fighting,VBG,object,,,fighting,fight,[],[],[],[],[],[],,[],[],[],['fires'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
But Falk 's scenario of brain expansion serves as a lightning rod for future investigations .,But/CC Falk/NNP 's/POS scenario/NN of/IN brain/NN expansion/NN serves/VBZ as/IN a/DT lightning/NN rod/NN for/IN future/JJ investigations/NNS ./.," cc(serves-8, But-1) nmod:poss(scenario-4, Falk-2) case(Falk-2, 's-3) nsubj(serves-8, scenario-4) case(expansion-7, of-5) compound(expansion-7, brain-6) nmod:of(scenario-4, expansion-7) root(ROOT-0, serves-8) case(rod-12, as-9) det(rod-12, a-10) compound(rod-12, lightning-11) nmod:as(serves-8, rod-12) case(investigations-15, for-13) amod(investigations-15, future-14) nmod:for(rod-12, investigations-15)  ",lightning,11,"compound(rod-12, lightning-11) ",brain expansion serves as a lightning rod for future investigations .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['rod'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
After it rocks a bit to enhance its stereoscopic vision and confirm the range-a fraction of an inch off will cause a miss-its lightning tongue shoots out .,After/IN it/PRP rocks/VBD a/DT bit/NN to/TO enhance/VB its/PRP$ stereoscopic/JJ vision/NN and/CC confirm/VB the/DT range-a/JJ fraction/NN of/IN an/DT inch/NN off/RP will/MD cause/VB a/DT miss-its/JJ lightning/NN tongue/NN shoots/VBZ out/RP ./.," mark(rocks-3, After-1) nsubj(rocks-3, it-2) csubj(shoots-26, rocks-3) det(bit-5, a-4) nsubj(cause-21, bit-5) mark(enhance-7, to-6) acl(bit-5, enhance-7) nmod:poss(vision-10, its-8) amod(vision-10, stereoscopic-9) dobj(enhance-7, vision-10) cc(enhance-7, and-11) acl(bit-5, confirm-12) conj:and(enhance-7, confirm-12) det(fraction-15, the-13) amod(fraction-15, range-a-14) dobj(confirm-12, fraction-15) case(inch-18, of-16) det(inch-18, an-17) nmod:of(fraction-15, inch-18) compound:prt(confirm-12, off-19) aux(cause-21, will-20) ccomp(rocks-3, cause-21) det(tongue-25, a-22) amod(tongue-25, miss-its-23) compound(tongue-25, lightning-24) dobj(cause-21, tongue-25) root(ROOT-0, shoots-26) compound:prt(shoots-26, out-27)  ",lightning,24,"compound(tongue-25, lightning-24) ",off will cause a miss-its lightning tongue shoots out .,NN,[],cause,VB,object,,,cause,cause,[],[],[],[],[],[],,[],[],[],['tongue'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"<p> In addition to corrupting the university 's basic academic mission , big-time sports have been a lightning rod for financial corruption .","<p>/RB In/IN addition/NN to/TO corrupting/VBG the/DT university/NN 's/POS basic/JJ academic/JJ mission/NN ,/, big-time/JJ sports/NNS have/VBP been/VBN a/DT lightning/NN rod/NN for/IN financial/JJ corruption/NN ./."," advmod(corrupting-5, <p>-1) mark(corrupting-5, In-2) mwe(In-2, addition-3) mwe(In-2, to-4) acl(rod-19, corrupting-5) det(university-7, the-6) nmod:poss(mission-11, university-7) case(university-7, 's-8) amod(mission-11, basic-9) amod(mission-11, academic-10) dobj(corrupting-5, mission-11) amod(sports-14, big-time-13) nsubj(rod-19, sports-14) aux(rod-19, have-15) cop(rod-19, been-16) det(rod-19, a-17) compound(rod-19, lightning-18) root(ROOT-0, rod-19) case(corruption-22, for-20) amod(corruption-22, financial-21) nmod:for(rod-19, corruption-22)  ",lightning,18,"compound(rod-19, lightning-18) ",big-time sports have been a lightning rod for financial corruption .,NN,[],been,VBN,object,,,been,be,[],[],[],[],[],[],,[],[],[],['rod'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"<p> "" It was like lightning hit us , "" she said . ""","<p>/NN ''/'' It/PRP was/VBD like/IN lightning/NN hit/VBD us/PRP ,/, ''/'' she/PRP said/VBD ./. ''/''"," nsubj(hit-7, <p>-1) nsubj(lightning-6, It-3) cop(lightning-6, was-4) case(lightning-6, like-5) acl:relcl(<p>-1, lightning-6) ccomp(said-12, hit-7) dobj(hit-7, us-8) nsubj(said-12, she-11) root(ROOT-0, said-12)  ",lightning,6,"nsubj(lightning-6, It-3) cop(lightning-6, was-4) case(lightning-6, like-5) acl:relcl(<p>-1, lightning-6) ","<p> "" It was like lightning hit us , "" she",NN,[],was,VBD,object,,,was,be,[],[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['like'],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"Consequently , the fires of 1988 proceeded not simply according to a natural pattern of dry weather followed by lightning but according to a human pattern that had stamped out earlier fires ; thus leaving the litter of the wilderness unincinerated and preventing the formation of natural fire gaps in the forest .","Consequently/RB ,/, the/DT fires/NNS of/IN 1988/CD proceeded/VBD not/RB simply/RB according/VBG to/TO a/DT natural/JJ pattern/NN of/IN dry/JJ weather/NN followed/VBN by/IN lightning/NN but/CC according/VBG to/TO a/DT human/JJ pattern/NN that/DT had/VBD stamped/VBN out/IN earlier/JJR fires/NNS ;/: thus/RB leaving/VBG the/DT litter/NN of/IN the/DT wilderness/NN unincinerated/NN and/CC preventing/VBG the/DT formation/NN of/IN natural/JJ fire/NN gaps/NNS in/IN the/DT forest/NN ./."," advmod(proceeded-7, Consequently-1) det(fires-4, the-3) nsubj(proceeded-7, fires-4) case(1988-6, of-5) nmod:of(fires-4, 1988-6) root(ROOT-0, proceeded-7) neg(proceeded-7, not-8) dep(proceeded-7, simply-9) case(pattern-14, according-10) mwe(according-10, to-11) det(pattern-14, a-12) amod(pattern-14, natural-13) nmod:according_to(simply-9, pattern-14) case(weather-17, of-15) amod(weather-17, dry-16) nmod:of(pattern-14, weather-17) acl(weather-17, followed-18) case(lightning-20, by-19) nmod:by(followed-18, lightning-20) cc(proceeded-7, but-21) case(pattern-26, according-22) mwe(according-22, to-23) det(pattern-26, a-24) amod(pattern-26, human-25) nmod:according_to(stamped-29, pattern-26) nsubj(stamped-29, that-27) aux(stamped-29, had-28) conj:but(proceeded-7, stamped-29) case(fires-32, out-30) amod(fires-32, earlier-31) nmod:out(stamped-29, fires-32) advmod(leaving-35, thus-34) dep(fires-32, leaving-35) det(litter-37, the-36) dobj(leaving-35, litter-37) case(unincinerated-41, of-38) det(unincinerated-41, the-39) compound(unincinerated-41, wilderness-40) nmod:of(litter-37, unincinerated-41) cc(leaving-35, and-42) dep(fires-32, preventing-43) conj:and(leaving-35, preventing-43) det(formation-45, the-44) dobj(preventing-43, formation-45) case(gaps-49, of-46) amod(gaps-49, natural-47) compound(gaps-49, fire-48) nmod:of(formation-45, gaps-49) case(forest-52, in-50) det(forest-52, the-51) nmod:in(gaps-49, forest-52)  ",lightning,20,"case(lightning-20, by-19) nmod:by(followed-18, lightning-20) ",of dry weather followed by lightning but according to a human,NN,[],,,,,,,,,"[('by', 'followed')]",['by'],['followed'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['by'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"From a distance , the bulge in the whirlwind may look like ball lightning , and its noise may sound similar to humming , buzzing , or even a siren 's wail .","From/IN a/DT distance/NN ,/, the/DT bulge/NN in/IN the/DT whirlwind/NN may/MD look/VB like/IN ball/NN lightning/NN ,/, and/CC its/PRP$ noise/NN may/MD sound/VB similar/JJ to/TO humming/NN ,/, buzzing/NNP ,/, or/CC even/RB a/DT siren/NN 's/POS wail/NN ./."," case(distance-3, From-1) det(distance-3, a-2) nmod:from(look-11, distance-3) det(bulge-6, the-5) nsubj(look-11, bulge-6) case(whirlwind-9, in-7) det(whirlwind-9, the-8) nmod:in(bulge-6, whirlwind-9) aux(look-11, may-10) root(ROOT-0, look-11) case(lightning-14, like-12) compound(lightning-14, ball-13) nmod:like(look-11, lightning-14) cc(look-11, and-16) nmod:poss(noise-18, its-17) nsubj(sound-20, noise-18) aux(sound-20, may-19) conj:and(look-11, sound-20) xcomp(sound-20, similar-21) case(humming-23, to-22) nmod:to(similar-21, humming-23) appos(humming-23, buzzing-25) cc(humming-23, or-27) advmod(humming-23, even-28) det(siren-30, a-29) nmod:poss(wail-32, siren-30) case(siren-30, 's-31) dep(humming-23, wail-32)  ",lightning,14,"case(lightning-14, like-12) compound(lightning-14, ball-13) nmod:like(look-11, lightning-14) ","whirlwind may look like ball lightning , and its noise may",NN,[],,,,,,,,,"[('like', 'look')]",['like'],['look'],[],[],,[],[],[],['ball'],[],,,,,,,,,,,,,,[],[],[],['like'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"<p> His bare black chest may be streaked with lightning flashes in yellow paint and his face may be tattooed with scars and the dilapidated trousers from a tuxedo may flap about his legs , but his pronunciation is impeccably British .","<p>/NN His/PRP$ bare/JJ black/JJ chest/NN may/MD be/VB streaked/VBN with/IN lightning/NN flashes/NNS in/IN yellow/JJ paint/NN and/CC his/PRP$ face/NN may/MD be/VB tattooed/VBN with/IN scars/NNS and/CC the/DT dilapidated/JJ trousers/NNS from/IN a/DT tuxedo/NN may/MD flap/VB about/IN his/PRP$ legs/NNS ,/, but/CC his/PRP$ pronunciation/NN is/VBZ impeccably/RB British/JJ ./."," nsubj(flap-31, <p>-1) nmod:poss(chest-5, His-2) amod(chest-5, bare-3) amod(chest-5, black-4) nsubjpass(streaked-8, chest-5) aux(streaked-8, may-6) auxpass(streaked-8, be-7) acl:relcl(<p>-1, streaked-8) case(flashes-11, with-9) compound(flashes-11, lightning-10) nmod:with(streaked-8, flashes-11) case(paint-14, in-12) amod(paint-14, yellow-13) nmod:in(flashes-11, paint-14) cc(streaked-8, and-15) nmod:poss(face-17, his-16) nsubjpass(tattooed-20, face-17) aux(tattooed-20, may-18) auxpass(tattooed-20, be-19) acl:relcl(<p>-1, tattooed-20) conj:and(streaked-8, tattooed-20) case(scars-22, with-21) nmod:with(tattooed-20, scars-22) cc(scars-22, and-23) det(trousers-26, the-24) amod(trousers-26, dilapidated-25) nmod:with(tattooed-20, trousers-26) conj:and(scars-22, trousers-26) case(tuxedo-29, from-27) det(tuxedo-29, a-28) nmod:from(tattooed-20, tuxedo-29) aux(flap-31, may-30) root(ROOT-0, flap-31) case(legs-34, about-32) nmod:poss(legs-34, his-33) nmod:about(flap-31, legs-34) cc(flap-31, but-36) nmod:poss(pronunciation-38, his-37) nsubj(British-41, pronunciation-38) cop(British-41, is-39) advmod(British-41, impeccably-40) conj:but(flap-31, British-41)  ",lightning,10,"compound(flashes-11, lightning-10) ",chest may be streaked with lightning flashes in yellow paint and,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['flashes'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"I let my head fall against the yellow zigzags of lightning on his chest , and I whisper , "" I 'm scared . ""","I/PRP let/VBD my/PRP$ head/NN fall/NN against/IN the/DT yellow/JJ zigzags/NNS of/IN lightning/NN on/IN his/PRP$ chest/NN ,/, and/CC I/PRP whisper/VBP ,/, ''/'' I/PRP 'm/VBP scared/VBN ./. ''/''"," nsubj(let-2, I-1) ccomp(scared-23, let-2) nmod:poss(fall-5, my-3) compound(fall-5, head-4) nmod:tmod(let-2, fall-5) case(zigzags-9, against-6) det(zigzags-9, the-7) amod(zigzags-9, yellow-8) nmod:against(let-2, zigzags-9) case(lightning-11, of-10) nmod:of(zigzags-9, lightning-11) case(chest-14, on-12) nmod:poss(chest-14, his-13) nmod:on(let-2, chest-14) cc(let-2, and-16) nsubj(whisper-18, I-17) conj:and(let-2, whisper-18) ccomp(scared-23, whisper-18) nsubjpass(scared-23, I-21) auxpass(scared-23, 'm-22) root(ROOT-0, scared-23)  ",lightning,11,"case(lightning-11, of-10) nmod:of(zigzags-9, lightning-11) ","against the yellow zigzags of lightning on his chest , and",NN,[],,,,,,,,,"[('of', 'zigzags')]",['of'],['zigzags'],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
