Noun,Noun Count,NN Count,NN Percentage,NNS Count,NNS Percentage,NNP Count,NNP Percentage,NNPS Count,NNPS Percentage,Plural Noun Count,Plural Noun Percentage,Singular Noun Count,Singular Noun Percentage,Bare Plural Noun Count,Bare Plural Noun Percentage,Bare Singular Noun Count,Bare Singular Noun Percentage,Linked Noun Count,Linked Noun Percentage,Noun Negation Count,Noun Negation Percentage,Verb Construction Count,Verb Construction Percentage,VB Count,VB Percentage,VBD Count,VBD Percentage,VBG Count,VBG Percentage,VBN Count,VBN Percentage,VBP Count,VBP Percentage,VBZ Count,VBZ Percentage,Plural Verb Count,Plural Verb Percentage,Singular Verb Count,Singular Verb Percentage,Verb Subject Count,Verb Subject Percentage,Unique Verb Subject Count,Significant Verb Subjects,Significant Verb Subject Count,Verb Object Count,Verb Object Percentage,Unique Verb Object Count,Significant Verb Objects,Significant Verb Object Count,Verb Negation Count,Verb Negation Percentage,Prepositional Phrase Count,Prepositional Phrase Percentage,Prepositional Subject Count,Prepositional Subject Percentage,Unique Prepositional Subject Count,Significant Prepositional Subjects,Prepositional Object Count,Prepositional Object Percentage,Unique Prepositional Object Count,Significant Prepositional Objects,Determiner Count,Determiner Percentage,Unique Determiner Count,Significant Determiners,Indefinite Article Count,Indefinite Article Percentage,Definite Article Count,Definite Article Percentage,Demonstrative Pronoun Count,Demonstrative Pronoun Percentage,Quantifier Count,Quantifier Percentage,Other Determiner Count,Other Determiner Percentage,Conjoined Count,Conjoined Percentage,Unique Conjoined Count,Significant Conjoined,Compound Count,Compound Percentage,Unique Compound Count,Significant Compounds,Adjective Count,Adjective Percentage,Unique Adjective Count,Significant Adjectives,Possesed Count,Possesed Percentage,Unique Possesed Count,Significant Possesed,Possesive Count,Possesive Percentage,Numeric Count,Numeric Percentage,Adverb Count,Adverb Percentage,Appositive Count,Appositive Percentage,Appositional Modifier Count,Appositional Modifier Percentage,Unique Appositional Modifier Count,Significant Appositional Modifiers,Modified Appositive Count,Modified Appositive Percentage,Unique Modified Appositive Count,Significant Modified Appositives,Modal Count,Modal Percentage,Conditional Count,Conditional Percentage,Denumerator Count,Denumerator Percentage,Unit Denumerator Count,Unit Denumerator Percentage,Fuzzy Denumerator Count,Fuzzy Denumerator Percentage,Other Denumerator Count,Other Denumerator Percentage,Allan Count,Allan Percentage,A N Count,A N Percentage,F Ns Count,F Ns Percentage,Ex Pl Count,Ex Pl Percentage,O Den Count,O Den Percentage,All N Count,All N Percentage,Countable Count,Countable Percentage,Uncountable Count,Uncountable Percentage,Verdical Count,Verdical Percentage,NonVerdical Count,NonVerdical Percentage
song,6169,3413,0.55,2743,0.44,12,0.00,1,0.00,2741,0.44,3422,0.55,1533,0.25,715,0.12,3921,0.64,33,0.01,3294,0.53,741,0.22,838,0.25,362,0.11,332,0.10,444,0.13,544,0.17,444,0.13,544,0.17,1350,0.41,370,"{'be': 364, 'have': 45}",2,1944,0.59,380,"{'be': 143, 'play': 104, 'write': 219, 'record': 42, 'hear': 54, 'have': 49, 'sing': 330, 'include': 40}",8,38,0.01,3071,0.50,2197,0.72,1217,{},874,0.28,636,{},3067,0.50,23,"{'a': 908, 'both': 4, 'what': 7, 'that': 108, 'these': 73, 'some': 39, 'all': 41, 'an': 45, 'this': 94, 'every': 28, 'another': 20, 'each': 17, 'such': 9, 'the': 1619, 'any': 19, 'those': 28}",966,0.31,1384,0.45,263,0.09,63,0.02,354,0.12,838,0.14,481,{},1546,0.25,692,"{'love': 85, 'folk': 96}",1701,0.28,592,"{'popular': 61, 'new': 76}",65,0.01,54,{},733,0.12,219,0.04,124,0.02,480,0.08,101,0.21,83,{},139,0.29,125,{},18,0.00,21,0.00,1210,0.20,969,0.80,39,0.03,202,0.17,1309,0.21,950,0.73,39,0.03,118,0.09,202,0.15,0,0,1268,0.21,0,0,71,0.01,32,0.01
sophistication,504,500,0.99,2,0.00,2,0.00,0,0,2,0.00,502,1.00,0,0,323,0.64,181,0.36,2,0.00,199,0.39,39,0.20,29,0.15,18,0.09,25,0.13,29,0.15,58,0.29,29,0.15,58,0.29,68,0.34,40,{'be': 19},1,131,0.66,70,"{'add': 9, 'require': 8, 'have': 8}",3,8,0.04,406,0.81,267,0.66,179,{'level': 26},139,0.34,130,{},138,0.27,8,"{'a': 17, 'both': 1, 'all': 8, 'that': 1, 'this': 5, 'some': 5, 'an': 4, 'the': 97}",24,0.17,88,0.64,5,0.04,5,0.04,13,0.09,180,0.36,139,{},34,0.07,33,{},246,0.49,110,"{'growing': 13, 'political': 12, 'greater': 12, 'technological': 19}",0,0.00,0,{},50,0.10,0,0.00,4,0.01,30,0.06,6,0.20,6,"{'commerce': 1, 'knowledge': 1, 'after': 1, 'experience': 1, 'shifts': 1, 'investment': 1}",9,0.30,9,"{'10': 1, '12': 1, 'masses': 1, 'wiring': 1, 'ideas': 1, 'taxes': 1, 'application': 1, 'audience': 1, 'issues': 1}",1,0.00,1,0.00,20,0.04,19,0.95,0,0,1,0.05,54,0.11,19,0.35,0,0,29,0.54,1,0.02,5,0.09,44,0.09,5,0.01,10,0.02,2,0.00
sorrow,341,272,0.80,67,0.20,2,0.01,0,0,65,0.19,272,0.80,32,0.09,187,0.55,122,0.36,6,0.02,128,0.38,46,0.36,24,0.19,9,0.07,10,0.08,10,0.08,29,0.23,10,0.08,29,0.23,42,0.33,34,{'be': 7},1,86,0.67,59,"{'be': 6, 'express': 12}",2,1,0.01,218,0.64,178,0.82,165,{},40,0.18,38,{},53,0.16,8,"{'a': 5, 'all': 6, 'this': 2, 'an': 1, 'these': 1, 'each': 1, 'such': 1, 'the': 36}",6,0.11,31,0.58,3,0.06,2,0.04,5,0.09,157,0.46,103,{'joys': 12},14,0.04,13,{'love': 2},62,0.18,47,{},0,0.00,0,{},75,0.22,0,0.00,3,0.01,20,0.06,3,0.15,3,"{'patience': 1, 'construction': 1, 'emperor': 1}",7,0.35,7,"{'culmination': 1, 'annoyance': 1, 'insurrection': 1, 'pain': 1, 'regret': 1, 'joy': 1, 'frustration': 1}",1,0.00,0,0.00,7,0.02,6,0.86,0,0,1,0.14,15,0.04,6,0.40,0,0,7,0.47,1,0.07,1,0.07,14,0.04,1,0.00,7,0.02,0,0
sort,6670,5352,0.80,1316,0.20,2,0.00,0,0,1316,0.20,5353,0.80,412,0.06,993,0.15,5265,0.79,55,0.01,3082,0.46,773,0.25,577,0.19,215,0.07,315,0.10,389,0.13,687,0.22,389,0.13,687,0.22,1132,0.37,367,"{'be': 317, 'make': 39}",2,1950,0.63,452,"{'do': 56, 'be': 527, 'have': 142, 'become': 59}",4,77,0.02,7571,1.14,2441,0.32,1715,{},5130,0.68,2794,{},5177,0.78,27,"{'a': 1259, 'both': 5, 'what': 105, 'that': 216, 'this': 546, 'some': 689, 'all': 654, 'an': 38, 'these': 68, 'every': 41, 'another': 35, 'the': 1314, 'any': 180, 'those': 13}",1938,0.37,1261,0.24,698,0.13,839,0.16,425,0.08,392,0.06,339,{},141,0.02,130,{},921,0.14,384,"{'different': 116, 'other': 48, 'same': 120}",11,0.00,11,{},40,0.01,70,0.01,282,0.04,414,0.06,166,0.40,160,{},41,0.10,40,{},34,0.01,99,0.01,1398,0.21,1303,0.93,16,0.01,79,0.06,1639,0.25,1303,0.79,16,0.01,235,0.14,79,0.05,6,0.00,1586,0.24,6,0.00,129,0.02,119,0.02
soul,3725,2933,0.79,781,0.21,11,0.00,0,0,775,0.21,2937,0.79,352,0.09,839,0.23,2534,0.68,35,0.01,1765,0.47,442,0.25,304,0.17,150,0.08,218,0.12,191,0.11,428,0.24,191,0.11,428,0.24,736,0.42,293,{'be': 184},1,1029,0.58,383,"{'be': 115, 'have': 66}",2,55,0.03,2067,0.55,1497,0.72,978,{},570,0.28,400,{},1654,0.44,16,"{'a': 279, 'all': 14, 'that': 5, 'this': 10, 'some': 16, 'an': 22, 'these': 17, 'every': 18, 'another': 10, 'each': 5, 'such': 7, 'the': 1234, 'any': 4, 'those': 11}",299,0.18,1137,0.69,34,0.02,37,0.02,136,0.08,617,0.17,275,"{'body': 87, 'heart': 113}",374,0.10,219,{'mate': 34},871,0.23,385,{'human': 66},46,0.01,42,{},851,0.23,70,0.02,77,0.02,264,0.07,61,0.23,60,{},71,0.27,69,{},7,0.00,23,0.01,376,0.10,292,0.78,12,0.03,72,0.19,466,0.13,277,0.59,12,0.03,99,0.21,72,0.15,6,0.01,448,0.12,6,0.00,89,0.02,22,0.01
sound,5731,4033,0.70,1686,0.29,12,0.00,0,0,1686,0.29,4035,0.70,948,0.17,1584,0.28,3199,0.56,55,0.01,3064,0.53,761,0.25,623,0.20,339,0.11,242,0.08,415,0.14,652,0.21,415,0.14,652,0.21,1223,0.40,387,"{'be': 338, 'come': 40}",2,1841,0.60,467,"{'be': 128, 'make': 173, 'produce': 63, 'hear': 209, 'have': 50}",5,43,0.01,3655,0.64,2028,0.55,1262,{},1627,0.45,991,{},2969,0.52,22,"{'a': 496, 'both': 11, 'all': 29, 'that': 66, 'this': 40, 'some': 14, 'an': 37, 'these': 61, 'every': 12, 'another': 6, 'each': 10, 'such': 6, 'the': 2127, 'any': 28, 'those': 18}",523,0.18,1908,0.64,169,0.06,53,0.02,288,0.10,1106,0.19,576,{},1012,0.18,557,{},1859,0.32,795,{},17,0.00,15,"{'characteristics': 2, 'waters': 2}",223,0.04,57,0.01,121,0.02,452,0.08,108,0.24,97,{},118,0.26,113,{},8,0.00,19,0.00,603,0.11,521,0.86,11,0.02,71,0.12,834,0.15,518,0.62,10,0.01,229,0.27,71,0.09,6,0.01,801,0.14,6,0.00,98,0.02,22,0.00
soup,1422,1181,0.83,235,0.17,6,0.00,0,0,235,0.17,1186,0.83,209,0.15,803,0.56,410,0.29,1,0.00,539,0.38,184,0.34,73,0.14,60,0.11,34,0.06,73,0.14,108,0.20,73,0.14,108,0.20,189,0.35,73,"{'be': 54, 'make': 9, 'bowl': 13, 'have': 10}",4,350,0.65,136,"{'be': 25, 'make': 35, 'serve': 18, 'eat': 21, 'ladle': 15}",5,7,0.01,730,0.51,579,0.79,340,{'bowl': 36},151,0.21,131,{},342,0.24,11,"{'a': 86, 'all': 4, 'this': 43, 'some': 12, 'an': 13, 'these': 2, 'the': 177, 'those': 2}",106,0.31,162,0.47,27,0.08,4,0.01,43,0.13,461,0.32,235,{'stews': 40},594,0.42,208,"{'alphabet': 28, 'pot': 24, 'kitchens': 29, 'vegetable': 22, 'chicken': 46, 'kitchen': 37}",369,0.26,185,{'hot': 27},3,0.00,3,"{'flavors': 1, 'powers': 1, 'texture': 1}",50,0.04,21,0.01,15,0.01,140,0.10,32,0.23,31,{},38,0.27,33,{},1,0.00,5,0.00,114,0.08,98,0.86,0,0,16,0.14,161,0.11,98,0.61,0,0,46,0.29,16,0.10,1,0.01,154,0.11,1,0.00,8,0.01,6,0.00
source,14701,8207,0.56,6477,0.44,17,0.00,0,0,6471,0.44,8208,0.56,4551,0.31,1003,0.07,9147,0.62,172,0.01,7333,0.50,1574,0.21,1120,0.15,457,0.06,740,0.10,1526,0.21,1750,0.24,1526,0.21,1750,0.24,2921,0.40,561,"{'be': 980, 'say': 269, 'include': 84}",3,4412,0.60,624,"{'be': 1872, 'provide': 136, 'identify': 69, 'have': 135, 'become': 179, 'find': 102}",6,114,0.02,14324,0.97,5766,0.40,2435,{},8558,0.60,2749,{'information': 411},7820,0.53,22,"{'a': 2695, 'both': 34, 'all': 90, 'which': 4, 'that': 30, 'these': 212, 'the': 3661, 'some': 86, 'what': 3, 'whatever': 6, 'an': 505, 'this': 108, 'every': 17, 'either': 4, 'another': 198, 'each': 25, 'such': 15, 'neither': 3, 'any': 95, 'those': 27}",3125,0.40,3303,0.42,321,0.04,197,0.03,830,0.11,2054,0.14,1397,{},3154,0.21,824,"{'water': 138, 'food': 178, 'energy': 318, 'power': 93}",7975,0.54,1236,"{'major': 271, 'good': 267, 'primary': 262, 'other': 550, 'new': 163, 'main': 165, 'important': 194}",17,0.00,16,{'information': 2},909,0.06,534,0.04,728,0.05,970,0.07,271,0.28,246,{},214,0.22,192,{},247,0.02,368,0.03,3830,0.26,3238,0.85,172,0.04,420,0.11,4333,0.29,3232,0.75,172,0.04,509,0.12,420,0.10,0,0,4081,0.28,0,0,283,0.02,514,0.03
south,1657,1627,0.98,4,0.00,26,0.02,0,0,2,0.00,1653,1.00,1,0.00,439,0.26,1217,0.73,1,0.00,327,0.20,45,0.14,71,0.22,27,0.08,22,0.07,35,0.11,122,0.37,35,0.11,122,0.37,110,0.34,64,{'be': 38},1,217,0.66,104,"{'be': 42, 'lie': 18, 'pass': 20}",3,1,0.00,1814,1.09,1146,0.63,813,{},668,0.37,426,{},1120,0.68,10,"{'a': 74, 'all': 2, 'this': 2, 'some': 3, 'an': 10, 'each': 2, 'the': 1023, 'those': 2}",78,0.07,1016,0.91,4,0.00,5,0.00,17,0.02,238,0.14,126,"{'west': 27, 'north': 56}",472,0.28,293,{},270,0.16,178,{},2,0.00,2,"{'marshes': 1, 'no': 1}",79,0.05,23,0.01,47,0.03,128,0.08,40,0.31,37,{},24,0.19,24,{},0,0.00,7,0.00,102,0.06,77,0.75,3,0.03,22,0.22,136,0.08,77,0.57,0,0,35,0.26,22,0.16,2,0.01,133,0.08,2,0.00,2,0.00,7,0.00
space,13440,12020,0.89,1416,0.11,4,0.00,0,0,1416,0.11,12020,0.89,875,0.07,8178,0.61,4387,0.33,92,0.01,5470,0.41,1623,0.30,710,0.13,648,0.12,579,0.11,621,0.11,1225,0.22,621,0.11,1225,0.22,1839,0.34,495,"{'be': 566, 'have': 55}",2,3631,0.66,735,"{'be': 205, 'give': 102, 'provide': 120, 'create': 135, 'take': 104, 'have': 208, 'fill': 130}",7,82,0.01,8236,0.61,5993,0.73,2752,{},2243,0.27,1353,{},3915,0.29,23,"{'a': 1015, 'both': 11, 'all': 41, 'that': 96, 'these': 50, 'each': 13, 'some': 53, 'whatever': 4, 'an': 149, 'this': 151, 'every': 12, 'another': 8, 'half': 3, 'such': 15, 'the': 2231, 'any': 36, 'those': 21}",1186,0.30,2065,0.53,286,0.07,69,0.02,259,0.07,2141,0.16,971,{'time': 450},4134,0.31,1126,"{'shuttle': 118, 'station': 164, 'program': 120, 'storage': 152, 'office': 139}",5140,0.38,1135,"{'open': 294, 'outer': 139, 'public': 131, 'empty': 123, 'more': 166}",9,0.00,8,"{'viscous': 1, 'dimensions': 2, 'viability': 1, '70s': 1, 'edges': 1, 'valorization': 1, 'apparel': 1, 'feeling': 1}",438,0.03,119,0.01,257,0.02,708,0.05,167,0.24,142,{},187,0.26,161,{},19,0.00,32,0.00,1293,0.10,1158,0.90,16,0.01,119,0.09,1781,0.13,1157,0.65,14,0.01,484,0.27,119,0.07,7,0.00,1723,0.13,7,0.00,174,0.01,42,0.00
spain,2,2,1.00,0,0,0,0,0,0,0,0,2,1.00,0,0,1,0.50,1,0.50,0,0.00,1,0.50,0,0,0,0,0,0,0,0,0,0,1,1.00,0,0,1,1.00,1,1.00,1,{'filter': 1},1,0,0.00,0,{},0,0,0.00,1,0.50,1,1.00,1,{'meet': 1},0,0.00,0,{},1,0.50,1,{'some': 1},1,1.00,0,0,0,0,0,0,0,0,0,0.00,0,{},0,0.00,0,{},0,0.00,0,{},0,0.00,0,{},0,0.00,0,0.00,1,0.50,0,0.00,0,0,0,{},0,0,0,{},0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speaker,2367,1238,0.52,1125,0.48,4,0.00,0,0,1125,0.48,1238,0.52,695,0.29,284,0.12,1388,0.59,15,0.01,1124,0.47,258,0.23,290,0.26,43,0.04,101,0.09,158,0.14,264,0.23,158,0.14,264,0.23,687,0.61,302,{'be': 126},1,437,0.39,193,"{'be': 95, 'have': 23}",2,21,0.02,1236,0.52,855,0.69,602,{},381,0.31,263,{'house': 31},1171,0.49,17,"{'a': 272, 'both': 6, 'all': 17, 'that': 3, 'this': 6, 'some': 4, 'an': 26, 'these': 7, 'every': 5, 'another': 11, 'each': 19, 'the': 785, 'any': 3, 'those': 4}",278,0.24,656,0.56,20,0.02,31,0.03,179,0.15,484,0.20,316,{},464,0.20,272,{'guest': 41},769,0.32,297,"{'keynote': 37, 'stereo': 32, 'native': 36}",121,0.05,91,{'words': 11},122,0.05,126,0.05,57,0.02,262,0.11,66,0.25,60,{},65,0.25,64,{},9,0.00,11,0.00,431,0.18,294,0.68,14,0.03,123,0.29,454,0.19,288,0.63,14,0.03,28,0.06,123,0.27,1,0.00,446,0.19,1,0.00,35,0.01,19,0.01
specialist,2745,1381,0.50,1358,0.49,6,0.00,0,0,1357,0.49,1381,0.50,1095,0.40,483,0.18,1167,0.43,18,0.01,1252,0.46,318,0.25,293,0.23,49,0.04,122,0.10,238,0.19,221,0.18,238,0.19,221,0.18,831,0.66,307,"{'be': 121, 'say': 66}",2,421,0.34,138,"{'be': 105, 'see': 34, 'include': 20, 'say': 14, 'have': 16}",5,14,0.01,1623,0.59,895,0.55,592,{},728,0.45,485,{},1041,0.38,14,"{'a': 556, 'both': 4, 'all': 16, 'that': 3, 'these': 23, 'some': 19, 'an': 97, 'this': 4, 'every': 3, 'another': 9, 'each': 4, 'the': 291, 'any': 8, 'those': 4}",634,0.61,245,0.24,24,0.02,23,0.02,109,0.10,596,0.22,371,{},1633,0.59,757,{},799,0.29,330,"{'medical': 38, 'other': 40}",30,0.01,28,{},80,0.03,58,0.02,48,0.02,806,0.29,344,0.43,324,{},59,0.07,57,{},2,0.00,20,0.01,716,0.26,628,0.88,36,0.05,52,0.07,737,0.27,619,0.84,35,0.05,31,0.04,52,0.07,0,0,726,0.26,0,0,32,0.01,19,0.01
speculation,909,767,0.84,142,0.16,0,0,0,0,140,0.15,767,0.84,82,0.09,598,0.66,229,0.25,13,0.01,407,0.45,69,0.17,89,0.22,27,0.07,52,0.13,38,0.09,112,0.28,38,0.09,112,0.28,200,0.49,84,{'be': 90},1,207,0.51,113,{'be': 57},1,3,0.01,580,0.64,417,0.72,299,{},163,0.28,139,{},181,0.20,11,"{'a': 21, 'all': 11, 'that': 4, 'this': 19, 'some': 18, 'an': 4, 'these': 17, 'the': 78, 'any': 7}",41,0.23,68,0.38,26,0.14,14,0.08,27,0.15,167,0.18,143,{},76,0.08,51,{'land': 12},353,0.39,180,{'such': 22},0,0.00,0,{},48,0.05,3,0.00,41,0.05,34,0.04,11,0.32,11,{},6,0.18,6,"{'28': 1, 'stop': 1, 'matter': 1, 'usefulness': 1, 'gossip': 1, 'reserve': 1}",3,0.00,14,0.02,30,0.03,24,0.80,4,0.13,2,0.07,53,0.06,24,0.45,4,0.08,17,0.32,2,0.04,6,0.11,46,0.05,6,0.01,16,0.02,14,0.02
speech,5516,4738,0.86,774,0.14,4,0.00,0,0,770,0.14,4741,0.86,424,0.08,2529,0.46,2563,0.46,31,0.01,2349,0.43,530,0.23,624,0.27,257,0.11,308,0.13,210,0.09,388,0.17,210,0.09,388,0.17,870,0.37,338,{'be': 256},1,1479,0.63,423,"{'be': 83, 'make': 124, 'deliver': 98, 'give': 221}",4,57,0.02,3207,0.58,2474,0.77,1359,{'freedom': 163},733,0.23,507,{},1440,0.26,16,"{'a': 693, 'both': 4, 'all': 14, 'that': 37, 'this': 36, 'some': 7, 'an': 52, 'these': 8, 'every': 7, 'either': 2, 'another': 10, 'each': 5, 'such': 2, 'the': 550, 'any': 10, 'those': 3}",736,0.51,479,0.33,73,0.05,27,0.02,117,0.08,821,0.15,479,{},1407,0.26,570,{'acceptance': 64},1548,0.28,523,{'free': 253},5,0.00,5,"{'themes': 1, 'use': 1, 'form': 1, 'line': 1, 'sentiment': 1}",1095,0.20,123,0.02,94,0.02,320,0.06,51,0.16,49,{},109,0.34,101,{},5,0.00,18,0.00,841,0.15,705,0.84,15,0.02,121,0.14,996,0.18,701,0.70,13,0.01,157,0.16,121,0.12,4,0.00,971,0.18,4,0.00,85,0.02,18,0.00
speed,6750,5595,0.83,1150,0.17,5,0.00,0,0,1146,0.17,5594,0.83,931,0.14,3418,0.51,2401,0.36,23,0.00,2807,0.42,814,0.29,404,0.14,343,0.12,230,0.08,349,0.12,628,0.22,349,0.12,628,0.22,967,0.34,263,"{'beat': 28, 'increase': 30, 'make': 28, 'be': 313}",4,1840,0.66,412,"{'be': 98, 'reduce': 48, 'reach': 43, 'increase': 101, 'have': 97, 'pick': 57}",6,38,0.01,4745,0.70,3275,0.69,1591,{},1470,0.31,663,"{'light': 145, 'mph': 80}",1760,0.26,17,"{'a': 346, 'both': 11, 'what': 6, 'that': 29, 'these': 7, 'half': 10, 'some': 11, 'all': 25, 'an': 30, 'this': 31, 'each': 2, 'the': 1230, 'any': 13, 'those': 6}",379,0.22,1093,0.62,61,0.03,36,0.02,180,0.10,1456,0.22,688,{},1836,0.27,584,"{'medium': 164, 'limit': 61, 'wind': 101}",2511,0.37,466,"{'slow': 73, 'top': 176, 'maximum': 58, 'same': 59, 'high': 320, 'full': 66, 'low': 111, 'average': 51, 'higher': 75}",2,0.00,2,"{'allure': 1, 'drive': 1}",558,0.08,137,0.02,142,0.02,384,0.06,84,0.22,72,{},108,0.28,93,{},10,0.00,12,0.00,501,0.07,373,0.74,2,0.00,126,0.25,761,0.11,370,0.49,1,0.00,256,0.34,126,0.17,8,0.01,736,0.11,8,0.00,61,0.01,18,0.00
sphere,1451,1019,0.70,430,0.30,2,0.00,0,0,428,0.29,1018,0.70,226,0.16,51,0.04,1174,0.81,4,0.00,428,0.29,101,0.24,66,0.15,54,0.13,55,0.13,51,0.12,94,0.22,51,0.12,94,0.22,168,0.39,107,{'be': 33},1,260,0.61,151,{'be': 36},1,6,0.01,1475,1.02,952,0.65,744,{},523,0.35,257,"{'life': 32, 'influence': 75}",1035,0.71,17,"{'a': 173, 'both': 7, 'all': 17, 'that': 20, 'this': 34, 'some': 2, 'an': 16, 'these': 20, 'every': 4, 'another': 2, 'such': 2, 'the': 723, 'any': 3, 'those': 9}",188,0.18,690,0.67,69,0.07,24,0.02,58,0.06,156,0.11,138,{},139,0.10,105,{},990,0.68,329,"{'economic': 46, 'political': 57, 'public': 136, 'private': 50}",12,0.01,10,"{'shape': 2, 'surface': 2}",119,0.08,43,0.03,51,0.04,90,0.06,18,0.20,18,{},27,0.30,27,{},0,0.00,5,0.00,245,0.17,190,0.78,4,0.02,51,0.21,263,0.18,190,0.72,4,0.02,18,0.07,51,0.19,0,0,260,0.18,0,0,10,0.01,5,0.00
spirit,5636,4388,0.78,1232,0.22,16,0.00,0,0,1220,0.22,4400,0.78,704,0.12,1138,0.20,3794,0.67,25,0.00,2690,0.48,732,0.27,471,0.18,199,0.07,288,0.11,272,0.10,685,0.25,272,0.10,685,0.25,1171,0.44,445,{'be': 276},1,1519,0.56,501,"{'capture': 54, 'be': 170}",2,59,0.02,4111,0.73,2390,0.58,1492,{},1721,0.42,1010,{},3054,0.54,18,"{'a': 481, 'both': 4, 'all': 8, 'that': 96, 'these': 23, 'some': 7, 'an': 66, 'this': 98, 'another': 4, 'such': 9, 'the': 2246, 'any': 5, 'those': 2}",531,0.17,2093,0.69,186,0.06,13,0.00,217,0.07,1008,0.18,577,{},771,0.14,379,{'world': 38},1790,0.32,624,"{'human': 124, 'evil': 74}",17,0.00,16,{'inability': 2},740,0.13,20,0.00,114,0.02,404,0.07,102,0.25,94,{},100,0.25,100,{},8,0.00,32,0.01,554,0.10,529,0.95,5,0.01,20,0.04,704,0.12,528,0.75,5,0.01,149,0.21,20,0.03,2,0.00,686,0.12,2,0.00,84,0.01,39,0.01
spite,1350,1349,1.00,0,0,1,0.00,0,0,0,0,1350,1.00,0,0,1342,0.99,8,0.01,2,0.00,11,0.01,4,0.36,2,0.18,0,0,0,0,2,0.18,3,0.27,2,0.18,3,0.27,8,0.73,7,"{'emerge': 1, 'lend': 1, 'keep': 1, 'struggle': 1, 'welfare': 1, 'be': 2, 'come': 1}",7,3,0.27,3,"{'prohibit': 1, 'be': 1, 'replace': 1}",3,1,0.09,87,0.06,51,0.59,48,{},36,0.41,36,{},3,0.00,2,"{'the': 2, 'another': 1}",0,0,2,0.67,0,0,0,0,1,0.33,18,0.01,18,{},10,0.01,8,"{'earl': 1, 'gains': 1, 'sam': 1, 'one': 1, 'motive': 1, 'in': 3, 'fences': 1, 'wing': 1}",7,0.01,7,"{'sheer': 1, 'missing': 1, 'equal': 1, 'same': 1, 'culinary': 1, 'comic': 1, 'administering': 1}",0,0.00,0,{},5,0.00,0,0.00,0,0.00,6,0.00,1,0.17,1,{'incivility': 1},2,0.33,2,"{'assumption': 1, 'object': 1}",0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,2,0.00,0,0,0,0,2,1.00,0,0,0,0,2,0.00,0,0,3,0.00,0,0
sport,9045,4247,0.47,4769,0.53,29,0.00,0,0,4769,0.53,4258,0.47,4177,0.46,2365,0.26,2503,0.28,56,0.01,3143,0.35,690,0.22,573,0.18,308,0.10,376,0.12,440,0.14,698,0.22,440,0.14,698,0.22,1380,0.44,474,{'be': 360},1,1763,0.56,482,"{'be': 355, 'play': 96}",2,48,0.02,4044,0.45,3310,0.82,1638,{},734,0.18,407,{},2071,0.23,35,"{'a': 497, 'both': 11, 'what': 7, 'which': 5, 'that': 26, 'these': 35, 'some': 24, 'all': 70, 'an': 54, 'this': 66, 'every': 29, 'another': 15, 'each': 25, 'such': 10, 'the': 1090, 'any': 72, 'those': 14}",557,0.27,1033,0.50,131,0.06,175,0.08,149,0.07,1171,0.13,622,{},3967,0.44,1102,"{'car': 114, 'participation': 118, 'team': 125}",1722,0.19,475,"{'professional': 116, 'other': 148, 'competitive': 65}",110,0.01,99,{},358,0.04,137,0.02,161,0.02,482,0.05,96,0.20,89,{},145,0.30,116,{},19,0.00,54,0.01,775,0.09,577,0.74,44,0.06,154,0.20,882,0.10,532,0.60,42,0.05,148,0.17,154,0.17,6,0.01,868,0.10,6,0.00,104,0.01,65,0.01
sport,9045,4247,0.47,4769,0.53,29,0.00,0,0,4769,0.53,4258,0.47,4177,0.46,2365,0.26,2503,0.28,56,0.01,3143,0.35,690,0.22,573,0.18,308,0.10,376,0.12,440,0.14,698,0.22,440,0.14,698,0.22,1380,0.44,474,{'be': 360},1,1763,0.56,482,"{'be': 355, 'play': 96}",2,48,0.02,4044,0.45,3310,0.82,1638,{},734,0.18,407,{},2071,0.23,35,"{'a': 497, 'both': 11, 'what': 7, 'which': 5, 'that': 26, 'these': 35, 'some': 24, 'all': 70, 'an': 54, 'this': 66, 'every': 29, 'another': 15, 'each': 25, 'such': 10, 'the': 1090, 'any': 72, 'those': 14}",557,0.27,1033,0.50,131,0.06,175,0.08,149,0.07,1171,0.13,622,{},3967,0.44,1102,"{'car': 114, 'participation': 118, 'team': 125}",1722,0.19,475,"{'professional': 116, 'other': 148, 'competitive': 65}",110,0.01,99,{},358,0.04,137,0.02,161,0.02,482,0.05,96,0.20,89,{},145,0.30,116,{},19,0.00,54,0.01,775,0.09,577,0.74,44,0.06,154,0.20,882,0.10,532,0.60,42,0.05,148,0.17,154,0.17,6,0.01,868,0.10,6,0.00,104,0.01,65,0.01
