sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"For the first time since a civilian president took office in 1985 , the Congress showed itself inclined to limit , at least minimally , the jurisdiction of federal military justice.",justice,"case(justice-31, of-28) amod(justice-31, federal-29) amod(justice-31, military-30) nmod:of(jurisdiction-27, justice-31) ",NN,,,,,,,,of jurisdiction,of,jurisdiction,,,,,,,"federal, military","[0.0475, 0.008333333333333333]","[0.016666666666666666, 0.02125]","[0.00875, 0.0025]","[0.10208333333333332, 0.0325]","[0.22166666666666665, 0.1025]","[0.0175, 0.0]","[0.09875, 0.044000000000000004]","[0.055, 0.0225]","[0.1745833333333333, 0.033916666666666664]","[0.029999999999999995, 0.0025]","[0.11, 0.6975]","[0.03, 0.0125]","[0.0875, 0.02]",,,,,,,,,,,,singular,linked,,,unknown,unknown
Deputy Bicudo proclaimed that all citizens are equal before the law and for this very reason should be tried by the same justice system .,justice,"compound(system-24, justice-23) ",NN,,,,,,,,,,,,,,,,system,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Although both are military personnel , the military policeman will be tried in civil courts while the soldier will still be tried by federal military justice .",justice,"case(justice-26, by-23) amod(justice-26, federal-24) amod(justice-26, military-25) nmod:by(tried-22, justice-26) ",NN,,,,,,,,by tried,by,tried,,,,,,,"federal, military","[0.0475, 0.008333333333333333]","[0.016666666666666666, 0.02125]","[0.00875, 0.0025]","[0.10208333333333332, 0.0325]","[0.22166666666666665, 0.1025]","[0.0175, 0.0]","[0.09875, 0.044000000000000004]","[0.055, 0.0225]","[0.1745833333333333, 0.033916666666666664]","[0.029999999999999995, 0.0025]","[0.11, 0.6975]","[0.03, 0.0125]","[0.0875, 0.02]",,,,,,,,,,,,singular,linked,,,unknown,unknown
( n56 ) He then passed the matter on to the Ministerio da Justica without ever explaining when it would be opportune to make this change in federal military justice .,justice,"case(justice-30, in-27) amod(justice-30, federal-28) amod(justice-30, military-29) nmod:in(change-26, justice-30) ",NN,,,,,,,,in change,in,change,,,,,,,"federal, military","[0.0475, 0.008333333333333333]","[0.016666666666666666, 0.02125]","[0.00875, 0.0025]","[0.10208333333333332, 0.0325]","[0.22166666666666665, 0.1025]","[0.0175, 0.0]","[0.09875, 0.044000000000000004]","[0.055, 0.0225]","[0.1745833333333333, 0.033916666666666664]","[0.029999999999999995, 0.0025]","[0.11, 0.6975]","[0.03, 0.0125]","[0.0875, 0.02]",,,,,,,,,,,,singular,linked,,,unknown,unknown
Minister of Justice Nelson Jobim was left with the task of developing a new bill that would remove intentional crimes committed by federal military personnel from the jurisdiction of civil justice .,justice,"case(justice-31, of-29) amod(justice-31, civil-30) nmod:of(jurisdiction-28, justice-31) ",NN,,,,,,,,of jurisdiction,of,jurisdiction,,,,,,,civil,[0.08],[0.035208333333333335],[0.015],[0.11433333333333334],[0.0725],[0.07125],[0.09875],[0.045],[0.1279583333333333],[0.07041666666666667],[0.105],[0.10208333333333335],[0.0625],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Forced to explain the reason for this behavior but unable to reveal that the real reason for concocting a new bill was the veto of the military ministers , Jobim offered a technical explanation : "" Military crimes must be tried by military justice .",justice,"case(justice-44, by-42) amod(justice-44, military-43) nmod:by(tried-41, justice-44) ",NN,,,,,,,,by tried,by,tried,,,,,,,military,[0.008333333333333333],[0.02125],[0.0025],[0.0325],[0.1025],[0.0],[0.044000000000000004],[0.0225],[0.033916666666666664],[0.0025],[0.6975],[0.0125],[0.02],,,,,,,,,,,,singular,linked,,,unknown,unknown
Police crimes must be tried by civil justice .,justice,"case(justice-8, by-6) amod(justice-8, civil-7) nmod:by(tried-5, justice-8) ",NN,,,,,,,,by tried,by,tried,,,,,,,civil,[0.08],[0.035208333333333335],[0.015],[0.11433333333333334],[0.0725],[0.07125],[0.09875],[0.045],[0.1279583333333333],[0.07041666666666667],[0.105],[0.10208333333333335],[0.0625],,,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> In fact , the Federal Constitution of 1988 continues almost unchanged in regard to the Military Constitution of 1967-1969 and the principles that orient military justice .",justice,"amod(justice-27, military-26) dobj(orient-25, justice-27) ",NN,,VBP,,,orient,orient,,,,,,,,,,,military,[0.008333333333333333],[0.02125],[0.0025],[0.0325],[0.1025],[0.0],[0.044000000000000004],[0.0225],[0.033916666666666664],[0.0025],[0.6975],[0.0125],[0.02],,,,,,,,,,,,singular,linked,plural,EX-PL,countable,unknown
"The Codigo Penal Militar and the Codigo de Processo Penal Militar as well as state and federal military justice under the military regime continue to define what is a military crime , its forms and procedures of judgment , as well as military organization .",justice,"amod(justice-19, federal-17) amod(justice-19, military-18) nmod:under(justice-19, regime-23) conj:and(Militar-4, justice-19) conj:and(Militar-11, justice-19) ",NN,,,,,,,,under regime,under,,regime,,,"and, and","militar, militar",,"federal, military","[0.0475, 0.008333333333333333]","[0.016666666666666666, 0.02125]","[0.00875, 0.0025]","[0.10208333333333332, 0.0325]","[0.22166666666666665, 0.1025]","[0.0175, 0.0]","[0.09875, 0.044000000000000004]","[0.055, 0.0225]","[0.1745833333333333, 0.033916666666666664]","[0.029999999999999995, 0.0025]","[0.11, 0.6975]","[0.03, 0.0125]","[0.0875, 0.02]",,,,,,,,,,,,singular,linked,,,unknown,unknown
"In other words , military justice , with the due permission of the Brazilian Congress , has become an authoritarian enclave within the state apparatus , whether because members of the military believe that they are better protected in military courts or because they have no confidence in civil justice .",justice,"amod(justice-6, military-5) nmod:with(justice-6, permission-11) nsubj(become-18, justice-6) ",NN,,VBN,become,become,,,,with permission,with,,permission,,,,,,military,[0.008333333333333333],[0.02125],[0.0025],[0.0325],[0.1025],[0.0],[0.044000000000000004],[0.0225],[0.033916666666666664],[0.0025],[0.6975],[0.0125],[0.02],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"In other words , military justice , with the due permission of the Brazilian Congress , has become an authoritarian enclave within the state apparatus , whether because members of the military believe that they are better protected in military courts or because they have no confidence in civil justice .",justice,"case(justice-50, in-48) amod(justice-50, civil-49) nmod:in(confidence-47, justice-50) ",NN,,,,,,,,in confidence,in,confidence,,,,,,,civil,[0.08],[0.035208333333333335],[0.015],[0.11433333333333334],[0.0725],[0.07125],[0.09875],[0.045],[0.1279583333333333],[0.07041666666666667],[0.105],[0.10208333333333335],[0.0625],,,,,,,,,,,,singular,linked,,,unknown,unknown
They merely denounced the fact that the draft bill had assigned to civil justice only intentional crimes committed by military police against the lives of civilians .,justice,"compound(crimes-17, justice-14) ",NN,,,,,,,,,,,,,,,,crimes,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"A significant number of clergy and bishops remain committed to social justice issues , an attitude reflected in their continuing statements on economic matters and continuing -- if controversial -- support for groups like the Comissao Pastoral da Terra .",justice,"compound(issues-13, justice-12) ",NN,,,,,,,,,,,,,,,,issues,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
Recent developments in a number of evangelical churches also suggest a growing awareness of social justice issues ( Cook 1997 ) .,justice,"compound(issues-17, justice-16) ",NN,,,,,,,,,,,,,,,,issues,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"But how can these insights be transposed into a more evocative ethnography , and how can we do justice to them in our ethnographic representation ?",justice,"dobj(do-18, justice-19) ",NN,,VB,,,do,do,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"In this case , then , magistrates presented themselves as purveyors of a new law but were willing to forge in practice a new kind of justice combining local and introduced principles ( see also Scaglion 1990 ; Westermark 1986 ) .",justice,"case(justice-27, of-26) acl(justice-27, combining-28) nmod:of(kind-25, justice-27) ",NN,,,,,,,,of kind,of,kind,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"The pastors sometimes worked with the magistrates to root out sorcery and other kinds of "" sin "" but sometimes told their followers to stay away from the courts since prosecuting someone who had wronged you showed that one lacked faith in God 's ability to bring justice to the world ( Brison 1998 ) .",justice,"dobj(bring-47, justice-48) ",NN,,VB,,,bring,bring,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Ronald also suggested that Samama was going against his own Christian principles in hitting his daughter-in-law - indeed , a blatant instance of not leaving justice in God 's hands .",justice,"dobj(leaving-25, justice-26) ",NN,,VBG,,,leaving,leave,not,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,verdical
"Through his struggle for justice and change , Jacob finds himself also in opposition to his parental generation .",justice,"case(justice-5, for-4) cc(justice-5, and-6) conj:and(justice-5, change-7) nmod:for(struggle-3, justice-5) ",NN,,,,,,,,for struggle,for,struggle,,,,and,change,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"It is a community which in my opinion continues to present great contradictions , where important values such as that of religion remain -- even if not with the strength they once had -- the value of family , of friendship , a sense of solidarity ... but there still remain many problems of the past , many difficulties , so many forms of malaise tied to the agropastoral world , often made of an approximate justice , a self-made justice , of wrongs answered by other wrongs .",justice,"case(justice-77, of-74) det(justice-77, an-75) amod(justice-77, approximate-76) appos(justice-77, justice-81) nmod:of(made-73, justice-77) ",NN,,,,,,,,of made,of,made,,an,indefinite article,,,,approximate,[0.095],[0.10458333333333333],[0.00975],[0.07],[0.115],[0.0475],[0.04875],[0.0025],[0.13691666666666666],[0.07125],[0.0825],[0.15125],[0.065],,,,,"modified, justice",,justice,,,an,unit,singular,linked,,A+N,countable,unknown
"It is a community which in my opinion continues to present great contradictions , where important values such as that of religion remain -- even if not with the strength they once had -- the value of family , of friendship , a sense of solidarity ... but there still remain many problems of the past , many difficulties , so many forms of malaise tied to the agropastoral world , often made of an approximate justice , a self-made justice , of wrongs answered by other wrongs .",justice,"det(justice-81, a-79) amod(justice-81, self-made-80) appos(justice-77, justice-81) ",NN,,,,,,,,,,,,a,indefinite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,"modifier, justice",justice,,,,a,unit,singular,linked,,A+N,countable,unknown
"<p> This binary vision of the past , bracketing off the history attached to the world of shepherds as needful of Christian social intervention , perceives an agropastoral world that challenged the moral authority of centralized justice and of the Catholic Church , and inferred that among youth there had been an infelicitous transformation of the cultural notion of balentia ( the show of strength and ability vital to traditional shepherds ) to affirm violence and aggression.",justice,"case(justice-37, of-35) amod(justice-37, centralized-36) nmod:of(authority-34, justice-37) ",NN,,,,,,,,of authority,of,authority,,,,,,,centralized,[0.055],[0.01125],[0.01],[0.14833333333333334],[0.04],[0.07958333333333334],[0.12875],[0.009166666666666667],[0.06625],[0.12166666666666666],[0.1],[0.1175],[0.1125],,,,,,,,,,,,singular,linked,,,unknown,unknown
"While the languages of race and nation in the nineteenth century were relatively new , the virtual consensus about the necessity and justice of European imperialism recalls the pre-Enlightenment discourse on empire .",justice,"nmod:about(consensus-18, justice-23) conj:and(necessity-21, justice-23) ",NN,,,,,,,,about consensus,about,consensus,,,,and,necessity,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Kant goes on to formulate an entire category of justice -- "" cosmopolitan right "" -- in large part to elaborate his attack upon European imperialism ( Muthu , 2000 ) .",justice,"case(justice-10, of-9) nmod:of(category-8, justice-10) ",NN,,,,,,,,of category,of,category,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
His further implication must be that the human stature can not depend on our ability to ascertain truth or achieve justice .,justice,"dobj(achieve-20, justice-21) ",NN,,VB,,,achieve,achieve,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Truth is enough for the human stature , while justice is required to recognize the status of individuals .",justice,"nsubjpass(required-12, justice-10) nsubj(recognize-14, justice-10) ",NN,,VB,recognize,recognize,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
But somewhat less than the ideal counts ; some portion of justice .,justice,"case(justice-12, of-11) nmod:of(portion-10, justice-12) ",NN,,,,,,,,of portion,of,portion,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Almost all cultures work with the same rough idea of what is elementarily just or unjust , even though it is often quite difficult or even impossible to decide particular cases rationally ; even though it is humanly impossible to adhere fully and perfectly to justice ; and even though it is close to humanly impossible to accord supremacy to justice over all other purpose and aspirations .",justice,"case(justice-46, to-45) nmod:to(adhere-41, justice-46) ",NN,,,,,,,,to adhere,to,adhere,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Almost all cultures work with the same rough idea of what is elementarily just or unjust , even though it is often quite difficult or even impossible to decide particular cases rationally ; even though it is humanly impossible to adhere fully and perfectly to justice ; and even though it is close to humanly impossible to accord supremacy to justice over all other purpose and aspirations .",justice,"case(justice-61, to-60) nmod:to(humanly-55, justice-61) ",NN,,,,,,,,to humanly,to,humanly,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Fifth , it is certainly true that an overall assessment of any culture 's success in attaining a measure of systematic justice and avoiding reliance on untruth can be excruciatingly hard and liable to change .",justice,"case(justice-22, of-20) amod(justice-22, systematic-21) nmod:of(measure-19, justice-22) ",NN,,,,,,,,of measure,of,measure,,,,,,,systematic,[0.06],[0.0225],[0.012875000000000001],[0.17125],[0.04],[0.11875],[0.095625],[0.025],[0.05462500000000001],[0.09625],[0.11],[0.103125],[0.09],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Most people understand that to claim , for example , that a particular practice is moral just because they say it is , means that there is no such thing as morality ( or justice or propriety ) .",justice,"cc(justice-35, or-34) cc(justice-35, or-36) conj:or(justice-35, propriety-37) dep(morality-32, justice-35) ",NN,,,,,,,,,,,,,,or,propriety,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"The standards used may not be universalist , but must be more than local ; it is understood that societies must endure trial by contrast ; and the comparisons often make reference to morality ( or justice or propriety ) and to truth .",justice,"cc(justice-37, or-36) cc(justice-37, or-38) conj:or(justice-37, propriety-39) dep(morality-34, justice-37) ",NN,,,,,,,,,,,,,,or,propriety,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Standards of both decency and justice have important parts to play in our practical judgment , and the most defensible conception of liberal pluralism will not force us to choose between the two .",justice,"nmod:of(Standards-1, justice-6) conj:and(decency-4, justice-6) ",NN,,,,,,,,of Standards,of,standards,,,,and,decency,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Although Berlin says that rigorous justice and mercy are not commensurable , a critic may reasonably argue that justice tempered by mercy is better , all things considered , than rigorous justice that is not tempered by mercy .",justice,"amod(justice-6, rigorous-5) cc(justice-6, and-7) conj:and(justice-6, mercy-8) nsubj(commensurable-11, justice-6) ",NN,,VBP,are,be,,,,,,,,,,and,mercy,,rigorous,[0.06166666666666666],[0.028541666666666667],[0.01875],[0.2],[0.0475],[0.056666666666666664],[0.1025],[0.02],[0.101875],[0.11],[0.0925],[0.0925],[0.0675],,,,,,,,,,,,singular,linked,plural,EX-PL,countable,unknown
"Although Berlin says that rigorous justice and mercy are not commensurable , a critic may reasonably argue that justice tempered by mercy is better , all things considered , than rigorous justice that is not tempered by mercy .",justice,"acl(justice-19, tempered-20) nsubj(better-24, justice-19) ",NN,,VBZ,is,be,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"Although Berlin says that rigorous justice and mercy are not commensurable , a critic may reasonably argue that justice tempered by mercy is better , all things considered , than rigorous justice that is not tempered by mercy .",justice,"case(justice-32, than-30) amod(justice-32, rigorous-31) ref(justice-32, that-33) acl:relcl(justice-32, tempered-36) nmod:than(considered-28, justice-32) nsubjpass(tempered-36, justice-32) ",NN,,VBN,tempered,temper,,,not,than considered,than,considered,,,,,,,rigorous,[0.06166666666666666],[0.028541666666666667],[0.01875],[0.2],[0.0475],[0.056666666666666664],[0.1025],[0.02],[0.101875],[0.11],[0.0925],[0.0925],[0.0675],,,,,,,,,,,,singular,linked,ambiguous,,unknown,verdical
"If the critic is correct , then rigorous justice and mercy are commensurable .",justice,"advmod(justice-9, then-7) amod(justice-9, rigorous-8) cc(justice-9, and-10) conj:and(justice-9, mercy-11) nsubj(commensurable-13, justice-9) ",NN,,VBP,are,be,,,,,,,,,,and,mercy,,rigorous,[0.06166666666666666],[0.028541666666666667],[0.01875],[0.2],[0.0475],[0.056666666666666664],[0.1025],[0.02],[0.101875],[0.11],[0.0925],[0.0925],[0.0675],,,,then,,,,,,,,singular,linked,plural,EX-PL,countable,unknown
"Rigorous justice , to return to Berlin 's example , conflicts with mercy and compassion .",justice,"amod(justice-2, Rigorous-1) nsubj(conflicts-11, justice-2) ",NN,,VBZ,conflicts,conflict,,,,,,,,,,,,,rigorous,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"If we understand the concepts of justice , mercy , and compassion , and understand that each reflects an objective value , we can know this about their relationship .",justice,"case(justice-7, of-6) conj:and(justice-7, mercy-9) cc(justice-7, and-11) conj:and(justice-7, compassion-12) nmod:of(concepts-5, justice-7) ",NN,,,,,,,,of concepts,of,concepts,,,,"and, and","mercy, compassion",,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Because justice , mercy , and compassion are valuable -- and not merely valuable as means to more valuable ends -- pursuing rigorous justice entails forsaking the valuable ends of mercy and compassion .",justice,"conj:and(justice-2, mercy-4) cc(justice-2, and-6) conj:and(justice-2, compassion-7) nsubj(valuable-9, justice-2) ",NN,,VBP,are,be,,,,,,,,,,"and, and","mercy, compassion",,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,plural,EX-PL,countable,unknown
"Because justice , mercy , and compassion are valuable -- and not merely valuable as means to more valuable ends -- pursuing rigorous justice entails forsaking the valuable ends of mercy and compassion .",justice,"amod(justice-24, rigorous-23) dobj(pursuing-22, justice-24) ",NN,,VBG,,,pursuing,pursue,,,,,,,,,,,rigorous,[0.06166666666666666],[0.028541666666666667],[0.01875],[0.2],[0.0475],[0.056666666666666664],[0.1025],[0.02],[0.101875],[0.11],[0.0925],[0.0925],[0.0675],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"And in so doing , they are not making an objective mistake simply by virtue of such an unavoidable choice , such as the choice between pursuing justice or pursuing mercy and compassion . """,justice,"dobj(pursuing-27, justice-28) ",NN,,VBG,,,pursuing,pursue,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Justice , rigorous justice , is for some people an absolute value , but it is not comparable with what may be no less ultimate values for them -- mercy , compassion -- as arises in concrete cases "" ( Berlin , 1991b : 12 ) .",justice,"amod(justice-4, rigorous-3) appos(Justice-1, justice-4) ",NN,,,,,,,,,,,,,,,,,rigorous,[0.06166666666666666],[0.028541666666666667],[0.01875],[0.2],[0.0475],[0.056666666666666664],[0.1025],[0.02],[0.101875],[0.11],[0.0925],[0.0925],[0.0675],,,,,"modifier, justice",justice,,,,,,singular,linked,,,unknown,unknown
"But if they pursue less than the best that imperfection has to offer , for example , by pursuing neither justice nor mercy and compassion , but evil , then they are making an objective ( moral ) mistake , according to liberal pluralism .",justice,"det(justice-21, neither-20) cc(justice-21, nor-22) conj:nor(justice-21, mercy-23) conj:nor(justice-21, compassion-25) dobj(pursuing-19, justice-21) ",NN,,VBG,,,pursuing,pursue,,,,,,neither,other,"nor, nor","mercy, compassion",,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Thoughtful people can understand the meaning of justice and still think that mercy and compassion -- coupled with some other values , such as truth telling to victims by perpetrators of crimes , with the victims ' consent -- can completely displace or override the value of justice .",justice,"case(justice-8, of-7) nmod:of(meaning-6, justice-8) ",NN,,,,,,,,of meaning,of,meaning,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Thoughtful people can understand the meaning of justice and still think that mercy and compassion -- coupled with some other values , such as truth telling to victims by perpetrators of crimes , with the victims ' consent -- can completely displace or override the value of justice .",justice,"case(justice-48, of-47) nmod:of(value-46, justice-48) ",NN,,,,,,,,of value,of,value,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"( n5 ) <p> The defenders of amnesty may be mistaken in thinking that mercy , compassion , and truth telling completely displace justice , but they still may not be making a conceptual mistake about the meaning of justice , mercy , compassion , and truth telling .",justice,"amod(justice-24, displace-23) dobj(telling-21, justice-24) ",NN,,VBG,,,telling,tell,,,,,,,,,,,displace,[0.044583333333333336],[0.10875],[0.008333333333333333],[0.065],[0.1375],[0.02],[0.1245],[0.0275],[0.25083333333333335],[0.04],[0.075],[0.0275],[0.0705],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"( n5 ) <p> The defenders of amnesty may be mistaken in thinking that mercy , compassion , and truth telling completely displace justice , but they still may not be making a conceptual mistake about the meaning of justice , mercy , compassion , and truth telling .",justice,"case(justice-40, of-39) conj:and(justice-40, mercy-42) conj:and(justice-40, compassion-44) cc(justice-40, and-46) conj:and(justice-40, truth-47) acl(justice-40, telling-48) nmod:of(meaning-38, justice-40) ",NN,,,,,,,,of meaning,of,meaning,,,,"and, and, and","mercy, compassion, truth",,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"So why should liberal pluralism defend a moral minimum and thereby discourage people from criticizing societies that fall short of what justice , not just decency , demands ?",justice,"neg(justice-22, not-24) advmod(justice-22, just-25) dep(justice-22, decency-26) nsubj(demands-28, justice-22) ",NN,not,VBZ,demands,demand,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,just,,,,,,,,singular,bare singular,singular,,unknown,verdical
"At its best , liberal pluralism should serve to supplement rather than to supplant the more comprehensive moral judgments that are directed at societies , such as judgments about their justice .",justice,"case(justice-31, about-29) nmod:poss(justice-31, their-30) nmod:about(judgments-28, justice-31) ",NN,,,,,,,,about judgments,about,judgments,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,their,,,,,,,,,,singular,bare singular,,,unknown,unknown
"More comprehensive conceptions , of justice for example , hold societies up to standards that go considerably beyond those of decency .",justice,"case(justice-6, of-5) nmod:for(justice-6, example-8) nmod:of(conceptions-3, justice-6) ",NN,,,,,,,,"for example, of conceptions","for, of",conceptions,example,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Liberal pluralism offers a set of standards -- of decency , legitimacy , or reasonableness -- that those of us who also defend conceptions of justice may be able to agree upon when we can not agree upon conceptions of justice .",justice,"case(justice-27, of-26) nmod:of(conceptions-25, justice-27) ",NN,,,,,,,,of conceptions,of,conceptions,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Liberal pluralism offers a set of standards -- of decency , legitimacy , or reasonableness -- that those of us who also defend conceptions of justice may be able to agree upon when we can not agree upon conceptions of justice .",justice,"case(justice-42, of-41) nmod:of(conceptions-40, justice-42) ",NN,,,,,,,,of conceptions,of,conceptions,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Of course , some conceptions of justice may lead us to reject some conceptions of liberal pluralism .",justice,"case(justice-7, of-6) nmod:of(conceptions-5, justice-7) ",NN,,,,,,,,of conceptions,of,conceptions,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
But the substantive arguments change as our evaluative standard shifts from justice to decency .,justice,"case(justice-12, from-11) nmod:to(justice-12, decency-14) nmod:from(change-5, justice-12) ",NN,,,,,,,,"to decency, from change","to, from",change,decency,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> As long as liberal pluralism does not claim to be a substitute for a conception of justice , it can play a valuable role in the realm of practical judgment .",justice,"case(justice-18, of-17) nmod:of(conception-16, justice-18) ",NN,,,,,,,,of conception,of,conception,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"In light of the fact that most conceptions of justice regard all existing political orders as unjust to some degree , a standard of decency may be more appropriate to the task of discriminating between those political orders that are worthy of some minimal degree of respect and those that are not .",justice,"case(justice-10, of-9) nmod:of(conceptions-8, justice-10) ",NN,,,,,,,,of conceptions,of,conceptions,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Thinking about what constitutes a moral minimum for making a society decent should not prevent us from judging that same society by a conception of justice , which is more demanding , unless the moral minimum is the most that anyone can morally expect from any society .",justice,"case(justice-26, of-25) ref(justice-26, which-28) acl:relcl(justice-26, demanding-31) nmod:of(conception-24, justice-26) nsubj(demanding-31, justice-26) ",NN,,VBZ,is,be,,,,of conception,of,conception,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
<p> We need not choose between defending a standard of decency and a standard of justice .,justice,"case(justice-16, of-15) nmod:of(standard-14, justice-16) ",NN,,,,,,,,of standard,of,standard,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"A standard of decency and justice each has its own place in our practical judgment , and each can be defended quite independently of whether there are incommensurable ways of life .",justice,"nmod:of(standard-2, justice-6) conj:and(decency-4, justice-6) ",NN,,,,,,,,of standard,of,standard,,,,and,decency,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
Merely decent societies can be compared by a common measure of justice .,justice,"case(justice-12, of-11) nmod:of(measure-10, justice-12) ",NN,,,,,,,,of measure,of,measure,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
