sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"The noted Moroccan theater critic Abdul-Haqq al-Zirwali wrote a laudatory review of the performance in which he commented on the symbolic title of the play , explaining that the word "" key "" suggests locked doors , locked windows , and locked horizons , and the desperate search to find the key to unlock them.",key,"det(key-32, the-29) compound(key-32, word-30) dobj(explaining-27, key-32) ",NN,,VBG,,,explaining,explain,,,,,,the,,,word,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The noted Moroccan theater critic Abdul-Haqq al-Zirwali wrote a laudatory review of the performance in which he commented on the symbolic title of the play , explaining that the word "" key "" suggests locked doors , locked windows , and locked horizons , and the desperate search to find the key to unlock them.",key,"det(key-52, the-51) dobj(find-50, key-52) ",NN,,VB,,,find,find,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"In lines 15-20 , the moon collaborates with the hero in prison , bringing him good news from his faraway beloved and giving him a silver key .",key,"det(key-27, a-25) amod(key-27, silver-26) dobj(giving-23, key-27) ",NN,,VBG,,,giving,give,,,,,,a,,,,silver,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"Working together , we can advance key global and regional security and commercial interests .",key,"nmod:npmod(global-8, key-7) ",NN,,,,,,,,npmod global,npmod,global,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"But the key , and surely incontestable , fact raised by Heilbrunn was that these changes are sources of debate and contestation inside and outside of the SSRC ( why else is space being devoted to the issue in this journal ? )",key,"det(key-3, the-2) cc(key-3, and-5) conj:and(key-3, incontestable-7) nsubj(sources-18, key-3) ",NN,,VBD,was,be,,,,,,,,the,and,incontestable,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"2 Like all Native American writers , Erdrich shares the assumption that history holds the key to understanding contemporary Native American life .",key,"det(key-16, the-15) dobj(holds-14, key-16) ",NN,,VBZ,,,holds,hold,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"It is also the key to unlock Bellow 's technique of internal oppositions , such as the intricate connections between the common and the extraordinary ( Mr. Sammler 's Planet ) ; the everyday and the eternal ( Herzog ) ; the material and the transcendent , as in Humboldt 's Gift ) ; remembering one 's Jewish heritage and allowing oneself to forget or deny it ( The Bellarosa Connection ) .",key,"nsubj(key-5, It-1) cop(key-5, is-2) advmod(key-5, also-3) det(key-5, the-4) nmod:to(key-5, technique-10) nmod:such_as(key-5, connections-19) parataxis(key-5, remembering-55) parataxis(key-5, allowing-61) root(ROOT-0, key-5) ",NN,,VBZ,,,is,be,,"to technique, such_as connections","to, such_as",,"technique, connections",the,,,,,,,,also,,,,,,,,singular,singular,[],unknown,unknown
"About his own work he provided a single key , as he laughingly remarked , "" it 's all in the language . """,key,"det(key-9, a-7) amod(key-9, single-8) dobj(provided-6, key-9) ",NN,,VBD,,,provided,provide,,,,,,a,,,,single,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
-- I had been offered the key .,key,"det(key-7, the-6) dobj(offered-5, key-7) ",NN,,VBN,,,offered,offer,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"In place of behaviorist experimentation , the practice of which , of course , has been inaccessible to historians , some psychologists , along with a number of anthropologists , sociologists and others , have been engaged in the analysis of first-person testimonies and narratives in search of the keys to processes by which the self is constituted in the acts of living , and by which social interactions , in this case between writer and reader , are structured .",keys,"case(keys-50, of-48) det(keys-50, the-49) nmod:of(search-47, keys-50) ",NNS,,,,,,,,of search,of,search,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
The first key to the possibility of relatively egalitarian development is to follow a labor-intensive growth path.,key,"det(key-3, The-1) amod(key-3, first-2) nmod:to(key-3, possibility-6) nsubj(is-11, key-3) nsubj(follow-13, key-3) ",NN,,VBZ,is,be,,,,to possibility,to,,possibility,the,,,,first,,,,,,,,,,,,singular,singular,[],unknown,unknown
"In Geddes 's analysis , a reformed or partially insulated bureaucracy is the key to development , which is defined in the Brazilian case as large-scale industrialization .",key,"nmod:in(key-14, analysis-4) nsubj(key-14, bureaucracy-11) cop(key-14, is-12) det(key-14, the-13) nmod:to(key-14, development-16) root(ROOT-0, key-14) ",NN,,NN,,,is,be,,"in analysis, to development","in, to",,"analysis, development",the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> The timing and mechanism of the lobster 's evolution into a high-priced luxury food are obscure , but it is known that a lobster food fishery began in the Florida keys in the early part of the twentieth century and received a stimulus in 1912 , when the Overseas Railroad opened up mainland markets ( Labinsky , Gregory , and Conti 1980 , 30 ) .",keys,"case(keys-32, in-29) det(keys-32, the-30) compound(keys-32, Florida-31) nmod:in(began-28, keys-32) ",NNS,,,,,,,,in began,in,began,,the,,,florida,,,,,,,,,,,,,plural,,[],unknown,unknown
"This submerged plain , out of which the islands , islets , and keys of the archipelago emerge , is bordered on its outer edge by extensive stretches of barrier reefs that protect shelf waters and restrict interactions between them and the adjacent seas .",keys,"nmod:of(keys-14, archipelago-17) conj:and(islands-9, keys-14) nsubj(emerge-18, keys-14) ",NNS,,VBP,emerge,emerge,,,,of archipelago,of,,archipelago,,and,islands,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"( Humboldt 1895 , 181 ) <p> The shelf is discontinuous and comprises four separate regions , each with distinctive physical and biological characteristics : the Northeast Shelf , the outer edge of which is well defined by the islands , keys , and reefs of the Sabana-Camaguey Archipelago ; the Southeast Shelf , made up of the Gulfs of Guacanayabo and Ana Maria ; the Southwest Shelf , encompassing the Gulf of Batabano and La Broa Bay ; and the narrow Northwest Shelf ( Figure 2 ) .",keys,"nmod:by(defined-37, keys-42) conj:and(islands-40, keys-42) ",NNS,,,,,,,,by defined,by,defined,,,and,islands,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Even for a widely available encryption system , like Phil Zimmermann 's PGP ( Pretty Good Privacy ) , the operation is complex , with two keys : one public , the other private , required to decode a message .",keys,"case(keys-27, with-25) nummod(keys-27, two-26) dep(keys-27, public-30) nmod:with(complex-23, keys-27) ",NNS,,,,,,,,with complex,with,complex,,,,,,,,,two,,,,,,,two,other,plural,,['O-DEN'],countable,unknown
But the Net 's despatialization of interaction destroys the geocode 's key .,key,"nmod:poss(key-12, geocode-10) dobj(destroys-8, key-12) ",NN,,VBZ,,,destroys,destroy,,,,,,,,,,,,geocode,,,,,,,,,,singular,singular,[],unknown,unknown
The low population density that proponents say wealthy housing and careful zoning will achieve is the key to their claims of the project 's environmental sustainability .,key,"nsubj(key-17, density-4) cop(key-17, is-15) det(key-17, the-16) nmod:to(key-17, claims-20) root(ROOT-0, key-17) ",NN,,VBZ,,,is,be,,to claims,to,,claims,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
It is hypothesized that mass graves and the related commemorative ceremonies are a key to understanding the stagnating ethnic identification and the recent revival of violence in rural Bosnia Hercegovina .,key,"mark(key-14, that-4) nsubj(key-14, graves-6) nsubj(key-14, ceremonies-11) cop(key-14, are-12) det(key-14, a-13) acl(key-14, understanding-16) ccomp(hypothesized-3, key-14) ",NN,,VBP,,,are,be,,,,,,a,,,,,,,,,,,,,that,a,unit,singular,plural,"['A+N', 'EX-PL']",countable,nonverdical
"<p> In a society where second place is considered first loser , the key to , finding the good in losing may lie in the athlete 's or coach 's measure of self-respect .",key,"det(key-14, the-13) appos(loser-11, key-14) ",NN,,,,,,,,,,,,the,,,,,,,,,"modifier, loser",loser,,,,,,singular,,[],unknown,unknown
<p> What are these premises that provide the key to understanding historical change ?,key,"det(key-9, the-8) acl(key-9, understanding-11) dobj(provide-7, key-9) ",NN,,VBP,,,provide,provide,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"<p> Not only were the results of the survey highly responsive to variations in crime seriousness , there was no evidence here that Americans want to lock them up anti throw away the key , for any but the most violent criminals .",key,"det(key-34, the-33) dobj(throw-31, key-34) ",NN,,VB,,,throw,throw,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Perhaps education , not IQ , is the real key : A better education enhances income and IQ score .",key,"advmod(key-10, Perhaps-1) nsubj(key-10, education-2) cop(key-10, is-7) det(key-10, the-8) amod(key-10, real-9) parataxis(key-10, enhances-15) root(ROOT-0, key-10) ",NN,,VBZ,,,is,be,,,,,,the,,,,real,,,,perhaps,,,,,,,,singular,singular,[],unknown,unknown
Perhaps money and influence are the key : Rich parents can procure both good educations and lucrative jobs for their lucky children while poor parents can provide neither .,key,"nsubj(key-7, money-2) nsubj(key-7, influence-4) cop(key-7, are-5) det(key-7, the-6) parataxis(key-7, procure-12) root(ROOT-0, key-7) ",NN,,VBP,,,are,be,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
The key is that the racially targeted assistance be short-lived and preparatory to the entry of its recipients into an arena of competition where they would be assessed in the same way as everyone else .,key,"det(key-2, The-1) nsubj(is-3, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The key is to find an instrumental variable , correlated with the chances of passing a TEL , that captures changes in voter preferences and , at the same time , is uneorrelated with the level of revenues raised through the tax system .",key,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(find-5, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
<p> Some people have felt that the key to having health insurers cover vision-related rehabilitation was for professionals offering such services to be licensed .,key,"det(key-8, the-7) acl(key-8, having-10) nsubj(professionals-18, key-8) ",NN,,VBD,was,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The key is to keep the letter short and provide the person with a reason for participating : we have tried emotional appeals , name dropping , and calls to their duty as role models .",key,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(keep-5, key-2) nsubj(provide-10, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Moreover , the presidency held the key to potential governmental beneficence .",key,"det(key-7, the-6) dobj(held-5, key-7) ",NN,,VBD,,,held,hold,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Kolnai believed that the Achilles ' heel of modern moral philosophy was subjectivism and that the recovery of the sovereignty of the object was the key to restoring a common-sense appreciation of things .,key,"mark(key-26, that-15) nsubj(key-26, recovery-17) cop(key-26, was-24) det(key-26, the-25) acl(key-26, restoring-28) ccomp(believed-2, key-26) conj:and(subjectivism-13, key-26) ",NN,,VBD,,,was,be,,,,,,the,and,subjectivism,,,,,,,,,,,that,,,singular,ambiguous,[],unknown,nonverdical
"<p> Instead of exploring conditions and intentions , let us look more closely at the process of learning as the hermeneutical key to understanding how learning goes "" wrong "" in what we call indoctrination .",key,"case(key-22, as-19) det(key-22, the-20) amod(key-22, hermeneutical-21) nmod:as(learning-18, key-22) ",NN,,,,,,,,as learning,as,learning,,the,,,,hermeneutical,,,,,,,,,,,,singular,,[],unknown,unknown
"The key for reform , however , is their eventual attainment of any degree of significant influence to bring about change .",key,"det(key-2, The-1) nmod:for(key-2, reform-4) nsubj(attainment-11, key-2) ",NN,,VBZ,is,be,,,,for reform,for,,reform,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
That is the key ....,key,"nsubj(key-4, That-1) cop(key-4, is-2) det(key-4, the-3) root(ROOT-0, key-4) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"9 Nevertheless , the basic law falls actually or potentially short of the Joint Declaration 's requirements in several key respects , including provision for only limited popular election of the legislature ; 10 ambiguous provisions respecting constitutional judicial review that also inappropriately allow for a certain scope of such review in the NPC Standing Committee ; 11 and provisions on turmoil , sedition , and subversion that appear to undermine the rights promises , especially those concerning freedom of expression.",key,"case(key-20, in-18) amod(key-20, several-19) nmod:in(requirements-17, key-20) ",NN,,,,,,,,in requirements,in,requirements,,,,,,several,,,,,,,,,,several,fuzzy,singular,,[],unknown,unknown
"32 He sees the key to stabilizing this area , which is vital to the West , as an understanding between the United States and Iran .",key,"det(key-5, the-4) acl(key-5, stabilizing-7) dobj(sees-3, key-5) ",NN,,VBZ,,,sees,see,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"There is historical clay that needs to be reshaped , and the shape of the clay in a previous epoch lends a constraining factor to the political elites in a subsequent historical juncture ; in the case of the former Yugoslavia , is a key to understanding the maintenance of adversarial and competing histories .",key,"cop(key-45, is-43) det(key-45, a-44) acl(key-45, understanding-47) acl:relcl(Yugoslavia-41, key-45) ",NN,,,,,,,,,,,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"In particular , the Ustasha- and Muslim-led genocide of Serbs in Croatia and Bosnia in World War II has been the key to understanding Bosnian Serb and Croatian Serb propaganda and military mobilization strategies against Croats and Muslims in the contemporary period .",key,"advcl:in(key-23, particular-2) nsubj(key-23, genocide-9) aux(key-23, has-20) cop(key-23, been-21) det(key-23, the-22) acl(key-23, understanding-25) root(ROOT-0, key-23) ",NN,,VBN,,,been,be,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The keys to this continuity are peasant uprisings , a succession of Croatian kings , 58 advances in Croatian culture and learning that depict Croatia as a part of a Western European culture that is distinct from the Serbs , and the unbroken reality of Croatian national consciousness that goes back to the seventh century.",keys,"det(keys-2, The-1) nmod:to(keys-2, continuity-5) nsubj(uprisings-8, keys-2) ",NNS,,VBP,are,be,,,,to continuity,to,,continuity,the,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"Partnerships between governments and members of civil society , including women 's groups , are one of the keys to achieving social cohesion and economic progress .",keys,"case(keys-19, of-17) det(keys-19, the-18) acl(keys-19, achieving-21) nmod:of(one-16, keys-19) ",NNS,,,,,,,,of one,of,one,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"This is inherently difficult for a scheme with the size and scope of the French plan , but the delineation of the different flood environments provided an important key to accomplishing it .",key,"det(key-29, an-27) amod(key-29, important-28) dobj(provided-26, key-29) ",NN,,VBD,,,provided,provide,,,,,,an,,,,important,,,,,,,,,,an,unit,singular,ambiguous,['A+N'],countable,unknown
A second key is the basic and brutal fact that Bangladesh can not afford to produce less food .,key,"det(key-3, A-1) amod(key-3, second-2) nsubj(fact-9, key-3) ",NN,,VBZ,is,be,,,,,,,,a,,,,second,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> For a lawyer , the keys are to study the policy closely and see how case law in the local jurisdiction defines terms such as "" onset , "" "" manifestation "" and "" occurrence , "" Ramirez says .",keys,"det(keys-7, the-6) nsubj(are-8, keys-7) nsubj(study-10, keys-7) nsubj(see-15, keys-7) ",NNS,,VBP,are,be,,,,,,,,the,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
With just a few key strokes -- and for only a few dollars -- scam artists can send out e-mail offers to millions of Internet users all over the country .,key,"advmod(key-5, just-2) det(key-5, a-3) amod(key-5, few-4) nsubj(strokes-6, key-5) ",NN,,VBZ,strokes,stroke,,,,,,,,a,,,,few,,,,just,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
<p> One promising countermeasure is encryption : encoding valuable information so it 's useless except to people issued the key to decrypt it .,key,"det(key-20, the-19) acl(key-20, decrypt-22) dobj(issued-18, key-20) ",NN,,VBD,,,issued,issue,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
It is the key to all information .,key,"nsubj(key-4, It-1) cop(key-4, is-2) det(key-4, the-3) nmod:to(key-4, information-7) root(ROOT-0, key-4) ",NN,,VBZ,,,is,be,,to information,to,,information,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"This therein , just may lie the key to how educators can ultimately reach the ADHD child in a general classroom setting .",key,"det(key-8, the-7) dobj(lie-6, key-8) ",NN,,VB,,,lie,lie,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
This last assumption provides a key for determining the overall value of any particular outcome : Does it have social viability ?,key,"det(key-6, a-5) dobj(provides-4, key-6) ",NN,,VBZ,,,provides,provide,,,,,,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
"<p> Inventories were scored according to the key provided by the authors of the original instrument ( Wolfgang end Glickman , 1986 , p. 12 ) .",key,"case(key-8, according-5) det(key-8, the-7) acl(key-8, provided-9) nmod:according_to(scored-4, key-8) ",NN,,,,,,,,according_to scored,according_to,scored,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"This approach is grounded in the assumption that interrelationships between individuals and their environment are the keys to understanding behavior , and considers it the role of the teacher to interact continually so they can together arrive at solutions to behavior problems .",keys,"mark(keys-17, that-8) nsubj(keys-17, interrelationships-9) cop(keys-17, are-15) det(keys-17, the-16) nmod:to(keys-17, behavior-20) cc(keys-17, and-22) conj:and(keys-17, considers-23) ccomp(grounded-4, keys-17) ",NNS,,VBP,,,are,be,,to behavior,to,,behavior,the,and,considers,,,,,,,,,,,that,,,plural,plural,[],unknown,nonverdical
One key to success for any survey is a high rate of response .,key,"nummod(key-2, One-1) nmod:to(key-2, success-4) nsubj(rate-11, key-2) ",NN,,VBZ,is,be,,,,to success,to,,success,,,,,,,,one,,,,,,,one,other,singular,singular,['O-DEN'],countable,unknown
Have them press the keys on the keyboard to see where it leads and use the mouse in order to become familiar with the fine motor skills involved in pointing and clicking .,keys,"det(keys-5, the-4) dobj(press-3, keys-5) ",NNS,,VB,,,press,press,,,,,,the,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
The key is to ensure that information is collected regularly and addresses in specifics the president 's behavioral effectiveness as perceived by staff and faculty .,key,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(ensure-5, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
All studies were classified via the dichotomous key included in Appendix A.,key,"case(key-8, via-5) det(key-8, the-6) amod(key-8, dichotomous-7) acl(key-8, included-9) nmod:via(classified-4, key-8) ",NN,,,,,,,,via classified,via,classified,,the,,,,dichotomous,,,,,,,,,,,,singular,,[],unknown,unknown
Considerations for the Syllabus <p> The key to productively integrating non-Western musics into the standard music appreciation syllabus may be to choose them for their relationship to the Western musics under consideration .,key,"det(key-7, The-6) dobj(<p>-5, key-7) nsubj(productively-9, key-7) ",NN,,VB,productively,productively,,,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The length and form have been specified , but the key , melody , voice pairing , melodic direction , rhythmic content , and other aspects have been left for the student to decide .",key,"det(key-11, the-10) conj:and(key-11, melody-13) conj:and(key-11, pairing-16) conj:and(key-11, direction-19) conj:and(key-11, content-22) cc(key-11, and-24) conj:and(key-11, aspects-26) nsubjpass(left-29, key-11) nsubj(decide-34, key-11) ",NN,,VB,decide,decide,,,,,,,,the,"and, and, and, and, and","melody, pairing, direction, content, aspects",,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Figure 5 contains an example of notes from a blues scale in the key of B-flat .,key,"case(key-14, in-12) det(key-14, the-13) nmod:of(key-14, B-flat-16) nmod:in(scale-11, key-14) ",NN,,,,,,,,in scale,in,scale,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The database can be searched by title , author , journal , subject , and key words .",key,"compound(words-17, key-16) ",NN,,,,,,,,,,,,,,,words,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> When choosing songs with countermelodies or descants , be careful to select an appropriate key so that both the original and secondary melodies fit within the students ' vocal range .",key,"det(key-16, an-14) amod(key-16, appropriate-15) dobj(select-13, key-16) ",NN,,VB,,,select,select,,,,,,an,,,,appropriate,,,,,,,,,,an,unit,singular,ambiguous,['A+N'],countable,unknown
Following these established guidelines preserves the original key of the melody .,key,"det(key-8, the-6) amod(key-8, original-7) nmod:of(key-8, melody-11) dobj(preserves-5, key-8) ",NN,,VBZ,,,preserves,preserve,,of melody,of,,melody,the,,,,original,,,,,,,,,,,,singular,singular,[],unknown,unknown
"When the interval is changed from a third to a sixth , you may need to raise the key of the song to accommodate the children 's vocal range .",key,"det(key-19, the-18) nmod:of(key-19, song-22) dobj(raise-17, key-19) ",NN,,VB,,,raise,raise,,of song,of,,song,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Raising the key to A or B-flat major solves the problem .,key,"dep(key-3, Raising-1) det(key-3, the-2) nmod:to(key-3, A-5) nmod:to(key-3, B-flat-7) dep(solves-9, key-3) ",NN,,,,,,,,to A,to,,a,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"It is believed that the instrument had only one row of white keys , arranged in a diatonic fashion with seven steps per octave .",keys,"case(keys-13, of-11) amod(keys-13, white-12) acl(keys-13, arranged-15) nmod:of(row-10, keys-13) ",NNS,,,,,,,,of row,of,row,,,,,,white,,,,,,,,,,,,plural,,[],unknown,unknown
"First , some key signatures are perceived as being "" easy keys "" ( like C ) and "" difficult keys "" ( like C-sharp ) when , in actuality , the musical intervals could be exactly the same .",keys,"advmod(keys-12, as-8) amod(keys-12, being-9) amod(keys-12, easy-11) nmod:like(keys-12, C-16) dep(keys-12, and-18) nsubj(keys-21, keys-12) ",NNS,,,,,,,,like C,like,,c,,,,,"being, easy",,,,as,,,,,,,,plural,,[],unknown,unknown
"First , some key signatures are perceived as being "" easy keys "" ( like C ) and "" difficult keys "" ( like C-sharp ) when , in actuality , the musical intervals could be exactly the same .",keys,"nsubj(keys-21, keys-12) amod(keys-21, difficult-20) nmod:like(keys-21, C-sharp-25) acl:relcl(keys-21, same-39) xcomp(perceived-7, keys-21) ",NNS,,,,,,,,,,,,,,,,difficult,,,,,,,,,,,,plural,,[],unknown,unknown
"Intervals between notes can not be determined locally ; instead , readers must rely on their knowledge and memory of the key and clef they are playing in .",key,"case(key-22, of-20) det(key-22, the-21) nmod:of(knowledge-17, key-22) ",NN,,,,,,,,of knowledge,of,knowledge,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Not far in the future , a conductor may be able to have a score electronically transposed into any notation system he or she prefers , in concert key .",key,"case(key-29, in-27) compound(key-29, concert-28) nmod:in(have-13, key-29) ",NN,,,,,,,,in have,in,have,,,,,concert,,,,,,,,,,,,,singular,,[],unknown,unknown
The notes are placed horizontally relative to the keys on the piano .,keys,"advmod(keys-9, relative-6) case(keys-9, to-7) det(keys-9, the-8) nmod:on(keys-9, piano-12) nmod:to(placed-4, keys-9) ",NNS,,,,,,,,"on piano, to placed","on, to",placed,piano,the,,,,,,,,relative,,,,,,,,plural,,[],unknown,unknown
The notes between the lines are always white ( or open ) and represent the white keys on the keyboard ( naturals ) .,keys,"det(keys-17, the-15) amod(keys-17, white-16) nmod:on(keys-17, keyboard-20) dobj(represent-14, keys-17) ",NNS,,VBP,,,represent,represent,,on keyboard,on,,keyboard,the,,,,white,,,,,,,,,,,,plural,plural,[],unknown,unknown
"Some adaptation of foreign religion , possibly as a key to Portuguese wealth and arms , certainly occurred in Esigie 's reign , although it may not have followed orthodox conventions .",key,"det(key-10, a-9) acl(key-10, Portuguese-12) dep(adaptation-2, key-10) ",NN,,,,,,,,,,,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
<p> How seriously the SECAC policy statement is used and implemented will be the key to its success .,key,"nsubj(key-15, <p>-1) aux(key-15, will-12) cop(key-15, be-13) det(key-15, the-14) nmod:to(key-15, success-18) root(ROOT-0, key-15) ",NN,,,,,,,,to success,to,,success,the,,,,,,,,,,,,will,,,,singular,,[],unknown,nonverdical
"That was something new for those who played the tune on the piano ; after all , they hardly knew what emerged from the keys they pressed , but apparently it did n't bother them particularly that "" false "" notes occurred in between , and the children were utterly preoccupied by the improvisation process itself .",keys,"case(keys-25, from-23) det(keys-25, the-24) nmod:from(emerged-22, keys-25) ",NNS,,,,,,,,from emerged,from,emerged,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Preben Meulengracht Sorensen has observed about Gunnlaugr that "" the author 's introduction serves as the reader 's key to an understanding of the characters , their reactions , and conduct .",key,"case(key-19, as-15) nmod:poss(key-19, reader-17) nmod:as(serves-14, key-19) ",NN,,,,,,,,as serves,as,serves,,,,,,,,reader,,,,,,,,,,singular,,[],unknown,unknown
One of the keys to the DNA 'S success has been its ability to present itself as a nationalist party and form sustained electoral alliances based on that national orientation .,keys,"case(keys-4, of-2) det(keys-4, the-3) nmod:to(keys-4, success-9) nmod:of(One-1, keys-4) ",NNS,,,,,,,,"to success, of One","to, of",one,success,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Here the difficult word Trauersl , which has no adequate English translation , and which has a general and a more esoteric meaning in German , provides a possible key .",key,"det(key-30, a-28) amod(key-30, possible-29) dobj(provides-27, key-30) ",NN,,VBZ,,,provides,provide,,,,,,a,,,,possible,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
Male and female characterization once again provides the key to understanding Falcon 's critical view of reality .,key,"det(key-9, the-8) acl(key-9, understanding-11) dobj(provides-7, key-9) ",NN,,VBZ,,,provides,provide,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"In this novel , the influence of Catherine Earnshaw 's husband , Edgar Linton , seems to be the key .",key,"nsubj(key-20, influence-6) mark(key-20, to-17) cop(key-20, be-18) det(key-20, the-19) xcomp(seems-16, key-20) ",NN,,VB,,,be,be,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> Metalepsis is the key to Emerson 's verbal calculus .,key,"nsubj(key-5, Metalepsis-2) cop(key-5, is-3) det(key-5, the-4) nmod:to(key-5, calculus-10) root(ROOT-0, key-5) ",NN,,NNP,,,is,be,,to calculus,to,,calculus,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Second , many deep questions about our livelihoods , and the fates of nations , truly have no answers -- so we cycle the presumed alternatives of our dichotomies , one after the other , always hoping that , this time , we will find the nonexistent key .",key,"det(key-48, the-46) amod(key-48, nonexistent-47) dobj(find-45, key-48) ",NN,,VB,,,find,find,,,,,,the,,,,nonexistent,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
<p> Press any key to continue .,key,"det(key-4, any-3) acl(key-4, continue-6) dobj(Press-2, key-4) ",NN,,VB,,,Press,press,,,,,,any,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> To get an idea of the significance of this , consider an example cited n2 by Gilles Brassard ( University of Montreal ) : The widely used Data Encryption Standard relies on a 56-bit key .",key,"case(key-36, on-33) det(key-36, a-34) amod(key-36, 56-bit-35) nmod:on(relies-32, key-36) ",NN,,,,,,,,on relies,on,relies,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"In "" a classic scenario in secret intelligence , "" to crack the code one must try out keys from the 2 56 = 7 x 10 16 possible keys .",keys,"dobj(try-17, keys-19) ",NNS,,VB,,,try,try,,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"In "" a classic scenario in secret intelligence , "" to crack the code one must try out keys from the 2 56 = 7 x 10 16 possible keys .",keys,"nummod(keys-30, 16-28) amod(keys-30, possible-29) dep(x-26, keys-30) ",NNS,,,,,,,,,,,,,,,,possible,,,"10, 16",,,,,,,10,other,plural,,['O-DEN'],countable,unknown
