sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"The hangup here is racial : Justice Department data indicate that blacks , who represent about 12 per cent of the U.S. population , commit about half of all violent crimes ( defined as murder , non-negligent manslaughter , rape , aggravated assault , and robbery ) .",robbery,"nmod:as(defined-33, robbery-46) conj:and(murder-35, robbery-46) ",NN,,,,,,,,as defined,as,defined,,,and,murder,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> In the case of Stephen Grzechowiak and Max Rybarczyk , executed in 1930 for killing a man during a robbery , Bedau and Radelet choose to ignore the confessions of two of the three people involved in the murder ( including Rybarczyk 's , made at the behest of his mother ) , the oral confessions of the third individual before several witnesses , and Rybarczyk 's simultaneous written confession to another slaying which was corroborated in its details .",robbery,"case(robbery-21, during-19) det(robbery-21, a-20) nmod:during(killing-16, robbery-21) ",NN,,,,,,,,during killing,during,killing,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"In contrast , blacks frequently killed whites in the context of burglary or robbery and thus were eligible for the death penalty based on double felony charges .",robbery,"nmod:of(context-10, robbery-14) conj:or(burglary-12, robbery-14) ",NN,,,,,,,,of context,of,context,,,or,burglary,,,,,,,,,,,,,,singular,,[],unknown,unknown
"That 's why you 'll never get an erection during a bank robbery . """,robbery,"case(robbery-13, during-10) det(robbery-13, a-11) compound(robbery-13, bank-12) nmod:during(get-7, robbery-13) ",NN,,,,,,,,during get,during,get,,a,,,bank,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"<p> Candles were still burning inside the condominium , where police found neither signs of struggle nor evidence of robbery .",robbery,"case(robbery-20, of-19) nmod:of(evidence-18, robbery-20) ",NN,,,,,,,,of evidence,of,evidence,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"A friend of the gunman did just that , leading the police to 25-year-old Joe Davis , a methamphetamine user who had been convicted and jailed repeatedly for armed robbery , auto theft , and drug use .",robbery,"advmod(robbery-30, repeatedly-27) case(robbery-30, for-28) amod(robbery-30, armed-29) conj:and(robbery-30, theft-33) cc(robbery-30, and-35) conj:and(robbery-30, use-37) nmod:for(convicted-24, robbery-30) ",NN,,,,,,,,for convicted,for,convicted,,,"and, and","theft, use",,armed,,,,repeatedly,,,,,,,,singular,,[],unknown,unknown
"Now , if you 'll just hand over your wallet and watch , we can get this robbery completed . """,robbery,"det(robbery-18, this-17) acl(robbery-18, completed-19) dobj(get-16, robbery-18) ",NN,,VB,,,get,get,,,,,,this,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
There was also a highly-rated episode last season where Will was shot during a robbery attempt .,robbery,"compound(attempt-16, robbery-15) ",NN,,,,,,,,,,,,,,,attempt,,,,,,,,,,,,,singular,,[],unknown,unknown
"The cumulative effect of the many escape hatches from punishment leaves a deterrent threat that looks like this : Homicide offers a less than 45 percent chance of being caught , convicted , and imprisoned , rape a 12 percent chance , robbery a four percent chance .",robbery,"dep(robbery-43, chance-47) appos(chance-41, robbery-43) ",NN,,,,,,,,,,,,,,,,,,,,,"modifier, chance",chance,,,,,,singular,,[],unknown,unknown
"But before discussing the infohighway crimes we can expect to see in the years ahead , let 's look at the good news : The most-dreaded types of offenses -- crimes such as murder , rape , assault , robbery , burglary , and vehicle theft -- will be brought under control in the years ahead by a combination of technology and proactive community policing .",robbery,"dep(burglary-42, robbery-40) ",NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Arrested for robbery and sentenced in 1982 to fourteen years in a Siberian prison , the AP article explained , Ivankov had built a personal power base there and become a vory v zakone ( thief in law ) , "" an obscure old Russian term for a ceremonially installed criminal leader who decided disputes and divided spoils according to the thieves ' "" law . """,robbery,"case(robbery-3, for-2) nmod:for(Arrested-1, robbery-3) ",NN,,,,,,,,for Arrested,for,arrested,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"There was the occasional robbery and auto theft , of course , but .",robbery,"det(robbery-5, the-3) amod(robbery-5, occasional-4) cc(robbery-5, and-6) conj:and(robbery-5, theft-8) nmod:of(robbery-5, course-11) nsubj(was-2, robbery-5) ",NN,,VBD,was,be,,,,of course,of,,course,the,and,theft,,occasional,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"In some cases , it may be degenerating into simple "" robbery with an environmental badge . """,robbery,"case(robbery-12, into-9) compound(robbery-12, simple-10) nmod:with(robbery-12, badge-16) nmod:into(degenerating-8, robbery-12) ",NN,,,,,,,,"with badge, into degenerating","with, into",degenerating,badge,,,,simple,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> As if to prove my point , when I got back to the mighty Shoreham Towers , there was a note in all mailboxes saying that the prior night there had been yet another robbery , this time at gunpoint , of a woman walking her dog .",robbery,"det(robbery-36, another-35) appos(robbery-36, time-39) nmod:of(robbery-36, woman-45) nmod:npmod(yet-34, robbery-36) ",NN,,,,,,,,"of woman, npmod yet","of, npmod",yet,woman,another,,,,,,,,,"modified, time",,time,,,,,singular,,[],unknown,unknown
"Though the latest drop is n't huge -- a mere 2 per-cent -- the trend was clear : nationally , crime has decreased 7.7 percent since 1990 , And violent crime -- homicide , aggravated assault , robbery and rape -- is also declining , by 2.2 percent since 1990 .",robbery,"appos(homicide-33, robbery-38) conj:and(assault-36, robbery-38) ",NN,,,,,,,,,,,,,and,assault,,,,,,,"modifier, homicide",homicide,,,,,,singular,,[],unknown,unknown
"Raznatovic , known as Arkan , his nom de guerre , is the original Balkan wise guy , wanted in Europe for bank robbery , murder and a prison break .",robbery,"case(robbery-24, for-22) compound(robbery-24, bank-23) conj:and(robbery-24, murder-26) cc(robbery-24, and-27) conj:and(robbery-24, break-30) nmod:for(wanted-19, robbery-24) ",NN,,,,,,,,for wanted,for,wanted,,,"and, and","murder, break",bank,,,,,,,,,,,,,singular,,[],unknown,unknown
"Immediately after Urdiales ' murder , he had gone on a six- month robbery spree .",robbery,"compound(spree-16, robbery-15) ",NN,,,,,,,,,,,,,,,spree,,,,,,,,,,,,,singular,,[],unknown,unknown
"Since 1993 , when his mother , a Baton Rouge police officer , was killed during an attempted robbery , Dunn has helped his grandmother raise the family , and there would have been scarcely a dissenting voice if he had left school for the certain and substantial money of the NFL .",robbery,"case(robbery-19, during-16) det(robbery-19, an-17) amod(robbery-19, attempted-18) nmod:during(killed-15, robbery-19) ",NN,,,,,,,,during killed,during,killed,,an,,,,attempted,,,,,,,,,,an,unit,singular,,['A+N'],countable,unknown
"Photograph Joyce Ann Brown , condemned to life term for robbery and murder ; released in 9 years .",robbery,"case(robbery-11, for-10) cc(robbery-11, and-12) conj:and(robbery-11, murder-13) nmod:for(condemned-6, robbery-11) ",NN,,,,,,,,for condemned,for,condemned,,,and,murder,,,,,,,,,,,,,,singular,,[],unknown,unknown
"And that was enough to put Brown in a police lineup , where the badly beaten woman who 'd survived the fur-shop robbery identified her as the accomplice to the woman who had killed the store owner .",robbery,"det(robbery-23, the-21) amod(robbery-23, fur-shop-22) dobj(survived-20, robbery-23) ",NN,,VBN,,,survived,survive,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
The woman beaten in the robbery ad ' d been mistaken in her identification .,robbery,"compound(ad-7, robbery-6) ",NN,,,,,,,,,,,,,,,ad,,,,,,,,,,,,,singular,,[],unknown,unknown
"Caring for these children for weeks , months and years at a time helped in his own recovery from a gunshot wound to the face suffered during a robbery . """,robbery,"case(robbery-29, during-27) det(robbery-29, a-28) nmod:during(suffered-26, robbery-29) ",NN,,,,,,,,during suffered,during,suffered,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"Then , just when things seemed to be going his way , he was stopped in his tracks by the death of his 24-year-old brother , Patrick , killed in a robbery . """,robbery,"case(robbery-32, in-30) det(robbery-32, a-31) nmod:in(killed-29, robbery-32) ",NN,,,,,,,,in killed,in,killed,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"On Feb. 26 , at the Harris County Courthouse , Turford is set to go on trial -- facing a raft of felony charges , including robbery , kidnapping and assault .",robbery,"case(robbery-27, including-26) conj:and(robbery-27, kidnapping-29) cc(robbery-27, and-30) conj:and(robbery-27, assault-31) nmod:including(go-15, robbery-27) ",NN,,,,,,,,including go,including,go,,,"and, and","kidnapping, assault",,,,,,,,,,,,,,singular,,[],unknown,unknown
"Almost all murders occur in the context of robbery , or between acquaintances or family members .",robbery,"case(robbery-9, of-8) nmod:of(context-7, robbery-9) ",NN,,,,,,,,of context,of,context,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Edgar said he acted not because of Garcia 's troubled background but because the case was one in which the punishment did not fit Garcia 's 1991 crime of having killed her husband during a botched robbery .,robbery,"case(robbery-37, during-34) det(robbery-37, a-35) amod(robbery-37, botched-36) nmod:during(killed-31, robbery-37) ",NN,,,,,,,,during killed,during,killed,,a,,,,botched,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"People have come to expect-and demand-that the service people they come in contact with every day have been thoroughly screened by employers so that they do not have to be concerned with becoming victims of rape , robbery , and attack in their own homes .",robbery,"nmod:of(victims-34, robbery-38) conj:and(rape-36, robbery-38) ",NN,,,,,,,,of victims,of,victims,,,and,rape,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Federal crimes , such as bank robbery or credit card fraud , are not as common among job applicants as state offenses like rape , aggravated assault , theft , and drug-related crimes .",robbery,"case(robbery-7, such-4) compound(robbery-7, bank-6) cc(robbery-7, or-8) conj:or(robbery-7, fraud-11) nmod:such_as(crimes-2, robbery-7) ",NN,,,,,,,,such_as crimes,such_as,crimes,,,or,fraud,bank,,,,,,,,,,,,,singular,,[],unknown,unknown
Teenagers arrested for vandalism or robbery often have no other motivation than the excitement they experience stealing a car or breaking into a house .,robbery,"nmod:for(arrested-2, robbery-6) conj:or(vandalism-4, robbery-6) ",NN,,,,,,,,for arrested,for,arrested,,,or,vandalism,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Photograph Shot five times in an alleged robbery attempt in New York City , Tupac Shakur was later assassinated in a drive-by shooting in Las Vegas .",robbery,"compound(attempt-9, robbery-8) ",NN,,,,,,,,,,,,,,,attempt,,,,,,,,,,,,,singular,,[],unknown,unknown
"But murder , prostitution , drugs , rape , mugging , and robbery did .",robbery,"conj:and(mugging-10, robbery-13) nsubj(did-14, robbery-13) ",NN,,VBD,did,do,,,,,,,,,and,mugging,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
The inmate was convicted in 1982 of murdering two bank tellers in an armed robbery .,robbery,"case(robbery-15, in-12) det(robbery-15, an-13) amod(robbery-15, armed-14) nmod:in(murdering-8, robbery-15) ",NN,,,,,,,,in murdering,in,murdering,,an,,,,armed,,,,,,,,,,an,unit,singular,,['A+N'],countable,unknown
"Please , let it just be a robbery !",robbery,"cop(robbery-8, be-6) det(robbery-8, a-7) dep(let-3, robbery-8) ",NN,,,,,,,,,,,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"His security for ces , mostly ethnic Tutsis from eastern Zaire and Rwanda , are increasingly prone to robbery .",robbery,"case(robbery-19, to-18) nmod:to(prone-17, robbery-19) ",NN,,,,,,,,to prone,to,prone,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"One of those ships was commanded by Eurycles the Spartan , whose father , Lachares , had been beheaded for robbery on Antonius ' order .",robbery,"case(robbery-21, for-20) nmod:on(robbery-21, order-25) nmod:for(beheaded-19, robbery-21) ",NN,,,,,,,,"on order, for beheaded","on, for",beheaded,order,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"During the five-year occupation that followed , the Nazis proceeded with a systematic process of state robbery , calling in men of intellect and culture to inventory objects of value and supervise their shipment back to Berlin .",robbery,"case(robbery-17, of-15) compound(robbery-17, state-16) nmod:of(process-14, robbery-17) ",NN,,,,,,,,of process,of,process,,,,,state,,,,,,,,,,,,,singular,,[],unknown,unknown
"For robbery , the odds were between six and eight times as great .",robbery,"case(robbery-2, For-1) nmod:for(great-13, robbery-2) ",NN,,,,,,,,for great,for,great,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Barmil 's trail began in 1989 in New York City , where he jumped bail after being arrested for armed robbery .",robbery,"case(robbery-21, for-19) amod(robbery-21, armed-20) nmod:for(arrested-18, robbery-21) ",NN,,,,,,,,for arrested,for,arrested,,,,,,armed,,,,,,,,,,,,singular,,[],unknown,unknown
"-- By Richard Schickel 
##2116772 On Skirball Center Drive , just off the freeway ramp , the body sprawled next to the Mercedes convertible might have been just another victim of random murder and robbery in Los Angeles .",robbery,"nmod:of(victim-31, robbery-36) conj:and(murder-34, robbery-36) ",NN,,,,,,,,of victim,of,victim,,,and,murder,,,,,,,,,,,,,,singular,,[],unknown,unknown
Batsel shot his victim nine times during a botched robbery attempt .,robbery,"compound(attempt-11, robbery-10) ",NN,,,,,,,,,,,,,,,attempt,,,,,,,,,,,,,singular,,[],unknown,unknown
Was it a robbery ?,robbery,"cop(robbery-4, Was-1) nsubj(robbery-4, it-2) det(robbery-4, a-3) root(ROOT-0, robbery-4) ",NN,,VBD,,,Was,was,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"Over the course of the next hour and 45 minutes Beagle did , in fact , confess to the murder and robbery of Don Hill in Osceola State Forest and of "" stumbling "" upon the body of Greg Wood in Camp Blanding five days later and stealing his guns .",robbery,"nmod:to(confess-17, robbery-22) conj:and(murder-20, robbery-22) ",NN,,,,,,,,to confess,to,confess,,,and,murder,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Over the next nine hours Beagle "" fine-tuned "" the circumstances of the murders of both Hill and Woods to negotiators , claiming his motive was "" pure and simple robbery . """,robbery,"dobj(simple-30, robbery-31) ",NN,,VB,,,simple,simple,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Frank , a former police officer , committed the murders during a robbery of a Vietnamese restaurant where she worked as a security guard .",robbery,"case(robbery-13, during-11) det(robbery-13, a-12) nmod:of(robbery-13, restaurant-17) nmod:during(committed-8, robbery-13) ",NN,,,,,,,,"of restaurant, during committed","of, during",committed,restaurant,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
And Rob Collins-the keyboard player of the Charlatans UK who died in a car accident two years agowas arrested after the release of the band 's second album for serving as the getaway driver during a liquor-store robbery .,robbery,"case(robbery-38, during-35) det(robbery-38, a-36) amod(robbery-38, liquor-store-37) nmod:during(serving-30, robbery-38) ",NN,,,,,,,,during serving,during,serving,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"More than 40 years later , a repeat of the study showed that the leading school discipline problems were "" drug abuse , alcohol abuse , pregnancy , suicide , rape , robbery , assault , burglary , arson , and bombings . """,robbery,"dep(alcohol-24, robbery-33) conj:and(abuse-25, robbery-33) ",NN,,,,,,,,,,,,,and,abuse,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Though violent crimes are rare in leafy Cherry Hill , police first assumed Carol Neulander 's murder was a robbery gone awry .",robbery,"nsubj(robbery-20, murder-17) cop(robbery-20, was-18) det(robbery-20, a-19) acl(robbery-20, gone-21) ccomp(assumed-13, robbery-20) ",NN,,VBD,,,was,be,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
In 1972 official robbery produced America 's first-ever defeat in Olympic basketball and a Soviet gold medal .,robbery,"amod(robbery-4, official-3) nsubj(produced-5, robbery-4) ",NN,,VBD,produced,produce,,,,,,,,,,,,official,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Seventeen percent of junior high school students admit to Ix:ing victims of in-sch ( ( ) l intimidation , physicsal assault , or robbery , according to a 1995 survey conducted hy the National ( , enter for Education Statistics .",robbery,"nmod:of(victims-13, robbery-26) conj:or(intimidation-20, robbery-26) ",NN,,,,,,,,of victims,of,victims,,,or,intimidation,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Once inside , the new hire scopes out the situation so the gang can commit a robbery .",robbery,"det(robbery-17, a-16) dobj(commit-15, robbery-17) ",NN,,VB,,,commit,commit,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
There were no signs of a struggle or robbery .,robbery,"nmod:of(signs-4, robbery-9) conj:or(struggle-7, robbery-9) ",NN,,,,,,,,of signs,of,signs,,,or,struggle,,,,,,,,,,,,,,singular,,[],unknown,unknown
Even those convicted of such violent crimes as aggravated assault and robbery are out in three to four years .,robbery,"nmod:as(convicted-3, robbery-12) conj:and(assault-10, robbery-12) ",NN,,,,,,,,as convicted,as,convicted,,,and,assault,,,,,,,,,,,,,,singular,,[],unknown,unknown
In 1996 Cousin was sentenced to death for the murder of 25-year-old Michael Gerardi in a 1995 street robbery in the French Quarter of New Orleans .,robbery,"case(robbery-19, in-15) det(robbery-19, a-16) nummod(robbery-19, 1995-17) compound(robbery-19, street-18) nmod:in(sentenced-5, robbery-19) ",NN,,,,,,,,in sentenced,in,sentenced,,a,,,street,,,,1995,,,,,,,1995,other,singular,,['O-DEN'],countable,unknown
", government provision of ships , airplanes and people to interdict cocaine shipments ; the use of Operations Greenback , PolarCAP , C-Chase , and others to intervene in money laundering schemes ; operation of the legal system to prosecute violators ; and both police protection and personal security provision to deal with cocaine-related robberies .",robberies,"case(robberies-55, with-53) amod(robberies-55, cocaine-related-54) nmod:with(deal-52, robberies-55) ",NNS,,,,,,,,with deal,with,deal,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Other revenues came from dealing in drugs ( including forced sales to his police force ) and other contraband goods , payoffs for allowing prostitution and gambling , and robberies carried out by gangs organized by and in some cases consisting of police .",robberies,"nsubj(carried-31, robberies-30) ",NNS,,VBD,carried,carry,,,,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"In some cases , direct participation of the occupation in the robberies is documented : a well-known petty collaborator offered to sell goods to this author a few days after several shops in the center of the town had been burgled during a night curfew .",robberies,"case(robberies-12, in-10) det(robberies-12, the-11) nmod:in(occupation-9, robberies-12) ",NNS,,,,,,,,in occupation,in,occupation,,the,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"The scourge of robberies persisted after the lifting of curfews , 17 and it can not all be directly blamed on the occupation .",robberies,"case(robberies-4, of-3) nmod:of(scourge-2, robberies-4) ",NNS,,,,,,,,of scourge,of,scourge,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"One of Campora 's first measures was to offer a blanket pardon to "" political prisoners "" -- that is to say , to urban terrorists who over the past three or four years had been convicted for bank robberies , kidnapping of wealthy Argentines for ransom , and occasionally assassination of military men and conservative politicians .",robberies,"case(robberies-40, for-38) compound(robberies-40, bank-39) nmod:for(convicted-37, robberies-40) ",NNS,,,,,,,,for convicted,for,convicted,,,,,bank,,,,,,,,,,,,,plural,,[],unknown,unknown
"Contemplate , for example , the percentage of interracial muggings , robberies , and assaults in bars that might be said to be "" in part "" attributable to a preformed negative opinion about the victim 's racial group .",robberies,"dobj(Contemplate-1, robberies-12) conj:and(percentage-7, robberies-12) ",NNS,,VB,,,Contemplate,contemplate,,,,,,,and,percentage,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> Interracial homicides involving African-American perpetrators and white victims can be divided into three basic categories ; saloon related fights , those involving women , and robberies .",robberies,"nmod:involving(those-22, robberies-27) conj:and(women-24, robberies-27) ",NNS,,,,,,,,involving those,involving,those,,,and,women,,,,,,,,,,,,,,plural,,[],unknown,unknown
"The Office of Juvenile Justice and Delinquency Prevention ( 1989 ) reported that approximately three million attempted or completed assaults , rapes , robberies , or thefts occurred within school buildings or on school property , including 76,000 aggravated assaults and 350,000 simple assaults .",robberies,"dobj(attempted-17, robberies-24) conj:or(assaults-20, robberies-24) ",NNS,,VBD,,,attempted,attempt,,,,,,,or,assaults,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> This finding is particularly important given the assertion of Christianson and Hubinette ( 1993 ) that real eyewitnesses show good recall for many details of armed robberies , such as robbers ' weapons , actions , and descriptions .",robberies,"case(robberies-28, of-26) amod(robberies-28, armed-27) conj(robberies-28, actions-36) conj(robberies-28, descriptions-39) nmod:of(details-25, robberies-28) ",NNS,,,,,,,,of details,of,details,,,", ","actions, descriptions",,armed,,,,,,,,,,,,plural,,[],unknown,unknown
"That those who go to trial get stiffer sentences may reflect the fact that those charged with the most serious robberies , rapes , or assaults have a greater incentive to go to trial and hope for an acquittal .",robberies,"case(robberies-21, with-17) det(robberies-21, the-18) advmod(robberies-21, most-19) amod(robberies-21, serious-20) conj:or(robberies-21, rapes-23) cc(robberies-21, or-25) conj:or(robberies-21, assaults-26) nmod:with(charged-16, robberies-21) ",NNS,,,,,,,,with charged,with,charged,,the,"or, or","rapes, assaults",,serious,,,,most,,,,,,,,plural,,[],unknown,unknown
"Perhaps a few crimes each week will attract major press attention -- drive-by shootings , bank robberies , child abductions , etc.",robberies,"compound(robberies-17, bank-16) appos(shootings-14, robberies-17) ",NNS,,,,,,,,,,,,,,,bank,,,,,,"modifier, shootings",shootings,,,,,,plural,,[],unknown,unknown
"In the May 29 , 1991 , issue of Veja , a weekly magazine , it was reported that the street children who congregate in the Praca de Se , the central plaza of Sao Paulo , commit more than 32,000 thefts and robberies a year , that is , about three thefts a day by each child .",robberies,"dep(robberies-44, year-46) dobj(commit-38, robberies-44) conj:and(thefts-42, robberies-44) nsubj(thefts-53, robberies-44) ",NNS,,VBZ,is,be,,,,,,,,,and,thefts,,,,,,,,,,,,,,plural,singular,[],unknown,unknown
"Two handsome police officers from the First Precinct arrived , members of a force that had dealt with 49,000 robberies during the previous year .",robberies,"case(robberies-20, with-18) amod(robberies-20, 49,000-19) nmod:with(dealt-17, robberies-20) ",NNS,,,,,,,,with dealt,with,dealt,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"In 1994 , there were at least 800,000 violent crimes , including 67,000 armed robberies , 150,000 serious assaults , and 31,000 rapes .",robberies,"case(robberies-15, including-12) amod(robberies-15, 67,000-13) amod(robberies-15, armed-14) conj:and(robberies-15, assaults-19) cc(robberies-15, and-21) conj:and(robberies-15, rapes-23) nmod:including(were-5, robberies-15) ",NNS,,,,,,,,including were,including,were,,,"and, and","assaults, rapes",,armed,,,,,,,,,,,,plural,,[],unknown,unknown
"Furthermore , there are never enough security guards to maintain order in hallways or gyms or cafeterias or to prevent assaults or robberies by their mere presence .",robberies,"dobj(prevent-20, robberies-23) conj:or(assaults-21, robberies-23) ",NNS,,VB,,,prevent,prevent,,,,,,,or,assaults,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> "" In the usual capital cases we have in Texas , it 's convenience store robberies where they kill the clerk and so forth , "" O'Brien says . """,robberies,"nmod:in(robberies-17, <p>-1) dep(robberies-17, Texas-11) nsubj(robberies-17, it-13) cop(robberies-17, 's-14) compound(robberies-17, convenience-15) compound(robberies-17, store-16) acl:relcl(robberies-17, kill-20) cc(robberies-17, and-23) conj:and(robberies-17, says-29) root(ROOT-0, robberies-17) ",NNS,,,,,,,,,,,,,and,says,"convenience, store",,,,,,,,,,,,,plural,,[],unknown,unknown
"Nomadic tribes and homeless street-people have their possessions ; and those persons or families who lose their accumulated store of objects through fires , storms , robberies , and other catastrophes generally find that their feelings of good fortune in still being alive are naggingly tempered by their sense of deprivation , since they are not as fully alive without the objects that they had made part of their existence .",robberies,"nmod:through(objects-21, robberies-27) conj:and(fires-23, robberies-27) ",NNS,,,,,,,,through objects,through,objects,,,and,fires,,,,,,,,,,,,,,plural,,[],unknown,unknown
"( In 1951 , there were 244 murders , 904 rapes , and 7,004 robberies in New York City ; in 1986 , when the population had declined from 8.5 to 7.3 million , the figures were 1,896 , 3,912 , and 86,578 . )",robberies,"nummod(robberies-15, 7,004-14) nmod:in(robberies-15, City-19) nsubj(were-6, robberies-15) conj:and(murders-8, robberies-15) ",NNS,,VBD,were,be,,,,in City,in,,city,,and,murders,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"The tradition carried down through to the lower ranks , where troopers staged petty robberies and shook down illegal immigrants for additional cash .",robberies,"amod(robberies-15, petty-14) dobj(staged-13, robberies-15) ",NNS,,VBD,,,staged,stag,,,,,,,,,,petty,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Photographs , courtesy of the Pinkertons , accompanied the articles , which blamed the Wild Bunch for several bank robberies .",robberies,"case(robberies-20, for-17) amod(robberies-20, several-18) compound(robberies-20, bank-19) nmod:for(blamed-13, robberies-20) ",NNS,,,,,,,,for blamed,for,blamed,,,,,bank,several,,,,,,,,,,several,fuzzy,plural,,['F+Ns'],countable,unknown
"There had long been Englishmen who considered that English theology enjoyed more popularity in the Netherlands than was decent , Bishop Thomas Sprat complaining that : <p> our famous divines have been innumerable , as the Dutch men may witness , who , in some of their theological treatises , have been as bold with the English sermons as with our fishing ; and their robberies has been so manifest that our church ought to have reprizals against them , as well as our merchants .",robberies,"nmod:poss(robberies-66, their-65) nsubj(manifest-70, robberies-66) ",NNS,,VBN,been,be,,,,,,,,,,,,,,their,,,,,,,,,,plural,ambiguous,[],unknown,unknown
<p> December is also the peak month in the United States for robberies .,robberies,"case(robberies-13, for-12) nmod:for(month-7, robberies-13) ",NNS,,,,,,,,for month,for,month,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Muggings , bank robberies , and other street crimes will stop in the next century as we move toward a cashless society , "" predicts Gene Stephens , a professor in the College of Criminal Justice at the University of South Carolina . """,robberies,"compound(robberies-4, bank-3) conj:and(Muggings-1, robberies-4) nsubj(stop-11, robberies-4) ",NNS,,VB,stop,stop,,,,,,,,,and,muggings,bank,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"It is the one serious crime that you are most likely to suffer , outnumbering the 1.8 million car thefts each year and the 1.1 million robberies ( only larcenies-thefts such as pickpocketing that do not involve entry , damage or injury -- are more common at 9 million ) .",robberies,"det(robberies-27, the-24) nummod(robberies-27, million-26) dep(robberies-27, larcenies-thefts-30) conj:and(crime-6, robberies-27) ",NNS,,,,,,,,,,,,the,and,crime,,,,,"9, million",,,,,,,9,other,plural,,['O-DEN'],countable,unknown
"<p> For years , Martin admits , his life fit the classic profile of a career criminal : a limited education ( his high-school diploma was earned in prison ) ; a history of drug problems , including heroin addiction ; an aversion to honest work ; and an inclination for poorly executed bank robberies , the last of which drew him a thirty-three-year sentence .",robberies,"case(robberies-55, for-51) amod(robberies-55, executed-53) compound(robberies-55, bank-54) ref(robberies-55, which-60) acl:relcl(robberies-55, drew-61) nmod:for(inclination-50, robberies-55) nmod:of(last-58, robberies-55) ",NNS,,,,,,,,"for inclination, of last","for, of","inclination, last",,,,,bank,executed,,,,,,,,,,,,plural,,[],unknown,unknown
"Steven Anthony Mobley , a suspect in a string of armed robberies in Atlanta 's northeastern suburbs , sped off when police tried to apprehend him for questioning .",robberies,"case(robberies-12, of-10) amod(robberies-12, armed-11) nmod:in(robberies-12, suburbs-17) nmod:of(string-9, robberies-12) ",NNS,,,,,,,,"in suburbs, of string","in, of",string,suburbs,,,,,armed,,,,,,,,,,,,plural,,[],unknown,unknown
