sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
<p> The problem with Boxer 's statement is that it was not linked to any broader discussion of the justification for or against going to war .,war,"case(war-26, to-25) nmod:to(going-24, war-26) ",NN,,,,,,,,to going,to,going,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Ironically , Boxer did not discuss other issues about women and war that are serious and pervasive .",war,"nmod:about(issues-9, war-13) conj:and(women-11, war-13) ",NN,,,,,,,,about issues,about,issues,,,,and,women,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Neither she nor her female colleagues discussed the likelihood of U.S. , Iraqi , Kuwaiti , and Saudi Arabian women being raped and sexually assaulted during the war .",war,"case(war-28, during-26) det(war-28, the-27) nmod:during(assaulted-25, war-28) ",NN,,,,,,,,during assaulted,during,assaulted,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"None of the women discussed the deleterious health effects of war on female munitions workers , especially those in the electronics industry .",war,"case(war-11, of-10) nmod:of(effects-9, war-11) ",NN,,,,,,,,of effects,of,effects,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Just as the female legislators did not raise issues typically thought of as important to women , most of them failed to articulate how a Middle East war might affect the environment .",war,"det(war-29, a-26) compound(war-29, Middle-27) compound(war-29, East-28) nsubj(affect-31, war-29) ",NN,,VB,affect,affect,,,,,,,,a,indefinite article,,,"middle, east",,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,a,unit,singular,linked,ambiguous,A+N,countable,unknown
"While it is unrealistic to expect legislators to be aware of scientific research studies on the subject of war and the environment , the mass media published a number of articles on this subject , specifically relating to a Persian Gulf War , prior to congressional debate .",war,"case(war-19, of-18) cc(war-19, and-20) conj:and(war-19, environment-22) nmod:of(subject-17, war-19) ",NN,,,,,,,,of subject,of,subject,,,,and,environment,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Her remarks ( January 12 , 1991 ) were brief , vivid , and uncannily accurate : <p> The war cloud that would result from exploding oil fields and large-scale bombing of Kuwait , Iraq , Saudi Arabia , and other countries in the Middle East would doom the environment for many years to come .... Let us focus on these images : Fires raging for weeks , or perhaps months , sending tons of smoke and debris into the Earth 's atmosphere .",war,"compound(cloud-21, war-20) ",NN,,VB,result,result,,,,,,,,,,,,cloud,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Whereas Boxer failed to link her concerns about the treatment of U.S. female soldiers to any broader argument about why we should not go to war , Pelosi used many examples and linked them to worldwide harm as reasons why we should refrain from a war .",war,"case(war-26, to-25) nmod:to(go-24, war-26) ",NN,,,,,,,,to go,to,go,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Whereas Boxer failed to link her concerns about the treatment of U.S. female soldiers to any broader argument about why we should not go to war , Pelosi used many examples and linked them to worldwide harm as reasons why we should refrain from a war .",war,"case(war-46, from-44) det(war-46, a-45) nmod:from(refrain-43, war-46) ",NN,,,,,,,,from refrain,from,refrain,,a,indefinite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,a,unit,singular,linked,,A+N,countable,unknown
"Nevertheless , going to war to ensure the continuing flow of Middle Eastern oil had serious environmental consequences specific to the United States in the form of energy dependency , air pollution , and acid rain .",war,"case(war-5, to-4) nmod:to(going-3, war-5) ",NN,,,,,,,,to going,to,going,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Representatives Marcy Kaptur and Mary Rose Oakar both made long , logical , well-supported cases in trying to dissuade their colleagues from voting for war .",war,"case(war-26, for-25) nmod:for(voting-24, war-26) ",NN,,,,,,,,for voting,for,voting,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"They described the "" immorality "" of going to war to protect a Middle East oil supply when we had had nearly twenty years since the 1973 OPEC oil embargo to fundamentally change our energy use .",war,"case(war-10, to-9) nmod:to(going-8, war-10) ",NN,,,,,,,,to going,to,going,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Neither woman named continued or increased pollution or environmental damage to the United States and its citizens as a reason to stay out of a war with Iraq , even though both women clearly believed that our energy use must change and that future energy technologies must be environmentally sound .",war,"case(war-26, of-24) det(war-26, a-25) nmod:with(war-26, Iraq-28) nmod:of(stay-22, war-26) ",NN,,,,,,,,"with Iraq, of stay","with, of",stay,iraq,a,indefinite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,a,unit,singular,linked,,A+N,countable,unknown
I believe that the sparse discussion of how the war would affect women and the environment was a result of their integral connection .,war,"det(war-10, the-9) nsubj(affect-12, war-10) ",NN,,VB,affect,affect,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
Rhetorical Obstacles <p> Social attitudes and beliefs that men and women are fundamentally different create the most entrenched rhetorical obstacles that limit a woman 's ability to discuss women and the environment in congressional debates about war .,war,"case(war-37, about-36) nmod:about(debates-35, war-37) ",NN,,,,,,,,about debates,about,debates,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Men fight one another at the war 's front , but women are supposed to be passive , supportive observers on the home front .",war,"det(war-7, the-6) case(war-7, 's-8) nmod:poss(front-9, war-7) ",NN,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],front,,,,,,,,,,,singular,linked,,,unknown,unknown
"Women are supposed to abhor war because our procreative abilities make us "" closer to nature . """,war,"dobj(abhor-5, war-6) ",NN,,VB,,,abhor,abhor,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"<p> In addition to having to deal with the illogic that equates human birth with wartime death and destruction , female members of Congress have little authority to speak about war -- given longstanding attitudes that women are to be passive and silent during these times .",war,"case(war-31, about-30) nmod:about(speak-29, war-31) ",NN,,,,,,,,about speak,about,speak,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"In her 1987 book Women and War , Jean Bethke Elshtain observes that the expectation that women are to fill passive roles during times of war even extends to passivity in articulating their concerns about war : <p> In the matter of women and war women are invited to turn away .",war,"case(war-26, of-25) nmod:of(times-24, war-26) ",NN,,,,,,,,of times,of,times,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"In her 1987 book Women and War , Jean Bethke Elshtain observes that the expectation that women are to fill passive roles during times of war even extends to passivity in articulating their concerns about war : <p> In the matter of women and war women are invited to turn away .",war,"case(war-36, about-35) nmod:about(articulating-32, war-36) ",NN,,,,,,,,about articulating,about,articulating,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"In her 1987 book Women and War , Jean Bethke Elshtain observes that the expectation that women are to fill passive roles during times of war even extends to passivity in articulating their concerns about war : <p> In the matter of women and war women are invited to turn away .",war,"compound(women-46, war-45) ",NN,,,,,,,,,,,,,,,,women,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"But men have done the describing and defining of war , and the women are "" affected "" by it : they mostly react .",war,"case(war-10, of-9) nmod:of(the-5, war-10) ",NN,,,,,,,,of the,of,the,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
<p> Another limitation on women 's ability to speak authentically about war occurs because of their historic exclusion from military service and their continuing exclusion from combat positions .,war,"case(war-12, about-11) nmod:about(speak-9, war-12) ",NN,,,,,,,,about speak,about,speak,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Women 's political ambitions have been thwarted by their inability to serve in military combat positions , resulting in obvious difficulties in speaking about war .",war,"case(war-26, about-25) nmod:about(speaking-24, war-26) ",NN,,,,,,,,about speaking,about,speaking,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"During the Persian Gulf War debates , female members of Congress were negatively affected by the attitude that prior military service was the only legitimate precursor for discussing war .",war,"dobj(discussing-28, war-29) ",NN,,VBG,,,discussing,discuss,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"<p> Similarly , each woman had to face a prejudiced assumption that she was ignorant or incompetent about war simply because this culture defines war as a quintessentially masculine activity .",war,"case(war-19, about-18) nmod:about(ignorant-15, war-19) ",NN,,,,,,,,about ignorant,about,ignorant,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Similarly , each woman had to face a prejudiced assumption that she was ignorant or incompetent about war simply because this culture defines war as a quintessentially masculine activity .",war,"dobj(defines-24, war-25) ",NN,,VBZ,,,defines,define,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"When the subject is as significant and deadly as going to war , the rhetorical obstacles loom even larger for women .",war,"case(war-12, to-11) nmod:to(going-10, war-12) ",NN,,,,,,,,to going,to,going,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"If the congresswomen adopted deductive , abstract , and general arguments about whether to go to war , they risked sounding like most of their male colleagues and appearing to violate sex roles at a time when sex roles were being strongly enforced .",war,"case(war-17, to-16) nmod:to(go-15, war-17) ",NN,,,,,,,,to go,to,go,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
They are practically indistinguishable from the vast majority of speeches in favor of the war .,war,"case(war-15, of-13) det(war-15, the-14) nmod:of(favor-12, war-15) ",NN,,,,,,,,of favor,of,favor,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> In another respect , the language of the war 's supporters was often abstract and generalized .",war,"det(war-10, the-9) case(war-10, 's-11) nmod:poss(supporters-12, war-10) ",NN,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],supporters,,,,,,,,,,,singular,linked,,,unknown,unknown
"The war , she said , was "" not about egg on our faces ; it is about blood on our kids . """,war,"det(war-2, The-1) nsubj(egg-11, war-2) ",NN,,VBD,was,be,,,,,,,,the,other,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Representative Patsy Mink of Hawaii also made a speech quite typical of this approach : <p> Before we commit our children to this violence , I ask that Congress tell our children why declaring war against Iraq is necessary for peace in the world , and that Congress advise our children that they go to war because their Government has exhausted all other avenues to peace .",war,"dobj(declaring-34, war-35) ",NN,,VBG,,,declaring,declare,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Representative Patsy Mink of Hawaii also made a speech quite typical of this approach : <p> Before we commit our children to this violence , I ask that Congress tell our children why declaring war against Iraq is necessary for peace in the world , and that Congress advise our children that they go to war because their Government has exhausted all other avenues to peace .",war,"case(war-56, to-55) nmod:to(go-54, war-56) ",NN,,,,,,,,to go,to,go,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"I can say neither to my children nor to your children , and so I must vote no against war , and yes for a greater effort for peace .",war,"case(war-20, against-19) cc(war-20, and-22) advmod(war-20, yes-23) amod(war-20, for-24) dep(war-20, effort-27) nmod:against(no-18, war-20) ",NN,,,,,,,,against no,against,no,,,,,,,for,[0.0275],[0.071875],[0.017916666666666664],[0.15083333333333335],[0.06916666666666667],[0.009791666666666666],[0.11226190476190476],[0.0125],[0.07586309523809524],[0.025625],[0.0325],[0.02125],[0.3729166666666666],,,,yes,,,,,,,,singular,linked,,,unknown,unknown
"The female opponents tried to reduce the "" distance "" between war as a concept and war as a bloody reality .",war,"case(war-12, between-11) nmod:between(distance-9, war-12) ",NN,,,,,,,,between distance,between,distance,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"The female opponents tried to reduce the "" distance "" between war as a concept and war as a bloody reality .",war,"nmod:as(reduce-6, war-17) conj:and(concept-15, war-17) ",NN,,,,,,,,as reduce,as,reduce,,,,and,concept,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Utilizing what Karilyn Kohrs Campbell , a leading scholar of women and rhetoric , calls the "" feminine style , "" they took four rhetorical paths : they discussed the potential war in familiar , highly personal terms ; they argued that the abstract logic used by the war 's supporters was inappropriate ; they vividly depicted the war 's violent outcome on human bodies and body parts ; and they tried to assert the primacy of domestic issues over foreign policy issues .",war,"det(war-32, the-30) amod(war-32, potential-31) dobj(discussed-29, war-32) ",NN,,VBD,,,discussed,discuss,,,,,,the,definite article,,,,potential,[0.0175],[0.01875],[0.01],[0.05583333333333333],[0.0325],[0.01875],[0.7125],[0.005],[0.02291666666666667],[0.03875],[0.0175],[0.035],[0.015],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Utilizing what Karilyn Kohrs Campbell , a leading scholar of women and rhetoric , calls the "" feminine style , "" they took four rhetorical paths : they discussed the potential war in familiar , highly personal terms ; they argued that the abstract logic used by the war 's supporters was inappropriate ; they vividly depicted the war 's violent outcome on human bodies and body parts ; and they tried to assert the primacy of domestic issues over foreign policy issues .",war,"det(war-49, the-48) case(war-49, 's-50) nmod:poss(supporters-51, war-49) ",NN,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],supporters,,,,,,,,,,,singular,linked,,,unknown,unknown
"Utilizing what Karilyn Kohrs Campbell , a leading scholar of women and rhetoric , calls the "" feminine style , "" they took four rhetorical paths : they discussed the potential war in familiar , highly personal terms ; they argued that the abstract logic used by the war 's supporters was inappropriate ; they vividly depicted the war 's violent outcome on human bodies and body parts ; and they tried to assert the primacy of domestic issues over foreign policy issues .",war,"det(war-59, the-58) case(war-59, 's-60) nmod:poss(outcome-62, war-59) ",NN,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],outcome,,,,,,,,,,,singular,linked,,,unknown,unknown
"A speech by Marcy Kaptur illustrates the personal tone taken by many of the war 's opponents : <p> Let me speak as one of the members of Congress who grew up during the Vietnam era , whose friends fought and died in that battle ....",war,"det(war-15, the-14) case(war-15, 's-16) nmod:poss(opponents-17, war-15) ",NN,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],opponents,,,,,,,,,,,singular,linked,,,unknown,unknown
"Peace through war makes about as much sense as health through sickness . """,war,"case(war-3, through-2) nmod:through(Peace-1, war-3) ",NN,,,,,,,,through Peace,through,peace,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Whereas the war 's supporters talked mostly about the political , economic , and strategic ramifications of going to war , several of the war 's opponents reminded the country that Americans would not just be "" lost "" in battle but would be killing other people as well .",war,"det(war-4, the-3) case(war-4, 's-5) nmod:poss(supporters-6, war-4) ",NN,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],supporters,,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> Whereas the war 's supporters talked mostly about the political , economic , and strategic ramifications of going to war , several of the war 's opponents reminded the country that Americans would not just be "" lost "" in battle but would be killing other people as well .",war,"case(war-21, to-20) nmod:to(going-19, war-21) ",NN,,,,,,,,to going,to,going,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> Whereas the war 's supporters talked mostly about the political , economic , and strategic ramifications of going to war , several of the war 's opponents reminded the country that Americans would not just be "" lost "" in battle but would be killing other people as well .",war,"det(war-26, the-25) case(war-26, 's-27) nmod:poss(opponents-28, war-26) ",NN,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],opponents,,,,,,,,,,,singular,linked,,,unknown,unknown
"The opponents stressed that war takes its toll on humans , especially human bodies .",war,"nsubj(takes-6, war-5) ",NN,,VBZ,takes,take,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
Representative Jolene Unsoeld of Washington utilized this technique when she argued that <p> war is not a simple righting of wrongs .,war,"compound(war-14, <p>-13) nsubj(righting-19, war-14) ",NN,,DT,is,be,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"<p> In similar fashion , Boxer drew upon the lyrics of a song popularized by Bette Midler called "" From a Distance "" in order to chastise the war 's supporters .",war,"det(war-29, the-28) case(war-29, 's-30) nmod:poss(supporters-31, war-29) ",NN,,,,,,,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],supporters,,,,,,,,,,,singular,linked,,,unknown,unknown
"From a distance you look like my friend , even though we are at war .",war,"advmod(war-15, even-10) mark(war-15, though-11) nsubj(war-15, we-12) cop(war-15, are-13) case(war-15, at-14) advcl:at(look-5, war-15) ",NN,,VBP,,,are,be,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,even,,,,,though,,,singular,bare singular,plural,EX-PL,countable,nonverdical
<p> The final way that women who opposed the war dealt with the rhetorical obstacles they faced was by comparing foreign and domestic policy .,war,"det(war-10, the-9) acl(war-10, dealt-11) dobj(opposed-8, war-10) ",NN,,VBD,,,opposed,oppose,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"By discussing the effects of war on human bodies , the women reinforced stereotypes that women can not "" reason "" about war beyond the purely physical , emotional , and specific level .",war,"case(war-6, of-5) nmod:of(effects-4, war-6) ",NN,,,,,,,,of effects,of,effects,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"By discussing the effects of war on human bodies , the women reinforced stereotypes that women can not "" reason "" about war beyond the purely physical , emotional , and specific level .",war,"case(war-23, about-22) nmod:about(reason-20, war-23) ",NN,,,,,,,,about reason,about,reason,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"But in a warlike context where pressures to conform to the most rigid sex roles are in force , the breadth and diversity of human experience with war ought to be considered and discussed . """,war,"case(war-28, with-27) nmod:with(experience-26, war-28) ",NN,,,,,,,,with experience,with,experience,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Power-Over "" Politics <p> Short of a direct challenge to the underlying assumptions of the war discourse , no amount of rhetorical adaptation would have benefited the women .",war,"compound(discourse-17, war-16) ",NN,,,,,,,,,,,,,,,,discourse,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
<p> The fundamental truth of war is that individuals are supposed to kill other human beings .,war,"case(war-6, of-5) nmod:of(truth-4, war-6) ",NN,,,,,,,,of truth,of,truth,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
To do otherwise is to not be engaged in war .,war,"case(war-10, in-9) nmod:in(engaged-8, war-10) ",NN,,,,,,,,in engaged,in,engaged,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"The entire practice of war is predicated on the abstract concept of "" exchangeability of human beings , "" including those in one 's own military forces .",war,"case(war-5, of-4) nmod:of(practice-3, war-5) ",NN,,,,,,,,of practice,of,practice,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"In agreeing that the United States could force its will on Iraq , the female legislators ended up granting both the premise of power-over politics and the underlying justification for going to war .",war,"case(war-33, to-32) nmod:to(going-31, war-33) ",NN,,,,,,,,to going,to,going,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
<p> When they accepted the underlying premise of the war -- power-over -- the congresswomen ensured that their arguments opposing the war would be unconvincing .,war,"case(war-10, of-8) det(war-10, the-9) dep(war-10, power-over-12) dep(war-10, congresswomen-15) nmod:of(premise-7, war-10) ",NN,,,,,,,,of premise,of,premise,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
<p> When they accepted the underlying premise of the war -- power-over -- the congresswomen ensured that their arguments opposing the war would be unconvincing .,war,"det(war-22, the-21) dobj(opposing-20, war-22) ",NN,,VBG,,,opposing,oppose,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
The rape of women by soldiers and the environmental degradation are an accepted reality ( even perquisite ) of war ; they also symbolically represent the internal dynamic of war .,war,"case(war-20, of-19) nmod:of(reality-14, war-20) ",NN,,,,,,,,of reality,of,reality,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
The rape of women by soldiers and the environmental degradation are an accepted reality ( even perquisite ) of war ; they also symbolically represent the internal dynamic of war .,war,"case(war-30, of-29) nmod:of(dynamic-28, war-30) ",NN,,,,,,,,of dynamic,of,dynamic,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"We are supposed to eagerly support military aggression by laboring in munitions factories , raising children on our own , and providing "" support services "" to the men near the "" front , "" as well as providing moral support , comfort , sexual release , and a rapt , listening audience for war stories when the fighting is over .",war,"compound(stories-56, war-55) ",NN,,,,,,,,,,,,,,,,stories,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
The role of being a supportive backdrop is similar to the role played by the ecosystem during a war .,war,"case(war-19, during-17) det(war-19, a-18) nmod:during(played-13, war-19) ",NN,,,,,,,,during played,during,played,,a,indefinite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,a,unit,singular,linked,,A+N,countable,unknown
"The power-over politics that justified our involvement in the Persian Gulf War is the same dynamic that justifies using women as sexual war booty , destroying the environment in war , and denigrating women 's concerns as unimportant in congressional debates .",war,"compound(booty-24, war-23) ",NN,,,,,,,,,,,,,,,,booty,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"The power-over politics that justified our involvement in the Persian Gulf War is the same dynamic that justifies using women as sexual war booty , destroying the environment in war , and denigrating women 's concerns as unimportant in congressional debates .",war,"case(war-30, in-29) nmod:in(environment-28, war-30) ",NN,,,,,,,,in environment,in,environment,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Until concerned women and men are able to directly challenge the underlying assumptions of power-over politics and this conceptual framework , wars will continue to be fought and the effect on women and the environment will continue to seem irrelevant .",wars,"nsubj(continue-24, wars-22) nsubjpass(fought-27, wars-22) ",NNS,,VB,continue,continue,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,ambiguous,,unknown,unknown
"And personally , I rarely think about that war anymore .",war,"case(war-9, about-7) det(war-9, that-8) nmod:about(think-6, war-9) ",NN,,,,,,,,about think,about,think,,that,demonstrative,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
He was a British officer fighting in the mud and horror of the Western Front in a war that ended forty-two years before I was born .,war,"case(war-18, in-16) det(war-18, a-17) ref(war-18, that-19) acl:relcl(war-18, ended-20) nmod:in(fighting-6, war-18) nsubj(ended-20, war-18) ",NN,,VBD,ended,end,,,,in fighting,in,fighting,,a,indefinite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,a,unit,singular,linked,ambiguous,A+N,countable,unknown
"Owen was killed on November 4 , 1918 , one week before the Armistice , in the "" war to end all wars . """,war,"nsubj(end-21, war-19) ",NN,,VB,end,end,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Owen was killed on November 4 , 1918 , one week before the Armistice , in the "" war to end all wars . """,wars,"det(wars-23, all-22) dobj(end-21, wars-23) ",NNS,,VB,,,end,end,,,,,,all,quantifier,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,ambiguous,,unknown,unknown
"<p> 
##4001050 Military analyst Ruth Sivard cites 148 wars in the world since World War II .",wars,"nummod(wars-10, 148-9) nmod:in(wars-10, world-13) dobj(cites-8, wars-10) ",NNS,,VBZ,,,cites,cite,,in world,in,,world,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,148,,,,,,,148,other,plural,linked,singular,O-DEN,countable,unknown
"Among these were wars in the Sudan , Somalid , Cambodia , Georgia , Burundi , Afghanistan , Rwanda , and many others .",wars,"nmod:in(wars-4, Rwanda-19) nmod:in(wars-4, others-23) nsubj(were-3, wars-4) ",NNS,,VBD,were,be,,,,"in Rwanda, in others","in, in",,"rwanda, others",,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,ambiguous,,unknown,unknown
"Most of these were what can be called "" population wars . """,wars,"compound(wars-11, population-10) dobj(called-8, wars-11) ",NNS,,VBN,,,called,call,,,,,,,,,,population,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,ambiguous,,unknown,unknown
"<p> Since the end of the Cold War , the nature of war has changed .",war,"case(war-13, of-12) nmod:of(nature-11, war-13) ",NN,,,,,,,,of nature,of,nature,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
