sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"When he learns that the men consider cheating a great crime , he apologizes and returns their money .",crime,"det(crime-11, a-9) amod(crime-11, great-10) dobj(cheating-8, crime-11) ",NN,,VBG,,,cheating,cheat,,,,,,a,,,,great,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"It was a violent crime . """,crime,"nsubj(crime-5, It-1) cop(crime-5, was-2) det(crime-5, a-3) amod(crime-5, violent-4) root(ROOT-0, crime-5) ",NN,,VBD,,,was,be,,,,,,a,,,,violent,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"Most recently ; investor confidence in Jamaica has been soured by the crime rate , which has required escalating expenditures on security .",crime,"compound(rate-14, crime-13) ",NN,,VBN,required,require,,,,,,,,,,,rate,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
The polarities are marked : central ( inner ) city-suburb ; downtown-edge city ; poor-rich ; diverse-homogeneous ; gray/brown-green ; congested-spacious ; old -- new ; obsolete -- modern ; minority -- white ; mass transit -- automobile ; high crime rate -- safe .,crime,"compound(rate-42, crime-41) ",NN,,,,,,,,,,,,,,,rate,,,,,,,,,,,,,singular,,[],unknown,unknown
"Certain daily activities became infractions or crimes under the new laws ( SECEPLAN 1992,13 ) .",crimes,"xcomp(became-4, crimes-7) conj:or(infractions-5, crimes-7) ",NNS,,VBD,,,became,become,,,,,,,or,infractions,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"I say the situation now is worse , there is corruption , the youth is lost , the kids drop out of school , there are crimes , the elderly are afraid with the situation here in El Barrio .",crimes,"nsubj(are-26, crimes-27) ",NNS,,VBP,are,be,,,,,,,,,,,,,,,,,,,,,,,,plural,plural,[],unknown,unknown
"Another deputy claimed that "" the children of these people Travellers do not attend school and grow up illiterate , learning nothing but the elements of crime to which their conditions make them easy addicts "" ( Dil O'Neill , 19 September 1944 , c. 1528 ) .",crime,"case(crime-27, of-26) nmod:of(elements-25, crime-27) ",NN,,,,,,,,of elements,of,elements,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Similarly , the compositions devoted to violence , crime , and tragic events at a national level are far more numerous ( 10 vs. 1 ) than the one locally focused composition regarding a boy killed in an accident outside his school .",crime,"nmod:to(devoted-6, crime-10) conj:and(violence-8, crime-10) ",NN,,,,,,,,to devoted,to,devoted,,,and,violence,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> During the period of military rule in Argentina , a wide range of actions were considered subversion by authorities ( Gillespie 1982 ; Osiel 1986 ) and were named as "" crimes "" in decrees issued by the military after assuming power ( Spitta 1982 ) .",crimes,"case(crimes-33, as-31) nmod:in(crimes-33, decrees-36) nmod:as(named-30, crimes-33) ",NNS,,,,,,,,"in decrees, as named","in, as",named,decrees,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"These actions ranged from "" terrorism , illegal possession of arms and war supplies , illegal association and other terrorist subversive crimes "" ( IACHR 1980 : 150 ) to corrupting the youth , destroying the family , and undermining Catholicism ( Republica Argentina .",crimes,"amod(crimes-22, other-19) amod(crimes-22, terrorist-20) compound(crimes-22, subversive-21) appos(arms-11, crimes-22) conj:and(association-17, crimes-22) ",NNS,,,,,,,,,,,,,and,association,subversive,"other, terrorist",,,,,"modifier, arms",arms,,,,,,plural,,[],unknown,unknown
"Such namings were authoritative in that those named as "" subversives "" were subsequently treated as such , much as being convicted of a crime authoritatively defines one as a felon ( see Coutin 1995 ) .",crime,"case(crime-25, of-23) det(crime-25, a-24) nmod:of(convicted-22, crime-25) ",NN,,,,,,,,of convicted,of,convicted,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
To issue indictments it was necessary for authorities to define movement practices as crimes .,crimes,"case(crimes-14, as-13) nmod:as(define-10, crimes-14) ",NNS,,,,,,,,as define,as,define,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"With the intensification of crime and the continued deterioration of the school system , many middleclass and skilled working-class black residents are finding life in the townships increasingly difficult and are moving out to historically white suburbs .",crime,"case(crime-5, of-4) nmod:of(intensification-3, crime-5) ",NN,,,,,,,,of intensification,of,intensification,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"According to the World Health Organization , globally , South African cities are reputed to have the highest levels of violent crime .",crime,"case(crime-22, of-20) amod(crime-22, violent-21) nmod:of(levels-19, crime-22) ",NN,,,,,,,,of levels,of,levels,,,,,,violent,,,,,,,,,,,,singular,,[],unknown,unknown
"In 1994 , there were at least 800,000 violent crimes , including 67,000 armed robberies , 150,000 serious assaults , and 31,000 rapes .",crimes,"nummod(crimes-10, 800,000-8) amod(crimes-10, violent-9) nsubj(were-5, crimes-10) ",NNS,,VBD,were,be,,,,,,,,,,,,violent,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Furthermore , it does appear that in many instances where the perpetrator is black and the victim white , a crime will be accompanied by gratuitous violence .",crime,"det(crime-21, a-20) nsubjpass(accompanied-24, crime-21) ",NN,,VBN,accompanied,accompany,,,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"Recently , there have been several cases of crime victims being tortured by their assailants or murdered for no apparent reason .",crime,"compound(victims-10, crime-9) ",NN,,,,,,,,,,,,,,,victims,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> The high level of crime in the historically white suburbs has changed the architecture of these areas .,crime,"case(crime-6, of-5) nmod:in(crime-6, suburbs-11) nmod:of(level-4, crime-6) ",NN,,,,,,,,"in suburbs, of level","in, of",level,suburbs,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Thousands of people , especially the young , are dependent on crime for survival and the cities are becoming more rather than less dangerous .",crime,"case(crime-12, on-11) nmod:for(crime-12, survival-14) nmod:on(dependent-10, crime-12) ",NN,,,,,,,,"for survival, on dependent","for, on",dependent,survival,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Absent the upper classes , there would be fewer wars , smaller armies , less crime , therefore lower taxes , and an altogether smaller machine to support .",crime,"amod(crime-16, less-15) conj:and(wars-10, crime-16) ",NN,,,,,,,,,,,,,and,wars,,less,,,,,,,,,,,,singular,,[],unknown,unknown
"Then Majid Khan , an influential local leader of Subzimandi who lives and flourishes in the shaded space formed by the intersection of crime and politics , was attacked with a sword by some BJP workers and the rumor spread that he had died .",crime,"case(crime-24, of-23) cc(crime-24, and-25) conj:and(crime-24, politics-26) nmod:of(intersection-22, crime-24) ",NN,,,,,,,,of intersection,of,intersection,,,and,politics,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In New York and New Jersey , for example , juvenile-court judges may not commit a youngster to correctional institutions for "" status offenses "" -- that is , for behavior that would not be a crime if done by adults .",crime,"det(crime-37, a-36) case(crime-37, if-38) advmod(done-39, crime-37) ",NN,,,,,,,,,,,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"<p> Although the study is two decades old , it is worth revisiting , for it remains the most comprehensive national study of school crime and disorder ever done .",crime,"case(crime-25, of-23) compound(crime-25, school-24) cc(crime-25, and-26) conj:and(crime-25, disorder-27) amod(crime-25, done-29) nmod:of(study-22, crime-25) ",NN,,,,,,,,of study,of,study,,,and,disorder,school,done,,,,,,,,,,,,singular,,[],unknown,unknown
"Then 31,373 students and 23,895 teachers in 642 junior and senior high schools throughout the country were questioned about their experiences with school crime -- in particular , whether they themselves were victimized and , if so , how .",crime,"case(crime-24, with-22) compound(crime-24, school-23) nmod:with(questioned-18, crime-24) ",NN,,,,,,,,with questioned,with,questioned,,,,,school,,,,,,,,,,,,,singular,,[],unknown,unknown
<p> The study also explored what was responsible for this increase in crime and disruption .,crime,"case(crime-13, in-12) cc(crime-13, and-14) conj:and(crime-13, disruption-15) nmod:in(increase-11, crime-13) ",NN,,,,,,,,in increase,in,increase,,,and,disruption,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> What about a crime wave from dropouts who do n't take entry-level jobs in the service industries and , instead , hang out on the streets ?",crime,"compound(wave-6, crime-5) ",NN,,,,,,,,,,,,,,,wave,,,,,,,,,,,,,singular,,[],unknown,unknown
"Longitudinal studies have found that , although dropouts have a higher crime rate than high-school graduates , their criminality was high before they dropped out and does not increase after their leaving school .",crime,"compound(rate-13, crime-12) ",NN,,VBP,,,have,have,,,,,,,,,rate,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
The tradeoff may be more crime outside of schools and less crime inside of schools .,crime,"compound(schools-9, crime-6) ",NN,,VB,,,be,be,,,,,,,,,schools,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
The tradeoff may be more crime outside of schools and less crime inside of schools .,crime,"compound(inside-13, crime-12) ",NN,,,,,,,,,,,,,,,inside,,,,,,,,,,,,,singular,,[],unknown,unknown
"And conservatives fear that an overreaching state , fueled by exaggerated media reports , will prosecute people for victimless crimes .",crimes,"case(crimes-20, for-18) amod(crimes-20, victimless-19) nmod:for(people-17, crimes-20) ",NNS,,,,,,,,for people,for,people,,,,,,victimless,,,,,,,,,,,,plural,,[],unknown,unknown
"This is the change in social conditions in the city -- the rise of illegitimacy , of single-parent families , of dependency , of drugs and crime .",crime,"nmod:of(conditions-7, crime-27) conj:and(drugs-25, crime-27) ",NN,,,,,,,,of conditions,of,conditions,,,and,drugs,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Unlike the juvenile offenders of 75 years ago , the delinquents of today are committing very "" adult "" crimes , involving vast harm to both persons and property .",crimes,"dobj(committing-15, crimes-20) ",NNS,,VBG,,,committing,commit,,,,,,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"And according to a 1991 survey , juveniles between the ages of 12 and 18 were responsible for approximately 28 percent of all personal crimes such as rape , personal robbery , aggravated and simple assault , and theft from a person ( Snyder and Sickmund 1995 : 47 ) .",crimes,"case(crimes-25, of-22) det(crimes-25, all-23) amod(crimes-25, personal-24) nmod:such_as(crimes-25, rape-28) nmod:such_as(crimes-25, robbery-31) nmod:such_as(crimes-25, assault-36) nmod:such_as(crimes-25, theft-39) nmod:of(percent-21, crimes-25) ",NNS,,,,,,,,"such_as rape, such_as robbery, such_as assault, such_as theft, of percent","such_as, such_as, such_as, such_as, of",percent,"rape, robbery, assault, theft",all,,,,personal,,,,,,,,,,,,plural,,[],unknown,unknown
"<p> The emphasis in aggressive expungement thus was , and is , on the perpetrator 's youth and inexperience , rather than on the reality of his crimes and his unabated criminal tendencies .",crimes,"case(crimes-28, of-26) nmod:poss(crimes-28, his-27) cc(crimes-28, and-29) conj:and(crimes-28, tendencies-33) nmod:of(reality-25, crimes-28) ",NNS,,,,,,,,of reality,of,reality,,,and,tendencies,,,,his,,,,,,,,,,plural,,[],unknown,unknown
The Market for Lemons <p> Imagine a sentencing judge facing a youthful adult offender following the latter 's conviction for a crime .,crime,"case(crime-22, for-20) det(crime-22, a-21) nmod:for(conviction-19, crime-22) ",NN,,,,,,,,for conviction,for,conviction,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
A young adult is convicted of some crime and appears for sentencing .,crime,"case(crime-8, of-6) det(crime-8, some-7) nmod:of(convicted-5, crime-8) ",NN,,,,,,,,of convicted,of,convicted,,some,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Indeed , many of the problems facing our nation -- from crime and drugs to illiteracy and homelessness -- are mounting .",crime,"case(crime-12, from-11) cc(crime-12, and-13) conj:and(crime-12, drugs-14) nmod:to(crime-12, illiteracy-16) nmod:to(crime-12, homelessness-18) nmod:from(nation-9, crime-12) ",NN,,,,,,,,"to illiteracy, to homelessness, from nation","to, to, from",nation,"illiteracy, homelessness",,and,drugs,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Violence , crime , and interracial and ethnic tension pervade neighborhoods throughout the country today .",crime,"conj:and(Violence-1, crime-3) nsubj(pervade-10, crime-3) ",NN,,VBP,pervade,pervade,,,,,,,,,and,violence,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"( n13 ) <p> The primary object of blame here is the "" powerful "" or "" privileged minority , "" which acts to prevent free communication , while the majority is only an accessory to the crime .",crime,"case(crime-38, to-36) det(crime-38, the-37) nmod:to(accessory-35, crime-38) ",NN,,,,,,,,to accessory,to,accessory,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In 1996 , "" counter-revolution "" was dismissed as a crime .",crime,"case(crime-11, as-9) det(crime-11, a-10) nmod:as(dismissed-8, crime-11) ",NN,,,,,,,,as dismissed,as,dismissed,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"In contrast , utilitarian theories of punishment are concerned with preventing future crimes ( Walker 1991 ; Braithwaite and Pettit 1990 ; Rawls 1955 ) .",crimes,"amod(crimes-13, future-12) dobj(preventing-11, crimes-13) ",NNS,,VBG,,,preventing,prevent,,,,,,,,,,future,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Under utilitarian penal theory , a carefully calculated punishment is designed for each crime so that the gain from the crime is offset by the punishment .",crime,"case(crime-14, for-12) det(crime-14, each-13) nmod:for(designed-11, crime-14) ",NN,,,,,,,,for designed,for,designed,,each,,,,,,,,,,,,,,each,other,singular,,['O-DEN'],countable,unknown
"Under utilitarian penal theory , a carefully calculated punishment is designed for each crime so that the gain from the crime is offset by the punishment .",crime,"case(crime-21, from-19) det(crime-21, the-20) nmod:from(gain-18, crime-21) ",NN,,,,,,,,from gain,from,gain,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Retribution <p> Past-oriented theories are usually known as retributivist because their aim is to exact retribution from offenders for their crimes .,crimes,"case(crimes-21, for-19) nmod:poss(crimes-21, their-20) nmod:for(offenders-18, crimes-21) ",NNS,,,,,,,,for offenders,for,offenders,,,,,,,,their,,,,,,,,,,plural,,[],unknown,unknown
"As Kant ( 1887,194 ) stated , "" punishment can never be administered merely as means for promoting another Good either with regard to the Criminal himself or to Civil Society , but must in all cases be imposed only because the individual on whom it is inflicted has committed a crime . """,crime,"det(crime-52, a-51) dobj(committed-50, crime-52) ",NN,,VBN,,,committed,commit,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
<p> Retributive penal systems theoretically have sought equivalence between the punishment imposed and the crime committed ( Von Hirsch 1976 ) .,crime,"det(crime-15, the-14) acl(crime-15, committed-16) dep(crime-15, 1976-20) nmod:between(equivalence-8, crime-15) conj:and(punishment-11, crime-15) ",NN,,,,,,,,between equivalence,between,equivalence,,the,and,punishment,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In relation to punishment , this means that the pain suffered by the offender is justified only if more pain ( stemming from more crime ) is thereby avoided .",crime,"case(crime-25, from-23) amod(crime-25, more-24) nmod:from(stemming-22, crime-25) ",NN,,,,,,,,from stemming,from,stemming,,,,,,more,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Bentham ( 1789 ) believed that unless punishment deters further crime , it adds to the sum of human suffering .",crime,"amod(crime-12, further-11) dobj(deters-10, crime-12) ",NN,,VBZ,,,deters,deter,,,,,,,,,,further,,,,,,,,,,,,singular,singular,[],unknown,unknown
"Advocates of rehabilitation ( Hudson 1993 ) argue that punishments should fit the criminal and not the crime , while opponents contend that generalized rehabilitative efforts are virtually ineffective ( Martinson 1974 ) .",crime,"neg(crime-18, not-16) det(crime-18, the-17) dobj(fit-12, crime-18) conj:and(criminal-14, crime-18) ",NN,not,VB,,,fit,fit,,,,,,the,and,criminal,,,,,,,,,,,,,,singular,ambiguous,[],unknown,verdical
"In contrast , potential crime victims may be protected through the physical incapacitation of would -- be offenders .",crime,"compound(victims-6, crime-5) ",NN,,VBN,protected,protect,,,,,,,,,,,victims,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"When offenders are electronically monitored or incarcerated , for example , their opportunity to commit certain crimes is physically obstructed .",crimes,"amod(crimes-17, certain-16) dobj(commit-15, crimes-17) ",NNS,,VB,,,commit,commit,,,,,,,,,,certain,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Harland ( 1993 ) , for example , proposes three sequential goals of sentencing -- reparation , crime reduction , and retribution .",crime,"compound(reduction-19, crime-18) ",NN,,,,,,,,,,,,,,,reduction,,,,,,,,,,,,,singular,,[],unknown,unknown
Only after reparation has been considered should crime reduction and retribution be considered .,crime,"compound(reduction-9, crime-8) ",NN,,VBN,considered,consider,,,,,,,,,,,reduction,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Reparation compensates the victim 's loss , focuses attention on the wrongfulness of the crime and on its human consequences , and provides a sense of vindication to the victim .",crime,"case(crime-15, of-13) det(crime-15, the-14) nmod:of(wrongfulness-12, crime-15) ",NN,,,,,,,,of wrongfulness,of,wrongfulness,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"If the offender can be brought to realize the impact of the crime on the victim , and if the criminal demonstrates contrition through reparation , then the victim 's fear may be lessened .",crime,"case(crime-13, of-11) det(crime-13, the-12) nmod:on(crime-13, victim-16) nmod:of(impact-10, crime-13) ",NN,,,,,,,,"on victim, of impact","on, of",impact,victim,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Lawmakers in the United States have enacted legislation providing for financial assistance to victims of crime since 1965 , when the California state legislature enacted the first program.",crime,"case(crime-16, of-15) nmod:since(crime-16, 1965-18) nmod:of(victims-14, crime-16) ",NN,,,,,,,,"since 1965, of victims","since, of",victims,1965,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The ICTY ( and the International Criminal Tribunal for Rwanda ICTR ) is authorized to prosecute four clusters of offenses : grave breaches of the 1949 Geneva Convention , violations of the laws or customs of war , genocide , and crimes against humanity .",crimes,"nmod:against(crimes-42, humanity-44) dobj(prosecute-16, crimes-42) conj:and(clusters-18, crimes-42) ",NNS,,VB,,,prosecute,prosecute,,against humanity,against,,humanity,,and,clusters,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"On 7 May 1997 , Tadic was found guilty of eleven counts of violations of the laws or customs of war and crimes against humanity .",crimes,"nmod:of(laws-17, crimes-23) conj:and(war-21, crimes-23) ",NNS,,,,,,,,of laws,of,laws,,,and,war,,,,,,,,,,,,,,plural,,[],unknown,unknown
Drazen Erdemovic pleaded guilty to crimes against humanity on 29 November 1996 .,crimes,"case(crimes-6, to-5) nmod:against(crimes-6, humanity-8) nmod:to(guilty-4, crimes-6) ",NNS,,,,,,,,"against humanity, to guilty","against, to",guilty,humanity,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
<p> The creation of the International Criminal Tribunal for Rwanda supported Rwandan efforts to allocate individual responsibility for genocide and other crimes against humanity.,crimes,"case(crimes-22, for-18) compound(crimes-22, genocide-19) compound(crimes-22, other-21) nmod:against(crimes-22, humanity-24) nmod:for(allocate-15, crimes-22) ",NNS,,,,,,,,"against humanity, for allocate","against, for",allocate,humanity,,,,"genocide, other",,,,,,,,,,,,,plural,,[],unknown,unknown
"The first four defendants were charged with genocide , crimes against humanity , and violations of Article 3 of the Geneva Convention.",crimes,"nmod:against(crimes-10, humanity-12) nmod:with(charged-6, crimes-10) conj:and(genocide-8, crimes-10) ",NNS,,,,,,,,"against humanity, with charged","against, with",charged,humanity,,and,genocide,,,,,,,,,,,,,,plural,,[],unknown,unknown
These tribunals were designed as modes of retributive justice and general deterrence for crimes committed in Rwanda and the former Yugoslavia .,crimes,"case(crimes-14, for-13) acl(crimes-14, committed-15) nmod:for(designed-4, crimes-14) ",NNS,,,,,,,,for designed,for,designed,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"( n9 ) Although the list of crimes is still evolving , questions emanate as to the theoretical foundation for imposing punishments upon individuals convicted of such violations .",crimes,"case(crimes-8, of-7) nmod:of(list-6, crimes-8) ",NNS,,,,,,,,of list,of,list,,,,,,,,,,,,,,,,,,plural,,[],unknown,unknown
"As Ferencz ( 1972,344 ) suggests , "" an organized program to compensate those who have been the victims of war crimes or crimes against humanity is worthy of serious consideration . """,crimes,"case(crimes-22, of-20) compound(crimes-22, war-21) cc(crimes-22, or-23) conj:or(crimes-22, crimes-24) nmod:of(victims-19, crimes-22) ",NNS,,,,,,,,of victims,of,victims,,,or,crimes,war,,,,,,,,,,,,,plural,,[],unknown,unknown
"As Ferencz ( 1972,344 ) suggests , "" an organized program to compensate those who have been the victims of war crimes or crimes against humanity is worthy of serious consideration . """,crimes,"nmod:of(victims-19, crimes-24) conj:or(crimes-22, crimes-24) ",NNS,,,,,,,,of victims,of,victims,,,or,crimes,,,,,,,,,,,,,,plural,,[],unknown,unknown
"Recommendations <p> Since the Nuremberg trials , it has been widely accepted as a principle of international law that individuals committing war crimes , crimes against peace , or crimes against humanity should be held criminally responsible for their actions .",crimes,"compound(crimes-23, war-22) conj:or(crimes-23, crimes-25) cc(crimes-23, or-29) conj:or(crimes-23, crimes-30) dobj(committing-21, crimes-23) ",NNS,,VBG,,,committing,commit,,,,,,,"or, or","crimes, crimes",war,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Recommendations <p> Since the Nuremberg trials , it has been widely accepted as a principle of international law that individuals committing war crimes , crimes against peace , or crimes against humanity should be held criminally responsible for their actions .",crimes,"nmod:against(crimes-25, peace-27) dobj(committing-21, crimes-25) conj:or(crimes-23, crimes-25) ",NNS,,VBG,,,committing,commit,,against peace,against,,peace,,or,crimes,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Recommendations <p> Since the Nuremberg trials , it has been widely accepted as a principle of international law that individuals committing war crimes , crimes against peace , or crimes against humanity should be held criminally responsible for their actions .",crimes,"nmod:against(crimes-30, humanity-32) dobj(committing-21, crimes-30) conj:or(crimes-23, crimes-30) ",NNS,,VBG,,,committing,commit,,against humanity,against,,humanity,,or,crimes,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Likewise , it is a timeless truism of justice that victims of crime are entitled to appropriate forms of redress .",crime,"case(crime-13, of-12) nmod:of(victims-11, crime-13) ",NN,,,,,,,,of victims,of,victims,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> While punishments for international crimes may be inherently more uncompromising given the harsh nature of the criminal acts , sanctions must still be based on sound , internationally accepted penal theory .",crimes,"case(crimes-6, for-4) amod(crimes-6, international-5) nmod:for(punishments-3, crimes-6) ",NNS,,,,,,,,for punishments,for,punishments,,,,,,international,,,,,,,,,,,,plural,,[],unknown,unknown
"Acceptance of reparation as the primary goal accomplishes two critical objectives : compensating identifiable crime victims , and preventing the unnecessary infliction of pain and/or suffering on the offender .",crime,"compound(victims-16, crime-15) ",NN,,VBG,,,compensating,compensate,,,,,,,,,victims,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"While reparation alone may not adequately "" punish "" genocidal perpetrators , crime victims should nevertheless be compensated by their victimizers .",crime,"compound(victims-14, crime-13) ",NN,,VBN,compensated,compensate,,,,,,,,,,,victims,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Right now , people in Russia are afraid : they see crime , unemployment , and other ills .",crime,"conj:and(crime-12, unemployment-14) cc(crime-12, and-16) conj:and(crime-12, ills-18) dobj(see-11, crime-12) ",NN,,VBP,,,see,see,,,,,,,"and, and","unemployment, ills",,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"<p> It is particularly noteworthy that despite the lack of police or military forces , civil order was maintained with a very low level of crime other than those incidents associated with honorable fighting .",crime,"case(crime-26, of-25) amod(crime-26, other-27) nmod:of(level-24, crime-26) ",NN,,,,,,,,of level,of,level,,,,,,other,,,,,,,,,,,,singular,,[],unknown,unknown
"( n12 ) Sir Gawain Bell , who served as District Commissioner among the Ngok Dinka in the 1950s , observed , "" I ca n't remember that we ever had any serious crime in that part of the District .",crime,"det(crime-34, any-32) amod(crime-34, serious-33) nmod:in(crime-34, part-37) dobj(had-31, crime-34) ",NN,,VBD,,,had,have,,in part,in,,part,any,,,,serious,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Among the Baggara ( Arabs ) ... there was a good deal of serious crime : murders and so forth ; and the same applied to the Hamar in the North ...,crime,"case(crime-15, of-13) amod(crime-15, serious-14) nmod:of(deal-12, crime-15) ",NN,,,,,,,,of deal,of,deal,,,,,,serious,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> 
##4008467 Section : MEDIA AND THE LAW <p> When a friend of John Grisham 's was killed and a store clerk paralyzed in a movie-inspired crime spree , people thought someone should pay .",crime,"compound(spree-29, crime-28) ",NN,,,,,,,,,,,,,,,spree,,,,,,,,,,,,,singular,,[],unknown,unknown
"Instead , Edmondson spun an almost surrealistic yarn , telling investigators that she and Darrus had been inspired by the 1994 film Natural Born Killers , Oliver Stone 's blood-drenched satire about a young couple who become media idols during a cross-country crime spree in which they kill more than 50 people .",crime,"compound(spree-44, crime-43) ",NN,,,,,,,,,,,,,,,spree,,,,,,,,,,,,,singular,,[],unknown,unknown
"His group has issued "" war crimes "" indictments against state officials and alleged wrongdoing by some of the state 's big banks in their dealings with the Office of Hawaiian Affairs ( an agency created in 1978 by a state constitutional amendment to receive and administer state funds "" for the betterment of conditions of Native Hawaiians "" ) .",crimes,"compound(crimes-7, war-6) dobj(issued-4, crimes-7) ",NNS,,VBN,,,issued,issue,,,,,,,,,war,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> In allowing James ' execution , the courts turned a deaf ear to his claim that be had been too drunk to know what he was doing and did not deserve to die for the crime .",crime,"case(crime-37, for-35) det(crime-37, the-36) nmod:for(die-34, crime-37) ",NN,,,,,,,,for die,for,die,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Critics worry that Egelhoff signals the end of the principle that the government must prove every element of a crime beyond a reasonable doubt , including the firmly entrenched mens rea -- or "" guilty mind "" -- intent requirement .",crime,"case(crime-21, of-19) det(crime-21, a-20) nmod:beyond(crime-21, doubt-25) nmod:of(element-18, crime-21) ",NN,,,,,,,,"beyond doubt, of element","beyond, of",element,doubt,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"<p> The Supreme Court also rejected the Montana high court 's contention that the statute relieved the state of its burden to prove every element of the crime , although Scalia conceded that it might make the burden "" easier to bear . """,crime,"case(crime-28, of-26) det(crime-28, the-27) nmod:of(element-25, crime-28) ",NN,,,,,,,,of element,of,element,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Unlike traditional affirmative defenses that place the burden on defendants , such as self-defense , intoxication is most commonly used to negate a crime 's intent element . """,crime,"det(crime-24, a-23) case(crime-24, 's-25) nmod:poss(element-27, crime-24) ",NN,,,,,,,,,,,,a,,,,,element,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"<p> Missouri fixed the problem by placing a reminder before the intoxication instruction that the state must prove all elements of the crime beyond a reasonable doubt . """,crime,"case(crime-23, of-21) det(crime-23, the-22) nmod:of(elements-20, crime-23) ",NN,,,,,,,,of elements,of,elements,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Still , voluntary intoxication is admissible for other issues , particularly a defendant 's physical ability to commit the crime or , as in Egelhoff 's case , to prove intent by demonstrating belligerence .",crime,"det(crime-21, the-20) dobj(commit-19, crime-21) ",NN,,VB,,,commit,commit,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
